case_number,date_reported,date_occurred,time_occurred,location,time_reported,incident,university
P-17-0330,2020-03-05,2017-03-05,22:25,517 HOLMES HALL                              C             Not Cleared,22:25,35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-17-0331,2020-03-06,2017-03-06,08:59,GRAVEL LOT BEHIND WALKER COURSE              C             Cleared by Arrest,08:59,280 RECEIVING STOLEN GOODS LESS THAN $2000 35A POSSESSION OF METHAMPHETAMINE,Clemson University
P-17-0332,2020-03-06,2017-03-04,15:00,DOUTHIT HILLS CONSTRUCTION SITE              C             Not Cleared,11:10,240 GRAND LARCENY (ATV SIDE BY SIDE) 290 MALICIOUS INJURY TO REAL PROPERTY,Clemson University
P-17-0333,2020-03-06,2017-03-06,14:45,BRACKETT HALL                                C             Not Cleared,14:47,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0336,2020-03-07,2017-03-07,00:00,BARNETT HALL                                 C             Not Cleared,18:31,290 VANDALISM,Clemson University
P-17-0337,2020-03-07,2017-03-07,22:48,HENDRIX CENTER                               C             Not Cleared,22:48,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0341,2020-03-08,2017-03-07,23:15,THORNHILL VILLAGE LAUNDRY CENTER             C             Not Cleared,10:26,23D PETIT LARCENY (WALLET),Clemson University
P-17-0342,2020-03-08,2017-03-08,17:30,MCMILLIAN ROAD AT REDFERN HEALTH CENTER      C             Not Cleared,19:54,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0343,2020-03-08,2017-03-08,20:13,UNKNOWN LOCATION                          C             Not Cleared,20:13,991 WELL BEING CHECK,Clemson University
P-17-0344,2020-03-08,2017-03-08,22:50,935 JOHNSTONE HALL                        C             Not Cleared,23:02,991 MEDICAL TRANSPORT,Clemson University
P-17-0345,2020-03-09,2017-03-09,00:15,SC HWY 93 AT THE PRESIDENT'S PARK         C             Not Cleared,00:19,991 PROPERTY DAMAGE,Clemson University
P-17-0348,2020-03-09,2017-03-08,18:00,163 CORE C BUILDING                       C             Not Cleared,17:00,23D PETIT LARCENY,Clemson University
P-17-0350,2020-03-09,2017-03-09,20:36,WILLIAMSON ROAD AND FORT HILL STREET      C             Not Cleared,20:41,991 CIVIL DISTURBANCE (ARGUMENT),Clemson University
P-17-0351,2020-03-09,2017-03-09,20:56,4A7 LEVER HALL                            C             Not Cleared,20:56,991 MEDICAL TRANSPORT,Clemson University
P-17-0352,2020-03-10,2017-03-10,03:33,BOTANICAL GARDENS                         C             Not Cleared,03:33,991 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0353,2020-03-10,2017-03-10,04:09,P-3 PARKING LOT                           C             Cleared by Arrest,04:09,90E PUBLIC DISORDERLY CONDUCT 90G POSSESSION OF BEER BY PERSON UNDER 21 YEARS 90Z POSSESSION OF FAKE I.D,Clemson University
P-17-0354,2020-03-10,2017-03-09,15:30,TILLMAN HALL                              U,08:11,23D PETIT LARCENY (DESK),Clemson University
P-17-0355,2020-03-10,2017-03-10,11:49,SC 93 AND CHERRY ROAD                     C             Cleared by Arrest,11:49,950 OPERATING UNINSURED VEHICLE,Clemson University
P-17-0356,2020-03-10,2017-03-10,13:06,RIGGS HALL                                C             Not Cleared,13:11,991 WELL BEING CHECK,Clemson University
P-17-0357,2020-03-10,2017-03-10,14:16,PERIMETER ROAD AT GARDEN TRAIL            C             Not Cleared,14:18,991 PERSONAL INJURY,Clemson University
P-17-0358,2020-03-10,2017-03-10,17:25,REDFERN HEALTH CENTER                     C             Not Cleared,17:28,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0359,2020-03-10,2017-03-10,23:03,R-1 PARKING LOT                           C             Not Cleared,23:03,991 VEHICLE SEARCH,Clemson University
P-17-0360,2020-03-11,2017-03-11,00:27,SC HWY 93                                 C             Cleared by Arrest,00:27,90D DRIVING UNDER THE INFLUENCE 1ST,Clemson University
P-17-0361,2020-03-11,2017-03-11,02:45,LIGHTSEY BRIDGE BUILDING 4 2A             C             Not Cleared,07:34,991 WELL BEING CHECK,Clemson University
P-17-0363,2020-03-11,2017-03-11,12:00,ADOBE LAB IN COOPER LIBRARY               C             Not Cleared,17:26,999A FOUND PROPERTY (SHOTGUN SHELL),Clemson University
P-17-0364,2020-03-11,2017-03-11,20:25,P-3 PARKING LOT                           C             Not Cleared,20:59,991 HIT AND RUN,Clemson University
P-17-0365,2020-03-12,2017-03-12,03:15,MCMILLAN ROAD                             C             Not Cleared,03:15,991 VEHICLE SEARCH,Clemson University
P-17-0366,2020-03-12,2017-03-12,04:06,PARKWAY DRIVE IN FRONT OF SIKES HALL      C             Cleared by Arrest,04:06,90D DRIVING UNDER THE INFLUENCE,Clemson University
P-17-0368,2020-03-12,2017-03-12,21:24,HOLMES HALL                               C             Not Cleared,21:28,991 WELL BEING CHECK (OFF CAMPUS),Clemson University
P-17-0369,2020-03-12,2017-03-12,21:56,COPE HALL                                 C             Not Cleared,22:00,290 MALICIOUS DAMAGE TO REAL PROPERTY,Clemson University
P-17-0370,2020-03-12,2017-03-12,23:56,MAULDIN HALL                              C             Not Cleared,23:59,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0371,2020-03-13,2017-03-13,04:30,CORE CAMPUS A WHICH WICH / POD            C             Cleared by Arrest,07:19,220 BURGLARY/BREAKING AND ENTERING 23D PETIT LARCENY 290 DESTRUCTIVE/DAMAGE/VANDALISM OF PROPERTY,Clemson University
P-17-0373,2020-03-13,2017-03-06,00:00,DOUTHIT HILLS PARKING LOT                 C             Not Cleared,11:19,23F PETIT LARCENY,Clemson University
P-17-0374,2020-03-13,2017-03-13,12:54,E-01 PARKING LOT                          C             Cleared by Arrest,12:57,996 LEAVING THE SCENE OF ACCIDENT (UNATTENDED VEHICLES),Clemson University
P-17-0376,2020-03-13,2017-03-13,11:34,CHERRY ROAD AND OLD STADIUM ROAD          C             Cleared by Arrest,11:34,90Z POSSESSION OF FALSE I.D,Clemson University
P-17-0377,2020-03-13,2017-03-13,21:03,LEVER HALL                                C             Not Cleared,21:06,991 MEDICAL TRANSPORT,Clemson University
P-17-0380,2020-03-14,2017-03-14,13:40,MARTIN HALL ROOM 103                      C             Not Cleared,13:49,991 WELL BEING CHECK,Clemson University
P-17-0381,2020-03-14,2017-03-14,22:50,CALHOUN DRIVE (IN FRONT OF BRACKETT HALL)      C             Not Cleared,23:11,13B ASSAULT AND BATTERY 3RD,Clemson University
P-17-0383,2020-03-15,2017-03-14,21:30,HUNTER HALL ROOM 309                           C             Not Cleared,11:36,23D PETIT LARCENY (PHONE CHARGER),Clemson University
P-17-0384,2020-03-15,2017-03-15,16:00,BOTANICAL GARDENS                              C             Not Cleared,16:45,23F AUTO BREAKING,Clemson University
P-17-0385,2020-03-15,2016-07-06,09:00,DOUTHIT HILLS CONSTRUCTION SITE                C             Not Cleared,16:30,23H GRAND LARCENY,Clemson University
P-17-0387,2020-03-15,2017-03-15,20:00,LEVER HALL                                     C             Not Cleared,20:36,991 WELL BEING CHECK,Clemson University
P-17-0388,2020-03-16,2017-03-16,10:12,404 HOLMES HALL                                U,10:12,991 WELL BEING CHECK,Clemson University
P-17-0390,2020-03-16,2017-03-16,19:15,COOPER LIBRARY (WEST)                          C             Not Cleared,21:08,23H PETIT LARCENY,Clemson University
P-17-0391,2020-03-17,2017-03-17,02:10,MANNING HALL NINTH FLOOR BATHROOM              C             Not Cleared,02:12,991 ALCOHOL RELATED MEDICAL CALL,Clemson University
P-17-0393,2020-03-17,2017-03-11,18:41,CLEMSON UNIVERSITY CAMPUS                      C             Not Cleared,13:56,991 SUSPICIOUS ACTIVITY (EMAIL),Clemson University
P-17-0394,2020-03-17,2017-03-17,14:34,15 RENEWAL ROAD                                C             Not Cleared,14:34,991 WELL BEING CHECK (OFF CAMPUS),Clemson University
P-17-0398,2020-03-20,2017-03-18,16:00,106 B THORNHILL APTS.                          C             Not Cleared,11:01,220 BURGLARY,Clemson University
P-17-0399,2020-03-20,2016-03-01,00:00,CLEMSON UNIVERSITY                             C             Not Cleared,12:54,991 SUSPICIOUS ACTIVITY (EMAILS),Clemson University
P-17-0400,2020-03-22,2017-03-21,16:30,105 OMNICRON                                   C             Not Cleared,07:53,991 DAMAGE TO BUILDING,Clemson University
P-17-0401,2020-03-23,2017-03-22,05:00,LEE HALL 2ND FLOOR MENS BATHROOM               C             Not Cleared,05:59,290 MALICIOUS DAMAGE TO PROPERTY,Clemson University
P-17-0402,2020-03-23,2017-03-23,22:47,CAMPUS BEACH                                   C             Cleared by Arrest,22:47,90G POSSESSION OF BEER BY PERSON UNDER 21,Clemson University
P-17-0403,2020-03-24,2017-03-24,03:07,TILLMAN HALL LOBBY                              C             Not Cleared,03:07,991 MEDICAL TRANSPORT,Clemson University
P-17-0404,2020-03-24,2017-03-24,16:05,CHERRY ROAD AT BRYAN CIRCLE                     C             Not Cleared,16:46,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0405,2020-03-26,2017-03-26,13:17,SC 93 AT SHERMAN STREET                         C             Not Cleared,13:20,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0407,2020-03-26,2017-03-26,22:40,829 JOHNSTONE HALL                              C             Exceptional Clearance,22:43,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS,Clemson University
P-17-0409,2020-03-27,2017-03-26,17:00,HOPEWELL HOUSE ENTRANCE                         C             Not Cleared,08:41,991 ACCIDENTAL DAMAGE TO REAL PROPERTY BY VEHICLE,Clemson University
P-17-0412,2020-03-27,2017-03-20,14:00,113 A THORNHILL                                 C             Not Cleared,17:43,220 BURGLARY,Clemson University
P-17-0413,2020-03-27,2017-03-18,07:30,306B THORNHILL                                  C             Not Cleared,17:54,220 BURGLARY,Clemson University
P-17-0416,2020-03-27,2017-03-27,20:56,139 LEHOTSKY HALL                               C             Not Cleared,20:59,991 FIRE IN ROOM (MECHANICAL),Clemson University
P-17-0417,2020-03-28,2017-03-28,11:29,HENDRIX CENTER EMPLOYEE PARKING                 C             Not Cleared,11:32,991 AMMUNITION IN VEHICLE,Clemson University
P-17-0419,2020-03-29,2017-03-29,13:43,STARKEY CENTER                                  C             Not Cleared,13:44,290 MALICIOUS DAMAGE TO REAL PROPERTY (ALFALFA FIELD),Clemson University
P-17-0422,2020-03-30,2017-03-27,08:00,4D1 LEVER HALL                                  C             Not Cleared,23:06,23D PETIT LARCENY (COOKIES),Clemson University
P-17-0423,2020-03-31,2017-03-31,02:46,322 HOLMES HALL                                 C             Not Cleared,02:48,370 DISSEMINATING OBSCENE MATERIAL,Clemson University
P-17-0424,2020-03-31,2017-03-30,18:51,130 LEHOTSKY HALL                               C             Not Cleared,07:46,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0427,2020-03-31,2017-03-31,23:02,19-E LIGHTSEY BRIDGE                            C             Not Cleared,23:02,991 ALCOHOL RELATED MEDICAL TRANSPORT,Clemson University
P-17-0428,2020-03-31,2017-03-30,15:30,STUDENT UNION                                    C             Not Cleared,23:00,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0429,2020-04-01,2017-04-01,01:07,"CORE CAMPUS ""A"" SIDEWALK                         C             Cleared by Arrest",01:09,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0430,2020-04-01,2017-04-01,04:28,"FORT HILL STREET SIDEWALK (FRONT OF CORE ""A"")    C             Not Cleared",04:28,999A FOUND PROPERTY (BICYCLE),Clemson University
P-17-0431,2020-04-01,2017-04-01,05:06,905 JOHNSTONE HALL                               C             Not Cleared,05:06,370 DISSEMINATING OBSCENE MATERIAL 991 WELL BEING CHECK,Clemson University
P-17-0432,2020-04-01,2017-04-01,12:22,3B6 LEVER HALL                                   C             Not Cleared,12:22,991 ODOR OF MARIJUANA,Clemson University
P-17-0433,2020-04-01,2017-04-01,17:15,214 RIGGS HALL                                   C             Not Cleared,17:31,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0435,2020-04-02,2017-04-02,00:40,406 WANNAMAKER HALL                              C             Cleared by Arrest,00:14,90G POSSESSION OF BEER BY PERSON UNDER 21,Clemson University
P-17-0436,2020-04-02,2017-04-02,00:54,4TH FLOOR WANNAMAKER HALL                        A             Not Cleared,00:54,290 MALICIOUS DAMAGE TO REAL PROPERTY,Clemson University
P-17-0437,2020-04-02,2017-04-02,03:14,SC HWY 93 AND CHERRY ROAD                        C             Cleared by Arrest,03:15,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0438,2020-04-02,2017-04-02,14:00,POOLE AGRICULTURAL CENTER ROOM #D-143            C             Not Cleared,14:14,991 FLOODING/WATER DAMAGE,Clemson University
P-17-0441,2020-04-03,2017-04-03,19:00,YOUNG HALL                                       C             Not Cleared,21:11,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0442,2020-04-03,2017-04-03,22:00,527 HOLMES HALL                                  C             Cleared by Arrest,22:44,35A SIMPLE POSS OF MARIJUANA/POSS OF CONTROLLED SUBSTANCE 35B POSSESSION OF DRUG PARAPHERNALIA,Clemson University
P-17-0443,2020-04-04,2017-04-04,00:58,BYRNES HALL                                      C             Not Cleared,01:00,991 ALCOHOL RELATED MEDICAL TRANSPORT,Clemson University
P-17-0444,2020-04-04,2017-04-03,23:00,BYRNES HALL                                      C             Not Cleared,12:09,991 WELL BEING CHECK,Clemson University
P-17-0445,2020-04-04,2017-04-03,18:00,B15 HOLTZENDORFF HALL                        C             Not Cleared,13:09,290 MALICIOUS DAMAGE TO REAL PROEPRTY,Clemson University
P-17-0446,2020-04-04,2017-03-31,07:00,213 HOLMES HALL                              C             Not Cleared,11:15,991 WELL BEING CHECK,Clemson University
P-17-0447,2020-04-04,2017-04-04,12:00,C-1 PARKING LOT FIRST ROW                    C             Not Cleared,16:43,23F PETIT LARCENY,Clemson University
P-17-0448,2020-04-04,2017-04-04,13:00,KINARD HALL FRONT ENTRANCE (BIKE RACK)       C             Not Cleared,20:00,23H PETIT LARCENY (BICYCLE),Clemson University
P-17-0449,2020-04-04,2017-04-04,21:44,CLEMSON HOUSE                                C             Not Cleared,21:44,90J TRESPASSING,Clemson University
P-17-0451,2020-04-05,2017-04-05,03:50,CALHOUN COURTS (OUTSIDE THE BASEMENT)        C             Not Cleared,04:40,23H PETIT LARCENY,Clemson University
P-17-0452,2020-04-05,2017-04-05,04:30,CALHOUN DRIVE IN FRONT OF BRACKETT HALL      A             Not Cleared,06:10,240 PETIT LARCENY (TRUCK),Clemson University
P-17-0454,2020-04-05,2017-04-05,16:59,HENDRIX CENTER                               C             Not Cleared,17:05,991 SUSPICIOUS ACTIVITY (OFF CAMPUS),Clemson University
P-17-0457,2020-04-06,2017-04-06,20:11,MCMILLAN RD (BEHIND CALHOUN COURTS)          C             Not Cleared,20:18,13B ASSAULT AND BATTERY 3RD,Clemson University
P-17-0458,2020-04-06,2017-04-01,08:30,R-1 PARKING LOT                              C             Not Cleared,20:35,23F PETIT LARCENY (WALLET),Clemson University
P-17-0459,2020-04-07,2017-04-07,00:23,12-E LIGHTSEY BRIDGE                         C             Not Cleared,00:27,991 WELL BEING CHECK,Clemson University
P-17-0460,2020-04-07,2017-04-07,00:58,(CORE CAMPUS) 511 FORT HILL STREET           C             Not Cleared,00:58,90Z FILING FALSE POLICE REPORT,Clemson University
P-17-0461,2020-04-07,2017-04-07,12:20,SIKES HALL                                   C             Not Cleared,12:20,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0462,2020-04-07,2017-04-07,21:35,LITTLEJOHN COLISEUM                          C             Cleared by Arrest,21:35,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0463,2020-04-07,2017-04-07,22:50,LITTLEJOHN COLISEUM                          C             Not Cleared,22:50,23D PETIT LARCENY (WALLET),Clemson University
P-17-0464,2020-04-08,2017-04-08,00:00,6B4 BYRNES HALL                              C             Cleared by Arrest,00:23,35A SIMPLE POSSESSION OF MARIJUANA 35B POSSESSION OF DRUG PARAPHERNALIA 90G POSSESSION OF LIQUOR BY PERSON UNDER 21 YEARS OF AGE,Clemson University
P-17-0465,2020-04-08,2017-04-08,00:49,5B5 BYRNES HALL                               C             Exceptional Clearance,00:49,90G POSSESSION OF BEER BY PERSON UNDER 21,Clemson University
P-17-0466,2020-04-07,2017-04-07,12:00,STUDENT UNION (LOGGIA)                        C             Not Cleared,14:19,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0467,2020-04-08,2017-04-08,15:25,SIKES HALL (CATBUS STOP)                      C             Cleared by Arrest,15:26,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0468,2020-04-09,2017-04-06,15:00,AVENUE OF CHAMPIONS (PARKING SPACE)           C             Not Cleared,15:47,23G PETIT LARCENY,Clemson University
P-17-0469,2020-04-09,2017-04-09,12:00,111A EATON CIRCLE (PARKING AREA)              C             Not Cleared,17:13,23F PETIT LARCENY,Clemson University
P-17-0470,2020-04-10,2017-04-10,10:45,POOLE AGRICULTURE BUILDING                    C             Not Cleared,11:40,753 UNLAWFUL COMMUNICATIONS (THREATS),Clemson University
P-17-0472,2020-04-10,2017-04-09,00:00,ALLEY WAY OF CORE CAMPUS AND STUDENT UNION    C             Not Cleared,17:30,290 MALICIOUS DAMAGE OF REAL PROPERTY,Clemson University
P-17-0473,2020-04-10,2017-04-10,20:25,PERIMETER ROAD AND US 76                      C             Not Cleared,20:25,991 VEHICLE SEARCH (ODOR OF MARIJUANA),Clemson University
P-17-0474,2020-04-11,2017-04-11,07:03,FOOTBALL INDOOR PRACTICE FACILITY             C             Not Cleared,07:04,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0475,2020-04-11,2017-04-11,18:00,CHERRY ROAD AND OLD STADIUM ROAD              C             Cleared by Arrest,18:00,35A SIMPLE POSSESSION OF MARIJUANA 90D DRIVING UNDER THE INFLUENCE 90G POSSESSION OF LIQUOR BY PERSON UNDER 21/OPEN CONTAINER,Clemson University
P-17-0477,2020-04-12,2017-04-12,00:52,10B7 BYRNES HALL                              C             Not Cleared,00:56,991 ASSISTING OTHER AGENCY,Clemson University
P-17-0479,2020-04-12,2017-04-10,10:00,OUTDOOR LAB                                   C             Not Cleared,13:42,991 DAMAGE TO PROPERTY,Clemson University
P-17-0480,2020-04-09,2017-04-09,18:00,FIKE RECREATION CENTER                        C             Not Cleared,18:06,991 FACILITY USE VIOLATION,Clemson University
P-17-0482,2020-04-13,2017-04-13,00:00,MORRISON ROAD AND DONAVAN ROAD       C             Not Cleared,13:44,23F GRAND LARCENY,Clemson University
P-17-0484,2020-04-13,2017-04-13,19:33,COOPER LIBRARY                       C             Not Cleared,19:43,99A FOUND MARIJUANA,Clemson University
P-17-0486,2020-04-14,2017-04-12,00:52,10B7 BYRNES HALL                     C             Not Cleared,09:59,998 ASSISTING ANOTHER AGENCY,Clemson University
P-17-0487,2020-04-14,2017-04-13,16:00,BYRNES HALL (BICYCLE RACK)           C             Not Cleared,14:20,23H PETIT LARCENY (BYCICLE),Clemson University
P-17-0489,2020-04-14,2017-03-22,00:00,C-3 PARKING LOT                      C             Not Cleared,14:46,290 MALICIOUS DAMAGE TO VEHICLE,Clemson University
P-17-0490,2020-04-14,2017-04-11,23:30,CHI STREET PARKING                   C             Not Cleared,15:06,290 MALICIOUS DAMAGE TO VEHICLE,Clemson University
P-17-0491,2020-04-14,2017-04-14,08:50,POST OFFICE (EDGAR BROWN UNION)      C             Not Cleared,15:31,23H PETIT LARCENY (BICYCLE),Clemson University
P-17-0494,2020-04-14,2017-04-14,18:08,Y-BEACH                              C             Cleared by Arrest,18:22,13A ASSAULT AND BATTERY 2ND 90G OPEN CONTAINER 90J TRESPASS AFTER NOTICE 950 RECKLESS DRIVING,Clemson University
P-17-0495,2020-04-14,2017-04-14,21:11,SNOW FAMILY FIELD                    C             Cleared by Arrest,21:15,90G POSSESSION OF BEER UNDER 21,Clemson University
P-17-0496,2020-04-14,2017-04-14,21:29,SNOW FAMILY FIELD                    C             Cleared by Arrest,21:29,90G POSSESSION OF BEER UNDER 21,Clemson University
P-17-0497,2020-04-15,2017-04-15,02:34,CORE CAMPUS & FORT HILL ST           C             Cleared by Arrest,02:34,90E PUBLIC DISORDERLY CONDUCT 90Z POSSESSION OF FALSE IDENTIFICATION,Clemson University
P-17-0498,2020-04-15,2017-04-14,20:00,E-4 PARKING LOT                      C             Not Cleared,11:06,23F PETIT LARCENY,Clemson University
P-17-0499,2020-04-15,2017-04-15,14:31,Y BEACH                              C             Cleared by Arrest,14:31,90G POSSESSION OF BEER UNDER THE AGE OF 21,Clemson University
P-17-0500,2020-04-15,2017-04-15,18:25,821 JOHNSTONE HALL                   C             Not Cleared,19:32,26E COMPUTER FRAUD,Clemson University
P-17-0502,2020-04-16,2017-04-16,18:30,S. PALMETTO BLVD (FREEMAN HALL PARKING)      C             Not Cleared,22:24,23G PETIT LARCENY,Clemson University
P-17-0505,2020-04-17,2017-04-17,16:49,SOUTH CAROLINA BOTANICAL GARDENS              C             Cleared by Arrest,16:49,90J TRESPASS AFTER NOTICE 90Z POSSOF BURGLARY TOOLS/PROVIDING FALSE INFORMATION,Clemson University
P-17-0508,2020-04-17,2017-04-17,20:42,HENDRIX STUDENT CENTER                        C             Cleared by Arrest,20:44,90J TRESPASS AFTER NOTICE,Clemson University
P-17-0510,2020-04-17,2017-04-19,01:30,LEVER HALL 2B4                                C             Not Cleared,01:52,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0511,2020-04-19,2017-04-18,22:30,CORE CAMPUS A 516                             C             Not Cleared,09:46,23D PETIT LARCENY (MONEY),Clemson University
P-17-0512,2020-04-19,2017-04-18,16:45,MOPED PARKING SIRRINE HALL                    C             Not Cleared,18:04,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0514,2020-04-19,2017-04-19,21:06,DOUG KINGSMORE STADIUM                        C             Not Cleared,21:06,991 MENTAL HEALTH RELATED MEDICAL TRANSPORT,Clemson University
P-17-0516,2020-04-20,2017-04-19,22:20,COOPER LIBRARY (P.O.D)                        C             Cleared by Arrest,07:27,220 BURGLARY 2ND DEGREE/PETIT LARCENY,Clemson University
P-17-0518,2020-04-21,2017-03-06,00:00,ARAMARK EAST FOOD COURT                       C             Not Cleared,15:10,26B FINANCIAL TRANSACTION CARD FRAUD,Clemson University
P-17-0519,2020-04-21,2017-03-07,07:30,EINSTEIN BROTHERS BAGELS                      C             Not Cleared,15:10,26B FINANCIAL TRANSACTION CARD FRAUD,Clemson University
P-17-0520,2020-04-21,2017-03-07,11:00,LIGHTSEY BRIDGE / PAPA JOHNS                  C             Not Cleared,15:10,26B FINANCIAL TRANSACTION CARD FRAUD,Clemson University
P-17-0522,2020-04-21,2017-03-10,00:00,ARAMARK CLEMSON DINING SE                     C             Not Cleared,15:10,26B FINANCIAL TRANSACTION CARD FRAUD,Clemson University
P-17-0523,2020-04-21,2017-03-10,10:00,WENDYS IN BRYAN CIRCLE                        C             Not Cleared,15:10,26B FINANCIAL TRANSACTION CARD FRAUD,Clemson University
P-17-0524,2020-04-21,2017-04-21,00:00,LIGHTSEY BRIDGE (BRIDGE)            C             Not Cleared,11:59,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0525,2020-04-22,2017-04-22,13:53,LOT 5 (PARKING)                     C             Not Cleared,13:53,991 PERSONAL INJURY,Clemson University
P-17-0526,2020-04-22,2017-04-22,23:29,COPE HALL 3RD FLOOR BATHROOM        C             Not Cleared,23:33,991 ALCOHOL RELATED MEDICAL CALL,Clemson University
P-17-0527,2020-04-23,2017-04-22,19:20,COOPER LIBRARY                      U,11:55,23D PETIT LARCENY,Clemson University
P-17-0528,2020-04-24,2017-04-24,07:56,MCMILLAN RD                         C             Not Cleared,07:57,991 AUTO ACCIDENT (VEHICLE VS PEDESTRIAN),Clemson University
P-17-0530,2020-04-24,2017-04-22,00:00,UNKNOWN LOCATION                    C             Not Cleared,11:05,991 FINANCIAL TRANSACTION CARD THEFT (NUMBER),Clemson University
P-17-0532,2020-04-24,2017-04-24,08:00,C12 PARKING LOT                     C             Not Cleared,15:19,290 MALICIOUS DAMAGE TO VEHICLE,Clemson University
P-17-0533,2020-04-24,2017-04-23,23:00,CALHOUN COURTS                      C             Not Cleared,15:35,290 MALICIOUS DAMAGE TO REAL PROPERTY,Clemson University
P-17-0534,2020-04-24,2017-04-24,07:00,S2E CALHOUN COURTS                  C             Exceptional Clearance,15:15,23D PETIT LARCENY,Clemson University
P-17-0535,2020-04-24,2017-04-24,07:00,S2E CALHOUN COURTS                  C             Exceptional Clearance,15:10,23D PETIT LARCENY,Clemson University
P-17-0536,2020-04-24,2017-04-24,19:45,BROOKS CENTER HANDICAP PARKING      C             Not Cleared,19:53,290 MALICIOUS DAMAGE TO PERSONAL PROPERTY,Clemson University
P-17-0542,2020-04-26,2017-04-26,13:48,HIGHWAY US 76                       C             Cleared by Arrest,13:50,90D DRIVING UNDER THE INFLUENCE 2ND,Clemson University
P-17-0543,2020-04-26,2017-04-26,19:30,BEHIND MELL HALL                    C             Not Cleared,20:03,991 SUSPICIOUS ACTIVITY,Clemson University
P-17-0544,2020-04-26,2017-04-26,21:43,SC HWY 93 AND PARKWAY DRIVE         C             Not Cleared,21:44,991 WELL BEING CHECK,Clemson University
P-17-0546,2020-04-28,2017-04-27,22:30,DANIEL DRIVE                        C             Not Cleared,00:10,290 MALICIOUS INJURY TO PERSONAL PROPERTY,Clemson University
P-17-0548,2020-04-28,2017-04-23,14:00,R-4 PARKING LOT (LIGHTSEY BRIDGE)        C             Not Cleared,22:08,23F PETIT LARCENY,Clemson University
P-17-0551,2020-04-29,2017-04-29,05:00,E-1 PARKING LOT                          C             Not Cleared,12:50,23F PETIT LARCENY (COOLER),Clemson University
P-17-0552,2020-04-29,2017-04-27,19:00,CORE CAMPUS DINING HALL                  C             Not Cleared,13:38,23D PETIT LARCENY (BOOK BAG/LAPTOP),Clemson University
P-17-0554,2020-04-29,2017-04-29,13:20,AREA OF CORE CAMPUS AND HOLMES HALL      C             Not Cleared,15:33,753 HARASSMENT,Clemson University
P-17-0555,2020-04-29,2017-04-29,21:15,R1 PARKING LOT (KITE HILL AREA)          C             Not Cleared,21:35,23F PETIT LARCENY,Clemson University
P-17-0556,2020-04-17,2017-04-17,21:13,CLEMSON HOUSE                            C             Not Cleared,21:13,90J TRESPASSING (CLEMSON HOUSE),Clemson University
P-17-0557,2020-04-30,2017-04-27,00:00,MILLS ROAD (THORNHILL VILLAGE)           C             Not Cleared,14:36,991 SUSPICIOUS ACTIVTIY,Clemson University
P-17-0558,2020-04-30,2017-04-30,20:49,9A3 BYRNES HALL                          C             Not Cleared,20:49,991 MENTAL HEALTH RELATED MEDICAL TRANSPORT,Clemson University
P-17-0559,2020-05-02,2017-05-02,05:38,SC-93 AND NEWMAN ROAD                    C             Cleared by Arrest,05:40,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0560,2020-05-02,2017-04-30,17:00,LAMASTER DAIRY FARM                      C             Not Cleared,08:48,220 BURGLARY,Clemson University
P-17-0561,2020-05-02,2017-05-02,21:17,CLEMSON HOUSE                            C             Not Cleared,21:18,991 PROPERTY DAMAGE,Clemson University
P-17-0562,2020-05-03,2017-05-03,01:55,HWY 76 AND PERIMETER ROAD                C             Cleared by Arrest,02:00,90E PUBLIC DISORDERLY CONDUCT,Clemson University
P-17-0563,2020-05-03,2016-12-07,07:45,COOPER LIBRARY                           C             Exceptional Clearance,08:05,753 HARASSMENT,Clemson University
P-17-0565,2020-05-04,2017-05-03,15:00,RIGGS HALL                               C             Exceptional Clearance,08:31,991 SUSPICIOUS ACTIVITY,Clemson University
