Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
16-2717,7/3/16,7/3/16,Receiving Stolen Property
16-2716,7/3/16,7/3/16,Traffic Crash-Property Damage-Hit Skip
16-2712,7/2/16,7/2/16,Ill Aided
16-2709,7/2/16,7/2/16,Assault
16-2706,7/2/16,7/2/16,Drug Paraphernalia
16-2703,7/1/16,7/1/16,Ill Aided
16-2702,7/1/16,6/19/16,Administrative Information
16-2699,7/1/16,7/1/16,Administrative Information
16-2695,7/1/16,6/26/16,Theft
16-2694,7/1/16,7/1/16,Assist Other Agency
16-2692,7/1/16,7/1/16,Disorderly Conduct
16-2691,7/1/16,7/1/16,Drug Paraphernalia
16-2689,7/1/16,6/30/16,Theft
16-2688,7/1/16,7/1/16,Offenses Involving Underage Persons
16-2687,7/1/16,7/1/16,Disorderly Conduct
16-2685,6/30/16,6/30/16,Traffic Crash-Property Damage
16-2683,6/30/16,6/30/16,Traffic Crash-Property Damage-Hit Skip
16-2681,6/30/16,6/30/16,Disorderly Conduct
16-2680,6/30/16,6/30/16,Traffic Crash-Property Damage
16-2679,6/30/16,6/30/16,Fire-Trash
16-2676,6/30/16,6/29/16,Criminal Damaging
16-2674,6/30/16,6/30/16,Disorderly Conduct
16-2672,6/29/16,6/29/16,Traffic Crash-Property Damage
16-2667,6/10/16,6/10/16,Traffic Crash-Property Damage-Hit Skip
16-2664,6/29/16,6/29/16,Traffic Crash-Property Damage-Hit Skip
16-2660,6/29/16,6/29/16,Theft
16-2656,6/29/16,6/29/16,Theft
16-2648,6/29/16,6/29/16,Assist Other Agency
16-2645,6/28/16,6/28/16,Theft
16-2643,6/28/16,6/28/16,Administrative Information
16-2642,6/28/16,6/28/16,Theft
16-2640,6/28/16,6/28/16,Assist Other Agency
16 2639,6/28/16,6/28/16,Drug Paraphernalia
16-2638,6/28/16,6/28/16,Assist Other Agency
16-2632,6/28/16,6/28/16,Theft (From Auto)
16-2631,6/28/16,6/28/16,Traffic Crash-Property Damage
16-2629,6/28/16,6/28/16,Traffic Crash-Property Damage
16-2626,6/27/16,6/27/16,Drug Paraphernalia
16-2624,6/27/16,6/27/16,Possession Of Drugs
16-2623,6/27/16,6/24/16,Breaking and Entering
16-2622,6/27/16,6/27/16,Theft
16-2621,6/27/16,6/27/16,Assist Other Agency
16-2620,6/27/16,1/1/15,Telecommunications Harassment
16-2619,6/27/16,5/27/16,Criminal Damaging
16-2618,6/27/16,6/27/16,Possessing Drug Abuse Instruments
16-2617,6/27/16,6/27/16,OVI
16-2616,6/27/16,6/27/16,Criminal Damaging
16-2612,6/26/16,6/25/16,Theft
16-2611,6/26/16,6/26/16,Drug Paraphernalia
16-2606,6/26/16,6/26/16,Possessing Drug Abuse Instruments
16-2605,6/26/16,6/26/16,OVI
16-2598,6/25/16,6/25/16,Carrying Concealed Weapon
16-2597,6/25/16,6/25/16,Theft (From Auto)
16-2594,6/25/16,6/25/16,Aggravated Robbery
16-2594,6/26/16,6/26/16,Supplement
16-2594,12/15/16,12/15/16,Supplement
16-2593,6/25/16,2/21/16,Theft
16-2590,6/25/16,6/25/16,Administrative Information
16-2587,6/25/16,6/25/16,Assist Other Agency
16-2584,6/24/16,6/24/16,Theft
16-2580,6/24/16,6/23/16,Theft (Of Bicycle)
16-2577,6/24/16,6/19/16,Theft
16-2576,6/24/16,6/24/16,Assault
16-2574,6/23/16,6/23/16,Assist Other Agency
16-2558,6/23/16,6/20/16,Theft
16-2557,6/23/16,6/23/16,Assist Other Agency
16-2555,6/22/16,6/22/16,Administrative Information
16-2551,6/22/16,6/22/16,Drug Paraphernalia
16-2549,6/22/16,6/21/16,Criminal Damaging
16-2546,6/22/16,6/22/16,Traffic Crash-Property Damage-Hit Skip
16-2545,6/22/16,6/22/16,Traffic Crash-Property Damage-Hit Skip
16-2544,6/22/16,6/16/16,Theft
16-2527,6/21/16,6/21/16,Criminal Damaging
16-2525,6/21/16,6/21/16,Administrative Information
16-2523,6/20/16,6/20/16,Theft (Of Bicycle)
16-2522,6/20/16,6/17/16,Theft
16-2521,6/20/16,6/20/16,Possessing Drug Abuse Instruments
16-2520,6/20/16,6/20/16,Telecommunications Harassment
16-2518,6/20/16,6/20/16,Traffic Crash-Property Damage
16-2516,6/20/16,6/20/16,Ill Aided
16-2515,6/20/16,6/20/16,Criminal Trespass
16-2514,6/20/16,6/20/16,Traffic Crash-Property Damage
16-2512,6/20/16,6/20/16,Drug Paraphernalia
16-2511,6/19/16,6/19/16,Drug Paraphernalia
16-2510,6/20/16,6/20/16,Assault
16-2509,6/19/16,6/19/16,OVI
16-2505,6/19/16,6/19/16,Disorderly Conduct
16-2503,6/19/16,6/19/16,Theft
16-2503,10/19/16,10/19/16,Supplement
16-2502,6/19/16,6/19/20,Offenses Involving Underage Persons
16-2499,6/19/16,6/19/20,Offenses Involving Underage Persons
16-2496,6/19/16,6/19/20,Offenses Involving Underage Persons
16-2495,6/19/16,6/19/20,Offenses Involving Underage Persons
16-2493,6/19/16,6/19/16,Public Accident
16-2491,6/19/16,6/17/16,Theft
16-2488,6/19/16,6/19/16,Possession Of Drugs
16-2480,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2479,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2478,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2477,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2476,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2475,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2473,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2472,6/18/16,6/18/20,Offenses Involving Underage Persons
16-2470,6/18/16,6/18/16,Criminal Trespass
16-2467,6/18/16,6/18/16,Assist Other Agency
16-2464,6/17/16,6/17/16,Administrative Information
16-2463,6/17/16,6/17/16,Theft
16-2463,6/17/16,6/17/16,Supplement
16-2462,6/17/16,6/17/16,Assist Other Agency
16-2461,6/17/16,6/17/16,Theft
16-2459,6/17/16,6/17/16,Administrative Information
16-2455,6/16/16,6/16/16,Administrative Information
16-2443,6/16/16,6/16/16,Possession Of Drugs
16-2441,6/16/16,6/16/16,Theft
16-2440,6/16/16,6/14/16,Theft
16-2437,6/16/16,6/15/16,Theft (Of Bicycle)
16-2436,6/15/16,6/15/16,Traffic Crash-Property Damage
16-2435,6/16/16,6/13/16,Administrative Information
16-2428,6/16/16,6/16/16,Disorderly Conduct
16-2426,6/16/16,6/16/16,Traffic Crash-Property Damage-Hit Skip
16-2425,6/16/16,12/31/15,Telecommunications Harassment
16-2422,6/16/16,6/16/16,Traffic Crash-Property Damage
16-2421,6/16/16,6/16/16,Ill Aided
16-2409,6/15/16,4/5/16,Assist Other Agency
16-2407,6/14/16,6/14/16,Burglary
16-2406,6/14/16,6/14/16,Ill Aided
16-2404,6/14/16,6/14/16,Burglary
16-2403,6/14/16,6/14/16,Possession Of Drugs
16-2402,6/14/16,6/10/16,Theft
16-2401,6/14/16,6/14/16,Assist Other Agency
16-2400,6/14/16,6/14/16,Theft (Of Bicycle)
16-2399,6/14/16,6/13/16,Criminal Damaging
16-2399,6/14/16,6/13/16,Criminal Damaging
16-2398,6/14/16,6/11/16,Theft (Of Bicycle)
16-2397,6/14/16,6/14/16,Assist Other Agency
16-2393,6/13/16,6/2/16,Breaking and Entering
16-2391,6/14/16,6/14/16,Disorderly Conduct
16-2390,6/13/16,6/13/16,Traffic Crash-Property Damage-Hit Skip
16-2388,6/13/16,6/13/16,Assist Other Agency
16-2387,6/13/16,6/13/16,Assault
16-2384,6/13/16,6/11/16,Criminal Simulation
16-2380,6/12/16,6/12/16,Domestic Violence
16-2379,6/12/16,6/12/16,Missing Person
16-2374,6/12/16,6/12/16,Possession Of Drugs
16-2372,6/12/16,6/10/16,Criminal Damaging
16-2371,6/12/16,6/12/16,Assist Other Agency
16-2370,6/11/16,6/10/16,Theft (Of Bicycle)
16-2369,6/11/16,6/10/16,Public Accident
16-2366,6/11/16,6/11/16,Carrying Concealed Weapon
16-2360,6/10/16,6/10/16,Possession Of Drugs
16-2360,10/20/16,10/20/16,Supplement
16-2359,6/10/16,6/10/20,Theft
16-2357,6/10/16,6/10/16,Theft
16-2356,6/10/16,6/10/16,Theft
16-2355,6/10/16,6/8/16,Administrative Information
16-2354,6/10/16,6/9/16,Theft
16-2352,6/10/16,6/10/16,Possession Of Drugs
16-2350,6/10/16,6/10/16,Assist Other Agency
16-2343,6/9/16,6/9/16,Administrative Information
16-2342,6/9/16,6/8/16,Theft
16-2342,6/9/16,6/8/16,Theft
16-2341,6/9/16,6/8/16,Theft
16-2326,6/9/16,6/9/16,Theft (Of Bicycle)
16-2310,6/9/16,6/8/16,Theft (Of Bicycle)
16-2303,6/9/16,6/9/16,Traffic Crash-Property Damage
16-2300,6/8/16,6/8/16,Assault
16-2299,6/8/16,6/8/16,Theft (Of Bicycle)
16-2296,6/8/16,5/17/16,Theft
16-2295,6/8/16,6/7/16,Theft
16-2294,6/8/16,6/3/16,Breaking and Entering
16-2290,6/8/16,6/2/16,Theft
16-2289,6/8/16,6/2/16,Theft (Of Bicycle)
16-2288,6/8/16,6/7/16,Traffic Crash-Property Damage-Hit Skip
16-2287,6/8/16,6/1/16,Theft (From Auto)
16-2286,6/8/16,9/1/15,Administrative Information
16-2281,6/8/16,6/8/16,Ill Aided
16-2278,6/7/16,6/7/16,Theft
16-2277,6/7/16,6/7/16,Administrative Information
16-2273,6/7/16,6/7/16,Traffic Crash-Property Damage
16-2272,6/7/16,6/7/16,Theft
16-2271,6/7/16,6/7/16,Ill Aided
16-2270,6/7/16,6/7/16,Traffic Crash-Property Damage
16-2267,6/7/16,6/7/16,Traffic Crash-Property Damage
16-2265,6/7/16,6/6/16,Theft (Of Bicycle)
16-2257,6/6/16,6/6/16,Theft
16-2254,6/6/16,6/6/16,Possessing Drug Abuse Instruments
16-2253,6/6/16,6/6/16,Traffic Crash-Property Damage
16-2251,6/6/16,6/4/16,Theft
16-2250,6/6/16,6/6/16,Theft (Of Bicycle)
16-2249,6/6/16,5/24/16,Theft
16-2245,6/6/16,6/6/16,Disorderly Conduct
16-2241,6/5/16,6/5/16,Domestic Violence
16-2240,6/5/16,6/5/16,Theft
16-2233,6/5/16,6/5/16,Carrying Concealed Weapon
16-2230,6/5/16,6/5/16,Carrying Concealed Weapon
16-2228,6/5/16,6/5/16,Offenses Involving Underage Persons
16-2223,6/4/16,6/4/16,Child Endangerment
16-2221,6/4/16,6/4/16,Theft
16-2220,6/4/16,6/4/16,Traffic Crash-Injury-Hit Skip
16-2219,6/4/16,5/27/16,Theft (Of Bicycle)
16-2218,6/4/16,6/4/16,Disorderly Conduct
16-2217,6/4/16,6/4/16,Traffic Crash-Property Damage
16-2216,6/4/16,6/4/16,Traffic Crash-Injury
16-2214,6/4/16,6/4/16,Drug Paraphernalia
16-2213,6/4/16,6/4/16,Disorderly Conduct
16-2208,6/3/16,6/3/16,Administrative Information
16-2207,6/3/16,6/3/16,Possession Of Drugs
16-2206,6/3/16,6/3/16,Administrative Information
16-2205,6/3/16,6/3/16,Traffic Crash-Property Damage
16-2204,6/3/16,6/2/16,Telecommunication Fraud
16-2204,6/3/16,6/2/16,Telecommunication Fraud
16-2203,6/3/16,5/18/16,Telecommunications Harassment
16-2202,6/3/16,6/3/16,Theft
16-2201,6/3/16,6/3/16,Traffic Crash-Property Damage
16-2200,6/3/16,6/3/16,Drug Paraphernalia
16-2194,6/2/16,6/2/16,Assault
16-2193,6/2/16,6/2/16,Drug Paraphernalia
16-2192,6/2/16,6/2/16,Traffic Crash-Property Damage-Hit Skip
16-2188,6/2/16,6/2/16,Theft
16-2188,6/11/16,6/11/16,Supplement
16-2187,6/2/16,6/2/16,Traffic Crash-Property Damage
16-2183,6/1/16,6/1/16,Theft (Of Bicycle)
16-2182,6/1/16,6/1/16,Theft
16-2180,6/1/16,6/1/16,Violation of Protection Order
16-2180,7/17/16,7/17/16,Supplement
16-2179,6/1/16,6/1/16,Traffic Crash-Property Damage
16-2177,6/1/16,6/1/16,Assist Other Agency
16-2176,6/1/16,6/1/16,Ill Aided
16-2175,6/1/16,5/31/16,Criminal Mischief
16-2174,6/1/16,6/1/16,Traffic Crash-Property Damage
16-2173,6/1/16,6/1/16,Disorderly Conduct
16-2171,6/1/16,6/1/16,Assist Other Agency
16-2169,5/31/16,5/31/16,Criminal Trespass
16-2167,5/31/16,5/31/16,Traffic Crash-Property Damage
16-2163,5/31/16,5/31/16,Administrative Information
16-2161,5/31/16,5/31/16,Possession Of Drugs
16-2158,5/30/16,5/30/16,Traffic Crash-Property Damage
16-2156,5/30/16,5/30/16,Theft (Of Bicycle)
16-2155,5/30/16,5/27/16,Theft
16-2153,5/30/16,5/30/16,Traffic Crash-Property Damage
16-2152,5/30/16,5/30/16,Ill Aided
16-2149,5/29/16,5/29/16,No operators license
16-2142,5/28/16,5/28/16,Disorderly Conduct
16-2142,7/19/16,7/19/16,Traffic Crash-Property Damage
16-2140,5/28/16,5/20/16,Theft
16-2140,5/28/16,5/28/16,Supplement
16-2139,5/28/16,5/28/16,Theft (Of Auto)
16-2139,5/28/16,5/28/16,Supplement
16-2139,5/28/16,5/28/16,Supplement
16-2138,5/28/16,5/28/16,Assist Other Agency
16-2135,5/28/16,5/28/16,Disorderly Conduct
16-2134,5/28/16,5/28/16,Criminal Trespass
16-2131,5/27/16,5/27/16,Possession Of Drugs
16-2130,5/27/16,5/27/16,Traffic Crash-Property Damage
16-2129,9/21/16,9/21/16,Supplement
16-2129,5/27/16,5/27/16,Robbery
16-2127,5/27/16,5/27/16,Traffic Crash-Property Damage
16-2123,5/27/16,5/27/16,Traffic Crash-Injury
16-2122,5/27/16,5/27/16,Theft (Of Bicycle)
16-2121,5/27/16,5/25/16,Theft
16-2121,5/27/16,5/25/16,Theft
16-2120,5/27/16,5/26/16,Theft
16-2119,5/27/16,5/20/16,Graffitism
16-2115,5/27/16,5/27/16,OVI
16-2111,5/26/16,5/26/16,Drug Paraphernalia
16-2104,5/26/16,5/26/16,Telecommunications Harassment
16-2094,5/27/16,5/27/16,Supplement
16-2094,5/25/16,5/25/16,Theft
16-2089,5/25/16,5/2/16,Administrative Information
16-2088,5/25/16,5/25/16,Assist Other Agency
16-2084,5/24/16,5/24/16,Traffic Crash-Property Damage
16-2083,5/24/16,5/24/16,Traffic Crash-Property Damage
16-2082,5/24/16,5/24/16,Disorderly Conduct
16-2081,5/24/16,5/24/16,Aggravated Menacing
16-2081,5/24/16,5/24/16,Aggravated Menacing
16-2080,5/24/16,5/24/16,Drug Paraphernalia
16-2077,5/24/16,5/24/16,Administrative Information
16-2076,5/24/16,5/23/16,Theft
16-2075,5/24/16,5/2/16,Theft
16-2074,5/24/16,5/24/16,Theft
16-2070,5/24/16,5/24/16,Theft
16-2068,5/23/16,5/23/16,Theft
16-2066,5/23/16,5/23/16,Theft
16-2065,5/23/16,5/23/16,Possession Of Drugs
16-2063,5/23/16,5/23/16,Disorderly Conduct
16-2062,5/23/16,3/15/16,Unauthorized Use of Property
16-2061,5/23/16,5/23/16,Ill Aided
16-2057,5/23/16,5/23/16,Ill Aided
16-2056,5/22/16,5/22/16,Possession Of Drugs
16-2052,5/22/16,5/22/16,Possessing Drug Abuse Instruments
16-2049,5/22/16,5/22/16,Possession Of Drugs
16-2047,5/22/16,5/22/16,OVI
16-2045,5/22/16,5/22/16,Criminal Trespass
16-2038,5/21/16,5/20/16,Criminal Damaging
16-2036,5/21/16,5/21/16,Administrative Information
16-2031,5/20/16,5/20/16,Theft
16-2030,5/20/16,5/16/16,Theft
16-2029,5/20/16,5/20/16,Theft
16-2028,5/20/16,5/20/16,Theft (Of Auto)
16-2028,5/25/16,5/25/16,Supplement
16-2026,5/20/16,5/20/16,Disorderly Conduct
16-2020,5/19/16,3/1/16,Theft
16-2019,5/19/16,5/19/16,Possession Of Drugs
16-2018,5/19/16,5/19/16,Theft
16-2005,5/19/16,5/19/16,Public Urination
16-2002,5/18/16,5/17/16,Theft
16 2001,5/18/16,5/11/16,Theft (From Auto)
16-1996,5/17/16,5/7/16,Theft (Of Bicycle)
16-1995,5/17/16,5/17/16,Criminal Damaging
16-1994,5/17/16,5/17/16,Theft
16-1993,5/17/16,5/10/16,Theft
16-1992,5/17/16,3/28/16,Theft
16-1986,5/17/16,5/13/16,Theft
16-1986,6/10/16,5/13/16,Supplement
16-1981,5/16/16,5/16/16,Theft
16-1981,5/16/16,5/16/16,Theft
16-1977,5/16/16,5/15/16,Theft
16-1976,5/16/16,5/16/16,Criminal Trespass
16-1968,5/15/16,5/15/16,Criminal Trespass
16-1966,5/14/16,5/14/16,Theft
16-1965,5/14/16,5/14/16,Assist Other Agency
16-1964,5/14/16,5/14/16,Administrative Information
16-1963,5/14/16,5/14/16,Assist Other Agency
16-1961,5/14/16,5/14/16,OVI
16-1957,5/12/16,5/12/16,Traffic Crash-Property Damage-Hit Skip
16-1957,5/14/16,5/12/16,Supplement
16-1956,5/13/16,5/11/16,Traffic Crash-Property Damage
16-1955,5/13/16,5/10/16,Criminal Damaging
16-1949,5/13/16,10/1/15,Theft
16-1946,5/12/16,5/12/16,Theft
16-1943,5/12/16,5/12/16,Theft
16-1939,5/12/16,5/12/16,Criminal Trespass
16-1938,5/12/16,5/12/16,Traffic Crash-Property Damage
16-1935,5/12/16,5/12/16,Assist Other Agency
16-1929,5/11/16,5/11/16,Theft (From Auto)
16-1925,5/11/16,5/11/16,Traffic Crash-Property Damage
16-1924,5/11/16,5/11/16,Assist Other Agency
16-1922,5/11/16,5/10/16,Criminal Mischief
16-1921,5/10/16,5/10/16,Administrative Information
16-1920,5/10/16,5/10/16,Possession Of Drugs
16-1919,5/10/16,5/9/16,Theft
16-1916,5/9/16,5/9/16,Disorderly Conduct
16-1915,5/9/16,5/9/16,Possession Of Drugs
16-1911,5/9/16,5/1/16,Criminal Damaging
16-1909,5/9/16,5/9/16,Traffic Crash-Property Damage-Hit Skip
16-1908,5/9/16,5/9/16,Traffic Crash-Property Damage
16-1907,5/9/16,5/3/16,Theft
16-1904,5/9/16,5/9/16,Assist Other Agency
16-1903,5/8/16,5/8/16,Traffic Crash-Property Damage
16-1901,5/8/16,5/7/16,Theft
16-1900,5/8/16,5/8/16,Possessing Drug Abuse Instruments
16-1896,5/8/16,5/8/16,Traffic Crash-Property Damage
16-1895,5/8/16,5/8/16,Open Container
16-1892,5/7/16,5/7/16,Traffic Crash-Property Damage-Hit Skip
16-1891,5/7/16,5/7/16,Assist Other Agency
16-1890,5/7/16,5/7/16,Theft
16-1882,5/6/16,5/6/16,Theft
16-1881,5/6/16,5/6/16,Missing Person
16-1881,5/21/16,5/21/16,Supplement
16-1880,5/6/16,4/29/16,Theft (Of Bicycle)
16-1879,5/6/16,5/6/16,Traffic Crash-Property Damage-Hit Skip
16-1877,5/6/16,5/6/16,Menacing
16-1873,5/6/16,5/6/16,Breaking and Entering
16-1871,5/6/16,5/6/16,Physical Control
16-1869,5/5/16,5/5/16,Disorderly Conduct
16-1866,5/5/16,5/5/16,Possession Of Drugs
16-1861,5/5/16,5/5/16,Disorderly Conduct
16-1860,5/5/16,5/5/16,Theft
16-1859,5/5/16,5/5/16,Assist Other Agency
16-1854,5/4/16,5/4/16,Ill Aided
16-1853,5/4/16,5/4/16,Traffic Crash-Injury
16-1852,5/4/16,05/04/0216,Ill Aided
16-1851,5/4/16,5/4/16,Traffic Crash-Property Damage-Hit Skip
16-1850,5/4/16,5/4/16,Traffic Crash-Property Damage
16-1849,5/4/16,5/4/16,Traffic Crash-Property Damage
16-1848,5/4/16,5/4/16,Disorderly Conduct
16-1847,5/4/16,5/4/16,OVI
16-1844,5/4/16,5/4/16,Criminal Trespass
16-1843,5/4/16,5/4/16,Obstructing Official Business
16-1841,5/3/16,10/30/15,Theft
16-1840,5/3/16,5/2/16,Theft
16-1839,5/3/16,4/28/16,Theft
16-1838,5/3/16,5/3/16,Administrative Information
16-1836,5/3/16,5/3/16,Public Accident
16-1835,5/3/16,5/3/16,Theft
16-1835,5/3/16,5/3/16,Supplement
16-1834,5/3/16,5/3/16,Theft
16-1833,5/2/16,5/2/16,Traffic Crash-Property Damage-Hit Skip
16-1832,5/3/16,5/3/16,Traffic Crash-Property Damage
16-1831,5/3/16,5/3/16,Assist Other Agency
16-1829,5/3/16,5/3/16,Public Urination
16-1827,5/2/16,5/11/15,Theft
16-1824,4/29/16,1/18/16,Rape
16-1823,4/29/16,12/5/15,Rape
16-1822,5/2/16,5/1/16,Theft (Of Bicycle)
16-1814,5/1/16,5/1/16,Assault
16-1811,5/1/16,5/1/16,Assist Other Agency
16-1808,5/1/16,5/1/16,Offenses Involving Underage Persons
16-1807,5/1/16,5/1/16,Offenses Involving Underage Persons
16-1806,4/30/16,4/30/16,Prohibited Acts
16-1806,5/16/16,5/16/16,Supplement
16-1805,4/30/16,4/30/16,Theft
16-1804,4/30/16,4/30/16,Assist Other Agency
16-1800,4/30/16,4/30/16,Drug Paraphernalia
16-1795,4/29/16,4/29/16,Theft
16-1794,4/29/16,4/29/16,Theft
16-1792,4/29/16,4/29/16,Ill Aided
16-1790,4/29/16,4/29/16,Carrying Concealed Weapon
16-1789,4/29/16,4/26/16,Theft
16-1785,4/29/16,4/29/16,Disorderly Conduct
16-1785,4/29/16,4/29/16,Disorderly Conduct
16-7180,4/28/16,4/28/16,Disorderly Conduct
16-1777,4/28/16,4/28/16,Traffic Crash-Property Damage
16-1775,4/28/16,4/28/16,Ill Aided
16-1774,4/28/16,4/28/16,Drug Paraphernalia
16-1773,4/28/16,4/26/16,Theft
16-1772,4/28/16,4/28/16,Carrying Concealed Weapon
16-1771,4/28/16,4/27/16,Theft
16-1768,4/27/16,4/27/16,Theft
16-1768,4/28/16,4/28/16,Supplement
16-1767,4/27/16,4/27/16,Ill Aided
16-1766,4/27/16,4/27/16,Ill Aided
16-1765,4/27/16,4/20/16,Theft
16-1765,10/26/16,10/26/16,Supplement
16-1765,4/27/16,4/20/16,Theft
16-1764,4/27/16,4/27/16,Administrative Information
16-1763,4/27/16,4/26/16,Theft
16-1762,4/27/16,4/27/16,Ill Aided
16-1750,4/27/16,4/26/16,Theft (Of Auto)
16-1748,4/26/16,4/26/16,Traffic Crash-Property Damage-Hit Skip
16-1747,4/26/16,4/26/16,Property Impound
16-1746,4/26/16,4/26/16,Theft
16-1745,4/26/16,4/26/16,Theft
16-1743,4/26/16,4/25/16,RPAC
16-1742,4/26/16,4/26/16,Criminal Trespass
16-1742,5/11/16,5/11/16,Supplement
16-1741,4/26/16,4/26/16,Assault
16-1737,4/26/16,4/26/16,Assault
16-1734,4/25/16,10/25/15,Rape
16-1734,4/25/16,10/25/15,Rape
16-1733,4/25/16,4/23/16,Misuse of Credit Cards
16-1732,4/25/16,4/25/16,Theft
16-1731,4/25/16,4/22/16,Theft
16-1726,4/25/16,4/22/16,Theft (From Auto)
16-1725,4/25/16,4/25/16,Traffic Crash-Property Damage
16-1722,4/24/16,4/24/16,Theft
16-1721,4/24/16,4/24/16,Felonious Assault
16-1720,4/24/16,4/24/16,OVI
16-1718,4/24/16,4/24/16,Traffic Crash-Property Damage
16-1717,4/24/16,4/24/16,Criminal Damaging
16-1715,4/24/16,4/24/16,Traffic Crash-Property Damage
16-1708,4/23/16,4/23/16,Disorderly Conduct
16-1707,4/23/16,4/23/16,Disorderly Conduct
16-1706,4/23/16,4/23/16,Disorderly Conduct
16-1705,4/23/16,4/23/16,Theft
16-1702,4/23/16,4/23/16,Offenses Involving Underage Persons
16-1701,4/23/16,4/23/16,Criminal Trespass
16-1700,4/23/16,4/23/16,Breaking and Entering
16-1697,4/22/16,4/22/16,Drug Paraphernalia
16-1693,4/22/16,4/22/16,Traffic Crash-Property Damage
16-1692,4/22/16,4/22/16,Administrative Information
16-1691,4/22/16,4/22/16,Arson
16-1690,4/22/16,4/22/16,Disorderly Conduct
16-1689,4/22/16,4/22/16,Administrative Information
16-1687,4/22/16,4/22/16,Possession Of Drugs
16-1686,4/22/16,4/19/16,Theft
16-1685,4/22/16,4/22/16,Theft
16-1680,4/21/16,4/21/16,Criminal Trespass
16-1678,4/21/16,4/21/16,Traffic Crash-Property Damage-Hit Skip
16-1677,4/21/16,4/21/16,Theft
16-1675,4/21/16,4/21/16,Theft
16-1674,4/21/16,4/21/16,Theft
16-1673,4/21/16,4/18/16,Theft
16-1670,4/21/16,4/20/16,Breaking and Entering
16-1667,4/21/16,4/21/16,Theft
16-1666,4/20/16,4/20/16,Drug Paraphernalia
16-1663,4/20/16,4/20/16,Theft
16-1662,4/20/16,2/19/16,Rape
16-1662,4/20/16,2/19/16,Rape
16-1661,4/20/16,4/7/16,Theft
16-1660,4/20/16,4/20/16,Passing Bad Checks
16-1659,4/20/16,4/20/16,Burglary
16-1658,4/20/16,4/20/16,Possession Of Drugs
16-1657,4/20/16,4/20/16,Theft (From Auto)
16-1656,4/20/16,4/20/16,Assist Other Agency
16-1655,4/20/16,4/20/16,Assist Other Agency
16-1652,4/19/16,4/19/16,Assault
16-1652,5/3/16,5/3/16,Supplement
16-1651,4/19/16,4/19/16,Assist Other Agency
16-1650,4/19/16,4/19/16,Possessing Drug Abuse Instruments
16-1649,4/19/16,4/19/16,Traffic Crash-Property Damage
16-1647,4/19/16,4/19/16,Theft
16-1646,4/19/16,4/19/16,Theft
16-1643,4/19/16,4/19/16,Criminal Damaging
16-1641,4/19/16,4/19/16,Littering
16-1639,4/19/16,4/19/16,Administrative Information
16-1637,4/19/16,4/19/16,Obstructing Official Business
16-1631,4/18/16,4/18/16,Possession Of Drugs
16-1629,4/18/16,4/18/16,Theft
16-1628,4/18/16,4/18/16,Traffic Crash-Property Damage-Hit Skip
16-1624,4/18/16,4/18/16,Criminal Trespass
16-1623,4/18/16,3/23/16,Theft
16-1622,4/18/16,4/15/16,Theft (From Auto)
16-1621,4/18/16,4/18/16,Assist Other Agency
16-1619,4/18/16,4/18/16,Assist Other Agency
16-1617,4/18/16,4/16/16,Theft
16-1615,4/18/16,4/18/16,Prohibited Acts
16-1613,4/17/16,4/17/16,Traffic Crash-Property Damage-Hit Skip
16-1609,4/17/16,4/14/16,Theft
16-1608,4/17/16,4/17/16,Theft
16-1608,6/1/16,6/1/16,Supplement
16-1606,4/17/16,4/17/16,Offenses Involving Underage Persons
16-1604,4/17/16,4/17/16,Criminal Trespass
16-1603,4/17/16,4/17/16,Disorderly Conduct
16 16 1688,4/22/16,4/22/16,Traffic Crash-Property Damage-Hit Skip
16-1599,4/16/16,4/16/16,Assault
16-1598,4/17/16,4/17/16,Disorderly Conduct
16-1596,4/16/16,4/16/16,Receiving Stolen Property
16-1594,4/16/16,4/16/16,Driving Under Suspension
16-1592,4/16/16,4/11/16,Theft
16-1589,4/16/16,4/16/16,Assist Other Agency
16-1585,4/16/16,4/16/16,Criminal Trespass
16-1583,4/15/16,4/15/16,Criminal Mischief
15-1582,4/15/16,4/15/16,Offenses Involving Underage Persons
16-1581,4/15/16,4/15/16,Disorderly Conduct
16-1580,4/15/16,4/15/16,Offenses Involving Underage Persons
16-1578,4/15/16,4/15/16,Ill Aided
16-1576,4/15/16,4/15/16,Public indecency
16-1575,4/15/16,4/15/16,Administrative Information
16-1568,4/15/16,4/6/16,Theft
16-1567,4/15/16,4/9/16,Theft
16-1566,4/15/16,4/15/16,Ill Aided
16-1558,4/15/16,4/15/16,Traffic Crash-Property Damage
16-1555,4/15/16,4/15/16,Disorderly Conduct
16-1551,4/15/16,4/15/16,Criminal Trespass
16-1546,4/14/16,4/14/16,Theft
16-1545,4/14/16,4/14/16,Burglary
16-1545,4/19/16,4/19/16,Supplement
16-1542,4/14/16,4/14/16,Theft (From Auto)
16-1541,4/14/16,4/14/16,Traffic Crash-Property Damage
