Report Number,Date Reported (Reported on),Time Reported (Reported on),Date  Occurred (Incident From),Time Occurred (Incident From),Incident Type,Location
14-1088,3/25/14,11:20,3/25/14,11:20,Assist Other Agency,11850 Lancaster St
14-1087,3/27/14,0:09,3/27/14,9:34,Traffic Crash-Property Damage-Hit Skip,Drinko Hall
14-1085,3/27/14,8:21,3/27/14,8:21,Traffic Crash-Property Damage,Care Point  East
14-1082,3/26/14,23:15,3/26/14,22:00,Telecommunications Harassment,Morr ill Tower
14-1081,3/26/14,22:18,3/26/14,22:18,Drug Paraphernalia,Hosp ita l Security
14-1080,3/26/14,22:35,3/26/14,22:35,Assist Other Agency,Cannon Dr and  Kin g  Ave
14-1074,3/26/14,11:02,3/25/14,17:45,Theft,OSU Hospitals East
14-1071,3/26/14,5:29,3/25/14,18:00,Theft,Ross Heart Hospital
14-1070,3/26/14,0:51,3/26/14,0:51,Criminal Trespass,Tumer Construction Site
14-1070,3/27/14,0:02,3/27/14,2:59,Supplement,Blankenship Hall
14-1069,3/27/14,0:05,3/27/14,5:25,Supplement,Blankenship Hall
14-1069,3/26/14,1:01,3/26/14,1:05,Breaking and Entering,MedQr Expansion Construction Trailer
14-1063,3/25/14,19:14,3/20/14,18:50,Theft,Journalism Building
14-1060,3/25/14,6:14,3/24/14,16:30,Theft (From Auto),Kinnear Rd Center
14-1059,3/25/14,13:24,3/25/14,13:24,Supplement,Blankenship Hall
14-1059,3/24/14,23:33,3/17/14,16:00,Assault,OSU Medical Center
14-1055,3/24/14,19:26,3/24/14,19:26,Drug Paraphernalia,Rhodes Hall
14-1051,3/24/14,15:30,3/19/14,20:47,Telecommunications Harassment,University Hall
14-1050,3/24/14,15:38,3/24/14,15:38,Disorderly Conduct,OSU Hospital East
14-1049,N/A,14:30,N/A,14:30,Criminal Simulation,Scarlet Ribbon Gift Shop
14-1049,3/24/14,14:40,3/24/14,14:40,Criminal Simulation,Scarlet Ribbon Gift Shop
14-1048,03/24/0201,14:13,6/1/13,0:01,Theft in Office,Ohio Union
14-1048,05/20/0201,14:10,05/20/0201,10:12,Supplement,Blankenship Hall
14-1044,3/23/14,18:24,3/23/14,18:24,Traffic Crash-Property Damage-Hit Skip,Harding Hospital
14-1042,3/23/14,12:25,3/23/14,7:35,Disorderly Conduct,University Hall
14-1041,3/23/14,9:03,3/23/14,9:03,Disorderly Conduct,Neil Ave Parking Garage
14-1040,3/23/14,3:38,3/23/14,3:38,Disorderly Conduct,Siebert Hall
14-1039,3/23/14,2:49,3/23/14,2:49,Disorderly Conduct,Smith-Steeb Hall
14-1038,3/23/14,0:02,3/23/14,2:49,Offenses Involving underage persons,Smith-Steeb Hall
14-1037,3/23/14,0:02,3/23/14,2:23,Public Urination,18th /  College Rd
14-1036,03/22/0104,23:58,3/22/14,23:58,Drug Paraphernalia,Park-Stradley Hall
1 4-1032,03/22/0201,14:18,3/20/14,21:00,Theft (Of Bicycle),Lincoln Tower
14-1025,3/22/14,12:33,3/22/14,12:33,Traffic Crash-Property Damage,Neil Avenue Parking Garage
14-1023,3/22/14,7:20,3/18/14,18:00,Menacing,Mccraken Power Plant
14-1022,3/22/14,4:01,3/22/14,4:01,OVI,Lane Ave /  Fyffe Rd
14-1021,3/22/14,0:03,3/22/14,3:47,Assist Other Agency,1389 Summit St
14-1020,3/22/14,0:03,3/22/14,3:40,Traffic Crash-Property Damage-Hit Skip,Lane Ave and Fyffe Rd
14-1018,3/22/14,2:02,3/22/14,2:02,Disorderly Conduct,Siebert Hall
14-1017,3/22/14,1:36,3/22/14,1:36,Public Urination,Buckeye Lot 2
14-1016,3/22/14,0:29,3/22/14,0:29,Offenses Involving underage persons,Morrison Tower
14-1015,3/22/14,0:44,3/22/14,0:44,Offenses Involving underage persons,Morrill Tower
14-1014,3/21/14,23:43,3/21/14,23:43,Assault,Morr ison Tower
14-1013,3/21/14,21:17,3/21/14,21:17,OVI,College /  W. 18th Ave
14-1012,3/21/14,21:19,3/21/14,18:18,Drug Paraphernalia,Harding Hospital
14-1009,3/21/14,N/A,3/18/14,N/A,Traffic Crash-Property Damage-Hit Skip,Ohio Union South Parking Garage
14-1007,3/21/14,1:06,3/21/14,15:30,Aggravated Menacing,Doan Ha ll
14-1006,3/21/14,15:11,3/19/14,15:00,Aggravated Menacing,Rhodes Ha ll
14-1001,3/21/14,9:25,3/20/14,12:00,Theft,Care Point East
14-0999,3/21/14,9:06,3/20/14,15:00,Theft (Of Bicycle),Lincoln Tower
14-0998,3/21/14,4:28,3/21/14,4:28,OVI,Woody Hayes and John Herrick
14-0997,3/21/14,3:12,3/21/14,3:12,Disorderly Conduct,Smith-Steeb Hall
14-0996,3/21/14,2:48,3/21/14,2:48,Possession of Drugs,Woody Hayes and Fyffe
14-0992,3/21/14,1:34,3/21/14,1:34,Possession of Drugs,11th Ave Parking Garage
14-0986,3/20/14,21:20,3/20/14,13:47,Telecommunications Harassment,Blankenship Hall
14-0985,3/20/14,2:01,3/20/14,21:01,Criminal Trespass,Ohio S tadium
14-0981,3/20/14,16:06,3/20/14,15:45,Theft,RPAC
14-0980,3/20/14,15:40,3/20/14,15:40,Identity Fraud,Emergency Department
14-0980,4/30/14,N/A,4/30/14,N/A,Supplement,Blankenship Ha ll
14-0980,5/24/14,16:20,5/24/14,16:20,Supplement,Blankenship  Hall
14-0979,3/20/14,14:20,3/20/14,14:20,Cruelty to Animals,12th Ave Parking Garage
14-0978,3/20/14,15:25,3/20/14,12:45,Telecommunications Harassment,Blankenship  Hall
14-0976,3/20/14,13:01,3/20/14,11:00,Traffic Crash-Property Damage,Aveda
14-0975,3/20/14,13:23,3/20/14,13:23,Ill Aided,Younkin Success Center
14-0974,3/20/14,12:35,3/19/14,21:00,Theft,Jesse Owens North
14-0969,3/20/14,9:29,3/19/14,11:33,Traffic Crash-Property Damage-Hit Skip,Northwest Stadium
14-0966,3/20/14,2:25,3/19/14,18:00,Theft,Ohio  Stadium
14-0966,4/1/14,13:42,4/1/14,13:42,Supplement,Blankenship  Ha ll
14-0960,3/19/14,20:15,3/19/14,20:15,Robbery,Drinko Hall
14-0959,3/19/14,18:05,3/19/14,18:05,Death,601 Cuyahoga Q
14-0959,3/19/14,18:05,3/19/14,18:05,Death,601 Cuya hoga Court
14-0959,3/19/14,18:00,3/19/14,18:05,Death,601 Cuya hoga Court
14-0959,3/19/14,18:05,3/19/14,18:05,Death,601 Cuyahoga Q
14-0938,3/18/14,18:26,3/18/14,18:26,Possession of Drugs,Emergency Department
14-0935,3/18/14,17:53,3/18/14,17:53,Drug Paraphernalia,OSU Hospital East
14-0930,3/18/14,15:46,3/14/14,21:00,Theft,OSU Hosp itals  East
14-0928,3/18/14,14:05,3/17/14,0:01,Telecommunications Harassment,Lin co ln Tower
14-0927,3/18/14,13:56,3/17/14,19:40,Theft (Of Bicycle),Scott  Laboratory
14-0926,3/18/14,12:46,3/18/14,12:46,Traffic Crash-Property Damage,Woody Hayes at Coffey
14-0925,3/18/14,12:14,3/17/14,8:45,Theft (From Auto),11th Ave Parking Garage
14-0913,3/17/14,2:01,3/17/14,21:01,Theft (From Auto),Nort o n  House
14-0911,3/17/14,16:49,3/17/14,16:49,Ill Aided,PAES Buildi ng
14-0910,3/17/14,13:51,2/28/14,22:00,Theft (Of Bicycle),Jones Graduate Tower
14-0909,3/17/14,12:52,3/17/14,12:52,Traffic Crash-Property Damage,9th  Avenue We&. Garage
14-0907,3/17/14,8:45,3/14/14,15:30,Theft,Davis Hea rt  and  Lung Research Institute
14-0898,N/A,16:22,N/A,16:22,Theft,Arps Parking Garage
14-0895,3/20/14,2:02,3/16/14,2:02,Offenses Involving underage persons,Sullivant Hall
14-0893,3/15/14,22:16,3/15/14,22:16,Theft,Schott enstein Cent er
14-0891,3/15/14,20:09,3/15/14,20:09,Assist Other Agency,Target
14-0890,3/15/14,17:56,03/13/0201,21:00,Theft,Siebert Hall
14-0889,3/15/14,9:20,3/11/14,9:30,Missing Person,Scott Hall
14-0887,3/15/14,2:11,3/15/14,2:11,OVI,Neil Ave/Neil Dr.
14-0876,3/14/14,10:12,3/12/14,18:00,Theft,McCorkle Aquatic
14-0875,3/14/14,10:43,3/10/14,17:00,Theft,Rhodes Hall
14-0873,3/14/14,0:09,3/14/14,9:30,Theft,Doan Hall
14-0873,5/30/14,13:44,5/14/14,9:08,Supplement,Blankenship Hall
14-0873,5/30/14,13:55,5/30/14,13:55,Supplement,Blankenship Hall
14-0871,3/14/14,9:07,3/13/14,10:15,Assault,osu East
14-0863,3/13/14,12:09,2/23/14,9:00,Theft,Graves Hall
14-0862,3/13/14,11:46,3/4/14,19:30,Theft,OSU ED
14-0861,3/13/14,11:54,2/4/14,21:20,Theft,osu East
14-0855,3/12/14,18:01,3/12/14,18:18,Possession of Drugs,Med ical  Cent  er  East
14-0854,3/12/14,16:45,3/12/14,16:45,Traffic Crash-Property Damage,9th  Ave Parking Garage East
14-0850,3/12/14,12:59,3/4/14,6:00,Theft,Ross Heart Hosp ita l
14-0848,3/12/14,12:03,3/12/14,12:03,Traffic Crash-Property Damage-Hit Skip,Care  Point East
14-0847,3/12/14,6:56,3/12/14,6:56,Traffic Crash-Injury,Dodd Hall
14-0847,3/17/14,21:16,3/17/14,21:16,Supplement,Blankens hip  Hall
14-0842,3/11/14,21:14,3/11/14,21:14,Theft,Rhodes Hall
14-0840,3/11/14,16:50,3/11/14,16:50,Public Indecency,Thompson  Library
14-0836,3/11/14,12:33,3/8/14,2:30,Theft,Postle Hall
14-0835,3/11/14,N/A,3/11/14,N/A,Traffic Crash-Property Damage,SafeAuto Garage
14-0834,3/11/14,11:10,3/5/14,13:40,Theft,Ohio Union
14-0833,3/11/14,8:48,3/11/14,8:48,Traffic Crash-Property Damage,James Cancer Hospital
14-0831,3/10/14,18:41,3/10/14,18:50,Theft,Womens Field House
14-0830,3/10/14,18:26,3/10/14,18:26,Assist Other Agency,Johnny Rockets
14-0829,3/10/14,15:32,3/7/14,15:32,Theft,Turner Construction
14-0829,3/10/14,15:32,3/7/14,15:32,Theft,Turner Construction
14-0828,3/10/14,14:30,3/10/14,14:30,Traffic Crash-Property Damage,12th Avenue Parking Garage
14-0827,3/10/14,12:20,3/10/14,12:20,Theft (From Auto),Fawcett Center  Parking Lot
14-0825,3/10/14,1:00,3/3/14,12:00,Theft,Buckeye Village
14-0818,3/9/14,2:00,03/09/0002,20:57,Fire-Trash,Agricultural Eningeering Building
14-0817,3/9/14,19:36,03/09/0002,19:36,Disorderly Conduct,Ohio Union Parking Garage South
14-0816,3/9/14,17:59,03/09/0002,17:40,Theft,Thompson Library
14-0815,3/9/14,16:46,3/9/20,16:40,Aggravated  Robbery,Carmack #2 Parking Lot
14-0815,3/9/14,N/A,3/9/14,N/A,Aggravated Robbery,Carmack 2 Parking Lot
14-0812,3/8/14,14:44,3/8/14,14:44,Property Impound,Residence on 10th
14-0811,3/8/14,15:48,3/8/14,12:30,Criminal Damaging,Gray Lot #1
14-0807,3/8/14,10:41,3/8/14,10:10,Theft,OSU Hospital
14-0801,3/7/14,23:52,3/7/14,23:52,Possession of Drugs,11th Ave.  Parking Garage
14-0801,4/15/14,13:14,4/15/14,13:14,Supplement,Blankenship
14-0800,3/7/14,21:04,3/7/14,21:04,Theft,Doan Hall
14-0798,3/7/14,18:38,3/7/14,10:00,Traffic Crash-Property Damage-Hit Skip,11th Ave Parking Garage
14-0794,3/7/14,15:58,3/6/14,15:00,Criminal Damaging,Biggs Athletic Facliity
14-0791,3/7/14,12:37,3/7/14,12:37,AdministrativeInformation,Blankenship Hall
14-0789,3/7/14,12:27,3/7/14,12:27,Traffic Crash-Property Damage,Woodruff/Tuttle
14-0782,3/7/14,9:33,10/13/13,0:01,Theft,640 Ackerman Road
14-0774,3/7/14,0:02,3/7/14,2:39,Offenses Involving underage persons,WorthingtonBuilding
14-0772,3/7/14,1:49,3/7/14,1:49,Criminal Mischief,Morrison Tower
14-0772,4/14/14,5:38,4/14/14,5:38,Supplement,Blankenship Hall
14-0766,3/6/14,22:30,3/6/14,18:40,Theft (From Auto),Panera
14-0753,3/6/14,17:19,2/28/14,9:30,Theft,Mendenhall Lab
14-0751,10/4/14,0:00,10/3/14,0:00,Theft,Doan Hall
14-0743,3/6/14,15:50,3/6/14,14:46,Telecommunications Harassment,Dulles Hall
14-0743,3/6/14,15:50,3/6/14,14:46,Telecommunications Harassment,Dulles Hall
14-0742,3/6/14,15:52,3/6/14,13:30,Theft,Atwell Hall
14-0740,3/6/14,13:19,3/5/14,13:00,Theft (Of Bicycle),OSU Hospital
14-0740,5/30/14,12:09,5/30/14,12:09,Supplement,Blankenship Hall
14-0740,5/30/14,12:09,5/30/14,12:09,Supplement,Blankenship Hall
14-0739,3/6/14,13:18,3/6/14,13:18,Driving Under Suspension,Woody Hayes w/ o Tuttle
14-0737,3/6/14,11:20,3/6/14,11:20,Ill Aided,Younkin Success Center
14-0736,N/A,10:39,N/A,10:39,Criminal Trespass,Drinko Hall
14-0726,3/5/14,13:44,3/5/14,13:44,Traffic Crash-Property Damage,Woody Hayes Dr. & TuttleParle Pl
14-0725,3/5/14,13:04,3/5/14,11:20,Theft (From Auto),Woody Hayes Athletic Facility
14-0724,3/5/14,12:16,2/5/14,12:00,Criminal Damaging,Kenny Rd/Lane Ave
14-0723,3/5/14,0:09,2/6/14,9:50,Criminal Damaging,Martha Moorehouse lot
14-0722,3/5/14,0:08,3/5/14,8:46,AdministrativeInformation,Bricker Hall
14-0721,3/5/14,9:35,11/29/13,0:01,AdministrativeInformation,Blankenship Hall
14-0720,3/5/14,9:00,3/4/14,17:30,AdministrativeInformation,Paterson Hall
14-0719,3/5/14,7:52,3/5/14,0:01,Breaking and Entering,Project One Construction Site
14-0719,3/12/14,15:47,3/12/14,15:47,Supplement,Blankenship Hall
14-0719,3/5/14,7:52,3/5/14,0:01,Breaking and Entering,Project One Construction Site
14-0718,3/5/14,6:56,3/5/14,6:56,Criminal Damaging,Facilities Operation Development
14-0711,3/4/14,15:50,3/4/14,15:50,Drug Paraphernalia,Drackett Tower
14-0709,3/4/14,1:04,3/4/14,14:36,Falsification,Doan hall
14-0709,5/30/14,12:13,3/4/14,14:36,Supplement,Blankenship Hall
14-0704,3/4/14,8:40,3/4/14,8:30,Deception to Obtain Dangerous Drug,Hospital East
14-0703,3/4/14,5:06,3/4/14,5:06,Drug Paraphernalia,Baker Hall West
14-0702,3/4/14,1:00,3/4/14,10:56,Supplement,Blankenship Hall
14-0702,3/3/14,22:29,2/26/14,2:30,Sexual Battery,Baker Hall West
14-0702,3/6/14,1:58,3/6/14,1:58,Supplement,Park-Stradley
14-0702,3/3/14,22:29,2/26/14,2:30,Rape,Park-Stradley
14-0699,3/3/14,17:10,3/3/14,17:10,AdministrativeInformation,Blankenship Hall
14-0699,3/30/14,23:21,3/30/14,23:21,Supplement,Blankenship Hall
14-0698,3/3/14,17:13,3/3/14,14:30,Criminal Damaging,OSU Hospital East
14-0697,3/3/14,15:56,3/3/14,15:56,Possessing Drug Abuse Instruments,OSU Hospital East
14-0693,3/3/14,8:06,3/3/14,8:03,AdministrativeInformation,Hospitals East
14-0687,3/2/14,17:11,3/2/14,3:00,AdministrativeInformation,Drackett Tower
14-0686,3/2/14,10:46,3/2/14,10:46,AdministrativeInformation,Reactor Building
14-0683,3/2/14,1:01,3/2/14,1:16,Offenses Involving underage persons,Smith-Steeb Hall
14-0682,3/1/14,21:18,3/1/14,21:18,Traffic Crash-Property Damage,1320 Arthur E. Adams Dr
14-0681,3/1/14,20:45,2/28/14,21:00,Criminal Damaging,11th Ave Basketball Courts
14-0680,3/1/14,16:05,3/1/14,5:00,Aggravated Menacing,Hughes Hall
14-0680,4/3/14,15:49,4/3/14,15:49,Supplement,Blankenship Hall
14-0679,3/1/14,13:04,3/1/14,13:41,AdministrativeInformation,Ohio Union-Parking garage {North)
14-0678,3/1/14,14:03,3/1/14,14:03,Possession of Drugs,11th Ave Parking Garage
14-0675,3/1/14,12:09,2/15/14,0:30,Criminal Trespass,Morrill Tower
14-0675,3/24/14,12:43,3/24/14,12:43,Supplement,Blankenship Hall
14-0673,3/1/14,N/A,3/1/14,N/A,Drug Paraphernalia,11th Ave Parking Garage
14-0672,3/1/14,2:21,3/1/14,2:21,Possession of Drugs,11t h Ave Parking Garage
14-0671,3/1/14,2:10,3/1/14,2:10,Assist Other Agency,33  W. 10th Ave
14-0669,2/28/14,14:22,9/29/13,12:00,Theft,Hopkins  Hall
14-0668,2/28/14,1:00,2/28/14,10:47,Failure to disclose ones personal information,OSU Hosp ita ls  East
14-0666,2/28/14,11:38,2/27/14,8:35,Traffic Crash-Property Damage,ROTC Parking Lot
14-0665,2/28/14,11:29,2/26/14,15:45,Theft,Hospital East
14-0660,2/27/14,21:47,2/27/14,20:00,Theft (From Auto),Pa ne ra
14-0648,2/27/14,17:26,2/27/14,17:26,Traffic Crash-Property Damage-Hit Skip,Goss Laboratory
14-0647,2/27/14,16:00,2/27/14,16:56,Ill Aided,Bake r Hall West
14-0646,2/27/14,14:23,11/19/14,10:00,Public Accident,Mei ling  Hall
14-0645,2/27/14,14:10,2/27/14,14:10,Traffic Crash-Property Damage,Ja mes  Cancer Hosp ita l
14-0644,2/27/14,14:16,2/26/14,16:30,Criminal Damaging,Hospital East
14-0637,2/26/14,16:01,2/26/14,12:30,Theft,Knowlto n  Hall
14-0636,2/26/14,1:05,2/25/14,12:00,Theft,Prior Health Science Library
14-0635,2/26/14,13:07,2/22/14,23:00,Theft,Schottenst ein Center
14-0634,2/26/14,11:13,2/26/14,11:13,Traffic Crash-Property Damage,ROTC lot
14-0633,2/26/14,0:03,2/26/14,3:59,Graffitism,Baker Hall West
14-0632,2/26/14,3:17,2/26/14,3:17,Drug Paraphernalia,Baker Hall West
14-0632,3/16/14,23:56,3/16/14,23:56,Supplement,Blankenship Hall
14-0631,2/25/14,18:54,2/25/14,17:00,Theft,James Hospital
14-0628,2/25/14,12:43,2/25/14,10:30,Theft (From Auto),French Reid House lot
14-0627,2/25/14,0:09,2/25/14,9:19,Possessing Drug Abuse Instruments,osu Hospital East
14-0626,2/24/14,22:40,2/24/14,22:40,AdministrativeInformation,OSU Medical Center  East
14-0619,2/24/14,16:32,2/21/14,16:00,Theft,Drake Performance & Event Center
14-0618,2/23/14,15:46,2/23/14,15:46,Traffic Crash-Property Damage,Lane Ave Parking Garage
14-0617,2/24/14,14:08,2/21/14,12:30,Criminal Damaging,Ohio Union-Parking garage (North)
14-0613,2/24/14,8:23,2/21/14,1:02,Burglary,Morrill Tower
14-0615,N/A,12:32,N/A,12:32,Drug Paraphernalia,Doan Hall
14-0613,3/5/14,12:38,3/5/14,12:38,Supplement,Morrill Tower
14-0612,2/24/14,5:38,2/24/14,5:15,Possession of Drugs,Rhodes Hall
14-0611,2/24/14,2:19,2/24/14,2:19,Ill Aided,Park-Stradley Hall
14-0610,2/23/14,20:20,2/9/14,6:00,AdministrativeInformation,OSU Hospitals East
14-0609,2/23/14,18:59,2/23/14,18:59,Drug Paraphernalia,OSU Hospital
14-0602,2/23/14,12:46,2/21/14,8:45,Theft (From Auto),Ohio Union Garage G/N
14-0600,2/23/14,7:15,2/23/14,7:15,Assault,Rhodes Hall
14-0599,2/23/14,2:03,2/23/14,2:03,Possession of Drugs,Smith-Steeb Hall
14-0598,2/23/14,0:28,2/22/14,0:28,OVI,Ohio Union Parking Garage North
14-0595,2/22/14,23:35,2/22/14,23:35,Theft,osu East
14-0593,2/22/14,15:03,2/22/14,15:03,AdministrativeInformation,Blankenship Hall
14-0589,3/12/14,14:31,3/12/14,14:31,Supplement,BlankenshipHall
14-0589,3/12/14,10:31,3/12/14,10:31,Supplement,Blankenship Hall
14-0588,2/22/14,10:50,2/22/14,10:50,Traffic Crash-Property Damage,OSU Hospital
14-0587,2/22/14,1:00,2/22/14,10:50,Possession of Drugs,Hospitals East
14-0585,2/22/14,3:21,2/22/14,3:21,Offenses Involving underage persons,Smith-Steeb Hall
14-0583,2/22/14,1:24,2/22/14,1:24,Offenses Involving underage persons,Archer House
14-0582,2/22/14,0:33,2/21/14,22:40,Sexual Imposition,Blackbum House
14-0581,2/21/14,23:57,2/21/14,23:57,Possession of Drugs,Lincoln Tower
14-0577,2/21/14,20:05,2/21/14,19:00,Theft (From Auto),Panera
14-0575,2/21/14,16:03,2/21/14,16:30,Ill Aided,Morrison Tower
14-0574,2/21/14,17:57,2/21/14,10:00,Theft (From Auto),Ohio Union Parking Garage North
14-0573,2/21/14,16:34,2/15/14,16:00,Theft,Rhodes Hall
14-0572,2/21/14,N/A,2/15/14,N/A,Theft,Rhodes Hall
14-0570,2/21/14,15:58,2/21/14,15:50,Theft,Thompson  Library
14-0569,2/21/14,15:41,2/21/14,14:43,Criminal Damaging,Wilce Student Health Center
14-0568,2/21/14,15:20,2/21/14,8:50,Theft (From Auto),Arps Pa rking Garage
14-0567,2/21/14,15:04,2/21/14,15:41,Ill Aided,You nkin Success  Center
14-0566,2/21/14,14:42,2/21/14,14:42,Traffic Crash-Property Damage-Hit Skip,11th Ave Parking Garage
14-0565,2/21/14,11:09,2/21/14,11:09,Traffic Crash-Property Damage-Hit Skip,OSU Hosp itals  East
14-0564,2/21/14,10:12,2/21/14,10:12,Drug Paraphernalia,McPherson Laboratory
14-0562,2/21/14,7:18,02/21/0002,7:18,Criminal Trespass,OSU Hosp itals  East
14-0561,2/21/14,0:45,02/21/0002,0:45,Assist Other Agency,Riverwa  tch  To wer
14-0560,2/20/14,23:47,2/20/14,23:47,Possession of Drugs,12th Ave.  Parking  Garage
14-0559,2/20/14,22:05,2/20/14,22:05,Disorderly Conduct,North  Su b  Base Pa rking  Lot
14-0554,2/20/14,14:59,2/20/14,14:59,Traffic Crash-Property Damage-Hit Skip,Carmack 5
14-0551,2/20/14,N/A,2/20/14,N/A,Public Accident,Mirror Lake
14-0550,2/20/14,9:06,2/20/14,6:50,Theft (From Auto),Safea uto Garage
14-0547,2/20/14,6:26,2/20/14,6:26,OVI,Beekman  Park
14-0546,2/20/14,1:40,2/20/14,1:40,Assist Other Agency,Lane Ave/ High  St
14-0546,5/29/14,8:20,5/29/14,8:20,Supplement,Blankenship Hall
14-0545,2/19/14,22:45,2/19/14,22:45,Administrative Information,osu East
14-0544,2/19/14,21:31,2/19/14,21:31,Traffic Crash-Property Damage,Doan Hall Load ing  Dock
14-0540,2/19/14,18:29,2/19/14,16:30,Theft,Hayes Hall
14-0540,2/22/14,16:02,2/22/14,16:02,Supplement,Blankenship Hall
14-0539,2/19/14,17:33,2/19/14,8:30,Theft,RPAC
14-0538,2/19/14,15:40,2/19/14,15:40,Assist Other Agency,Scott Laboratory
14-0537,2/19/14,16:18,2/19/14,6:50,Criminal Damaging,Fry Hall
14-0534,2/19/14,12:06,2/19/14,12:06,Ill Aided,Younkin Success Center
14-0531,2/19/14,1:50,2/19/14,1:50,Disorderly Conduct,Emergency Department
14-0530,2/19/14,0:26,2/19/14,0:26,Drug Paraphernalia,Park-Stradley
14-0529,2/23/14,22:24,2/18/14,22:24,Assist Other Agency,Lincoln Tower
14-0528,2/18/14,22:20,2/18/14,22:20,Disorderly Conduct,Harding Hospital
14-0526,2/18/14,20:01,1/23/14,15:00,Theft,Doan Hall
14-0525,2/18/14,16:01,2/18/14,16:19,Traffic Crash-Injury,Cannon Dr / John Herrick Dr
14-0520,2/18/14,12:02,2/18/14,12:21,Traffic Crash-Property Damage,ROTC Parking Lot
14-0519,2/18/14,11:00,2/18/14,9:45,Theft,OSU Medical Center
14-0519,2/18/14,11:00,2/18/14,9:45,Theft,osu Emergency Dept
14-0518,2/18/14,9:10,2/18/14,9:10,Traffic Crash-Property Damage-Hit Skip,Northeast Stadium lot
14-0516,2/14/14,17:40,2/14/14,17:40,Traffic Crash-Property Damage-Hit Skip,9th  Ave Parking Garage
14-0511,2/18/14,1:03,2/18/14,1:03,Drug Paraphernalia,OSU MED CENTER EAST
14-0504,2/17/14,17:25,2/17/14,17:00,Disorderly Conduct,Woody Hayes/JohnHerrick
14-0503,2/17/14,15:28,11/1/13,15:28,AdministrativeInformation,Morrison Tower
14-0501,N/A,12:44,N/A,12:35,Possession of Drugs,Emergency  Department
14-0500,2/17/14,11:24,2/11/14,12:15,Administrative Information,Blankenship Hall
14-0497,2/16/14,17:01,2/16/14,17:01,Traffic Crash-Property Damage,Northeast Stadium Lot
14-0496,2/16/14,13:33,2/11/14,0:01,Misuse of Credit Cards,Drackett tower
14-0496,2/16/14,13:33,2/11/14,0:01,Misuse of Credit Cards,Drackett Tower
14-0496,2/16/14,13:33,2/11/14,0:01,Telecommunications Fraud,Drackett tower
14-0495,2/16/14,10:55,2/16/14,10:55,Possession of Drugs,Hospital East
14-0494,2/16/14,9:54,2/15/14,19:25,Theft (From Auto),Rsher Commons
14-0493,2/16/14,8:44,2/15/14,19:45,Theft (From Auto),Neil Ave Parking Garage
14-0491,2/16/14,0:02,2/16/14,2:08,Offenses Involving underage persons,Ohio Union
14-0490,2/16/14,1:11,2/16/14,1:11,Assault,Morr ill Tower
14-0489,2/16/14,0:22,2/15/14,15:30,Theft,Rhodes Hall
14-0488,2/15/14,18:43,2/15/14,18:43,Assist Other Agency,South West Stadium Lot
14-0486,2/15/14,1:06,12/4/13,15:00,Theft (Of Bicycle),Nosk er  House
14-0485,2/15/14,16:29,2/11/14,13:45,Public Accident,McPherson Laboratory
14-0483,2/15/14,0:54,2/15/14,0:54,Possession of Drugs,Hospitals  East
14-0481,2/14/14,12:11,2/14/14,12:11,Traffic Crash-Property Damage,9th Avenue East Garage
14-0479,2/14/14,1:00,2/14/14,10:33,Theft,Scarlet Ribbon Gift Shop
14-0478,2/14/14,10:10,4/2/13,0:01,Theft,OSU Hospitals
14-0478,3/23/14,15:45,3/23/14,15:45,Theft,Doan Ha ll
14-0477,2/14/14,8:40,2/13/14,22:30,Unauthorized Use of a Vehicle,Buckeye Village
14-0477,2/25/14,14:46,2/25/14,14:46,Supplement,Blan kens hip  Ha ll
14-0473,2/14/14,0:01,2/14/14,0:18,Offenses Involving underage persons,Sloopys
14-0471,2/13/14,21:52,2/13/14,21:52,Administrative Information,Siebert Ha ll
14-0470,2/13/14,19:18,2/13/14,19:00,Prohibited  Acts,Blan kens hip  Ha ll
14-0469,2/13/14,N/A,2/13/14,N/A,Theft,SafeAuto Garage
14-0468,2/13/14,16:00,2/13/14,16:00,Traffic Crash-Property Damage,Woody Hayes & Fyffe
14-0467,2/13/14,14:22,2/13/14,14:22,Theft,North Commons
14-0465,2/12/14,21:37,2/12/14,21:37,Ill Aided,Neil Hall Complex
14-0464,2/12/14,14:28,2/12/14,11:00,Telecommunications Harassment,660 Ackerman
14-0463,2/12/14,15:41,2/12/14,15:41,Traffic Crash-Property Damage,Cannon / John Herrick Dr
14-0461,2/12/14,14:40,2/12/14,14:40,Traffic Crash-Property Damage,Carmack 1 Parking Lot
14-0460,2/12/14,14:30,2/12/14,14:30,Traffic Crash-Property Damage,Rhodes Hall loop
14-0459,2/12/14,13:22,2/12/14,9:00,Sexual Imposition,Rhodes Hall
14-0457,2/12/14,10:02,2/12/14,10:12,Traffic Crash-Property Damage,French Reid House lot
14-0455,2/12/14,1:28,2/12/14,1:28,Criminal Trespass,Rhodes hall
14-0454,2/11/14,23:24,2/11/14,23:24,Disorderly Conduct,Schott enstein Center
14-04531,11/12/14,6:50,11/12/14,6:44,Traffic Crash-Property Damage,Cannon Dr. & 10th Ave
14-0453,2/11/14,N/A,2/11/14,N/A,Drug Paraphernalia,Park-Stradley  Hall
14-0451,2/11/14,18:48,2/11/14,18:48,AdministrativeInformation,Thompson Library
14-0450,2/11/14,17:00,2/11/14,17:00,Traffic Crash-Property Damage,Agricultural Administration Building
