Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
15-2139,6/9/15,6/9/15,Administrative Information
15-2139,6/9/15,6/9/15,Administrative Information
15-2137,6/9/15,6/9/15,Traffic Crash-Property Damage
15-2135,6/9/15,6/8/15,Telecommunications Harassment
15-2134,6/9/15,6/9/15,Traffic Crash-Property Damage
15-2124,6/8/15,5/22/15,Theft
15-2123,6/8/15,6/5/15,Theft (Of Bicycle)
15-2122,6/8/15,6/8/15,Possession of Drugs
15-2120,6/7/15,6/7/15,Property Impound
15-2119,6/7/15,6/6/15,Assault
15-2119,6/16/15,6/6/15,Supplement
15-2117,6/7/15,6/7/15,Driving Under Suspension
15-2115,6/7/15,6/7/15,Possession of Drugs
15-2114,6/6/15,6/6/15,Theft
15-2112,6/6/15,6/6/15,Criminal Damaging
15-2111,6/6/15,6/6/15,Theft
15-2110,6/6/15,6/6/15,Theft
15-2109,6/6/15,6/6/15,Traffic Crash-Property Damage
15-2106,6/6/15,6/6/15,Criminal Trespass
15-2104,6/5/15,6/5/15,Traffic Crash-Property Damage-Hit Skip
15-2103,6/5/15,6/5/15,Criminal Trespass
15 2093,6/4/15,6/4/15,Driving Under Suspension
15-2093,7/5/15,7/5/15,Supplement
15-2093,8/14/15,8/14/15,Supplement
15-2088,6/4/15,6/4/15,Traffic Crash-Property Damage-Hit Skip
15-2087,6/4/15,6/4/15,Theft
15-2086,6/4/15,6/4/15,Traffic Crash-Property Damage
15-2081,6/4/15,6/4/15,Ill Aided
15-2080,6/4/15,5/31/15,Telecommunications Harassment
15-2079,6/4/15,6/4/15,Disorderly Conduct
15-2078,6/4/15,5/7/15,Theft
15-2077,6/4/15,6/4/15,Administrative Information
15-2077,6/4/15,6/4/15,Administrative Information
15-2076,6/4/15,6/4/15,Public Accident
15-2072,6/3/15,6/3/15,Ill Aided
15-2071,6/3/15,6/3/15,Theft (Of Bicycle)
15-2068,6/3/15,6/3/15,Theft (Of Bicycle)
15-2067,6/3/15,6/2/15,Theft
15-2066,6/3/15,6/3/15,Theft (Of Bicycle)
15-2065,6/3/15,5/29/15,Theft (Of Bicycle)
15-2059,6/3/15,6/3/15,Criminal Mischief
15-2057,6/3/15,6/3/15,Misuse of Credit Cards
15-2056,6/3/15,6/3/15,Driving Under Suspension
15-2043,6/3/15,6/3/15,Drug Paraphernalia
15-2037,6/2/15,6/2/15,Theft
15-2036,6/2/15,6/2/15,Assault
15-2030,6/2/15,6/2/15,Theft (Of Bicycle)
15-2026,6/2/15,6/2/15,Administrative Information
15-2025,6/3/15,6/3/15,Supplement
15-2025,6/2/15,6/2/15,Theft
15- 2024,6/2/15,6/2/15,Theft
15-2019,6/2/15,6/1/15,Theft (From Auto)
15-2017,6/2/15,6/2/15,Traffic Crash-Property Damage
15-2005,6/2/15,6/2/15,Theft
15- 2004,6/2/15,6/2/15,Drug Paraphernalia
15-2001,6/1/15,6/1/15,Theft (Of Bicycle)
15-2000,6/1/15,6/1/15,Theft (From Auto)
15-1999,6/1/15,6/1/15,Possession of Drugs
15-1996,6/1/15,6/1/15,Criminal Trespass
15-1994,5/31/15,5/31/15,Possession of Drugs
15-1993,5/31/15,5/31/15,Traffic Crash-Property Damage-Hit Skip
15-1992,5/31/15,5/31/15,Theft (Of Bicycle)
15-1991,5/31/15,5/30/15,Theft
15-1990,5/31/15,5/31/15,Assist Other Agency
15-1986,5/31/15,5/31/15,Traffic Crash-Property Damage-Hit Skip
15-1984,5/30/15,5/30/15,Disorderly Conduct
15-1983,5/30/15,5/30/15,Traffic Crash-Property Damage-Hit Skip
15-1982,5/30/15,5/30/15,Property Impound
15-1981,5/30/15,5/30/15,Ill Aided
15-1980,5/30/15,5/30/15,Disorderly Conduct
15-1975,5/30/15,5/27/15,Theft
15-1974,5/30/15,5/30/15,Administrative Information
15-1973,5/30/15,5/27/15,Theft
15-1965,5/30/15,5/30/15,Possession of Drugs
15-1962,5/30/15,5/30/15,Administrative Information
15-1962,6/2/15,5/30/15,Supplement
15-1962,6/6/15,6/6/15,Supplement
15-1962,7/9/15,7/9/15,Supplement
15-1962,9/18/15,9/18/15,Supplement
15-1958,5/29/15,5/29/15,Theft (Of Bicycle)
15-1957,5/29/15,5/29/15,Receiving Stolen Property
15-1956,5/29/15,5/29/15,Theft (Of Bicycle)
15-1955,5/29/15,5/29/15,Possession of Drugs
15-1954,5/29/15,5/29/15,Theft (Of Bicycle)
15-1951,5/29/15,5/29/15,Theft
15-1949,5/29/15,5/28/15,Administrative Information
15-1948,5/29/15,5/29/15,Theft
15-1948,5/29/15,5/29/15,Theft
15-1942,5/28/15,5/28/15,Ill Aided
15-1941,5/28/15,5/27/15,Theft (Of Bicycle)
15-1938,5/28/15,5/26/15,Theft (Of Bicycle)
15-1931,5/28/15,5/25/15,Telecommunications Harassment
15-1917,5/28/15,5/19/15,Administrative Information
15-1911,5/27/15,5/27/15,Possession of Drugs
15-1907,5/27/15,5/27/15,Vehicle Impound
15-1905,5/27/15,5/27/15,Traffic Crash-Property Damage
15-1903,5/27/15,5/27/15,Administrative Information
15-1902,5/27/15,5/26/15,Theft
15-1901,5/27/15,5/26/15,Theft
15-1899,6/2/15,5/27/15,Supplement
15-1899,6/6/15,6/6/15,Supplement
15-1899,7/9/15,7/9/15,Supplement
15-1899,9/18/15,9/18/15,Supplement
15-1896,5/26/15,5/26/15,Theft (Of Bicycle)
15-1895,5/26/15,5/26/15,Disorderly Conduct
15-1892,5/26/15,5/22/15,Criminal Damaging
15-1891,5/26/15,5/26/15,Traffic Crash-Property Damage-Hit Skip
15-1889,5/26/15,5/26/15,Theft
15-1888,5/26/15,5/26/15,Theft
15-1887,5/26/15,5/26/15,Carrying Concealed Weapon
15-1884,5/25/15,5/25/15,Possession of Drugs
15-1877,5/25/15,5/25/15,Assist Other Agency
15-1868,5/24/15,5/24/15,Possession of Drugs
15-1865,5/24/15,5/1/15,Assault
15-1865,5/24/15,5/1/15,Gross Sexual Imposition
15-1862,5/23/15,5/23/15,Possession of Drugs
15-1861,5/23/15,5/23/15,Assist Other Agency
15-1860,5/23/15,5/16/15,Theft
15-1858,5/23/15,5/23/15,Possession of Drugs
15-1855,5/22/15,5/22/15,Possession of Drugs
15-1853,5/22/15,5/20/15,Traffic Crash-Property Damage-Hit Skip
15-1852,5/22/15,5/22/15,Menacing
15-1850,5/22/15,5/20/15,Theft (From Auto)
15-1849,5/22/15,5/22/15,Traffic Crash-Property Damage
15-1848,5/22/15,5/22/15,Ill Aided
15-1838,5/22/15,5/20/15,Theft
15-1833,5/22/15,5/22/15,Drug Paraphernalia
15-1830,5/21/15,5/21/15,Traffic Crash-Property Damage-Hit Skip
15-1829,5/21/15,5/21/15,Theft
15-1823,5/21/15,5/20/15,Disorderly Conduct
15-1823,5/21/15,5/20/15,Disorderly Conduct
15-1801,5/21/15,5/19/15,Administrative Information
15-1800,5/20/15,5/20/15,Theft (Of Bicycle)
15-1799,5/20/15,5/20/15,Theft
15-1792,5/20/15,5/20/15,Disorderly Conduct
15-1791,5/20/15,5/20/15,Theft
15-1781,4/23/15,1/7/15,Telecommunications Fraud
15-1778,5/16/15,5/16/15,Assist Other Agency
15-1777,5/19/15,5/19/15,Traffic Crash-Property Damage
15-1772,5/19/15,5/19/15,Ill Aided
15-1770,5/19/15,5/15/15,Theft
15-1762,5/18/15,5/18/15,Criminal Damaging
15-1757,5/18/15,5/18/15,Theft
15-1756,5/18/15,5/12/15,Theft
15-1755,5/18/15,5/18/15,Traffic Crash-Injury
15-1754,5/18/15,5/18/15,Assist Other Agency
15-1752,5/17/15,5/17/15,Sexual Imposition
15-1749,5/17/15,5/17/15,Theft (Of Bicycle)
15-1746,5/16/15,5/16/15,Possessing Drug Abuse Instruments
15-1745,5/16/15,5/16/15,Possession of Drugs
15-1744,5/16/15,5/16/15,Drug Paraphernalia
15-1743,5/16/15,5/16/15,Administrative Information
15-1739,5/15/15,5/15/15,Disorderly Conduct
15-1737,5/15/15,5/15/15,Theft
15-1737,5/18/15,5/18/15,Supplement
15-1734,5/15/15,5/15/15,Traffic Crash-Property Damage
15-1733,5/15/15,5/6/15,Administrative Information
15-1730,5/14/15,5/14/15,Traffic Crash-Property Damage
15-1729,5/14/15,5/14/15,Traffic Crash-Property Damage
15-1727,5/14/15,5/14/15,Traffic Crash-Property Damage
15-1726,5/14/15,4/23/15,Theft
15-1724,5/14/15,5/14/15,Theft
15-1721,5/14/15,5/14/15,Ill Aided
15-1715,5/14/15,5/12/15,Theft
15-1712,5/14/15,5/14/15,Traffic Crash-Injury
15 1712,5/14/15,5/14/15,Theft
15-1699,5/14/15,5/14/15,Ill Aided
15-1697,5/14/15,5/14/15,Traffic Crash-Property Damage
15-1695,5/13/15,5/13/15,Theft
15-1695,5/22/15,5/22/15,Supplement
15-1694,5/13/15,5/13/15,Traffic Crash-Property Damage-Hit Skip
15-1694,5/13/15,5/13/15,Traffic Crash-Property Damage
15-1693,5/13/15,5/13/15,Disorderly Conduct
15-1692,5/13/15,5/13/15,Disorderly Conduct
15-1691,5/13/15,5/12/15,Telecommunications Harassment
15-1686,5/13/15,5/13/15,Burglary
15-1683,5/13/15,5/13/15,Possession of Drugs
15-1678,5/12/15,5/12/15,Criminal Damaging
15-1675,5/12/15,5/3/15,Theft
15-1674,5/12/15,5/12/15,Property Impound
15-1673,5/12/15,5/12/15,Traffic Crash-Property Damage
15-1668,5/7/15,4/17/15,Endangering Children
15-1662,5/12/15,5/11/15,Theft (Of Bicycle)
15-1661,5/11/15,5/11/15,Theft
15-1660,5/12/15,5/9/15,Supplement
15-1660,5/11/15,5/9/15,Theft (Of Auto)
15-1659,5/11/15,5/7/15,Theft
15-1658,5/11/15,5/11/15,Vandalism
15-1657,5/11/15,5/11/15,Ill Aided
15-1656,5/11/15,5/4/15,Theft
15-1655,5/11/15,5/11/15,Traffic Crash-Property Damage-Hit Skip
15-1654,5/11/15,5/11/15,Criminal Damaging
15-1653,5/11/15,5/11/15,Drug Paraphernalia
15-1652,5/11/15,5/11/15,Assist Other Agency
15-1651,5/11/15,5/9/15,Criminal Simulation
15-1648,5/10/15,5/10/15,Assault
15-1648,7/9/15,7/9/15,Supplement
15-1647,5/10/15,4/30/15,Traffic Crash-Property Damage-Hit Skip
15-1645,5/10/15,5/10/15,Traffic Crash-Property Damage
15-1639,5/8/15,5/8/15,Possession of Drugs
15-1637,5/8/15,5/8/15,Theft (Of Bicycle)
15-1636,5/8/15,5/8/15,Assault
15-1633,5/8/15,4/17/15,Theft (Of Bicycle)
15-1632,5/8/15,5/5/15,Theft
15-1630,5/8/15,5/8/15,Criminal Trespass
15-1628,6/21/15,6/21/15,Theft
15-1626,5/8/15,5/8/15,Criminal Trespass
15-1625,5/7/15,5/7/15,Traffic Crash-Property Damage
15-1614,5/7/15,4/18/15,Administrative Information
15-1608,5/6/15,5/5/14,Drug Paraphernalia
15-1607,5/6/15,5/6/15,Theft
15-1600,5/6/15,5/6/15,Drug Paraphernalia
15-1599,5/6/15,5/6/15,Traffic Crash-Property Damage
15-1596,5/6/15,5/6/15,Theft
15-1593,5/6/15,5/6/15,Assist Other Agency
151592,5/6/15,5/6/15,Offenses involving underage persons
15-1591,5/6/15,5/6/15,Drug Paraphernalia
15-1588,5/5/15,5/5/15,Drug Paraphernalia
15-1586,5/5/15,5/5/15,Disorderly Conduct
15-1585,5/5/15,5/5/15,Theft
15-1584,5/5/15,5/5/15,Possession of Drugs
15-1583,5/5/15,5/5/15,Theft
15-1582,5/5/15,5/5/15,Theft
15-1581,5/5/15,5/5/15,Traffic Crash-Property Damage
15-1580,5/5/15,5/5/15,Theft
15-1579,5/5/15,5/5/15,Drug Paraphernalia
15-1578,5/5/15,5/3/15,Theft (Of Bicycle)
15-1577,5/5/15,5/5/15,Criminal Damaging
15-1576,5/5/15,5/5/15,Traffic Crash-Property Damage
15-1575,05/05/205,4/16/15,Theft
15-1574,5/5/15,5/5/15,Ill Aided
15-1573,5/4/15,5/4/15,Drug Paraphernalia
15-1571,5/4/15,5/4/15,Criminal Damaging
15-1570,5/4/15,5/4/15,Traffic Crash-Property Damage-Hit Skip
15-1569,5/4/15,5/4/15,Traffic Crash-Property Damage-Hit Skip
15-1568,5/4/15,5/4/15,Drug Paraphernalia
15-1567,5/4/15,5/4/15,Theft (Of Bicycle)
15-1566,5/4/15,5/4/15,Traffic Crash-Property Damage-Hit Skip
15-1563,5/4/15,5/4/15,Possession of Drugs
15-1560,5/4/15,5/1/15,Theft
15-1560,6/5/15,6/5/15,Supplement
15-1557,5/4/15,"05 04 2015
09:24",Traffic Crash-Property Damage
15-1556,5/4/16,5/4/16,Ill Aided
15-1552,5/4/15,5/4/15,Assist Other Agency
15-1546,5/3/15,5/3/15,Administrative Information
15-1545,5/3/15,5/3/15,Possessing Drug Abuse Instruments
15-1543,5/3/15,5/3/15,Assist Other Agency
15-1539,5/3/15,5/3/15,Ill Aided
15-1538,5/3/15,5/1/15,Theft
15-1538,5/3/15,5/3/15,Supplement
15-1537,5/3/15,5/3/15,OVI
15-1536,5/3/15,5/2/15,Criminal Damaging
15-1535,5/2/15,5/2/15,Possessing Drug Abuse Instruments
15-1534,5/2/15,5/2/15,Theft (Of Bicycle)
15-1534,6/16/15,5/2/15,Theft (Of Bicycle)
15-1531,5/2/15,5/2/15,Traffic Crash-Property Damage
15-1529,5/2/15,5/2/15,Traffic Crash-Property Damage
15-1527,5/2/15,5/2/15,Offenses involving underage persons
15-1526,5/2/15,5/2/15,Criminal Trespass
15-1525,5/2/15,5/2/15,Disorderly Conduct
15-1522,5/1/15,5/1/15,Theft (Of Auto)
15-1522,12/6/15,12/6/15,Supplement
15-1521,5/1/15,5/1/15,Menacing
15-1519,5/1/15,5/1/15,Possessing Drug Abuse Instruments
15-1517,5/1/15,5/1/15,Possession of Drugs
15-1516,5/1/15,5/1/15,Traffic Crash-Property Damage-Hit Skip
15-1503,4/30/15,4/30/15,Theft
15-1503,12/13/15,12/3/15,Theft
15-1501,4/30/15,4/30/15,Theft (Of Bicycle)
15-1500,4/30/15,4/29/15,Theft (Of Bicycle)
15-1499,4/30/15,4/30/15,Theft (Of Bicycle)
15-1493,4/30/15,11/23/14,Rape
15-1492,4/30/15,4/30/15,Disorderly Conduct
15-1491,4/30/15,4/30/15,Theft
15-1490,4/30/15,4/30/15,Ill Aided
15-1489,4/30/15,4/30/15,Telecommunications Harassment
15-1487,4/29/15,4/29/15,Assault
15-1487,5/5/15,5/5/15,Supplement
15-1487,5/15/15,5/15/15,Supplement
15-1486,5/13/15,5/13/15,Supplement
15-1486,4/29/15,4/29/15,Aggravated Menacing
15-1484,4/29/15,4/29/15,Administrative Information
15-1465,4/29/15,4/29/15,Drug Paraphernalia
15-1464,4/28/15,4/28/15,Drug Paraphernalia
15-1463,4/28/15,4/28/15,Assault
15-1462,4/28/15,4/28/15,Ill Aided
15-1461,4/28/15,4/28/15,Traffic Crash-Property Damage
15-1460,4/28/15,4/28/15,Ill Aided
15-1458,4/28/15,4/28/15,Theft (Of Bicycle)
15-1457,4/28/15,4/28/15,Theft
15-1457,4/28/15,4/25/15,Theft
15-1456,4/28/15,4/25/15,Menacing
15-1455,4/28/15,4/28/15,Criminal Trespass
15-1452,4/27/15,4/27/15,Criminal Trespass
15-1449,4/27/15,4/27/15,Theft
15-1448,4/27/15,4/27/15,Ill Aided
15-1446,4/27/15,4/27/15,Property Impound
15-1443,4/27/15,4/27/15,Criminal Damaging
15-1439,4/27/15,4/27/15,Criminal Trespass
15-1438,4/26/15,4/26/15,Ill Aided
15-1437,4/26/15,4/26/15,Traffic Crash-Property Damage
15-1435,4/26/15,4/26/15,Traffic Crash-Injury
15-1432,4/26/15,4/25/15,Theft
15-1432,5/5/15,4/25/15,Supplement
15-1430,4/25/15,4/25/15,Offenses involving underage persons
15-1429,4/25/15,4/25/15,Offenses involving underage persons
15-1426,4/25/15,4/25/15,Drug Paraphernalia
15-1425,4/25/15,4/25/15,Offenses involving underage persons
15 1424,4/25/15,4/25/15,Offenses involving underage persons
15-1423,4/24/15,4/24/15,Theft
15-1415,"2015
12:49",3/28/21,Theft
15-1407,4/24/15,4/22/15,Theft
15-1406,4/24/15,4/24/15,Assist Other Agency
15-1405,4/24/15,4/23/15,Drug Paraphernalia
15-1399,4/23/15,4/23/15,Theft
15-1398,4/23/15,4/23/15,Ill Aided
15-1397,4/23/15,4/23/15,Criminal Damaging
15-1395,4/23/15,4/23/15,Burglary
15-1391,4/23/15,4/23/15,Ill Aided
15-1386,4/22/15,4/22/15,Theft
15-1385,4/22/15,4/22/15,Theft
15-1384,4/22/15,4/22/15,Traffic Crash-Property Damage
15-1383,4/22/15,4/22/15,Traffic Crash-Property Damage
15-1382,4/22/15,4/22/15,Traffic Crash-Property Damage
15-1381,4/22/15,4/22/15,Traffic Crash-Property Damage
15-1376,4/22/15,4/22/15,Traffic Crash-Injury
15-1376,4/27/15,4/27/15,Supplement
15-1371,4/21/15,4/21/15,Administrative Information
15-1370,4/21/15,4/21/15,Ill Aided
15-1368,4/21/15,4/21/15,Traffic Crash-Property Damage-Hit Skip
15-1367,4/21/15,4/21/15,Drug Paraphernalia
15-1366,4/21/15,12/1/15,Theft (Of Bicycle)
15-1365,4/21/15,4/16/15,Criminal Damaging
15-1363,4/21/15,4/20/15,Criminal Mischief
15-1361,4/21/15,4/21/15,Theft
15-1359,4/20/15,4/20/15,Drug Paraphernalia
15-1358,4/20/15,4/20/15,Theft
15-1357,4/20/15,4/20/15,Possession of Drugs
15-1355,4/20/15,4/20/15,Traffic Crash-Injury
15-1354,4/20/15,4/20/15,Theft (Of Bicycle)
15-1352,4/20/15,4/20/15,Administrative Information
15-1349,4/20/15,4/20/15,Drug Paraphernalia
15-1348,4/20/15,4/16/15,Disorderly Conduct
15-1347,4/20/15,4/20/15,Theft
15-1346,4/20/15,4/13/15,Theft (Of Bicycle)
15-1345,4/20/15,4/20/15,Offenses involving underage persons
15-1342,4/19/15,4/19/15,Theft (From Auto)
15-1341,4/19/15,4/19/15,Administrative Information
15-1338,4/18/15,4/18/15,Traffic Crash-Property Damage
15-1332,4/18/15,4/18/15,Possessing Criminal Tools
15-1328,4/17/15,4/17/15,Theft
15-1327,4/17/15,4/17/15,Criminal Trespass
15-1325,4/17/15,7/23/14,Administrative Information
15-1323,4/16/15,4/16/15,Theft
15-1322,4/16/15,4/16/15,Open Container
15-1320,4/16/15,4/15/15,Theft
15-1319,4/16/15,4/16/15,Traffic Crash-Property Damage
15-1315,4/16/15,4/16/15,Theft
15-1311,4/16/15,4/16/15,Breaking and Entering
15-1310,4/16/15,4/14/15,Theft
15-1308,4/16/15,4/16/15,Kidnapping
15-1300,4/15/15,4/15/15,Assist Other Agency
15-1298,4/15/15,4/15/15,Ill Aided
15-1297,4/15/15,4/15/15,Assault
15-1295,4/15/15,4/15/15,Theft
15-1293,4/15/15,4/14/15,Theft
15-1290,4/15/15,4/13/15,Theft
15-1286,4/15/15,4/15/15,Drug Paraphernalia
15-1285,4/14/15,4/14/15,Theft
15-1282,4/14/15,4/14/15,Theft (Of Bicycle)
15-1281,4/14/15,4/14/15,Obstructing Official Business
15-1278,4/14/15,4/14/15,Traffic Crash-Property Damage
15-1277,4/14/15,4/14/15,Driving Under Suspension
15-1276,4/14/15,4/14/15,Theft
15-1274,4/14/15,4/14/15,Criminal Damaging
15-1272,4/14/15,4/13/15,Theft
15-1271,4/13/15,4/10/15,Theft (Of Bicycle)
15-1264,4/13/15,4/8/15,Telecommunications Harassment
15-1263,4/13/15,4/13/15,Traffic Crash-Property Damage
15-1262,4/13/15,4/13/15,Traffic Crash-Property Damage
15-1261,4/13/15,4/13/15,Ill Aided
15-1258,4/12/15,4/12/15,Traffic Crash-Property Damage-Hit Skip
15-1253,4/12/15,4/11/15,Traffic Crash-Property Damage-Hit Skip
15-1247,4/12/15,4/12/15,OVI
15-1245,4/12/15,4/12/15,OVI
15-1244,4/11/15,4/11/15,Disorderly Conduct
15-1243,4/11/15,4/11/15,Drug Paraphernalia
15-1242,4/11/15,4/11/15,Traffic Crash-Property Damage-Hit Skip
15-1240,4/11/15,4/11/15,Theft
15-1240,4/15/15,4/15/15,Supplement
15-1237,4/15/15,4/11/15,Disorderly Conduct
15 1237,4/11/15,4/11/15,Disorderly Conduct
15-1236,4/11/15,4/11/15,Criminal Trespass
15-1235,4/11/15,4/10/15,Criminal Simulation
15-1234,4/11/15,4/11/15,Criminal Damaging
15-1229,4/10/15,4/10/15,Theft
15-1228,4/10/15,4/10/15,Traffic Crash-Property Damage-Hit Skip
15-1227,4/10/15,4/10/15,Theft
15-1226,4/10/15,4/10/15,Assist Other Agency
15-1223,4/10/15,7/1/14,Assist Other Agency
15-1222,4/10/15,3/30/15,Assault
15-1220,4/10/15,4/10/15,PeddlersPermit Required
15-1218,4/10/15,4/10/15,Drug Paraphernalia
15-1217,4/9/15,4/9/15,Driving Under Suspension
15-1215,4/9/15,4/9/15,Possession of Drugs
15-1213,4/9/15,4/9/15,Theft
15-1212,4/9/15,4/9/15,Missing Person
15-1212,5/28/15,5/28/15,Supplement
15-1209,4/9/15,4/9/15,Deception to Obtain Dangerous Drug
15-1208,4/9/15,2/11/15,Theft
15-1207,4/9/15,4/9/15,Traffic Crash-Property Damage
15-1205,4/9/15,4/8/15,Theft (From Auto)
15-1204,4/9/15,3/31/15,Theft
15-1198,4/8/15,4/8/15,Administrative Information
15-1195,4/8/15,4/4/15,Identity Fraud
15-1195,8/2/15,8/2/15,Supplement
15-1194,4/8/15,4/8/15,Possession of Drugs
15-1190,4/8/15,4/8/15,Possession of Drugs
15-1189,4/8/15,4/8/15,Traffic Crash-Property Damage
15-1188,4/8/15,4/8/15,Offenses involving underage persons
15-1186,4/8/15,4/8/15,Ill Aided
15-1185,4/8/15,4/8/15,Administrative Information
15-1180,4/7/15,4/7/15,Theft
15-1177,4/7/15,4/7/15,Traffic Crash-Property Damage
15-1175,4/7/15,4/6/15,Theft
15-1174,4/7/15,4/7/15,Assist Other Agency
15-1173,4/7/15,4/7/15,Disorderly Conduct
15-1169,4/6/15,4/6/15,Traffic Crash-Property Damage
15-1166,4/6/15,4/6/15,Possession of Drugs
15-1165,4/6/15,4/6/15,Traffic Crash-Property Damage-Hit Skip
15-1159,4/6/15,4/6/15,Drug Paraphernalia
15-1158,4/6/15,4/3/15,Criminal Damaging
15-1154,4/6/15,4/6/15,Ill Aided
15-1148,4/6/15,4/6/15,Death
15-1148,4/6/15,4/6/15,Death
15-1147,4/5/15,4/3/15,Telecommunications Harassment
15-1146,4/5/15,4/5/15,Possessing Drug Abuse Instruments
15-1135,4/4/15,4/4/15,Theft
15-1134,4/4/15,4/4/15,Theft
15-1133,4/4/15,4/4/15,Assist Other Agency
15-1131,4/4/15,4/4/15,Possession of Drugs
15-1130,4/3/15,4/3/15,Disorderly Conduct
15-1129,4/3/15,4/3/15,Theft
15-1128,4/3/15,4/3/15,Criminal Trespass
15-1127,4/3/15,4/3/15,Disorderly Conduct
15-1123,4/3/15,4/3/15,Administrative Information
15-1119,4/2/15,4/2/15,Ill Aided
15-1118,4/2/15,4/2/15,Assault
15-1117,4/2/15,4/2/15,Property Impound
15-1114,4/2/15,4/2/15,Criminal Trespass
15 1113,4/2/15,4/2/15,Ill Aided
15-1108,4/2/15,4/2/15,Missing Person
15-1108,4/2/15,3/28/21,Missing Person
15-1105,4/2/15,4/1/15,Assault
15-1099,4/2/15,4/2/15,Supplement
15-1099,4/1/15,4/1/15,Public Indecency
15-1096,4/1/15,4/1/15,Disorderly Conduct
15-1095,4/1/15,4/1/15,Traffic Crash-Property Damage
15-1093,4/1/15,4/1/15,Traffic Crash-Property Damage-Hit Skip
15-1093,4/7/15,4/7/15,Supplement
15-1092,4/1/15,4/1/15,Theft
15-1091,4/1/15,4/1/15,Theft (From Auto)
15-1090,4/1/15,4/1/15,Traffic Crash-Property Damage-Hit Skip
15-1089,4/1/15,3/27/15,Telecommunications Fraud
15-1089,4/1/15,3/27/15,Telecommunications Fraud
15-1088,4/1/15,3/1/15,Theft
15-1088,6/26/15,6/26/15,Supplement
15-1082,3/31/15,3/31/15,Administrative Information
15-1080,3/31/15,3/31/15,Traffic Crash-Property Damage
15-1079,3/31/15,3/31/15,Ill Aided
15-1078,3/31/15,3/31/15,Ill Aided
15-1075,3/31/15,3/25/15,Misuse of Credit Cards
15-1074,3/31/15,3/31/15,Passing Bad Checks
15-1073,3/31/15,3/30/15,Theft
15-1072,3/31/15,3/30/15,Theft
15-1069,3/30/15,3/30/15,Drug Paraphernalia
15-1068,3/30/15,3/30/15,Ill Aided
15-1067,3/30/15,3/30/15,Criminal Damaging
15-1065,3/30/15,3/30/15,Criminal Simulation
15-1064,3/30/15,3/30/15,Disorderly Conduct
15-1063,3/30/15,3/28/15,Assault
15-1060,3/30/15,3/30/15,Traffic Crash-Property Damage
15-1059,3/30/15,3/30/15,Theft
15-1055,3/30/15,3/30/15,Traffic Crash-Property Damage-Hit Skip
15-1054,3/30/15,3/30/15,Traffic Crash-Property Damage
15-1049,3/30/15,3/30/15,Ill Aided
15-1047,3/26/15,3/29/15,Drug Paraphernalia
15-1045,3/29/15,3/29/15,Theft
15-1044,3/29/15,3/29/15,Administrative Information
15-1043,3/29/15,3/28/15,Theft
15-1042,3/29/15,3/29/15,Drug Paraphernalia
15-1039,3/28/15,3/28/15,Drug Paraphernalia
15-1036,3/28/15,3/28/15,Theft
15-1035,3/28/15,3/28/15,Criminal Simulation
15-1034,3/28/15,3/28/15,Traffic Crash-Property Damage
15-1033,3/28/15,3/28/15,Telecommunications Harassment
15-1030,3/28/15,3/28/15,Assault
14-1029,3/28/15,3/27/15,Breaking and Entering
15-1028,3/28/15,3/28/15,Offenses involving underage persons
15-1026,3/28/15,3/28/15,Drug Paraphernalia
15-1024,3/27/15,3/27/15,Traffic Crash-Property Damage
15-1022,3/27/15,3/27/15,Drug Paraphernalia
15-1021,3/27/15,3/27/15,Drug Paraphernalia
15-1020,3/27/15,3/27/15,Assault
15-1017,3/27/15,3/27/15,Criminal Simulation
15-1016,3/27/15,3/27/15,Theft
15-1015,3/27/15,3/27/15,Public Indecency
15-1014,3/27/15,3/27/15,Theft
15-1013,3/27/15,3/27/15,Assault
15-1011,3/27/15,3/27/15,Traffic Crash-Property Damage-Hit Skip
15-1010,3/27/15,3/26/15,Telecommunications Harassment
15-1009,3/27/15,3/31/15,Theft
15-1006,3/27/15,2/1/15,Theft
15-0997,3/27/15,3/27/15,Harassment by Inmate
15-0995,3/26/15,3/26/15,Theft
15-0994,3/26/15,3/26/15,Theft
15-0993,3/26/15,3/26/15,Disorderly Conduct
15-0991,3/26/15,3/25/15,Theft
15-0974,3/26/15,3/26/15,Criminal Trespass
15-0971,3/25/15,3/25/15,Criminal Damaging
15-0969,3/25/15,3/25/15,Traffic Crash-Property Damage
15-0967,3/25/15,3/25/15,Drug Paraphernalia
15-0966,3/25/15,3/25/15,Theft (From Auto)
15-0965,3/25/15,3/25/15,Theft
15-0963,3/25/15,3/25/15,Telecommunications Harassment
15-0962,3/25/15,3/25/15,Theft
15-0952,3/24/15,3/11/15,Administrative Information
15-0951,3/24/15,3/24/15,Theft
15-0950,3/24/15,3/24/15,Ill Aided
15-0949,3/24/15,3/20/15,Theft
15-0947,3/24/15,3/24/15,Ill Aided
15-0944,3/24/15,3/24/15,Possession of Drugs
15-0943,3/24/15,4/23/15,Theft
15-0942,3/23/15,3/23/15,Theft
15-0941,3/23/15,3/23/15,Traffic Crash-Property Damage
15-0940,3/23/15,3/23/15,Administrative Information
15-0939,3/23/15,3/23/15,Assist Other Agency
15-0936,3/23/15,3/15/15,Assist Other Agency
15-0934,3/23/15,3/23/15,Theft
