Report Number,Date Reported (Reported on),Date  Occurred (Incident From),Incident Type
17-3369,8/6/17,8/6/17,Domestic Violence
17-3364,8/5/17,8/4/17,Theft (Of Bicycle)
17-3363,8/5/17,7/26/17,Theft
17-3363,8/6/17,8/6/17,Supplement
17-3361,8/5/17,8/5/17,Possession Of Drugs
17-3360,8/5/17,8/4/17,Theft (Of Bicycle)
17-3359,8/5/17,8/5/17,Criminal Trespass
17-3357,8/5/17,8/5/17,Disorderly Conduct
17-3356,8/5/17,8/5/17,Ill Aided
17-3347,8/4/17,8/4/17,Administrative Information
17-3346,8/4/17,8/4/17,Theft
17-3345,8/4/17,8/4/17,Traffic Crash-Property Damage
17-3342,8/4/17,8/4/17,Ill Aided
17-3341,8/4/17,8/4/17,Disorderly Conduct
17-3339,8/4/17,8/4/17,Disorderly Conduct
17-3337,8/4/17,8/4/17,Assist Other Agency
17-3336,8/4/17,8/4/17,Possessing Criminal Tools
17-3325,8/3/17,5/19/17,Unauthorized Use of Property
17-3320,8/3/17,8/2/17,Theft (Of Bicycle)
17-3316,8/2/17,8/2/17,Property Impound
17-3315,8/2/17,8/2/17,Traffic Crash-Property Damage
17-3314,8/2/17,8/2/17,Theft
17-3314,8/4/17,8/4/17,Supplement
17-3312,8/2/17,8/1/17,Criminal Damaging
17-3311,8/2/17,8/2/17,Traffic Crash-Property Damage
17-3311,8/2/17,8/2/17,Traffic Crash-Property Damage
17-3308,8/2/17,7/16/17,theft
17-3306,8/1/17,8/1/17,Assist Other Agency
17-33 05,8/1/17,8/1/17,Theft
17-3304,8/1/17,07/31/0002,Theft (Of Bicycle)
17-33 04,8/1/17,07/31/0002,Theft (Of Bicycle)
17-3302,8/1/17,8/1/17,Public Accident
17-3300,8/1/17,8/1/17,Assault
17-3299,8/1/17,7/28/17,Theft
17-3297,8/1/17,8/1/17,Theft
17-3295,8/1/17,8/1/17,Possession Of Drugs
17-3293,8/1/17,8/1/17,Administrative Information
17-3288,7/31/17,7/31/17,Traffic Crash-Property Damage
17-3285,7/31/17,7/31/17,Administrative Information
17-3281,7/30/17,7/30/17,Theft (Of Bicycle)
17-3278,7/30/17,7/30/17,Possession Of Drugs
17-3270,7/29/17,7/29/17,Possession Of Drugs
17-3263,7/29/17,7/29/17,Possession Of Drugs
17-3258,7/28/17,7/28/17,Theft (Of Bicycle)
17-3257,7/28/17,7/28/17,Theft (Of Bicycle)
17-3256,7/28/17,7/27/17,Theft (Of Bicycle)
17-3255,7/28/17,7/28/17,Theft
17-3253,7/28/17,7/27/17,Theft (From Auto)
17-3252,7/28/17,7/27/17,Theft (From Auto)
17-3251,7/28/17,7/28/17,Ill Aided
17-3250,7/27/17,7/27/17,Disorderly Conduct
17-3247,7/27/17,7/26/17,Theft
17-3246,7/27/17,7/27/17,Possessing Drug Abuse Instruments
17-3245,7/27/17,7/27/17,Traffic Crash-Injury
17-3244,7/27/17,7/27/17,Administrative Information
17-3242,7/27/17,7/27/17,Theft
17-3242,7/30/17,7/30/17,Supplement
17-3240,7/27/17,7/27/17,Possession Of Drugs
17-3238,7/26/17,7/26/17,Traffic Crash-Property Damage-Hit Skip
17-3237,7/26/17,7/22/17,Theft
17-3235,7/26/17,7/26/17,Fire
17-3234,7/26/17,7/24/17,Theft
17-3234,8/8/17,7/24/17,Supplement
17-3233,7/26/17,7/26/17,Administrative Information
17-3232,7/26/17,7/25/17,Gross Sexual Imposition
17-3232,7/26/17,7/25/17,Gross Sexual Imposition
17-3224,7/25/17,7/25/17,Traffic Crash-Property Damage-Hit Skip
17-3216,7/25/17,7/25/17,Drug Paraphernalia
17-3215,7/25/17,7/25/17,Ill Aided
17-3214,7/25/17,7/24/17,Theft
17-3212,7/25/17,7/25/17,Possession Of Drugs
17-3202,7/24/17,7/24/17,Possession Of Drugs
17-3201,7/24/17,7/23/17,Theft (Of Bicycle)
17-3200,7/24/17,7/24/17,Administrative Information
17-3199,7/24/17,07/16/0002,Misuse of Credit Cards
17-3197,7/24/17,7/21/17,Breaking and Entering
17-3187,7/23/17,7/22/17,Theft (Of Bicycle)
17-3186,7/23/17,7/22/17,Theft (Of Bicycle)
17-3181,7/23/17,7/23/17,Assault
17-3175,7/22/17,7/22/17,Traffic Crash-Property Damage
17-3174,7/22/17,7/22/17,Assist Other Agency
17-3171,7/22/17,7/22/17,OVI
17-3170,7/22/17,7/22/17,Assist Other Agency
17-3169,7/22/17,7/22/17,Assist Other Agency
17-3168,7/22/17,7/22/17,Open Container
17-3164,7/21/17,7/21/17,Theft (From Auto)
17-3161,7/21/17,7/21/17,Ill Aided
17-3162,7/21/17,7/21/17,Theft
17-3160,7/21/17,7/20/17,Theft (Of Bicycle)
17-3159,7/21/17,7/21/17,Assist Other Agency
17-3154,7/21/17,7/21/17,Criminal Trespass
17-3153,7/21/17,7/21/17,Traffic Crash-Property Damage
17-3151,7/21/17,7/21/17,Possession Of Drugs
17-3151,7/21/17,7/21/17,Supplement
17-3142,7/20/17,7/20/17,Traffic Crash-Property Damage
17-3140,7/20/17,7/20/17,Traffic Crash-Property Damage-Hit Skip
17-3139,7/20/17,6/24/17,Administrative Information
17-3137,07/20/0002,07/20/0002,Administrative Information
17-3136,7/20/17,7/20/17,Ill Aided
17-3134,7/19/17,7/19/17,Ill Aided
17-3130,7/20/17,7/19/17,Supplement
17-3130,7/19/17,7/19/17,Traffic Crash-Property Damage-Hit Skip
17-3128,7/19/17,7/19/17,Theft (Of Bicycle)
17-3119,7/19/17,7/19/17,Possessing Criminal Tools
17-3118,7/19/17,7/18/17,Theft (Of Bicycle)
17-3117,7/19/17,7/18/17,Theft
17-3113,7/18/17,7/18/17,Theft
17-3112,7/18/17,7/18/17,Ill Aided
17-3110,7/18/17,7/18/17,Theft (Of Bicycle)
17-3109,7/18/17,7/18/17,Traffic Crash-Property Damage-Hit Skip
17-31  08,7/18/17,7/18/17,Administrative Information
17-3106,7/18/17,7/18/17,Public Urination
17-3105,7/18/17,7/18/17,Disorderly Conduct
17-3104,7/18/17,7/18/17,Possession Of Drugs
17-3103,7/17/17,7/17/17,Possession Of Drugs
17-3100,7/17/17,7/17/17,Ill Aided
17-3099,7/17/17,6/27/17,Traffic Crash-Property Damage-Hit Skip
17-3098,7/17/17,7/17/17,Possession Of Drugs
17-3096,7/17/17,7/17/17,Theft
17-3096,7/18/17,7/18/17,Supplement
17-3095,7/17/17,7/17/17,Possession Of Drugs
17-3094,7/17/17,7/17/17,Traffic Crash-Property Damage
17-3092,7/17/17,7/17/17,Disorderly Conduct
17-3084,7/16/17,7/14/17,Administrative Information
17-3082,7/16/17,7/16/17,Assist Other Agency
17-3081,7/16/17,7/16/17,Assist Other Agency
17-3080,7/16/17,7/16/17,Administrative Information
17 3079,7/16/17,7/16/17,Assault
17-3079,7/17/17,7/17/17,Supplement
17 - 3 0 77,"2 0 17
03:03",0 3 : 0 3,Drug Paraphernalia
17-3076,7/16/17,7/16/17,Physical Control
17-3074,7/16/17,7/16/17,Offenses involving underage persons
17-3072,7/15/17,7/15/17,Theft (From Auto)
17-3071,7/15/17,7/14/17,Criminal Damaging
17-3070,7/15/17,7/15/17,Administrative Information
17-3060,7/14/17,7/14/17,Administrative Information
17-3058,7/14/17,7/14/17,Assault
17-3057,7/14/17,7/9/17,Theft
17-3055,7/14/17,7/13/17,Theft (From Auto)
17-3054,7/14/17,7/14/17,Ill Aided
17-3052,7/14/17,7/14/17,Possession Of Drugs
17-3049,7/13/17,7/13/17,Theft
17-3044,7/13/17,7/13/17,Administrative Information
17-3043,7/13/17,7/13/17,Administrative Information
17-3042,7/13/17,7/11/17,Administrative Information
17-3040,7/13/17,7/12/17,Theft
17-3040,7/29/17,7/29/17,Supplement
17-3032,7/12/17,7/12/17,Traffic Crash-Property Damage-Hit Skip
17-3031,7/12/17,7/12/17,Traffic Crash-Property Damage-Hit Skip
17-3029,7/12/17,7/9/17,Theft
17-3028,7/12/17,7/12/17,Disorderly Conduct
17-3027,7/11/17,7/10/17,Theft (Of Bicycle)
17-3026,7/11/17,7/11/17,Possession Of Drugs
17-3025,7/11/17,7/11/17,Administrative Information
17-3023,7/11/17,7/11/17,Traffic Crash-Property Damage-Hit Skip
17-3022,7/11/17,7/8/17,Theft
17-3021,7/11/17,7/11/17,Theft (Of Bicycle)
17-3020,7/11/17,7/11/17,Traffic Crash-Property Damage
17-3019,7/11/17,7/11/17,Traffic Crash-Property Damage-Hit Skip
17-3018,7/11/17,7/11/17,Drug Paraphernalia
17-3016,7/11/17,7/11/17,Possessing Criminal Tools
17-3015,7/10/17,7/10/17,Theft (Of Bicycle)
17-3013,7/10/17,7/10/17,Traffic Crash-Property Damage
17-3011,7/10/17,7/10/17,Menacing
17-3009,7/10/17,7/10/17,Drug Paraphernalia
17-3006,7/10/17,7/7/17,Theft (Of Bicycle)
17-3001,7/9/17,7/9/17,Criminal Mischief
17-2999,7/9/17,7/9/17,Public Indecency
17-2998,7/9/17,7/9/17,Assist Other Agency
17-2995,7/9/17,7/9/17,Criminal Trespass
17-2994,7/9/17,7/9/17,Possession Of Drugs
17-2993,7/9/17,7/8/17,Theft
17-2991,7/8/17,7/8/17,Administrative Information
17-2990,7/8/17,7/8/17,Traffic Crash-Property Damage-Hit Skip
17-2989,7/8/17,7/8/17,Theft (From Auto)
17-2987,7/8/17,7/8/17,Possession Of Drugs
17-2986,7/8/17,7/8/17,Possession Of Drugs
17-2983,7/8/17,7/8/17,OVI
17-2982,7/9/17,7/9/17,Supplement
17-2982,7/8/17,7/8/17,Possession Of Drugs
17-2974,7/7/17,7/7/17,Theft
17-2970,7/7/17,7/7/17,Drug Paraphernalia
17-2969,7/7/17,7/7/17,Drug Paraphernalia
17-2968,7/7/17,6/30/17,Traffic Crash-Property Damage-Hit Skip
17-2967,7/7/17,7/5/17,Disorderly Conduct
17-2960,7/6/17,7/6/17,Property Impound
17-2951,7/6/17,7/6/17,Theft
17-2950,7/6/17,7/6/17,Traffic Crash-Property Damage
17-2945,7/5/17,7/5/17,Theft (Of Bicycle)
17-2937,7/5/17,5/1/17,Theft
17-2935,7/5/17,"07  05 2017
10:30",Administrative Information
17-2933,7/5/17,7/2/17,Theft
17-2927,7/4/17,7/4/17,Traffic Crash-Property Damage-Hit Skip
17-2926,7/4/17,7/4/17,Violation of Protection Order
17-2926,7/7/17,7/7/17,Supplement
17-2925,7/3/17,7/3/17,Assist Other Agency
17-2924,7/4/17,7/4/17,Assist Other Agency
17-2922,7/4/17,7/4/17,Drug Paraphernalia
17-2917,7/3/17,7/2/17,Supplement
17-2917,7/3/17,7/2/17,Theft (From Auto)
17-2915,7/3/17,7/3/17,Possession Of Drugs
17-2914,7/3/17,7/3/17,Administrative Information
17-2912,7/3/17,6/27/17,Theft
17-2912,7/11/17,7/11/17,Supplement
17-2911,7/3/17,7/3/17,Traffic Crash-Property Damage
17-2909,7/3/17,7/2/17,Traffic Crash-Property Damage
17-2908,7/3/17,7/3/17,Possessing Drug Abuse Instruments
17-2906,7/3/17,7/3/17,Criminal Trespass
17-2902,7/2/17,7/2/17,Assist Other Agency
17-2901,7/2/17,7/2/17,Vehicle Impound
17-2900,7/1/17,7/1/17,Theft
17-2899,7/1/17,7/1/17,Drug Paraphernalia
17-2895,7/1/17,6/26/17,Theft
17-2894,7/1/17,7/1/17,Assist Other Agency
17-2893,7/1/17,7/1/17,Ill Aided
17-2891,7/1/17,7/1/17,Assist Other Agency
17-2890,7/1/17,7/1/17,Burglary
17-2889,7/1/17,7/1/17,Possession Of Drugs
17-2886,6/30/17,6/30/17,Possession Of Drugs
17-2885,6/30/17,6/24/17,Theft
17-2884,6/30/17,6/30/17,Assist Other Agency
17-2882,6/30/17,6/29/17,Possessing Drug Abuse Instruments
17-2873,6/30/17,6/30/17,Assist Other Agency
17-2865,6/29/17,6/29/17,Traffic Crash-Property Damage
17-2864,6/29/17,6/29/17,Criminal Trespass
17-2863,6/29/17,6/29/17,Theft (Of Bicycle)
17-2860,6/29/17,6/28/17,Theft (From Auto)
17-2859,6/29/17,6/27/17,Menacing
17-2858,6/29/17,6/28/17,Theft
17-2858,7/4/17,7/4/17,Supplement
17-2847,6/28/17,6/28/17,Traffic Crash-Property Damage
17-2840,6/28/17,6/22/17,Theft (From Auto)
17-2830,6/27/17,6/27/17,Theft (Of Bicycle)
17-2829,6/27/17,6/27/17,Traffic Crash-Property Damage-Hit Skip
17-2828,6/27/17,6/27/17,Theft (From Auto)
17-2827,6/27/17,6/27/17,Possession Of Drugs
17-2825,6/27/17,6/25/17,Criminal Mischief
17-2824,6/27/17,6/26/17,Theft
17-2823,6/27/17,6/27/17,Traffic Crash-Injury
17-2819,6/26/17,6/22/17,Theft
17-2819,6/28/17,6/28/17,Supplement
17-2818,6/26/17,6/26/17,Theft (From Auto)
17-2817,6/26/17,6/26/17,Drug Paraphernalia
17-2816,6/26/17,6/26/17,Drug Paraphernalia
17-2815,6/26/17,6/19/17,Traffic Crash-Property Damage
17-2814,6/26/17,6/26/17,Disorderly Conduct
17-2813,6/26/17,6/26/17,Theft (Of Bicycle)
17-2812,6/26/17,6/26/17,Theft
17-2811,6/26/17,4/26/17,Ta mpering With Records
17-2808,6/26/17,6/23/17,Theft
17-2807,6/26/17,6/26/17,Theft
17-2802,6/26/17,6/26/17,Possession Of Drugs
17-2800,6/25/17,6/25/17,Disorderly Conduct
17-2800,6/28/17,6/25/17,Supplement
17-2799,6/25/17,6/25/17,Theft
17-2797,6/25/17,6/24/17,Theft (Of Bicycle)
17-2796,6/25/17,6/25/17,Disorderly Conduct
17-2795,6/25/17,6/25/17,Theft (Of Auto)
17 2795,7/4/17,7/4/17,Supplement
17-2794,6/25/17,6/20/17,Theft (Of Bicycle)
17-2790,6/24/17,6/24/17,Inducing Panic
17-2790,6/24/17,6/24/17,Inducing Panic
17-2788,6/24/17,6/24/17,Criminal Mischief
17-2787,6/24/17,6/24/17,Theft
17-2786,6/24/17,6/24/17,Ill Aided
17-2784,6/24/17,6/20/17,Theft
17-2783,6/24/17,6/23/17,Theft
17-2782,6/24/17,6/24/17,Possessing Drug Abuse Instruments
17-2m,6/23/17,6/23/17,Drug Paraphernalia
17-2776,6/23/17,6/23/17,Possession Of Drugs
17-2775,6/22/17,6/23/17,Theft (From Auto)
17-2774,6/23/17,6/23/17,Administrative Information
17-2772,6/23/17,6/23/17,Driving Under Suspension
17-2771,6/23/17,6/23/17,Traffic Crash-Property Damage
17-2766,6/22/17,6/22/17,Theft
17-2765,6/22/17,6/21/17,Theft
17-2762,6/22/17,6/20/17,Theft
17-2758,6/22/17,6/22/17,Theft (Of Auto)
17-2757,6/21/17,6/21/17,Theft
17-2757,9/12/17,9/12/17,Supplement
17-2751,6/21/17,6/21/17,Drug Paraphernalia
17-2748,6/21/17,6/21/17,Missing Person
17-2748,7/26/17,7/26/17,Supplement
17-2743,6/21/17,6/21/17,Traffic Crash-Property Damage
17-2741,6/21/17,6/21/17,Disorderly Conduct
17-2739,6/21/17,6/21/17,Assist Other Agency
17-2737,6/20/17,6/20/17,Drug Paraphernalia
17-2736,6/20/17,6/20/17,Drug Paraphernalia
17-2735,6/20/17,6/20/17,Traffic Crash-Property Damage
17-2733,6/20/17,6/20/17,Traffic Crash-Property Damage
17-2730,6/20/17,6/20/17,Administrative Information
17-2729,6/20/17,6/20/17,Administrative Information
17-2727,6/20/17,6/20/17,Criminal Trespass
17-2726,6/20/17,6/20/17,Possession Of Drugs
17-2722,6/19/17,6/19/17,Possessing Drug Abuse Instruments
17-2721,6/19/17,6/19/17,Possession Of Drugs
17-2720,6/19/17,6/19/17,Drug Paraphernalia
17-2719,6/19/17,6/19/17,Traffic Crash-Injury
17-2716,6/19/17,6/19/17,Traffic Crash-Property Damage
17-2715,6/19/17,6/19/17,Administrative Information
17-2708,6/18/17,6/18/17,Possessing Drug Abuse Instruments
17-2708,6/20/17,6/20/17,Supplement
17-2707,6/18/17,6/18/17,Traffic Crash-Property Damage
17-2705,6/18/17,6/18/17,Theft
17-2704,6/18/17,6/18/17,Theft
17-2703,6/18/17,6/15/17,Theft
17-2702,6/18/17,6/18/17,Possession Of Drugs
17-2700,6/18/17,6/12/17,Administrative Information
17-2699,6/18/17,6/18/17,Disorderly Conduct
17-2696,6/18/17,6/18/17,Driving Under Suspension
17-2689,6/18/17,6/18/17,Offenses involving underage persons
17-2688,6/17/17,6/17/17,Possession Of Drugs
17-2687,6/24/17,6/24/17,Supplement
17-2687,6/17/17,6/17/17,Disorderly Conduct
17-2684,6/17/17,6/17/17,Assist Other Agency
17-2682,6/17/17,6/17/17,Ill Aided
17-2680,6/17/17,6/17/17,Auto Accident- No  Injuries
17-2679,6/17/17,6/17/17,Offenses involving underage persons
17-2678,6/17/17,6/17/17,Assist Other Agency
17-2677,6/17/17,6/17/17,OVI
17-2676,6/17/17,6/17/17,Traffic Crash-Injury
17-2674,6/16/17,6/15/17,Theft
17-2673,6/16/17,6/16/17,Assist Other Agency
17-2672,6/16/17,5/20/16,Administrative Information
17-2672,6/18/17,5/20/17,Supplement
17-2671,6/16/17,4/1/17,Theft
17-2670,6/16/17,6/15/17,Theft
17-2669,6/16/17,6/16/17,Disorderly Conduct
17-2666,6/16/17,6/16/17,Assist Other Agency
17-2660,6/15/17,6/15/17,Administrative Information
17-2659,6/15/17,6/15/17,Traffic Crash-Property Damage-Hit Skip
17-2658,6/15/17,6/15/17,Traffic Crash-Property Damage
17-2656,6/15/17,6/15/17,Theft
17-2655,6/15/17,6/15/17,Administrative Information
17-2654,6/15/17,6/13/17,Traffic Crash-Property Damage
17-2653,6/15/17,5/12/17,Theft
17-2652,6/15/17,6/15/17,Administrative Information
17-2649,6/15/17,6/15/17,Ill Aided
17-2644,6/14/17,6/14/17,Disorderly Conduct
17-2643,6/14/17,6/14/17,Traffic Crash-Property Damage
17-2642,6/14/17,5/15/17,Administrative Information
17-2639,6/13/17,6/13/17,Criminal Trespass
17-2638,6/13/17,6/7/17,Rape
17-2638,6/13/17,6/7/17,Rape
17-2637,6/13/17,6/13/17,Ill Aided
17-2636,6/13/17,6/13/17,Traffic Crash-Property Damage
17-2635,6/13/17,6/13/17,Telecommunications Harassment
17-2634,6/13/17,6/13/17,Cruelty to Animals
17-2634,6/19/17,6/19/17,Supplement
17-2633,6/13/17,6/13/17,Administrative Information
17-2632,6/13/17,6/13/17,DOA-Death
17-2627,6/13/17,6/13/17,Possession Of Drugs
17-2626,6/12/17,6/12/17,Traffic Crash-Property Damage
17-2625,6/12/17,6/12/17,Ill Aided
17-2623,6/12/17,6/9/17,Administrative Information
17-2621,6/12/17,6/12/17,Assist Other Agency
17-2619,6/11/17,6/11/17,Assist Other Agency
17-2618,6/11/17,6/11/17,Disorderly Conduct
17-2617,6/13/17,6/13/17,Supplement
17-2617,6/11/17,6/11/17,Domestic Violence
17-2616,6/11/17,6/11/17,Assist Other Agency
17-2616,8/20/17,8/20/17,Theft
17-2615,6/11/17,6/11/17,Possessing Drug Abuse Instruments
17-2614,6/11/17,6/11/17,Offenses involving underage persons
17-2613,6/11/17,6/11/17,Offenses involving underage persons
17-2612,6/11/17,6/11/17,Offenses involving underage persons
17-2611,6/11/17,6/11/17,Theft (From Auto)
17-2610,6/11/17,6/11/17,Offenses involving underage persons
17-2609,6/11/17,6/11/17,Offenses involving underage persons
17-2608,6/11/17,6/11/17,Theft
17-2607,6/11/17,6/11/17,Offenses involving underage persons
17-2602,6/11/17,6/11/17,Drug Paraphernalia
17-2599,6/11/17,6/11/17,Possession Of Drugs
17-2597,6/11/17,6/11/17,Disorderly Conduct
17-2596,6/11/17,6/11/17,Theft
17-2595,6/11/17,6/11/17,Disorderly Conduct
17-2594,6/11/17,6/11/17,Open Container
17-2590,6/11/17,6/11/17,Assault
17-2589,6/10/17,6/10/17,Assault
17-2588,6/10/17,6/10/17,Disorderly Conduct
17-2587,6/10/17,6/10/17,Offenses involving underage persons
17-2585,6/10/17,6/10/17,Offenses involving underage persons
17-2584,6/10/17,6/10/17,Assault
17-2582,6/10/17,6/10/17,Offenses involving underage persons
17-2578,6/10/17,6/10/17,Offenses involving underage persons
17-2574,6/10/17,6/10/17,Offenses involving underage persons
17-2573,6/10/17,6/10/17,Offenses involving underage persons
17-2571,6/10/17,6/10/17,Offenses involving underage persons
17-2570,6/10/17,6/10/17,Offenses involving underage persons
17-2565,6/10/17,6/10/17,Offenses involving underage persons
17-2561,6/10/17,6/10/17,Traffic Crash-Property Damage
17-2560,6/10/17,6/10/17,Drug Paraphernalia
17-2555,6/10/17,6/10/17,Offenses involving underage persons
17-2553,6/9/17,6/9/17,Offenses involving underage persons
17-2552,6/9/17,6/9/17,Offenses involving underage persons
17-2551,6/9/17,6/9/17,OVI
17-2549,6/9/17,6/9/17,Assist Other Agency
17-2547,6/9/17,6/9/17,Possession Of Drugs
17-2545,6/9/17,6/9/17,Assault
17-2543,6/9/17,6/9/17,Domestic Violence
17-2543,6/15/17,6/15/17,Supplement
17-2542,6/14/17,6/14/17,Supplement
17-2542,6/9/17,6/9/17,Missing Person
17-2542,06/09/20017,06/09/20017,Missing Person
17-2540,6/9/17,06/09/0002,Criminal Trespass
17-2538,6/9/17,06/09/0002,Drug Paraphernalia
17-2537,6/9/17,06/09/0002,Traffic Crash-Property Damage-Hit Skip
17-2533,6/8/17,6/8/17,Theft
17-2532,6/8/17,6/7/17,Theft
17  2531,6/8/17,6/8/17,Theft (Of Bicycle)
17-253 0,6/8/17,6/8/17,Possession Of Drugs
17-2529,6/8/17,6/8/17,Possessing Drug Abuse Instruments
17-2527,6/8/17,06/07/0217,Theft
17-2524,6/8/17,06/08/0002,Traffic Crash-Property Damage
17-2521,6/8/17,06/08/0217,Theft
17-2513,6/7/17,6/7/17,Traffic Crash-Property Damage-Hit Skip
17-2508,6/7/17,6/7/17,Resisting Arrest
17-2507,6/7/17,6/6/17,Theft (From Auto)
17-2506,6/7/17,6/7/17,Traffic Crash-Property Damage
17-2505,6/7/17,6/7/17,Traffic Crash-Property Damage
17-2504,6/7/17,5/31/17,Theft
17-2503,6/7/17,6/7/17,Disorderly Conduct
17-2500,6/7/17,6/7/17,Possessing Drug Abuse Instruments
17-2498,6/7/17,6/7/17,Administrative Information
17-2484,6/6/17,6/6/17,Disorderly Conduct
17-2483,6/6/17,6/6/17,Assist Other Agency
17-2482,6/6/17,6/6/17,Rape
17-2482,6/6/17,6/6/17,Rape
17-2481,6/6/17,6/6/17,OVI
17-2480,6/6/17,6/6/17,Traffic Crash-Injury
17-2478,6/5/17,5/31/17,Theft
17-2478,6/19/17,6/19/17,Supplement
17-2477,6/5/17,6/5/17,Prohibited Acts
17-2472,6/5/17,6/5/17,Possession Of Drugs
17-2469,6/5/17,6/5/17,Assist Other Agency
17-2464,6/5/17,6/5/17,Criminal Trespass
17-2463,6/4/17,6/2/17,Traffic Crash-Property Damage-Hit Skip
17-2462,6/4/17,6/4/17,Drug Paraphernalia
17-2461,6/4/17,6/4/17,Possession Of Drugs
17-2460,6/4/17,6/4/17,Ill Aided
17-2459,6/4/17,6/4/17,OVI
17-2456,6/4/17,6/4/17,Disorderly Conduct
17-2452,6/3/17,6/3/17,Theft
17-2451,6/3/17,6/3/17,Assault
17-2450,6/3/17,6/3/17,Traffic Crash-Property Damage
17-2448,6/3/17,6/3/17,Drug Paraphernalia
17-2447,6/3/17,6/3/17,Criminal Trespass
17-2444,6/3/17,6/3/17,Administrative Information
17-2443,6/3/17,6/3/17,Assist Other Agency
17-2441,6/3/17,6/3/17,Carrying Concealed Weapon
17-2440,6/2/17,6/2/17,Recovered Property
17-2437,6/2/17,5/24/17,Theft
17-2436,6/2/17,6/2/17,Driving Under Suspension
17-2430,6/2/17,6/2/17,Administrative Information
17-2429,6/2/17,6/2/17,Ill Aided
17-2427,6/2/17,6/2/17,Possessing Drug Abuse Instruments
17-2426,6/2/17,6/2/17,Theft
17-2425,6/2/17,6/2/17,Possession Of Drugs
17-2421,6/2/17,6/2/17,Drug Paraphernalia
17-2420,6/2/17,6/2/17,Drug Paraphernalia
17-2417,6/1/17,6/1/17,Traffic Crash-Property Damage
17-2416,6/1/17,6/1/17,Theft
17-2407,6/1/17,6/1/17,Theft (Of Bicycle)
17-2405,6/1/17,6/1/17,Theft (Of Bicycle)
17-2403,6/1/17,5/25/17,Theft (From Auto)
17-2402,6/1/17,6/1/17,Traffic Crash-Property Damage
17-2399,6/1/17,6/1/17,Criminal Trespass
17-2396,5/31/17,5/31/17,Traffic Crash-Property Damage
17-2391,5/31/17,5/31/17,Theft
17-2390,5/31/17,5/31/17,Traffic Crash-Property Damage
17-2388,5/31/17,5/30/17,Theft
17-2387,5/31/17,5/31/17,Traffic Crash-Property Damage
17-2386,5/31/17,5/31/17,Traffic Crash-Property Damage
17-2385,5/31/17,5/27/17,Theft
17-2376,5/30/17,5/30/17,Theft
17-2375,5/30/17,5/30/17,Traffic Crash-Injury-Hit Skip
17-2374,5/30/17,5/30/17,Possessing Drug Abuse Instruments
17-2373,5/30/17,5/28/17,Disorderly Conduct
17-2372,5/30/17,5/26/17,Theft
17-2366,5/30/17,5/30/17,Assist Other Agency
17-2365,5/30/17,5/30/17,Carrying Concealed Weapon
17-2361,5/29/17,5/29/17,Possessing Drug Abuse Instruments
17-2360,5/29/17,5/17/17,Theft
17-2360,6/5/17,6/5/17,Supplement
17-2358,5/29/17,5/29/17,Criminal Damaging
17-2357,5/29/17,5/29/17,Possession Of Drugs
17-2354,5/28/17,5/28/17,Possession Of Drugs
17-2352,5/28/17,5/28/17,Drug Paraphernalia
17-2351,5/28/17,5/28/17,Ill Aided
17-2347,5/28/17,5/26/17,Administrative Information
17-2346,5/28/17,9/1/16,Rape
17-2341,5/28/17,5/25/17,Administrative Information
17-2337,5/27/17,5/27/17,Possession Of Drugs
17-2336,5/27/17,5/5/17,Administrative Information
17-2335,5/27/17,5/27/17,Obstructing Official Business
17-2334,5/27/17,5/27/17,Assist Other Agency
17-2330,5/27/17,5/27/17,Driving Under Suspension
17-2328,5/27/17,5/27/17,Offenses involving underage persons
17-2324,5/26/17,5/26/17,Theft
17-2324,5/26/17,5/26/17,Supplement
17-2323,5/26/17,5/26/17,Burglary
17-2321,5/26/17,5/26/17,Criminal Damaging
17-2319,5/26/17,5/26/17,Public Accident
17-2318,5/25/17,5/25/17,Theft
17-2317,5/25/17,5/25/17,Ill Aided
17-2316,5/25/17,5/16/17,Theft
17-2315,5/25/17,5/25/17,Traffic Crash-Property Damage
17-2313,5/25/17,5/25/17,Theft (From Auto)
17-2311,5/25/17,5/25/17,Ill Aided
17-2310,5/25/17,5/25/17,Theft (Of Bicycle)
17-2308,5/25/17,5/24/17,Disorderly Conduct
17-2306,5/25/17,5/25/17,Assist Other Agency
17-2303,5/24/17,5/24/17,Possessing Drug Abuse Instruments
17-2301,5/24/17,5/24/17,Telecommunications Harassment
17-2300,5/24/17,5/22/17,Traffic Crash-Property Damage-Hit Skip
17-2299,5/24/17,4/21/17,Theft
17-2298,5/24/17,4/20/17,Theft
17-2297,5/24/17,5/19/17,Theft
17-2296,5/24/17,5/24/17,Driving Under Suspension
17-2293,5/24/17,5/23/17,Theft
17-2291,5/23/17,5/23/17,Possessing Criminal Tools
17-2290,5/23/17,5/19/17,Theft
17-2290,11/22/17,11/22/17,Supplement
17-2288,5/23/17,5/23/17,Theft (Of Bicycle)
17-2287,5/23/17,5/23/17,Theft
17-2286,5/23/17,5/23/17,Traffic Crash-Property Damage-Hit Skip
17-2285,5/23/17,5/23/17,Theft
17-2284,5/23/17,5/23/17,Theft
17-2283,5/23/17,5/22/17,Theft (From Auto)
17-2282,5/23/17,5/1/17,Forgery
17-2280,5/23/17,5/23/17,Traffic Crash-Property Damage
17-2278,5/23/17,5/22/17,Theft
