case_number,date_reported,incident,date_occurred,time_occurred,location,university,time_reported
1603319,2016-08-11,Theft by Shoplifting ($300 or Less),2016-08-11,07:20,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603310,2016-08-10,Entering an Auto,2016-08-10,09:00,"1817 Clifton Rd, Atlanta, 30322",Emory University,NA
1603304,2016-08-09,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-09,18:20,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1603298,2016-08-09,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-08,16:00,"1515 Dickey Dr (private), Atlanta, 30322",Emory University,NA
1603291,2016-08-08,Financial Transaction Card Fraud,2016-03-01,00:01,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1603273,2016-08-07,"Possession, Display, or Use of Another's ID Documents; Person Down--Alcohol, Underage Possession",2016-08-07,03:28,"27 Eagle Row, Atlanta, 30322",Emory University,NA
1603272,2016-08-06,Public Indecency (Misdemeanor),2016-08-06,18:40,"1946 Starvine Way, Decatur, 30033",Emory University,NA
1603253,2016-08-04,Terroristic Threats,2016-08-04,13:00,"1365-B Clifton Rd, Atlanta, 30322",Emory University,NA
1603237,2016-08-03,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-08-03,06:38,"2015 Uppergate Dr, Atlanta, 30322",Emory University,NA
1603224,2016-08-02,Peeping Toms,2016-08-02,06:55,"2405 Dooley Dr, Decatur, 30033",Emory University,NA
1603219,2016-08-01,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-01,17:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1603216,2016-08-01,"Theft by Taking (From Bldg, Valued $500 or Less)",2017-08-01,08:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603213,2016-08-01,"Theft by Taking (From Bldg, Valued Over $500)",2016-08-01,08:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603198,2016-07-30,Affray,2016-07-30,17:31,"1717 Lowergate Dr, Atlanta, 30322",Emory University,NA
1603191,2016-07-29,Theft of Lost or Mislaid Property ($500 or Less),2016-07-29,11:15,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1603189,2016-07-29,Arrest: Public Intoxication,2016-07-29,21:43,"550 Michael St, Atlanta, 30322",Emory University,NA
1603176,2016-07-29,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-07-28,16:30,"1441 Clifton Rd, Atlanta, 30322",Emory University,NA
1603169,2016-07-28,"Sexual Battery, Abuse, Neglect, Exploitation of Disabled or Elder",2016-06-26,00:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603168,2016-07-28,Theft of Lost or Mislaid Property ($500 or Less),2016-07-28,13:40,"1462 Clifton Rd, Atlanta, 30322",Emory University,NA
1603161,2016-07-27,"Criminal Trespass, Property Damage",2016-07-27,18:47,"1945 Starvine Way, Decatur, 30033",Emory University,NA
1603160,2016-07-27,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-27,08:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1603159,2016-07-27,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-27,16:15,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1603146,2016-07-26,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-25,08:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1603137,2016-07-25,"Criminal Trespass, Property Damage",2016-07-22,09:30,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1603133,2016-07-24,Affray,2016-07-24,12:16,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603126,2016-07-23,Assist DeKalb County Police Dept (Aggravated Assault),2016-07-23,14:15,"1685 N Decatur Rd, Atlanta, 30307",Emory University,NA
1603116,2016-07-22,Entering an Auto,2016-07-22,12:10,"1817 Clifton Rd, Atlanta, 30322",Emory University,NA
1603114,2016-07-22,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-21,06:30,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1603093,2016-07-20,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-20,19:45,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603082,2016-07-20,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-15,18:30,"615 Michael St, Atlanta, 30322",Emory University,NA
1603076,2016-07-19,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-19,13:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603075,2016-07-19,Simple Battery,2016-07-19,20:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603061,2016-07-18,"Burglary, Second Degree, Forcible Entry",2016-06-28,11:00,"36 Eagle Row, Atlanta, 30322",Emory University,NA
1603055,2016-07-18,"Burglary, Second Degree, Forcible Entry",2016-06-30,17:00,"36 Eagle Row, Atlanta, 30322",Emory University,NA
1603031,2016-07-15,"Aggravated Stalking, Harassing Communications - Harass, Threaten, or Intimidate",2016-07-15,19:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603028,2016-07-15,"Theft by Taking (MV Parts/Accessories, Exterior)",2016-07-15,16:05,"1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1603027,2016-07-15,"Computer Trespass, Computer Forgery",2016-07-14,14:35,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1603026,2016-07-15,"Harassing Communications - Harass, Threaten, or Intimidate",2016-07-15,11:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603020,2016-07-14,"Harassing Communications - Harass, Threaten, or Intimidate",2016-07-14,21:45,"1784 N Decatur Rd, Atlanta, 30322",Emory University,NA
1603009,2016-07-14,"Theft by Taking (Motor Vehicle, Automobile)",2016-07-13,22:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603008,2016-07-13,"Arrest for Other Agency (Criminal Damage to Property, Second Degree)",2016-07-13,23:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1603001,2016-07-13,"Theft by Deception (Over $500), Computer Trespass, Computer Forgery",2016-07-04,00:00,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1602991,2016-07-12,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-12,13:45,"2015 Uppergate Dr, Atlanta, 30322",Emory University,NA
1602984,2016-07-11,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-11,17:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602981,2016-07-11,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-11,16:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602953,2016-07-09,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-06,19:00,"4 Eagle Row, Atlanta, 30322",Emory University,NA
1602938,2016-07-08,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-08,13:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602937,2016-07-08,"Theft by Taking (From Bldg, Valued Over $500)",2016-07-08,13:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602936,2016-07-08,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-07-08,11:00,"101 Woodruff Cir, Atlanta, 30322",Emory University,NA
1602935,2016-07-08,"Theft by Taking (All Other, Value Over $500)",2016-07-02,15:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602934,2016-07-08,"Criminal Damage to Property 2d Deg, Over $500",2016-06-24,12:00,"900 Peavine Creek Dr, Atlanta, 30322",Emory University,NA
1602902,2016-07-05,"Criminal Trespass, Property Damage",2016-07-01,17:00,"1525 Clifton Rd, Atlanta, 30322",Emory University,NA
1602841,2016-06-29,Financial Transaction Card Fraud,2016-06-17,13:44,"1551 Shoup Ct, Decatur, 30033",Emory University,NA
1602809,2016-06-26,Entering an Auto,2016-06-26,10:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602805,2016-06-26,Theft of Lost or Mislaid Property ($500 or Less),2016-06-24,12:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1602791,2016-06-24,"Theft by Deception (Over $500), Computer Trespass, Identity Fraud (Use of Information)",2016-06-20,00:00,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1602763,2016-06-22,Entering an Auto,2016-06-22,11:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602762,2016-06-22,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-06-22,18:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602757,2016-06-22,"Arrest: Simple Battery, Theft by Taking (Bicycle, Valued Over $500)",2016-06-22,15:00,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1602755,2016-06-22,Simple Battery,2016-06-21,19:00,"1946 Starvine Way, Decatur, 30033",Emory University,NA
1602753,2016-06-22,Entering an Auto,2016-06-22,06:49,"1717 Lowergate Dr, Atlanta, 30322",Emory University,NA
1602751,2016-06-21,Simple Battery; Obstruction of a Law Enforcement Officer; Person Disoriented or Mentally Ill,2016-06-21,19:03,"1946 Starvine Way, Decatur, 30033",Emory University,NA
1602749,2016-06-21,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-21,17:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602744,2016-06-21,Simple Battery (Family Violence),2016-06-20,01:00,"1670 N Decatur Rd, Atlanta, 30322",Emory University,NA
1602735,2016-06-19,Entering an Auto,2016-06-19,13:53,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602726,2016-06-18,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-18,01:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602714,2016-06-17,"Burglary, Second Degree, Forcible Entry",2016-06-16,20:13,"36 Eagle Row, Atlanta, 30322",Emory University,NA
1602711,2016-06-17,Public Indecency,2016-06-17,10:15,"1817 Clifton Rd (parking lot), Atlanta, 30322",Emory University,NA
1602701,2016-06-16,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-16,17:22,"1521 Dickey Dr, Atlanta, 30322",Emory University,NA
1602681,2016-06-15,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-06-09,14:00,"1602 Fishburne Dr, Atlanta, 30322",Emory University,NA
1602660,2016-06-13,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-06-12,22:00,"2425 Dooley Dr, Decatur, 30033",Emory University,NA
1602640,2016-06-11,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-06-10,18:00,"540 Asbury Cir, Atlanta 30322",Emory University,NA
1602605,2016-06-09,"Burglary, Second Degree, Forcible Entry",2016-05-26,17:00,"36 Eagle Row, Atlanta, 30322",Emory University,NA
1602597,2016-06-08,Stalking (Misdemeanor),2016-06-08,15:29,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602586,2016-06-07,Simple Battery,2016-06-06,14:00,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1602575,2016-06-06,Unauthorized persons entering vacant buildings,2016-06-06,20:49,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1602551,2016-06-03,"Exploiting disabled adults, elders, or residents, Burglary, First Degree, Non-Forcible Entry",2016-05-25,12:00,"1825 Clifton Rd, Atlanta, 30322",Emory University,NA
1602547,2016-06-03,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-02,22:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602544,2016-06-03,"Theft by Taking (From Bldg, Valued Over $500)",2016-06-02,07:00,"2 Eagle Row, Atlanta, 30322",Emory University,NA
1602535,2016-06-02,Theft of Lost or Mislaid Property ($500 or Less),2016-05-31,18:55,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1602521,2016-06-01,Arrest: Driving Without a License,2016-06-01,17:00,"N Decatur Rd, Atlanta, 30307",Emory University,NA
1602520,2016-06-01,Harassing Communications,2016-06-01,11:00,"1880 Johnson Rd, Atlanta, 30322",Emory University,NA
1602519,2016-06-01,Stalking (Misdemeanor),2016-02-01,00:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602499,2016-05-31,"Theft by Taking (From Bldg, Valued Over $500)",2016-05-27,16:28,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1602464,2016-05-27,"Computer Trespass, Identity Fraud (Use of Information)",2016-05-20,00:01,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1602450,2016-05-26,"Arrest for Other Agency (Probation Violation, Gwinnett County Sheriff's Office)",2016-05-26,11:20,"1365-A Clifton Rd, Atlanta, GA 30322",Emory University,NA
1602436,2016-05-25,Computer Forgery,2016-05-25,00:00,"1599 Clifton Rd, Atlanta, 30322",Emory University,NA
1602433,2016-05-25,Computer Forgery,2016-05-25,08:50,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602427,2016-05-25,Computer Forgery,2016-05-20,08:00,"615 Michael St, Atlanta, 30322",Emory University,NA
1602423,2016-05-25,Stalking (Misdemeanor),2016-05-25,04:38,"Andrews Cir, Atlanta, 30322",Emory University,NA
1602408,2016-05-23,Simple Battery,2016-05-23,13:20,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602402,2016-05-22,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-21,17:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602358,2016-05-19,"Criminal Trespass, Property Damage",2016-05-17,10:00,"1463 Clifton Rd, Atlanta, 30322",Emory University,NA
1602355,2016-05-18,"Burglary, First Degree, Non-Forcible Entry",2016-05-08,17:00,"1615 Clifton Rd, Atlanta, 30322",Emory University,NA
1602353,2016-05-18,Identity Fraud (Use of Information),2015-10-17,00:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602344,2016-05-17,Entering an Auto,2016-05-17,07:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602337,2016-05-16,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-16,08:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602315,2016-05-13,"Computer Trespass, Theft by Deception ($500 or Less)",2016-04-05,00:00,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1602314,2016-05-13,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-11,14:30,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1602291,2016-05-11,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-11,07:45,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1602280,2016-05-10,"Theft by Taking (All Other, Value Over $500)",2016-05-10,18:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602279,2016-05-10,Battery (Visible Bodily Harm to Another),2016-05-10,15:15,"1521 Dickey Dr, Atlanta, 30322",Emory University,NA
1602272,2016-05-10,Entering an Auto,2016-05-10,09:48,"1717 Lowergate Dr, Atlanta, 30322",Emory University,NA
1602262,2016-05-09,"Theft by Taking (From Bldg, Valued Over $500)",2016-05-09,07:45,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1602261,2016-05-09,Theft of Lost or Mislaid Property ($500 or Less),2016-05-09,13:45,"Unknown - Main Campus, Atlanta, 30322",Emory University,NA
1602254,2016-05-09,"Theft by Taking (All Other, Value $500 or Less)",2016-05-09,11:30,"Woodruff Circle, Atlanta, 30322",Emory University,NA
1602247,2016-05-09,Sexual Battery,2016-05-09,11:00,"571 S Kilgo Cir, Atlanta, 30322",Emory University,NA
1602240,2016-05-08,Rape,2016-05-05,07:15,"1821 Clifton Rd, Atlanta, 30322",Emory University,NA
1602229,2016-05-07,"Criminal Damage to Property, Second Degree",2016-05-07,00:26,"18 Eagle Row, Atlanta, 30322",Emory University,NA
1602221,2016-05-06,"Theft by Taking (From Bldg, Valued Over $500)",2016-05-06,16:50,"569 Asbury Cir, Atlanta, GA 30322",Emory University,NA
1602219,2016-05-06,"Criminal Trespass, Property Damage, Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-06,04:30,"8 Eagle Row, Atlanta, 30322",Emory University,NA
1602217,2016-05-06,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-03-20,00:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1602213,2016-05-06,Identity Fraud (Use of Information),2016-04-29,00:00,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1602196,2016-05-05,"Possession, display, or use of false  ID document",2016-05-04,14:00,"2 Eagle Row, Atlanta, 30322",Emory University,NA
1602195,2016-05-05,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-05,05:50,"1711 Uppergate Dr, Atlanta, 30322",Emory University,NA
1602194,2016-05-05,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-05-04,08:20,"1301 Clifton Rd, Atlanta, 30322",Emory University,NA
1602191,2016-05-05,"Theft by Taking (Motor Vehicle, Other Vehicles)",2016-05-05,02:10,"Eagle Row, Atlanta, 30322",Emory University,NA
1602189,2016-05-05,"Criminal Trespass, Property Damage",2016-05-05,02:00,"FM Drive, Atlanta, 30322",Emory University,NA
1602187,2016-05-05,"Theft by Taking (All Other, Value $500 or Less)",2016-05-05,02:05,"27 Eagle Row, Atlanta, 30322",Emory University,NA
1602177,2016-05-04,"Theft by Taking (From Bldg, Valued $500 or Less), Exploiting disabled adults, elders, or residents",2016-04-30,09:00,"1819 Clifton Rd, Atlanta, 30322",Emory University,NA
1602175,2016-05-04,"VGCSA (Abandon drugs, poisons, or controlled substances)",2016-05-04,13:57,"1256-B Briarcliff Rd Bldg B, Atlanta, 30322",Emory University,NA
1602135,2016-04-30,"Criminal Trespass, Property Damage",2016-04-29,00:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1602127,2016-04-30,"Criminal Trespass, Property Damage",2016-04-30,03:37,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1602103,2016-04-28,Financial Transaction Card Fraud,2016-04-12,00:01,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1602101,2016-04-28,Entering an Auto,2016-04-28,10:36,"1717 Lowergate Dr, Atlanta, 30322",Emory University,NA
1602081,2016-04-26,"Theft by Taking (From Bldg, Valued Over $500)",2016-04-26,17:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602078,2016-04-26,"Theft by Taking (MV Parts/Accessories, Exterior)",2016-04-26,06:32,"27 Eagle Row, Atlanta, 30322",Emory University,NA
1602065,2016-04-25,"Forgery, Fourth Degree",2016-02-25,00:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1602064,2016-04-25,Reckless Driving,2016-04-25,07:26,", Atlanta,  30307",Emory University,NA
1602029,2016-04-22,Theft of Lost or Mislaid Property ($500 or Less),2016-04-22,06:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1602022,2016-04-22,"Possession, display, use of false govt ID document; Person Down--Alcohol, Underage Possession",2016-04-22,00:43,"2 Eagle Row, Atlanta, 30322",Emory University,NA
1602018,2016-04-21,"Theft by Taking (From Bldg, Valued Over $500)",2016-04-21,19:30,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602007,2016-04-21,Theft of Lost or Mislaid Property ($500 or Less),2016-04-17,18:40,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1602003,2016-04-21,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-04-21,09:15,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601999,2016-04-21,Public Indecency (Misdemeanor),2016-04-21,03:19,"Eagle Row, Atlanta, 30322",Emory University,NA
1601988,2016-04-20,Harassing Communications,2016-04-12,09:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601987,2016-04-20,Theft of Lost or Mislaid Property (Over $500),2016-04-20,11:30,"400 Dowman Dr, Atlanta, 30322",Emory University,NA
1601983,2016-04-20,"Theft by Taking (All Other, Value $500 or Less)",2016-03-04,18:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601970,2016-04-19,Financial Transaction Card Fraud,2016-04-17,23:59,"1518 Clifton Rd, Atlanta, 30322",Emory University,NA
1601967,2016-04-19,Theft of Lost or Mislaid Property ($500 or Less),2016-04-19,11:30,"561 S Kilgo Cir, Atlanta, 30322",Emory University,NA
1601965,2016-04-19,Identity Fraud (Use of Information),NA,NA,"201 Dowman Dr, Atlanta, 30322",Emory University,NA
1601964,2016-04-19,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-04-15,16:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1601958,2016-04-19,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-04-19,04:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601950,2016-04-18,"Theft by Taking (From Bldg, Valued Over $500)",2016-04-18,17:45,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1601947,2016-04-18,Theft of Lost or Mislaid Property ($500 or Less),2016-04-18,09:30,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601943,2016-04-18,"Theft by Taking (From Bldg, Valued Over $500)",2016-02-17,09:17,"1365-B Clifton Rd, Atlanta, 30322",Emory University,NA
1601933,2016-04-17,"Burglary (Second Degree, Forced Entry), VGCSA (Possession Less Than One Ounce Marijuana)",2016-04-17,14:37,"1260 Briarcliff Rd, Atlanta, 30322",Emory University,NA
1601923,2016-04-16,Theft of Lost or Mislaid Property ($500 or Less),2016-03-20,00:00,"Eagle Row, Atlanta, 30322",Emory University,NA
1601922,2016-04-16,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-04-15,13:15,"646 Means Dr, Atlanta, 30322",Emory University,NA
1601917,2016-04-15,"Theft by Taking (All Other, Value Over $500)",2016-04-15,18:18,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601910,2016-04-15,Theft of Lost or Mislaid Property (Valued Over $500),2016-04-15,10:50,"1557 Dickey Dr, Atlanta, 30322",Emory University,NA
1601897,2016-04-14,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-04-14,12:00,"1300 Clifton Rd, Atlanta, 30322",Emory University,NA
1601895,2016-04-14,"Criminal Trespass, Property Damage",2016-04-14,13:50,"1599 Clifton Rd, Atlanta, 30322",Emory University,NA
1601889,2016-04-14,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-04-13,23:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601883,2016-04-13,Information Report (Off Campus - Armed Robbery),2016-04-13,22:40,"1000 block Clairmont Rd, Decatur GA 30030",Emory University,NA
1601869,2016-04-13,"Theft by Taking (From Bldg, Valued Over $500)",2016-02-01,00:00,"954 N Gatewood Rd, Atlanta, 30322",Emory University,NA
1601862,2016-04-12,"Burglary, First Degree, Non-Forcible Entry",2016-04-02,22:30,"2425 Dooley Dr, Decatur, 30033",Emory University,NA
1601861,2016-04-12,"Burglary, First Degree, Non-Forcible Entry",2016-04-01,12:00,"2425 Dooley Dr, Decatur, 30033",Emory University,NA
1601857,2016-04-12,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-04-12,10:30,"569 Asbury Cir, Atlanta, 30322",Emory University,NA
1601851,2016-04-12,Harassing Communications,2016-04-06,12:01,"101 Woodruff Cir, Atlanta, 30322",Emory University,NA
1601834,2016-04-11,"Financial Transaction Card Theft, Theft of Lost or Mislaid Property (Over $500)",2016-04-07,21:00,"616 Asbury Cir, Atlanta, 30322",Emory University,NA
1601784,2016-04-08,Aggravated Assault (Use or Threat of Other Weapon),2016-04-08,22:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601780,2016-04-08,"Theft by Taking (All Other, Value Over $500)",2016-04-07,19:00,"532 Kilgo Cir, Atlanta, 30322",Emory University,NA
1601777,2016-04-08,Stalking - To Harass and Intimidate,2015-10-01,00:01,"1340 Clifton Rd, Atlanta, 30322",Emory University,NA
1601753,2016-04-07,"Theft by Taking (From Bldg, Valued Over $500)",2016-04-05,12:00,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601747,2016-04-07,Theft of Lost or Mislaid Property ($500 or Less),2016-04-04,12:00,"1301 Clifton Rd, Atlanta, 30322",Emory University,NA
1601740,2016-04-07,Entering an Auto,2016-03-30,15:27,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601730,2016-04-06,Stalking - To Harass and Intimidate,2015-09-21,00:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1601721,2016-04-06,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-04-05,22:00,"1521 Dickey Dr, Atlanta, 30322",Emory University,NA
1601713,2016-04-05,Financial Transaction Card Fraud,2016-03-15,00:01,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601709,2016-04-05,Theft of Lost or Mislaid Property ($500 or Less),2016-04-05,11:30,"1365-A Clifton Rd, Atlanta, 30322",Emory University,NA
1601699,2016-04-04,"Financial Transaction Card Fraud, Theft by Taking (Motor Vehicle, Automobile)",2016-04-01,18:45,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601678,2016-04-04,"Theft by Taking (From Bldg, Valued Over $500)",2016-03-30,12:30,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601675,2016-04-03,Entering an Auto,2016-04-02,22:00,"27 Eagle Row, Atlanta, 30322",Emory University,NA
1601625,2016-04-01,Financial Transaction Card Fraud,2016-03-31,14:37,"1439 Oxford Rd, Atlanta, 30307",Emory University,NA
1601622,2016-04-01,Hazing,2016-04-01,00:00,"6 Eagle Row, Atlanta, 30322",Emory University,NA
1601617,2016-04-01,"Possession, display, use of false govt ID document",2016-04-01,02:58,"605 Asbury Cir, Atlanta, 30322",Emory University,NA
1601614,2016-03-31,"Financial Transaction Card Fraud, Theft by Taking (From Bldg, Valued $500 or Less)",2016-03-31,18:30,"815 Houston Mill Rd, Atlanta, 30322",Emory University,NA
1601591,2016-03-30,"Criminal Trespass, Property Damage",2016-03-28,17:30,"Asbury Cir at Dickey Dr, Atlanta, 30322",Emory University,NA
1601586,2016-03-30,Arrest: Disorderly Conduct,2016-03-30,14:57,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601578,2016-03-29,Theft of Lost or Mislaid Property ($500 or Less),2016-03-28,14:00,"600 Asbury Cir, Atlanta, 30322",Emory University,NA
1601573,2016-03-29,"Theft by Taking (From Bldg, Valued Over $500)",2016-01-23,09:00,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601562,2016-03-29,Theft of Lost or Mislaid Property (Over $500),2016-03-29,02:38,"1 Eagle Row, Atlanta, 30322",Emory University,NA
1601559,2016-03-28,Financial Transaction Card Fraud,2016-03-24,00:01,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601556,2016-03-28,Financial Transaction Card Fraud,2016-03-27,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601537,2016-03-27,Simple Battery,2016-03-27,17:14,"1364 Clifton Rd, Atlanta, 30322",Emory University,NA
1601535,2016-03-27,Financial Transaction Card Fraud,2016-03-27,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601523,2016-03-26,Financial Transaction Card Fraud,2016-03-22,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601513,2016-03-25,Simple Battery,2016-03-25,23:25,"1821 Clifton Rd, Atlanta, 30322",Emory University,NA
1601502,2016-03-25,Financial Transaction Card Fraud,2016-03-22,10:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601501,2016-03-25,Financial Transaction Card Fraud,2016-03-25,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601496,2016-03-25,Financial Transaction Card Fraud,2016-03-23,00:00,"1520 Clifton Rd, Atlanta, 30322",Emory University,NA
1601494,2016-03-25,Theft of Lost or Mislaid Property ($500 or Less),2016-03-25,22:00,"1390 Oxford Rd, Atlanta, 30322",Emory University,NA
