CFS #,Case #,Date Reported,Date Occurred,Address,Incident,Disposition
CFS15-02-20-001617,UPD-150216,2/20/15 17:26,2/20/15 17:29,125 SOUTH GREEN DRIVE Common Name: FOSTER HOUSE Location Detail: ROOM 116,TRESPASSING OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-20-001622,UPD,2/20/15 18:20,,57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM 237 SMOKE DETECTOR,FIRE ALARM,
CFS15-02-20-001629,UPD,2/20/15 22:11,,99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: ROOM 318,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-20-001633,UPD,2/20/15 23:54,,Common Name: JAMES GARAGE,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-21-001634,UPD,2/21/15 0:21,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: @ EWING,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-02-21-001636,UPD,2/21/15 0:26,,59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: 328-329 AREA,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-21-001635,UPD-150217,2/21/15 0:26,2/21/15 0:26,MILL STREET Common Name: MILL STREET,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-21-001639,UPD-150218,2/21/15 1:46,2/21/15 1:46,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: ROOM 363,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-02-21-001640,UPD,2/21/15 2:03,,COURT STREET Common Name: COURT STREET Location Detail: STEPHENS BAR,DISORDERLY CONDUCT OFFENSES,
CFS15-02-21-001643,UPD-150220,2/21/15 3:35,2/21/15 3:35,136 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE,MENACING OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-21-001652,UPD-150221,2/21/15 11:45,2/21/15 11:45,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: BASKETBALL GAME,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-21-001657,UPD-150222,2/21/15 14:43,2/21/15 14:43,136 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE Location Detail: MOD 360-364,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-21-001667,UPD-150224,2/21/15 19:35,2/21/15 19:35,EAST UNION STREET Common Name: SCHOONOVER CENTER Location Detail: PANEL ADVISES RTV,FIRE ALARM,CONVERSION OUPD CLOSED
CFS15-02-21-001669,UPD,2/21/15 20:11,,48 EAST GREEN STREET Common Name: READ HALL Location Detail: ROOM 107,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-21-001672,UPD-150225,2/21/15 21:14,2/21/15 21:14,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,CONVERSION OUPD CLOSED
CFS15-02-21-001677,UPD,2/21/15 22:06,,STEWART ST. Common Name: STEWART STREET Location Detail: AT WASHINGTON HALL,CONVERSION_TRAFFIC SPEED 4511.21,
CFS15-02-21-001678,UPD-150226,2/21/15 22:18,2/21/15 22:18,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 363,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-22-001683,UPD,2/22/15 1:07,,SOUTH GREEN Common Name: SOUTH GREEN Location Detail: ADAMS COURTYARD,NOISE COMPLAINT,
CFS15-02-22-001685,UPD,2/22/15 2:28,,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: FRONT DOOR AREA,DISORDERLY CONDUCT OFFENSES,
CFS15-02-22-001692,UPD-150227,2/22/15 8:57,2/22/15 8:50,OXBOW DRIVE Common Name: AQUATIC CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-22-001697,UPD-150228,2/22/15 13:55,2/20/15 22:30,S.GREEN DR. Common Name: PARKING LOT 56,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-02-22-001706,UPD-150229,2/22/15 21:52,2/22/15 19:45,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER Location Detail: WOMEN'S LOCKER ROOM,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD - OPEN
CFS15-02-23-001714,UPD,2/23/15 2:38,,WEST GREEN DRIVE Common Name: WEST GREEN DRIVE Location Detail: @ RICHLAND AVE,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-02-23-001733,UPD-150231,2/23/15 15:29,2/18/15 23:30,100 WEST GREEN DRIVE Common Name: BOYD,MENACING OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-23-001737,UPD-150232,2/23/15 19:43,2/23/15 19:43,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: BEHIND THE BUILDING,ASSAULT OFFENSES,CONVERSION OUPD CLOSED
CFS15-02-24-001741,UPD,2/24/15 0:38,,LOWER SEIGFRED Common Name: PARKING LOT 40,CONVERSION_TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,
CFS15-02-24-001753,UPD-150233,2/24/15 12:22,2/24/15 10:30,Common Name: PING STUDENT REC. CENTER,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD - OPEN
CFS15-02-24-001770,UPD-150234,2/24/15 17:00,2/24/15 17:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-02-24-001771,UPD,2/24/15 21:00,,50 EAST GREEN STREET Common Name: BUSH,FIRE ALARM,
CFS15-02-25-001780,UPD,2/25/15 1:20,,97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: 3RD FLOOR HALLWAY NEAR ROOM 312,ANIMAL COMPLAINT,
CFS15-02-25-001783,UPD,2/25/15 4:48,,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: 3RD FLOOR/STAIRWELL,TRESPASSING OFFENSES,
CFS15-02-25-001788,UPD-150237,2/25/15 9:33,2/25/15 9:33,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RIVER'S EDGE APTS,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-02-25-001790,UPD-150238,2/25/15 10:21,2/25/15 10:21,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RIVERS EDGE APTS,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-02-25-001791,UPD-150240,2/25/15 10:52,1/1/00 0:00,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT RIVERS EDGE APTS,CONVERSION_TRAFFIC SPEED 4511.21,CONVERSION OUPD CLOSED
CFS15-02-25-001792,UPD,2/25/15 11:07,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-02-25-001798,UPD,2/25/15 14:39,,98 WEST GREEN DRIVE Common Name: SARGENT HALL,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-02-25-001804,UPD-150242,2/25/15 16:27,2/25/15 16:27,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: ROOM 330,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-25-001810,UPD,2/25/15 19:46,,69 SOUTH GREEN DRIVE Common Name: BROWN HALL,FIRE ALARM,
CFS15-02-26-001815,UPD,2/26/15 0:45,,45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: ROOM 308,FIRE ALARM,
CFS15-02-26-001822,UPD-150243,2/26/15 8:38,2/26/15 10:45,Common Name: SOUTH GREEN GARAGE Location Detail: UNDER NELSON COMMONS,CONVERSION_LARCENY-THEFT THEFT FROM ANY COIN-OPERATED MACHINES 2911,CONVERSION OUPD - OPEN
CFS15-02-26-001825,UPD-150244,2/26/15 9:58,2/25/15 15:00,70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: MAILROOM,BURGLARY OFFENSES,CONVERSION OUPD - OPEN
CFS15-02-26-001826,UPD-150245,2/26/15 11:05,2/26/15 10:45,PARK PLACE Common Name: ALDEN LIBRARY Location Detail: 7TH FLOOR,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Unfounded
CFS15-02-26-001829,UPD,2/26/15 12:54,,SOUTH GREEN DRIVE Common Name: ADAMS HALL,FIRE ALARM,
CFS15-02-26-001841,UPD,2/26/15 22:42,,34 SOUTH COLLEGE STREET Common Name: VOIGT HALL,FIRE ALARM,
CFS15-02-26-001844,UPD-150246,2/26/15 23:25,2/26/15 23:25,34 SOUTH COLLEGE STREET Common Name: VOIGT HALL Location Detail: ROOM 107,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-02-27-001854,UPD-150248,2/27/15 8:41,2/27/15 8:41,CHILD DEV. CENTER Common Name: PARKING LOT 204 - RIDGES,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-02-27-001855,UPD-150249,2/27/15 10:38,2/27/15 10:38,COURT STREET Common Name: COURT STREET Location Detail: OUTSIDE LINDLEY HALL,CONVERSION FIRE FIRE OUTSIDE (NO STRUCTURE INVOLVED),CONVERSION OUPD - OPEN
CFS15-02-27-001857,UPD,2/27/15 12:08,,PEDEN STADIUM Common Name: PARKING LOT 132,TRAFFIC CRASH ,
CFS15-02-28-001878,UPD-150250,2/28/15 0:32,2/28/15 0:32,129 SOUTH GREEN DRIVE Common Name: ARMBRUSTER Location Detail: PARKING LOT,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-02-28-001887,UPD,2/28/15 8:54,,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL,FIRE ALARM,
CFS15-03-02-001915,UPD-150251,3/2/15 8:41,2/27/15 17:00,PRESIDENT STREET Common Name: BENTLEY HALL,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-03-02-001919,UPD,3/2/15 11:39,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-03-03-001934,UPD,3/3/15 14:31,,E.CIRCLE DR. RIDGES Common Name: BUILDING 19,FIRE ALARM,
CFS15-03-04-001946,UPD,3/4/15 10:52,,MUSIC BUILDING Common Name: PARKING LOT 38,PARKING COMPLAINT,
CFS15-03-04-001948,UPD,3/4/15 12:19,,Common Name: SCRIPPS HALL,FIRE ALARM,
CFS15-03-04-001955,UPD,3/4/15 15:25,,Common Name: SCRIPPS HALL,FIRE ALARM,
CFS15-03-04-001959,UPD,3/4/15 17:20,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-03-04-001962,UPD-150252,3/4/15 22:00,3/4/15 22:00,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT MILL ST,CONVERSION_TRAFFIC OPERATING W/O REASONABLE CONTROL 4511.202,CONVERSION OUPD CLOSED
CFS15-03-04-001963,UPD-150253,3/4/15 22:15,3/4/15 22:10,RICHLAND AVENUE Common Name: RESEARCH AND TECHNOLOGY C Location Detail: TUNNEL,TRESPASSING OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-06-001983,UPD-150254,3/6/15 4:30,3/6/15 6:00,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS CONVENTION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-06-001987,UPD,3/6/15 7:50,,EAST UNION STREET Common Name: PUTNAM HALL,FIRE ALARM,
CFS15-03-06-001990,UPD,3/6/15 11:03,,EAST UNION STREET Common Name: SCHOONOVER CENTER,FIRE ALARM,
CFS15-03-06-001991,UPD,3/6/15 12:39,,22 UNIVERSITY TERRACE Common Name: BRYAN HALL,FIRE ALARM,
CFS15-03-06-001992,UPD-150255,3/6/15 13:34,3/6/15 13:34,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Unfounded
CFS15-03-06-001993,UPD-150256,3/6/15 13:59,12/5/14 0:00,SOUTH GREEN DRIVE Common Name: ADAMS HALL,ASSAULT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-06-002001,UPD-150257,3/6/15 16:38,3/4/15 21:30,PEDEN STADIUM Common Name: PARKING LOT 132,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-06-002002,UPD-150258,3/6/15 16:58,3/6/15 16:58,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: BASKETBALL GAME,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-06-002008,UPD,3/6/15 18:11,,RICHLAND AVENUE Common Name: GROVER CENTER,FIRE ALARM,
CFS15-03-07-002020,UPD-150263,3/7/15 16:15,3/7/15 16:15,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-07-002023,UPD,3/7/15 17:59,,OXBOW DRIVE Common Name: BIRD ARENA,DISORDERLY CONDUCT OFFENSES,
CFS15-03-08-002033,UPD-150259,3/8/15 0:16,3/8/15 0:16,WEST UNION STREET Common Name: HDL CENTER Location Detail: REAR OF THE BUILDING,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-08-002040,UPD-150261,3/8/15 12:00,3/8/15 0:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-08-002043,UPD-150262,3/8/15 13:14,3/8/15 12:45,MCCRACKEN REAR Common Name: PARKING LOT 43,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-08-002050,UPD-150264,3/8/15 16:44,3/8/15 16:40,35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: PARKING LOT,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-09-002067,UPD-150265,3/9/15 8:28,3/9/15 8:28,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT UNIVERSITY TERRACE,CONVERSION_TRAFFIC STOPPING FOR STOPPED SCHOOL BUS 4511.75,CONVERSION OUPD CLOSED
CFS15-03-09-002069,UPD-150266,3/9/15 12:31,3/7/15 6:00,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: COLUMBUS CONVENTION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-09-002072,UPD-150267,3/9/15 13:52,3/6/15 23:59,LOWER SEIGFRED Common Name: PARKING LOT 40,CONVERSION_LARCENY-THEFT THEFT - ALL OTHER 2913,CONVERSION OUPD CLOSED
CFS15-03-09-002077,UPD-150268,3/9/15 15:36,3/8/15 20:00,Common Name: FOSTER PLACE Location Detail: GROUND FLOOR,SEX OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-09-002081,UPD-150269,3/9/15 18:16,3/9/15 15:15,S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD CLOSED
CFS15-03-09-002083,UPD-150270,3/9/15 19:29,3/9/15 19:29,S.G. DRIVE Common Name: SOUTH GREEN DRIVE,TRAFFIC DRIVING UPON SIDEWALK AREA 4511.711,CONVERSION OUPD CLOSED
CFS15-03-09-002087,UPD,3/9/15 22:07,,123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: ROOM,ANIMAL COMPLAINT,
CFS15-03-09-002088,UPD,3/9/15 22:49,,3 PRESIDENT ST. Common Name: COMPUTER SERVICE CENTER,FIRE ALARM,
CFS15-03-09-002089,UPD-150271,3/9/15 22:55,3/9/15 22:55,SOUTH GREEN DRIVE Common Name: PARKING LOT 87 Location Detail: METER,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-10-002103,UPD-150272,3/10/15 8:19,2/10/15 7:00,46 EAST GREEN STREET Common Name: JEFFERSON HALL Location Detail: MECHANICAL ROOM,CONVERSION_LARCENY-THEFT THEFT - FROM BUILDINGS 2913,CONVERSION OUPD - OPEN
CFS15-03-10-002106,UPD-150273,3/10/15 10:41,3/10/15 10:20,MORTON HALL LOT Common Name: PARKING LOT 90,ASSAULT OFFENSES,CONVERSION OUPD - OPEN
CFS15-03-10-002111,UPD,3/10/15 13:35,,99 WEST GREEN DRIVE Common Name: TREUDLEY HALL,FIRE ALARM,
CFS15-03-10-002119,UPD-150274,3/10/15 16:17,3/10/15 16:17,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-10-002127,UPD,3/10/15 19:20,,60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: BAT IN 2ND FLOOR MEN'S RESTROOM,ANIMAL COMPLAINT,
CFS15-03-11-002134,UPD,3/11/15 0:27,,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: GARAGE,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-11-002135,UPD-150275,3/11/15 2:37,3/11/15 2:37,22 UNIVERSITY TERRACE Common Name: BRYAN HALL Location Detail: BACK,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-11-002138,UPD,3/11/15 9:37,,DAIRY LANE Common Name: DAIRY LANE Location Detail: AT RICHLAND AVENUE,TRAFFIC BRAKE LIGHTS 4513.071,
CFS15-03-11-002139,UPD,3/11/15 11:18,,UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: AT PARK PLACE,TRAFFIC BRAKE LIGHTS 4513.071,
CFS15-03-11-002140,UPD,3/11/15 11:25,,CHURCH ST. Common Name: SEIGFRED,FIRE ALARM,
CFS15-03-11-002147,UPD-150291,3/11/15 15:20,12/1/10 0:00,127 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE,RAPE,CONVERSION OUPD - OPEN
CFS15-03-11-002149,UPD-150276,3/11/15 16:20,3/11/15 16:20,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: BASKETBALL GAME,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-11-002158,UPD,3/11/15 18:10,,CONVO PASS GATE Common Name: PARKING LOT 129,DISORDERLY CONDUCT OFFENSES,
CFS15-03-12-002164,UPD,3/12/15 0:23,,71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM 110-112,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-12-002171,UPD-150277,3/12/15 7:00,3/12/15 7:00,SOUTH GREEN DR. AT RICHLAND Common Name: WALTER LECTURE HALL,EDC DEPLOYMENT,
CFS15-03-12-002179,UPD,3/12/15 11:32,,Common Name: SOUTH GREEN GARAGE Location Detail: UNDER NELSON COMMONS,"CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",
CFS15-03-12-002184,UPD-150278,3/12/15 14:27,3/12/15 14:31,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: AT WRAY HOUSE,CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION,CONVERSION OUPD CLOSED
CFS15-03-12-002193,UPD-150279,3/12/15 16:34,3/12/15 11:15,BETWEEN FAC.MGT. AND OUECU Common Name: PARKING LOT 148,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-12-002200,UPD-150280,3/12/15 19:15,3/12/15 19:15,122 SOUTH GREEN DRIVE Common Name: FENZEL HOUSE Location Detail: ROOM 315,POSSESSION OF DRUG PARAPHERNALIA,CONVERSION OUPD CLOSED
CFS15-03-12-002201,UPD-150281,3/12/15 19:55,3/12/15 19:00,71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: ROOM 331,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-12-002204,UPD,3/12/15 21:35,,51 EAST GREEN STREET Common Name: BIDDLE Location Detail: SERVICE ROAD BEHIND DORM,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-13-002213,UPD-150282,3/13/15 7:57,3/13/15 0:00,SOUTH GREEN DR. AT RICHLAND Common Name: WALTER LECTURE HALL,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-13-002227,UPD,3/13/15 15:07,,45 EAST GREEN STREET Common Name: LINCOLN HALL Location Detail: ROOM 136,TRAFFICKING IN DRUGS,
CFS15-03-13-002228,UPD-150283,3/13/15 16:15,3/13/15 8:00,WEST GREEN DRIVE Common Name: PARKING LOT 111,PROPERTY DAMAGE,CONVERSION OUPD CLOSED
CFS15-03-13-002237,UPD,3/13/15 20:14,,69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: ROOM 203,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-13-002238,UPD,3/13/15 20:14,,SOUTH GREEN Common Name: SOUTH GREEN Location Detail: OUTSIDE BENCH NEAR ATKINSON COMPLEX,DISORDERLY CONDUCT OFFENSES,
CFS15-03-13-002240,UPD-150284,3/13/15 20:45,3/13/15 20:15,PEDEN STADIUM Common Name: PARKING LOT 132 Location Detail: NEAR BIKE PATH,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-13-002241,UPD-150285,3/13/15 21:06,3/13/15 21:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: OLD PASS GATE,TRAFFIC CRASH ,CONVERSION OUPD CLOSED
CFS15-03-13-002245,UPD,3/13/15 21:43,,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 265,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-13-002246,UPD,3/13/15 21:44,,1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: NEAR FRONT ROOM,INTOXICATED PERSON,
CFS15-03-14-002254,UPD,3/14/15 0:27,,SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: ROOM 261,INTOXICATED PERSON,
CFS15-03-14-002253,UPD-150288,3/14/15 0:27,3/14/15 0:27,49 EAST GREEN STREET Common Name: WASHINGTON HALL Location Detail: ROOM 360,POSSESSION OF  CONTROLLED SUBSTANCES,CONVERSION OUPD CLOSED
CFS15-03-14-002255,UPD,3/14/15 0:36,,127 SOUTH GREEN DRIVE Common Name: MARTZOLFF HOUSE Location Detail: 3RD FLOOR MOD B,POSSESSION OF  CONTROLLED SUBSTANCES,
CFS15-03-14-002256,UPD,3/14/15 1:06,,"E. CIRCLE DR, THE RIDGES Common Name: BUILDING 9 - SURPLUS",TRESPASSING OFFENSES,
CFS15-03-14-002258,UPD-150289,3/14/15 2:05,3/14/15 2:00,CHURCH ST. Common Name: SEIGFRED Location Detail: CERAMICS LAB,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-14-002259,UPD-150290,3/14/15 3:11,3/14/15 3:00,98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 418,DISORDERLY CONDUCT OFFENSES,Unfounded
CFS15-03-14-002263,UPD-150292,3/14/15 10:03,3/14/15 10:00,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,CONVERSION OUPD CLOSED
CFS15-03-14-002265,UPD-150293,3/14/15 13:45,3/13/15 17:15,95 RICHLAND AVENUE Common Name: CONVOCATION CENTER,EDC DEPLOYMENT,
CFS15-03-14-002266,UPD-150294,3/14/15 14:16,3/14/15 14:05,MILL STREET Common Name: MILL STREET Location Detail: 134 MILL STREET,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-14-002267,UPD-150295,3/14/15 14:25,3/14/15 14:25,MILL STREET Common Name: MILL STREET Location Detail: 97 MILL STREET,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002269,UPD-150296,3/14/15 14:33,3/14/15 14:25,Common Name: OFF-CAMPUS MISCELLANEOUS Location Detail: 9 OAK STREET,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002270,UPD-150297,3/14/15 14:50,3/14/15 14:28,MILL STREET Common Name: MILL STREET Location Detail: 89 MILL ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002272,UPD-150314,3/14/15 15:00,3/14/15 15:00,MILL STREET Common Name: MILL STREET,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002274,UPD-150298,3/14/15 15:06,3/14/15 15:06,MILL STREET Common Name: MILL STREET,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-14-002275,UPD-150300,3/14/15 15:22,3/14/15 15:22,Common Name: Off Campus Fest,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002276,UPD-150301,3/14/15 15:34,3/14/15 15:29,Common Name: Off Campus Fest,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-14-002277,UPD-150302,3/14/15 15:38,3/14/15 15:30,Common Name: Off Campus Fest Location Detail: MILL/FERN,ALCOHOL OFFENSE,CONVERSION OUPD CLOSED
CFS15-03-14-002278,UPD-150304,3/14/15 16:12,3/14/15 16:12,130 SOUTH GREEN DRIVE Common Name: ATKINSON,INTOXICATED PERSON,CONVERSION OUPD CLOSED
CFS15-03-14-002279,UPD-150303,3/14/15 16:31,3/14/15 16:20,Common Name: Off Campus Fest Location Detail: 22 KURTZ ST,DISORDERLY CONDUCT OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002280,UPD-150305,3/14/15 17:45,3/14/15 17:30,,DESTRUCTION OF PROPERTY,CONVERSION OUPD CLOSED
CFS15-03-14-002281,UPD,3/14/15 17:58,,130 SOUTH GREEN DRIVE Common Name: ATKINSON,DESTRUCTION OF PROPERTY,
CFS15-03-14-002282,UPD-150306,3/14/15 18:07,3/14/15 16:00,88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 362,TRESPASSING OFFENSES,CONVERSION OUPD CLOSED
CFS15-03-14-002286,UPD,3/14/15 20:16,,STEWART ST. Common Name: STEWART STREET Location Detail: RACE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,
CFS15-03-14-002293,UPD,3/14/15 21:04,,S.G. DRIVE Common Name: SOUTH GREEN DRIVE Location Detail: BEHIND HOOVER HOUSE,DISORDERLY CONDUCT OFFENSES,
CFS15-03-14-002294,UPD,3/14/15 21:27,,CONGRESS STREET Common Name: CONGRESS STREET Location Detail: AT UNION ST,CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,
CFS15-03-14-002295,UPD,3/14/15 21:51,,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: CONVO,TRAFFIC LANES OF TRAVEL 4511.25,
CFS15-03-14-002296,UPD-150307,3/14/15 21:58,3/14/15 21:58,RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: WEST GREEN DRIVE,CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,CONVERSION OUPD CLOSED
CFS15-03-14-002300,UPD-150308,3/14/15 22:18,3/14/15 22:10,68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: ROOM 112,ASSAULT OFFENSES,CONVERSION OUPD CLOSED
