date_reported,time_reported,location,date_occurred,time_occurred,case_number,university,incident
2018-02-20,19:56,330 University Loop CIR,2018-02-20,19:56,18-00149,Arkansas State University-Main Campus,Sick or Injured person
2018-02-20,20:26,801 University Loop E,2018-02-20,20:26,18-00150,Arkansas State University-Main Campus,Fire Alarm
2018-02-21,04:50,125 Dean ST,2018-02-21,04:00,18-00151,Arkansas State University-Main Campus,Sick or Injured person University Referral - Alcohol Violation
2018-02-21,12:22,2509 Aggie RD,2018-02-21,12:22,18-00152,Arkansas State University-Main Campus,Accident - Hit and Run
2018-02-21,14:02,1809 Aggie RD,2018-02-21,14:02,18-00153,Arkansas State University-Main Campus,Welfare Concern
2018-02-22,14:09,319 University Loop CIR,2018-02-22,11:00,18-00154,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-02-22,14:20,101 N Caraway RD,2018-02-22,14:08,18-00155,Arkansas State University-Main Campus,Found Article/Property
2018-02-22,21:49,2301 E Johnson AVE,2018-02-22,21:49,18-00156,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-02-22,23:38,125 Dean ST 721,2018-02-22,23:38,18-00157,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-02-23,13:35,1809 Aggie RD,2018-02-23,10:40,18-00158,Arkansas State University-Main Campus,Welfare Concern University Referral - Disorderly Conduct
2018-02-24,01:07,2622 Cherokee ST,2018-02-23,23:45,18-00159,Arkansas State University-Main Campus,University Referral - Explosives (including fireworks)
2018-02-24,04:36,2509 Aggie RD,2018-02-24,03:30,18-00160,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Alcohol Violation University Referral - Alcohol Violation University Referral - Explosives (including fireworks) University Referral - Alcohol Violation University Referral - Alcohol Violation
2018-02-24,21:09,2801 Quapaw ST 3,2018-02-24,21:09,18-00161,Arkansas State University-Main Campus,Damaged Property not criminal in nature DOMESTIC DISTURBANCE
2018-02-24,21:59,E Johnson Ave & Hwy 49 Access / E Johnson Ave & St Hwy 91,2018-02-24,21:59,18-00162,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2018-02-24,23:07,208 Olympic  DR,2018-02-24,23:07,18-00163,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-02-25,00:46,1203 University Loop Bldg 2 ST,2018-02-25,00:30,18-00164,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-02-25,02:51,Johnson Ave / Marion Berry Pkwy,2018-02-25,02:35,18-00165,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-02-25,10:26,101 N Caraway RD,2018-02-27,08:27,18-00166,Arkansas State University-Main Campus,Sick or Injured person
2018-02-25,13:46,2412 Quapaw Way Road,2018-02-25,13:05,18-00167,Arkansas State University-Main Campus,Found Article/Property
2018-02-25,20:36,2509 Aggie RD,2018-02-25,20:36,18-00168,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-02-27,08:33,2406 Quapaw WAY,2018-02-27,12:59,18-00169,Arkansas State University-Main Campus,Sick or Injured person
2018-02-27,11:21,611 University Loop E,2018-02-27,08:00,18-00170,Arkansas State University-Main Campus,Found Article/Property
2018-02-27,16:24,2410 Aggie RD,2018-02-27,16:24,18-00171,Arkansas State University-Main Campus,Fire Alarm
2018-02-27,16:30,2410 Aggie RD,2018-02-27,16:30,18-00172,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2018-02-27,20:32,101 N Caraway RD,2018-02-27,20:32,18-00173,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-02-28,00:08,Quapaw / Uloop / University Loop East,2018-02-27,23:57,18-00174,Arkansas State University-Main Campus,University Referral - Weapons
2018-02-28,08:39,2505 Aggie RD,2018-02-28,08:39,18-00175,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-02-28,14:34,NA,2018-02-28,14:34,18-00176,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2018-02-28,20:54,125 Dean ST,2018-02-28,20:23,18-00177,Arkansas State University-Main Campus,Sick or Injured person
2018-02-28,21:14,Cherokee St / Uloop / University Loop East,2018-02-28,17:21,18-00178,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-03-01,09:27,2412 Quapaw Way Road,2018-03-01,09:27,18-00179,Arkansas State University-Main Campus,Found Article/Property
2018-03-01,17:41,422 University Loop West,2018-03-01,17:41,18-00180,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-03-02,00:45,Aggie Rd / Longhorn Dr,2018-03-02,00:17,18-00181,Arkansas State University-Main Campus,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR PNG Issued on this person for the ASU Campus University Referral - Alcohol Violation"
2018-03-02,00:50,113 Dean ST,2018-03-02,00:50,18-00182,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Residence Hall Violation
2018-03-02,02:12,201 Olympic  DR,2018-03-02,01:45,18-00183,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) HAZARDOUS DRIVING University Referral - Alcohol Violation
2018-03-02,05:59,101 N Caraway RD,2018-03-02,05:59,18-00184,Arkansas State University-Main Campus,Found Article/Property
2018-03-04,00:36,Marion Berry Pkwy / Red Wolf Trail,2018-03-04,00:36,18-00185,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-04,02:42,Shilo Rd/HWY 412,2018-03-03,03:04,18-00186,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Alcohol Violation
2018-03-04,04:43,801 University Loop 1316B,2018-03-04,04:18,18-00187,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2018-03-04,05:04,201 Olympic DR,2018-03-04,22:40,18-00188,Arkansas State University-Main Campus,Found Article/Property
2018-03-04,07:02,2605 Cherokee ST,2018-03-03,18:00,18-00189,Arkansas State University-Main Campus,Accident - Hit and Run
2018-03-04,09:38,Marion Berry,2018-03-04,08:20,18-00190,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-03-04,23:28,Sidewalk next to Fine Arts Annex,2018-03-04,22:20,18-00191,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2018-03-05,11:59,101 N Caraway RD,2018-03-05,11:15,18-00192,Arkansas State University-Main Campus,"Drunk, Insane, or Disorderly"
2018-03-06,01:36,125 Dean ST,2018-03-06,01:00,18-00193,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2018-03-06,13:00,Marion Berry,2018-03-06,11:40,18-00194,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-03-06,13:12,504 University Loop East,2018-03-06,13:00,18-00195,Arkansas State University-Main Campus,Found Article/Property
2018-03-06,19:42,503 Robinson ST,2018-03-06,14:30,18-00196,Arkansas State University-Main Campus,Found Article/Property
2018-03-07,02:46,2509 Aggie RD,2018-03-07,02:45,18-00197,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Residence Hall Violation
2018-03-07,10:32,322 University Loop CIR,2018-03-05,12:50,18-00198,Arkansas State University-Main Campus,"CRIMINAL TRESPASS IN OR ON A VEHICLE OR STRUCTURE / PREMISES THEFT $5,000 OR LESS BUT GREATER THAN $1000 - ALL OTHERS"
2018-03-07,13:25,217 Olympic DR,2018-03-07,08:00,18-00199,Arkansas State University-Main Campus,Found Article/Property
2018-03-07,14:09,A St / Uloop / University Loop East,2018-03-07,13:19,18-00200,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-03-08,16:10,2802 A ST,2018-03-08,16:10,18-00201,Arkansas State University-Main Campus,Fire Alarm
2018-03-09,06:25,121 N Caraway RD,2018-03-08,13:40,18-00202,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2018-03-09,12:13,2412 Quapaw Way Road,2018-03-09,11:00,18-00203,Arkansas State University-Main Campus,BREAKING OR ENTERING / ARTICLES FROM VEHICLE
2018-03-10,19:02,2502 Aggie RD,2018-03-10,19:02,18-00204,Arkansas State University-Main Campus,Fire Alarm
2018-03-10,19:17,1915 Aggie RD,2018-03-10,15:01,18-00205,Arkansas State University-Main Campus,Sick or Injured person
2018-03-11,14:15,2807 Quapaw ST,2018-03-12,12:00,18-00206,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-11,17:03,125 Dean ST,2018-03-11,17:03,18-00207,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-11,17:17,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2018-03-11,13:40,18-00208,Arkansas State University-Main Campus,"POSSESSION OF SCH IV OR V LT 28GM DWI (UNLAWFUL ACT) OBSTRUCTING GOVERNMENTAL OPERATIONS / OBSTRUCTS, IMPAIRS, HINDERS, THE PER EXPIRED OR NO TAGS No Proof of Liability Insurance DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE"
2018-03-11,19:49,121 N Caraway RD,2018-03-11,19:49,18-00209,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-11,20:06,101 N Caraway RD,2018-03-11,18:00,18-00210,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-03-11,21:06,120 Dean ST,2018-03-11,21:06,18-00211,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-12,13:36,"U.S. Highway 49 and Greene 749 Road (Greene County, AR)",2018-03-11,15:25,18-00212,Arkansas State University-Main Campus,Agency Assist - Actions or assistance to agencies outside jurisdictional boundaries
2018-03-12,21:21,101 N Caraway RD,2018-03-12,15:14,18-00213,Arkansas State University-Main Campus,Found Article/Property
2018-03-12,23:37,Danner AVE,2018-03-12,23:20,18-00214,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-03-13,02:17,120 Dean  ST,2018-03-13,02:05,18-00215,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-03-13,02:54,2509 Aggie RD,2018-03-13,02:30,18-00216,Arkansas State University-Main Campus,University Referral - University Referral - Alcohol Violation University Referral - University Referral - Weapons
2018-03-13,14:27,2600 Alumni BLVD,2018-03-13,14:27,18-00217,Arkansas State University-Main Campus,"THEFT $1,000 OR LESS - FROM VEHICLE"
2018-03-14,12:32,2405 Quapaw Trail,2018-02-28,08:00,18-00218,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-03-14,20:49,101 N Caraway RD,2018-03-14,20:00,18-00219,Arkansas State University-Main Campus,Sick or Injured person
2018-03-15,04:32,2509 Aggie  Road,2018-03-15,04:32,18-00220,Arkansas State University-Main Campus,University Referral - Explosives (including fireworks)
2018-03-16,00:37,904 University Loop,2018-03-15,02:57,18-00221,Arkansas State University-Main Campus,University Referral -
2018-03-17,03:55,Aggie Rd / Melrose St,2018-03-17,03:35,18-00222,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ EXPIRED OR NO TAGS STOP SIGNS AND YIELD SIGNS
2018-03-17,21:36,2509 Aggie RD,2018-03-17,14:59,18-00223,Arkansas State University-Main Campus,Fire Alarm
2018-03-17,23:46,E Johnson Ave & St Hwy 91 / N Caraway Rd / S Caraway Rd,2018-03-17,23:40,18-00224,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-03-18,04:47,Eldridge St / Marion Berry Pkwy,2018-03-18,04:38,18-00225,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-03-19,00:27,Belt St / N Caraway Rd,2018-03-19,00:25,18-00226,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE No Proof of Liability Insurance EXPIRED OR NO TAGS
2018-03-19,02:19,801 University Loop E,2018-03-19,02:19,18-00227,Arkansas State University-Main Campus,University Referral - Excessive Noise University Referral - Alcohol Violation University Referral - Residence Hall Violation
2018-03-20,00:26,Eldridge St / Marion Berry Pkwy,2018-03-19,23:50,18-00228,Arkansas State University-Main Campus,SPEEDING No Proof of Liability Insurance OUT OF TOWN WARRANT/ASSIST
2018-03-20,09:49,2301 E Johnson AVE D,2018-03-08,08:00,18-00229,Arkansas State University-Main Campus,Found Article/Property
2018-03-20,11:16,322 University Loop CIR,2018-03-14,09:30,18-00230,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-03-21,09:08,111 N Caraway RD,2018-03-17,19:45,18-00231,Arkansas State University-Main Campus,"CRIMINAL MISCHIEF - 1ST DEGREE / PROPERTY OF ANOTHER W/VALUE OF $1,000 OR LESS UNAUTHORIZED USE OF A VEHICLE OBSTRUCTING GOVERNMENTAL OPERATIONS / OBSTRUCTS, IMPAIRS, HINDERS, THE PER"
2018-03-21,09:41,410 W Washington AVE,2018-03-21,09:41,18-00232,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-03-22,16:42,120 Dean ST,2018-03-22,16:42,18-00233,Arkansas State University-Main Campus,Found Article/Property
2018-03-24,00:48,Eldridge St / Melrose St,2018-03-24,00:33,18-00234,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-03-25,23:09,113 Dean ST,2018-03-25,22:59,18-00235,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-26,04:34,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2018-03-26,04:08,18-00236,Arkansas State University-Main Campus,Agency Assist - Actions or assistance to agencies outside jurisdictional boundaries
2018-03-26,10:12,Marion Berry Pkwy / Red Wolf Trail,2017-12-25,23:00,18-00237,Arkansas State University-Main Campus,FORGERY Financial Identity Fraud-Non Financial Identity Fraud
2018-03-26,13:45,322 University Loop CIR,2018-03-26,13:00,18-00238,Arkansas State University-Main Campus,University Referral -
2018-03-26,23:53,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2018-03-26,23:42,18-00239,Arkansas State University-Main Campus,University Referral - Fail To Comply
2018-03-27,12:00,E Johnson Ave & St Hwy 91 / Russell Dr,2018-03-27,11:25,18-00240,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-03-27,14:10,101 N Caraway RD,2018-03-27,14:10,18-00241,Arkansas State University-Main Campus,Found Article/Property
2018-03-27,16:11,113 Dean ST,2018-03-27,23:44,18-00242,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Drug Violation
2018-03-27,16:48,102 N Caraway RD,2018-03-27,12:00,18-00243,Arkansas State University-Main Campus,Found Article/Property
2018-03-27,18:34,1115 University Loop East Building #2,2018-03-27,18:34,18-00244,Arkansas State University-Main Campus,University Referral - Harassment
2018-03-28,02:43,Aggie Rd / Marion Berry Pkwy,2018-03-28,02:20,18-00245,Arkansas State University-Main Campus,University Referral - Dishonesty University Referral - Disorderly Conduct
2018-03-28,12:53,Eldridge St / Marion Berry Pkwy,2018-03-28,12:20,18-00246,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE HAZARDOUS DRIVING
2018-03-28,15:50,Aggie Rd / Uloop / University Loop East,2018-03-28,15:50,18-00247,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-03-29,15:12,125 Dean ST,2018-03-29,15:12,18-00248,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-03-29,18:38,125 Dean ST,2018-03-29,18:38,18-00249,Arkansas State University-Main Campus,University Referral - Harassment PNG Issued on this person for the ASU Campus
2018-03-30,09:06,2505 Aggie RD,2018-03-30,09:06,18-00250,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-03-30,18:24,2301 U ST,2018-03-30,08:00,18-00251,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 2ND DEGREE / RECKLESSLY DESTROYS
2018-03-30,20:47,2410 Aggie RD,2018-03-30,20:47,18-00252,Arkansas State University-Main Campus,Fire Alarm
2018-03-30,23:54,2506 Honors AVE,2018-03-30,22:25,18-00253,Arkansas State University-Main Campus,Welfare Concern
2018-03-31,03:35,E Johnson Ave & St Hwy 91 / Uloop / University Loop East,2018-03-31,03:15,18-00254,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-03-31,21:58,2331 U ST,2018-03-31,21:58,18-00255,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2018-04-01,12:42,Johnson Ave / Marion Berry Pkwy,2018-04-01,12:20,18-00256,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-04-01,20:37,2618 Pawnee ST,2018-04-01,20:37,18-00257,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus
2018-04-02,11:15,Johnson Ave.,2018-04-02,10:50,18-00258,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ POSSESSION OF DRUG PARAPHERNALIA NO DRIVER'S LICENSE No Proof of Liability Insurance
2018-04-03,10:24,2401 Aggie RD,2018-04-03,10:10,18-00259,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2018-04-04,04:27,2319 U  ST,2018-04-04,04:20,18-00260,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-04-04,13:51,503 Robinson ST,2018-04-04,13:51,18-00261,Arkansas State University-Main Campus,Financial Identity Fraud-Non Financial Identity Fraud
2018-04-04,17:07,101 N Caraway RD,2018-04-04,12:00,18-00262,Arkansas State University-Main Campus,Found Article/Property
2018-04-05,11:55,2301 U ST,2018-04-05,11:23,18-00263,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-05,15:15,322 University Loop CIR,2018-04-05,15:15,18-00264,Arkansas State University-Main Campus,Sick or Injured person
2018-04-05,17:45,114 Cooley  DR,2018-04-05,17:45,18-00265,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-06,13:33,104 N Caraway RD,2018-04-06,08:33,18-00266,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-06,13:51,504 University Loop East,2018-04-04,08:00,18-00267,Arkansas State University-Main Campus,Accident - Hit and Run
2018-04-06,23:44,Alumni Blvd / Red Wolf Blvd,2018-04-06,23:44,18-00268,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE SPEEDING OUT OF TOWN WARRANT/ASSIST
2018-04-07,05:39,1115 University LOOP 2104A,2018-04-07,05:39,18-00269,Arkansas State University-Main Campus,Sick or Injured person
2018-04-07,12:07,125 Dean ST,2018-04-07,09:30,18-00270,Arkansas State University-Main Campus,"HARASSING COMMUNICATIONS / TELEPHONE, TELEGRAPH, MAIL, OR ANY WRITTEN FORM"
2018-04-08,03:55,2508 E Johnson,2018-04-08,03:55,18-00272,Arkansas State University-Main Campus,University Referral - Alcohol Violation University Referral - Disorderly Conduct
2018-04-08,NA,2813 Quapaw ST,2018-04-07,23:30,18-00271,Arkansas State University-Main Campus,ASSAULT ON FAMILY OR HOUSEHOLD MEMBER - 3RD DEGREE / APPREHENSION OF IMMINE University Referral - Excessive Noise
2018-04-10,01:06,Campus,2018-04-09,17:00,18-00273,Arkansas State University-Main Campus,Found Article/Property
2018-04-10,11:45,504 University Loop East,2018-04-03,11:45,18-00274,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-04-10,15:37,101 N Caraway RD,2018-04-09,10:00,18-00275,Arkansas State University-Main Campus,"FALSELY COMMUNICATING A TERRORIST THREAT HARASSING COMMUNICATIONS / TELEPHONE, TELEGRAPH, MAIL, OR ANY WRITTEN FORM"
2018-04-10,22:38,113 Dean ST,2018-04-08,14:00,18-00276,Arkansas State University-Main Campus,Fire Alarm
2018-04-12,00:25,2214 E Johnson AVE,2018-04-12,00:25,18-00277,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-04-12,07:30,111 N Caraway RD,2018-04-12,07:00,18-00279,Arkansas State University-Main Campus,Vehicle Tow
2018-04-12,09:58,201 Olympic DR,2018-04-12,09:30,18-00278,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-12,13:32,2713 Pawnee ST A,2018-04-12,08:00,18-00280,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-12,14:13,113 Dean ST,2018-04-12,14:00,18-00281,Arkansas State University-Main Campus,University Referral - Drug Violation
2018-04-12,19:07,111 N Caraway RD,2018-04-11,15:00,18-00282,Arkansas State University-Main Campus,University Referral - Dishonesty
2018-04-13,06:42,322 University Loop CIR,2018-04-11,08:00,18-00283,Arkansas State University-Main Campus,University Referral - Welfare Concern
2018-04-13,13:41,Aggie Rd / Uloop / University Loop East,2018-04-13,12:30,18-00284,Arkansas State University-Main Campus,Found Article/Property
2018-04-13,20:51,2509 Aggie RD,2018-04-13,20:51,18-00285,Arkansas State University-Main Campus,Fire Alarm
2018-04-14,04:41,Aggie Rd / Uloop / University Loop East,2018-04-14,04:00,18-00286,Arkansas State University-Main Campus,DUI - UNDER AGE DUI LAW / MORE THAN .02% BUT LESS THAN .08% REFUSAL TO SUBMIT HAZARDOUS DRIVING DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE University Referral - Alcohol Violation University Referral - Dishonesty University Referral - Explosives (including fireworks) University Referral -
2018-04-14,05:13,503 Robinson ST,2018-04-14,04:52,18-00287,Arkansas State University-Main Campus,University Referral - Dishonesty University Referral - Alcohol Violation University Referral - Residence Hall Violation University Referral - Fail To Comply
2018-04-14,05:26,121 N Caraway RD,2018-04-14,05:26,18-00288,Arkansas State University-Main Campus,University Referral - Smoke Free Campus Policy
2018-04-14,16:20,217 Olympic DR,2018-04-14,13:54,18-00289,Arkansas State University-Main Campus,Sick or Injured person
2018-04-14,22:40,2724 Iroquois ST,2018-04-14,22:40,18-00290,Arkansas State University-Main Campus,"DOMESTIC BATTERING - 3RD DEGREE / PURPOSE OF CAUSING INJURY, CAUSES INJURY University Referral - Disorderly Conduct University Referral - Assault University Referral - Residence Hall Violation"
2018-04-14,23:14,801 University Loop E,2018-04-14,23:00,18-00291,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Residence Hall Violation University Referral - Excessive Noise
2018-04-15,14:05,N Caraway Rd / Winn St,2018-04-15,12:15,18-00292,Arkansas State University-Main Campus,POSSESSION OF SCH VI LT 4OZ DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-04-16,12:26,Driver ST,2018-04-16,12:26,18-00293,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-16,12:31,217 Olympic DR,2018-04-16,12:15,18-00294,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-04-17,13:46,Johnson Ave,2018-04-17,12:50,18-00295,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-04-18,13:14,503 Robinson ST,2018-04-18,13:14,18-00296,Arkansas State University-Main Campus,Found Article/Property
2018-04-18,14:57,503 Robinson ST,2018-04-18,14:57,18-00297,Arkansas State University-Main Campus,Found Article/Property
2018-04-18,16:42,101 N Caraway RD,2018-04-18,16:42,18-00298,Arkansas State University-Main Campus,Sick or Injured person
2018-04-20,01:08,2509 Aggie RD,2018-04-20,01:08,18-00299,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-04-20,03:02,2509 Aggie Road,2018-04-20,03:02,18-00300,Arkansas State University-Main Campus,University Referral - Drug Violation University Referral - Alcohol Violation
2018-04-20,13:00,2401 Aggie RD,2018-04-20,11:37,18-00301,Arkansas State University-Main Campus,Fire Alarm
2018-04-20,13:01,322 University Loop CIR,2018-04-20,12:40,18-00302,Arkansas State University-Main Campus,Fire Alarm
2018-04-20,20:36,208 Olympic DR,2018-04-20,20:36,18-00303,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2018-04-20,21:53,2628 Cherokee ST,2018-04-20,21:53,18-00304,Arkansas State University-Main Campus,Sick or Injured person
2018-04-21,03:17,E Johnson Ave & St Hwy 91 / Russell Dr,2018-04-21,03:17,18-00305,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-04-21,13:46,Eldridge St / Marion Berry Pkwy,2018-04-21,13:13,18-00306,Arkansas State University-Main Campus,OUT OF TOWN WARRANT/ASSIST
2018-04-22,01:28,113 Dean ST,2018-04-22,01:25,18-00307,Arkansas State University-Main Campus,"PURCHASE, POSSESSION OF INTOXICATING LIQUOR BY MINOR POSSESSION FRAUDULENT / ALTERED IDENTIFICATION / UNDER 21 YOA TO POSSESS University Referral - Alcohol Violation"
2018-04-23,10:32,Driver St / Uloop / University Loop West,2018-04-23,10:32,18-00308,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE
2018-04-23,12:35,111 N Caraway RD,2018-04-23,12:15,18-00309,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-23,19:20,2505 Aggie RD,2018-04-23,19:20,18-00310,Arkansas State University-Main Campus,PNG Issued on this person for the ASU Campus
2018-04-23,19:58,2307 U ST,2018-04-23,19:58,18-00311,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-24,11:55,101 N Caraway RD,2018-04-24,11:55,18-00312,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2018-04-24,15:07,120 Dean ST,2018-04-16,15:07,18-00313,Arkansas State University-Main Campus,Damaged Property not criminal in nature
2018-04-24,17:58,2622 Cherokee ST,2018-04-24,17:58,18-00314,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2018-04-24,21:36,2505 Aggie RD,2018-04-24,21:10,18-00315,Arkansas State University-Main Campus,Sick or Injured person
2018-04-25,13:22,1115 University Loop East Building #1,2018-04-25,12:22,18-00316,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-26,11:43,113 Dean ST,2018-04-04,11:43,18-00317,Arkansas State University-Main Campus,CRIMINAL MISCHIEF - 2ND DEGREE / RECKLESSLY DESTROYS
2018-04-26,13:18,NA,2018-04-26,10:30,18-00318,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-04-27,00:08,Campus,2018-04-26,17:08,18-00319,Arkansas State University-Main Campus,LOST ARTICLE/PROPERTY
2018-04-27,02:30,1115 University Loop East Building #1,2018-04-27,01:14,18-00320,Arkansas State University-Main Campus,FLEEING EXPIRED OR NO TAGS HAZARDOUS DRIVING University Referral - Fail To Comply University Referral - Residence Hall Violation
2018-04-27,05:15,1002 University Loop,2018-04-27,00:15,18-00321,Arkansas State University-Main Campus,University Referral -
2018-04-27,09:53,113 S Caraway Road,2018-04-27,09:44,18-00322,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-27,10:17,319 University Loop West  CRC,2018-04-27,09:59,18-00323,Arkansas State University-Main Campus,ACCIDENT-PARKING LOT
2018-04-27,18:16,2700 Iroquois ST,2018-04-27,18:16,18-00324,Arkansas State University-Main Campus,"THEFT OF PROPERTY - LOST, MISLAID, DELIVERED BY MISTAKE"
2018-04-28,03:03,Marion Berry Pkwy / Red Wolf Trail,2018-04-28,01:10,18-00325,Arkansas State University-Main Campus,DWI (UNLAWFUL ACT) REFUSAL TO SUBMIT SPEEDING
2018-04-28,21:30,2800 Alumni BLVD A,2018-04-28,21:30,18-00326,Arkansas State University-Main Campus,University Referral - Disorderly Conduct
2018-04-28,23:11,2210 Warren,2018-04-29,00:40,18-00327,Arkansas State University-Main Campus,University Referral - Excessive Noise University Referral -
2018-04-28,23:20,2800 Alumni BLVD A,2018-04-28,23:20,18-00328,Arkansas State University-Main Campus,University Referral - Alcohol Violation
2018-04-28,23:58,904 University Loop,2018-04-28,21:00,18-00329,Arkansas State University-Main Campus,UNAUTHORIZED USE OF A VEHICLE
2018-04-29,00:32,1203 University Loop Bldg 2 ST,2018-04-29,00:20,18-00330,Arkansas State University-Main Campus,University Referral - Residence Hall Violation
2018-04-29,00:37,Aggie Rd / Red Wolf Blvd,2018-04-29,22:55,18-00331,Arkansas State University-Main Campus,DRIVING ON A SUSPENDED/CANCELLED/REVOKED LICENSE OUT OF TOWN WARRANT/ASSIST
