date_occurred,time_occurred,date_reported,case_number,incident,location,time_reported,university
2013-10-27,NA,2013-10-27,1305439,Sexual Assault,The Tower Hall,NA,Texas State University
2013-10-26,NA,2013-10-26,1305200,"Possession ofMarijuana",Blanco Parking Garage,NA,Texas State University
2013-10-26,NA,2013-10-26,1305401,Public Intoxication,Coliseum Parking Lot,NA,Texas State University
2013-10-26,NA,2013-10-26,1305293,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2013-10-26,NA,2013-10-26,1305203,"Possession ofMarijuana",The Tower Parking Garage,NA,Texas State University
2013-10-26,NA,2013-10-26,1305348,Public Intoxication,Charles Austin Drive,NA,Texas State University
2013-10-25,NA,2013-10-25,1305195,Theft‐Under $50,Beretta Hall,NA,Texas State University
2013-10-25,NA,2013-10-25,1305178,Warrant Service,Chautauqua,NA,Texas State University
2013-10-25,NA,2013-10-24,1305152,Burglary of Vehicle,San Marcos Hall,NA,Texas State University
2013-10-25,NA,2013-10-28,1305459,"Failure to Comply ‐Striking RoadwayFixtures",Alkek Library,NA,Texas State University
2013-10-25,NA,2013-10-28,1305466,Theft‐Under $500,Wood Street,NA,Texas State University
2013-10-24,NA,2013-10-24,1305152,Burglary of Vehicle,San Marcos Hall Parking Garage,NA,Texas State University
2013-10-24,NA,2013-10-24,1305151,Theft‐Under $500,Commons Hall,NA,Texas State University
2013-10-24,NA,2013-10-24,1305154,"Failure toComply/StrikingUnattended Vehicle",San Marcos Hall Parking Garage,NA,Texas State University
2013-10-24,NA,2013-10-24,1305156,"Theft of Service ‐under $500",San Jacinto Hall,NA,Texas State University
2013-10-24,NA,2013-10-29,1305479,Theft‐Under $1500.00,The Tower Hall,NA,Texas State University
2013-10-23,NA,2013-10-23,1305134,"Theft of DriversLicense",Sewell Park,NA,Texas State University
2013-10-23,NA,2013-10-23,1305145,MIP‐Alcohol,"LBJ (Student Center) GarageVisitor Meter Parking",NA,Texas State University
2013-10-23,NA,2013-10-23,1305140,Theft‐Under $1500.00,"Undergradute AdmissionsCenter",NA,Texas State University
2013-10-23,NA,2013-10-23,1305139,"Possession of DrugParaphernalia","LBJ (Student Center) GarageVisitor Meter Parking",NA,Texas State University
2013-10-23,NA,2013-10-27,1305450,Theft‐Under $500,Hornsby Hall,NA,Texas State University
2013-10-22,NA,2013-10-23,1305130,"Theft of DriversLicense",Texas State University,NA,Texas State University
2013-10-22,NA,2013-10-22,1305116,"Assault ‐ Causes BodilyInjury",Alkek Library,NA,Texas State University
2013-10-22,NA,2013-10-22,1305123,Theft‐Under $500,Jowers Access,NA,Texas State University
2013-10-21,NA,2013-10-21,1305102,Theft‐Under $500,Blanco Hall,NA,Texas State University
2013-10-21,NA,2013-10-21,1305097,"Duty on StrikingFixture/HighwayLandscape",San Jacinto Hall Parking Garage,NA,Texas State University
2013-10-21,NA,2013-10-21,1305095,Theft‐Under $1500.00,Bobcat Stadium,NA,Texas State University
2013-10-21,NA,2013-10-21,1305108,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-10-21,NA,2013-10-21,1305112,"Graffiti ‐School/HigherEducation",Psychology Bldg,NA,Texas State University
2013-10-20,NA,2013-10-20,1305087,"Criminal TrespassWarning",Bexar Hall,NA,Texas State University
2013-10-19,NA,2013-10-19,1305074,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-10-19,NA,2013-10-19,1305047,MIP‐Alcohol,Aquarena Springs Drive,NA,Texas State University
2013-10-19,NA,2013-10-19,1305086,MIP‐Alcohol,Butler Hall,NA,Texas State University
2013-10-19,NA,2013-10-19,1304947,"Possession ofMarijuana",San Jacinto Hall Parking Garage,NA,Texas State University
2013-10-18,NA,2013-10-18,1304927,Public Intoxication,Wood Street Parking Garage,NA,Texas State University
2013-10-17,NA,2013-10-17,1304918,Harassment,"Academic Service BuildingNorth",NA,Texas State University
2013-10-17,NA,2013-10-17,1304920,Theft‐Under $500,Hines Academic Center,NA,Texas State University
2013-10-17,NA,2013-10-17,1305154,"Failure toComply/StrikingUnattended Vehicle",San Marcos Hall,NA,Texas State University
2013-10-17,NA,2013-10-17,1304911,"Failure toComply/StrikingUnattended Vehicle",RRHEC,NA,Texas State University
2013-10-16,NA,2013-10-25,1305191,Burglary ‐ Building,Edward Gary Street,NA,Texas State University
2013-10-16,NA,2013-10-16,1304898,Theft‐Under $1500.00,Student Recreation Center,NA,Texas State University
2013-10-16,NA,2013-10-16,1304904,Theft‐Under $1500.00,Student Recreation Center,NA,Texas State University
2013-10-16,NA,2013-10-16,1304892,Fire Call,Other,NA,Texas State University
2013-10-16,NA,2013-10-28,1305461,"Graffiti ‐School/HigherEducation",Bobcat Village Apartments,NA,Texas State University
2013-10-15,NA,2013-10-15,1304885,Theft‐Under $50,Centennial Hall,NA,Texas State University
2013-10-15,NA,2013-10-15,1304870,Burglary ‐ Building,Mitte Art Building,NA,Texas State University
2013-10-15,NA,2013-10-15,1304864,Theft‐Under $1500.00,San Jacinto Hall,NA,Texas State University
2013-10-15,NA,2013-10-15,1304873,"Criminal Mischief‐under $500","Bobcat Village CommuterParking Lot",NA,Texas State University
2013-10-15,NA,2013-10-15,1304883,Bad Check Issuance,LBJ Student & Visitor Center,NA,Texas State University
2013-10-15,NA,2013-10-18,1304936,Theft‐Under $50,Derrick Hall,NA,Texas State University
2013-10-14,NA,2013-10-16,1304900,Theft‐Under $500,Harris Dining Hall,NA,Texas State University
2013-10-13,NA,2013-10-13,1304840,"Assault ‐ Causes BodilyInjury",Campus Colony Apts,NA,Texas State University
2013-10-13,NA,2013-10-13,1304838,Public Intoxication,Bexar Hall,NA,Texas State University
2013-10-13,NA,2013-10-13,1304827,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-10-12,NA,2013-10-12,1304835,Theft‐Under $1500.00,University Events Center,NA,Texas State University
2013-10-12,NA,2013-10-12,1304810,"Consumption AlcoholMinor",Bobcat Village Parking Lot,NA,Texas State University
2013-10-12,NA,2013-10-12,1304699,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-10-12,NA,2013-10-12,1304765,"Consumption AlcoholMinor",Coliseum Parking Lot,NA,Texas State University
2013-10-12,NA,2013-10-12,1304750,Sexual Assault,Central Texas Medical Center,NA,Texas State University
2013-10-12,NA,2013-10-12,1304741,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2013-10-12,NA,2013-10-12,1304704,Alarm‐Fire,Alkek Library,NA,Texas State University
2013-10-12,NA,2013-10-15,1304882,Theft‐Under $50,Coliseum Parking Lot,NA,Texas State University
2013-10-12,NA,2013-10-12,1304682,MIP‐Alcohol,Lindsey Street,NA,Texas State University
2013-10-11,NA,2013-10-11,1304668,Disorderly Conduct,Nelson Center,NA,Texas State University
2013-10-11,NA,2013-10-11,1304677,Robbery,LBJ Parking Garage,NA,Texas State University
2013-10-11,NA,2013-10-11,1304680,"Possession ofMarijuana",Student Center Drive,NA,Texas State University
2013-10-11,NA,2013-10-11,1304670,Warrant Service,N LBJ Drive,NA,Texas State University
2013-10-10,NA,2013-10-10,1304655,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-10-10,NA,2013-10-10,1304650,"Criminal Mischief ‐SubstantialInconvenience",Hornsby Parking Lot,NA,Texas State University
2013-10-10,NA,2013-10-10,1304660,"Driving WhileIntoxicated","University Event Center ParkingLot",NA,Texas State University
2013-10-09,NA,2013-10-09,1304635,"Failure toComply/StrikingUnattended Vehicle",State Street,NA,Texas State University
2013-10-09,NA,2013-10-09,1304635,"Failure toComply/StrikingUnattended Vehicle",State Street,NA,Texas State University
2013-10-08,NA,2013-10-08,1304618,Harassment,Texas State University,NA,Texas State University
2013-10-08,NA,2013-10-08,1304612,Theft‐Under $500,Parking Services,NA,Texas State University
2013-10-08,NA,2013-10-08,1304622,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-10-08,NA,2013-10-08,1304602,Burglary ‐ Habitation,Bobcat Village Apartments,NA,Texas State University
2013-10-08,NA,2013-10-08,1304620,Theft‐Under $1500.00,Other,NA,Texas State University
2013-10-08,NA,2013-10-08,1304607,Burglary of Vehicle,Comanche Hill Apts,NA,Texas State University
2013-10-07,NA,2013-10-07,1304591,"Graffiti ‐School/HigherEducation",Flowers Hall,NA,Texas State University
2013-10-07,NA,2013-10-07,1304595,Theft‐Under $500,LBJ Student & Visitor Center,NA,Texas State University
2013-10-06,NA,2013-10-06,1304576,"Assault ‐ DatingViolence",Bobcat Village Apartments,NA,Texas State University
2013-10-06,NA,2013-10-06,1304584,Fire Call,Arnold Hall C,NA,Texas State University
2013-10-05,NA,2013-10-05,1304561,Public Intoxication,Sterry Hall,NA,Texas State University
2013-10-05,NA,2013-10-06,1304578,"Criminal Mischief‐under $500",Bobcat Village Apartments,NA,Texas State University
2013-10-04,NA,2013-10-04,1304556,"Graffiti ‐School/HigherEducation","J.C. Kellam AdministrationBuilding",NA,Texas State University
2013-10-04,NA,2013-10-04,1304547,Warrant Service,San Jacinto Hall,NA,Texas State University
2013-10-04,NA,2013-10-04,1304551,"Theft of DriversLicense",Mitte Art Building,NA,Texas State University
2013-10-03,NA,2013-10-03,1304539,"Criminal Mischief‐under $500","LBJ (Student Center) GarageVisitor Meter Parking",NA,Texas State University
2013-10-03,NA,2013-10-03,1304538,Burglary of Vehicle,Bobcat Village Parking Lot,NA,Texas State University
2013-10-03,NA,2013-10-03,1304528,False Alarm,Mitte Art Building,NA,Texas State University
2013-10-03,NA,2013-10-08,1304609,Theft‐Under $1500.00,Riverside Apts,NA,Texas State University
2013-10-03,NA,2013-10-03,1304522,"Criminal Mischief ‐SubstantialInconvenience",Matthew Street Garage,NA,Texas State University
2013-10-02,NA,2013-10-02,1304516,Disorderly Conduct,Elliott Hall A,NA,Texas State University
2013-10-01,NA,2013-10-01,1304491,Theft‐Under $500,Speck Street,NA,Texas State University
2013-10-01,NA,2013-11-26,1306089,Theft‐Under $500,Sterry Hall,NA,Texas State University
2013-10-01,NA,2013-10-01,1304497,Theft‐Under $1500.00,Evans Liberal Arts Building,NA,Texas State University
2013-10-01,NA,2014-03-20,1401181,Burglary ‐ Building,Bobcat Stadium,NA,Texas State University
2013-10-01,NA,2013-10-01,1304493,Warrant Service,Agriculture Bldg,NA,Texas State University
2013-10-01,NA,2013-10-01,1304486,"Criminal Mischief‐under $500",Edward Gary Street,NA,Texas State University
2013-09-30,NA,2013-09-30,1304471,Theft‐Under $1500.00,McCoy Hall,NA,Texas State University
2013-09-30,NA,2013-10-01,1304485,Theft‐Under $1500.00,Jowers Access,NA,Texas State University
2013-09-30,NA,2013-09-30,1304475,"Failure toComply/StrikingUnattended Vehicle",Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-30,NA,2013-09-30,1304478,"Failure toComply/StrikingUnattended Vehicle","Undergradute AdmissionsCenter",NA,Texas State University
2013-09-30,NA,2013-10-01,1304491,Theft‐Under $500,Academy Street,NA,Texas State University
2013-09-29,NA,2013-09-30,1304469,"Failure toComply/StrikingUnattended Vehicle",San Jacinto Hall Parking Garage,NA,Texas State University
2013-09-29,NA,2013-09-29,1304439,Disorderly Conduct,Other,NA,Texas State University
2013-09-29,NA,2013-09-29,1304442,"Criminal Mischief‐under $500",Burleson Hall,NA,Texas State University
2013-09-28,NA,2013-09-28,1304243,"Criminal Mischief‐under $500",Aquarena Center,NA,Texas State University
2013-09-28,NA,2013-09-28,1304196,MIP‐Alcohol,North Street,NA,Texas State University
2013-09-28,NA,2013-10-01,1304490,Terroristic Threat,Chautauqua,NA,Texas State University
2013-09-28,NA,2013-09-28,1304401,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-09-28,NA,2013-09-28,1304434,"Possession of DrugParaphernalia",Coliseum Parking Lot,NA,Texas State University
2013-09-28,NA,2013-09-28,1304258,MIP‐Alcohol,Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-28,NA,2013-09-28,1304411,MIP‐Alcohol,Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-28,NA,2013-09-28,1304436,Theft‐Under $500,Coliseum Parking Lot,NA,Texas State University
2013-09-28,NA,2013-09-28,1304195,Warrant Service,Bexar Hall Parking Garage,NA,Texas State University
2013-09-28,NA,2013-09-28,1304391,MIP‐Alcohol,Aquarena Springs Drive,NA,Texas State University
2013-09-28,NA,2013-09-28,1304319,"Driving WhileIntoxicated",Jowers Access,NA,Texas State University
2013-09-28,NA,2013-09-28,1304400,MIP‐Alcohol,Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-28,NA,2013-09-30,1304457,"Failure toComply/StrikingUnattended Vehicle",Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-28,NA,2013-09-28,1304197,MIP‐Alcohol,Swinney House,NA,Texas State University
2013-09-28,NA,2013-09-28,1304352,Public Intoxication,Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-27,NA,2013-09-27,1304188,Burglary ‐ Habitation,Beretta Hall,NA,Texas State University
2013-09-27,NA,2013-09-27,1304190,"Possession ofMarijuana",Bobcat Village Apartments,NA,Texas State University
2013-09-26,NA,2013-09-26,1304170,Harassment,Bobcat Village Apartments,NA,Texas State University
2013-09-26,NA,2013-09-26,1304172,Warrant Service,Bobcat Stadium,NA,Texas State University
2013-09-26,NA,2013-09-26,1304166,POCS Group 2,San Jacinto Hall,NA,Texas State University
2013-09-26,NA,2013-09-26,1304163,"Possession ofMarijuana",Glade Outdoor Theatre,NA,Texas State University
2013-09-26,NA,2013-09-26,1304159,Burglary ‐ Habitation,Bobcat Village Apartments,NA,Texas State University
2013-09-26,NA,2013-09-26,1304171,"Failure toComply/StrikingUnattended Vehicle",San Jacinto Hall Parking Lot,NA,Texas State University
2013-09-25,NA,2013-09-26,1304162,"Graffiti ‐School/HigherEducation",Physical Plant,NA,Texas State University
2013-09-25,NA,2013-09-25,1304151,"Possession ofMarijuana",San Marcos Hall,NA,Texas State University
2013-09-25,NA,2013-09-25,1304153,MIP‐Alcohol,The Tower Parking Garage,NA,Texas State University
2013-09-25,NA,2013-09-25,1304144,Harassment,Harris Dining Hall,NA,Texas State University
2013-09-25,NA,2013-09-25,1304138,"Criminal Mischief‐under $500",Pleasant Street Parking Garage,NA,Texas State University
2013-09-25,NA,2013-09-25,1304152,Theft‐Under $1500.00,Harris Dining Hall,NA,Texas State University
2013-09-24,NA,2013-09-24,1304132,"EvadingArrest/Detention:Using Vehicle",Aquarena Springs Drive,NA,Texas State University
2013-09-24,NA,2013-09-24,1304122,"Parked DisplayingHandicap Device ofAnother",Fam & Con Sci Parking Lot,NA,Texas State University
2013-09-24,NA,2013-09-24,1304129,"Failure toComply/StrikingUnattended Vehicle",Bobcat Village Parking Lot,NA,Texas State University
2013-09-24,NA,2013-09-24,1304130,"Criminal Mischief‐under $500",Bobcat Village Parking Lot,NA,Texas State University
2013-09-24,NA,2013-09-24,1304124,"Graffiti ‐School/HigherEducation",Physical Plant,NA,Texas State University
2013-09-24,NA,2013-09-24,1304127,"Criminal Mischief ‐SubstantialInconvenience",Mitte Art Building,NA,Texas State University
2013-09-24,NA,2013-09-25,1304143,Theft‐Under $500,Alkek Library,NA,Texas State University
2013-09-23,NA,2013-09-23,1304115,"Possession ofMarijuana",Arnold Hall B,NA,Texas State University
2013-09-23,NA,2013-09-23,1304100,Theft‐Under $500,Alkek Library,NA,Texas State University
2013-09-23,NA,2013-09-23,1304099,"Graffiti ‐School/HigherEducation",Psychology Bldg,NA,Texas State University
2013-09-23,NA,2013-09-23,1304106,"Fraudulent Use orPossession of IDInformation",Nueces Bldg,NA,Texas State University
2013-09-23,NA,2013-09-23,1304107,Harassment,Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-23,NA,2013-09-23,1304110,"Parked DisplayingHandicap Device ofAnother",Admissions Parking Lot,NA,Texas State University
2013-09-23,NA,2013-09-23,1304102,"Theft of DriversLicense",Jackson Hall,NA,Texas State University
2013-09-23,NA,2013-09-23,1304105,"Criminal Mischief‐under $500",Bexar Hall Parking Garage,NA,Texas State University
2013-09-22,NA,2013-09-28,1304210,Burglary of Vehicle,The Tower Parking Garage,NA,Texas State University
2013-09-22,NA,2013-09-22,1304093,Theft‐Under $500,Wood Street Parking Garage,NA,Texas State University
2013-09-22,NA,2013-09-22,1304095,"Failure toComply/StrikingUnattended Vehicle",Bobcat Village Parking Lot,NA,Texas State University
2013-09-21,NA,2013-09-21,1304069,MIP‐Alcohol,Pat Garrison Street,NA,Texas State University
2013-09-20,NA,2013-10-07,1304590,"Graffiti ‐School/HigherEducation",Alkek Library,NA,Texas State University
2013-09-20,NA,2013-09-20,1304046,Theft‐Under $500,Derrick Hall,NA,Texas State University
2013-09-20,NA,2013-09-20,1304067,"Failure toComply/StrikingUnattended Vehicle",Blanco Garage,NA,Texas State University
2013-09-20,NA,2013-09-20,1304045,"Criminal TrespassWarning",Old Main,NA,Texas State University
2013-09-19,NA,2013-09-19,1304025,"Possession ofMarijuana",Wood Street Parking Garage,NA,Texas State University
2013-09-19,NA,2013-09-19,1304037,Theft‐Under $500,"University Police Department‐Lobby",NA,Texas State University
2013-09-19,NA,2013-09-19,1304049,Theft‐Under $500,Bexar Hall Parking Garage,NA,Texas State University
2013-09-19,NA,2013-09-19,1304044,Burglary ‐ Habitation,Lantana Hall,NA,Texas State University
2013-09-18,NA,2013-09-18,1304010,Theft‐Under $1500.00,Agriculture Bldg,NA,Texas State University
2013-09-18,NA,2013-09-18,1304008,"Failure toComply/StrikingUnattended Vehicle",Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-18,NA,2013-09-18,1304001,"Possession ofMarijuana",Elm Street,NA,Texas State University
2013-09-18,NA,2013-09-18,1304012,"Driving While LicenseInvalid",Sessom Drive (East),NA,Texas State University
2013-09-18,NA,2013-09-18,1304019,Theft‐Under $50,McCoy Hall,NA,Texas State University
2013-09-18,NA,2013-09-18,1304015,"Possession ofMarijuana",Sterry Hall,NA,Texas State University
2013-09-17,NA,2013-09-17,1303997,"Theft‐Under $20,000",Centennial Hall,NA,Texas State University
2013-09-17,NA,2013-09-17,1303991,"Graffiti ‐School/HigherEducation",San Jacinto Hall Parking Garage,NA,Texas State University
2013-09-17,NA,2013-09-17,1303996,Theft‐Under $500,Wood Street,NA,Texas State University
2013-09-17,NA,2013-09-17,1303994,Warrant Service,Student Center Drive,NA,Texas State University
2013-09-16,NA,2013-09-16,1303980,Theft‐Under $1500.00,McCoy Hall,NA,Texas State University
2013-09-16,NA,2013-09-16,1303966,"Possession ofMarijuana",Russell Circle,NA,Texas State University
2013-09-16,NA,2013-09-16,1303974,"Possession ofMarijuana",Sterry Hall,NA,Texas State University
2013-09-15,NA,2013-09-15,1303961,POCS Group 1,Bobcat Village Apartments,NA,Texas State University
2013-09-15,NA,2013-09-15,1303947,"Possession ofMarijuana",Glade Outdoor Theatre,NA,Texas State University
2013-09-15,NA,2013-09-15,1303950,False Alarm,Bobcat Village Apartments,NA,Texas State University
2013-09-15,NA,2013-09-15,1303925,Theft‐Under $500,Sewell Park,NA,Texas State University
2013-09-15,NA,2013-09-15,1303960,Theft‐Under $1500.00,Sewell Park,NA,Texas State University
2013-09-15,NA,2013-09-15,1303951,"Criminal TrespassWarning",Clear Springs Apts,NA,Texas State University
2013-09-14,NA,2013-09-14,1303942,POCS Group 1,Smith Hall 1,NA,Texas State University
2013-09-14,NA,2013-09-14,1303936,POCS Group 1,Saltgrass Steak House,NA,Texas State University
2013-09-13,NA,2013-09-14,1303938,Theft‐Under $1500.00,Jones Dining Complex,NA,Texas State University
2013-09-13,NA,2013-09-13,1303926,Theft‐Under $500,Speck Parking Lot,NA,Texas State University
2013-09-13,NA,2013-09-13,1303927,Public Intoxication,The Tower Hall,NA,Texas State University
2013-09-13,NA,2013-09-13,1303924,MIP‐Alcohol,Speck Parking Lot,NA,Texas State University
2013-09-13,NA,2013-09-13,1303919,"Graffiti ‐School/HigherEducation",College Inn,NA,Texas State University
2013-09-13,NA,2014-02-04,1400495,Theft‐Under $50,Other,NA,Texas State University
2013-09-12,NA,2013-09-12,1303909,"Open Container inMotor Vehicle",Burleson Street,NA,Texas State University
2013-09-12,NA,2013-09-12,1303895,"Possession of DrugParaphernalia",Elm Parking Lot,NA,Texas State University
2013-09-12,NA,2013-09-12,1303910,"Graffiti ‐School/HigherEducation",Bexar Hall Parking Garage,NA,Texas State University
2013-09-12,NA,2013-09-12,1303907,Warrant Service,Other,NA,Texas State University
2013-09-11,NA,2013-09-11,1303885,"Failure toComply/StrikingUnattended Vehicle",Hines Academic Center,NA,Texas State University
2013-09-11,NA,2013-09-11,1303869,"Possession of DrugParaphernalia",Matthew Street Garage,NA,Texas State University
2013-09-10,NA,2013-09-10,1303858,"Failure toComply/StrikingUnattended Vehicle",Bobcat Stadium Parking Lot,NA,Texas State University
2013-09-10,NA,2013-09-10,1303862,"Criminal Mischief ‐SubstantialInconvenience",Bobcat Village Apartments,NA,Texas State University
2013-09-10,NA,2013-09-11,1303878,"Criminal Mischief‐under $500",Bobcat Village Apartments,NA,Texas State University
2013-09-10,NA,2013-09-10,1303845,"Possession of DrugParaphernalia",Russell Circle,NA,Texas State University
2013-09-10,NA,2013-09-10,1303852,Theft‐Under $500,Bobcat Stadium,NA,Texas State University
2013-09-10,NA,2013-09-11,1303872,Burglary of Vehicle,LBJ Street,NA,Texas State University
2013-09-10,NA,2013-09-11,1303876,Burglary ‐ Habitation,Jackson Hall,NA,Texas State University
2013-09-10,NA,2013-09-10,1303863,"Failure toComply/StrikingUnattended Vehicle",LBJ Parking Garage,NA,Texas State University
2013-09-09,NA,2013-09-09,1303840,"Possession of DrugParaphernalia",Texas State University,NA,Texas State University
2013-09-09,NA,2013-09-10,1303851,Theft‐Under $500,LBJ Student & Visitor Center,NA,Texas State University
2013-09-09,NA,2013-09-09,1303839,"Possession ofMarijuana",Bexar Hall Parking Garage,NA,Texas State University
2013-09-08,NA,2013-09-08,1303819,"Possession ofMarijuana",Elm Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303784,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-09-07,NA,2013-09-07,1303793,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-09-07,NA,2013-09-07,1303614,Public Intoxication,Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303764,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-09-07,NA,2013-09-07,1303628,Theft‐Under $500,Flowers Hall,NA,Texas State University
2013-09-07,NA,2013-09-07,1303783,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-09-07,NA,2013-09-07,1303765,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303611,MIP‐Alcohol,Arnold Hall,NA,Texas State University
2013-09-07,NA,2013-09-07,1303766,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303809,"Possession of DrugParaphernalia",Smith Hall 1,NA,Texas State University
2013-09-07,NA,2013-09-09,1303829,"Failure toComply/StrikingUnattended Vehicle",Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303685,MIP‐Alcohol,Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303785,Public Intoxication,Bobcat Stadium,NA,Texas State University
2013-09-07,NA,2013-09-09,1303826,Theft‐Under $1500.00,Bobcat Stadium,NA,Texas State University
2013-09-07,NA,2013-09-07,1303751,"Criminal Trespass:Property, Building, orAircraft",Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-09,1303834,"Theft‐Under $20,000",Coliseum Parking Lot,NA,Texas State University
2013-09-07,NA,2013-09-07,1303709,Failure to ID,Coliseum Parking Lot,NA,Texas State University
2013-09-06,NA,2013-09-06,1303608,"Possession ofMarijuana",Bexar Hall Parking Garage,NA,Texas State University
2013-09-06,NA,2013-09-06,1303604,"Graffiti ‐School/HigherEducation",Sewell Park,NA,Texas State University
2013-09-06,NA,2013-09-06,1303607,"Possession ofMarijuana",Wood Street Parking Garage,NA,Texas State University
2013-09-06,NA,2013-09-06,1303602,Theft‐Under $1500.00,College Inn,NA,Texas State University
2013-09-06,NA,2013-09-06,1303593,"Assault ‐ ThreatensBodily Injury",Lantana Hall,NA,Texas State University
2013-09-06,NA,2013-09-06,1303596,"Graffiti ‐School/HigherEducation",Recycling Center,NA,Texas State University
2013-09-05,NA,2013-09-05,1303569,Public Intoxication,Jackson Hall,NA,Texas State University
2013-09-05,NA,2013-09-05,1303569,Public Intoxication,Jackson Hall,NA,Texas State University
2013-09-05,NA,2013-09-05,1303584,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-09-05,NA,2013-09-05,1303573,Harassment,LBJ Student & Visitor Center,NA,Texas State University
2013-09-05,NA,2013-09-05,1303570,"Failure to ReportInjury Accident",Aquarena Springs Drive,NA,Texas State University
2013-09-05,NA,2013-09-05,1303586,Theft‐Under $500,Student Recreation Center,NA,Texas State University
2013-09-05,NA,2013-09-05,1303587,"Failure toComply/StrikingUnattended Vehicle",Matthew Street Garage,NA,Texas State University
2013-09-05,NA,2013-09-05,1303583,"Duty to GiveInformation andRender Aid",Aquarena Springs Drive,NA,Texas State University
2013-09-04,NA,2013-09-04,1303566,"Graffiti ‐School/HigherEducation",Math Computer Science Bldg,NA,Texas State University
2013-09-04,NA,2013-09-04,1303563,MIP‐Alcohol,San Marcos Hall,NA,Texas State University
2013-09-04,NA,2013-09-04,1303560,"Possession ofMarijuana",Gaillardia Hall,NA,Texas State University
2013-09-04,NA,2013-09-04,1303563,MIP‐Alcohol,San Marcos Hall,NA,Texas State University
2013-09-04,NA,2013-09-04,1303559,"Possession of DrugParaphernalia",The Tower Hall,NA,Texas State University
2013-09-04,NA,2013-09-04,1303561,Theft‐Under $50,Gaillardia Hall,NA,Texas State University
2013-09-04,NA,2013-09-04,1303561,Theft‐Under $50,Gaillardia Hall,NA,Texas State University
2013-09-04,NA,2013-09-04,1303547,"Possession ofMarijuana",Speck Parking Lot,NA,Texas State University
2013-09-04,NA,2013-09-04,1303547,"Possession ofMarijuana",Speck Parking Lot,NA,Texas State University
2013-09-04,NA,2013-09-04,1303566,"Graffiti ‐School/HigherEducation",Math Computer Science Bldg,NA,Texas State University
2013-09-03,NA,2013-09-03,1303544,Theft‐Under $1500.00,Student Recreation Center,NA,Texas State University
2013-09-02,NA,2013-09-02,1303525,Harassment,San Jacinto Hall,NA,Texas State University
2013-09-02,NA,2013-09-02,1303510,"Consumption AlcoholMinor",Wood Street Parking Garage,NA,Texas State University
2013-09-02,NA,2013-09-02,1303518,"Possession ofMarijuana",San Marcos Hall,NA,Texas State University
2013-09-01,NA,2013-09-01,1303507,"Driving While LicenseInvalid",I‐35 North,NA,Texas State University
2013-09-01,NA,2013-09-01,1303501,Robbery,Bobcat Village Apartments,NA,Texas State University
2013-09-01,NA,2013-09-01,1303498,Warrant Service,Guadalupe Street,NA,Texas State University
2013-09-01,NA,2013-09-01,1303499,Hazing,Butler Parking Lot,NA,Texas State University
2013-09-01,NA,2013-09-03,1303541,"Criminal Mischief‐under $500",San Jacinto Hall Parking Lot,NA,Texas State University
2013-09-01,NA,2013-09-01,1303507,"Driving While LicenseInvalid",I‐35 North,NA,Texas State University
2013-08-31,NA,2013-08-31,1303488,Public Intoxication,Guadalupe Street,NA,Texas State University
2013-08-31,NA,2013-08-31,1303487,MIP‐Alcohol,Guadalupe Street,NA,Texas State University
2013-08-31,NA,2013-08-31,1303495,"Possession ofMarijuana",Hornsby Hall,NA,Texas State University
2013-08-31,NA,2013-08-31,1303495,"Possession ofMarijuana",Hornsby Hall,NA,Texas State University
2013-08-31,NA,2013-08-31,1303487,MIP‐Alcohol,Guadalupe Street,NA,Texas State University
