case_number,date_occurred,date_reported,incident,location,university,time_occurred,time_reported
U18‐29714,2018-08-29,2018-08-29,KU MEDICAL EMERGENCY,1632 ENGEL,University of Kansas,NA,NA
U18‐29724,2018-08-29,2018-08-29,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U18‐29746,2018-08-29,2018-08-29,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U18‐29171,2018-08-25,2018-08-25,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U18‐29978,2018-08-31,2018-08-31,SEXUAL BATTERY,11TH,University of Kansas,NA,NA
U19‐04250,2018-12-21,2019-02-08,IDENTITY THEFT,1501 CRESTLINE,University of Kansas,NA,NA
U19‐05557,2018-08-12,2019-02-20,RAPE; CIRCUMSTANCES UNKNOWN,1815 NAISMITH,University of Kansas,NA,NA
U19‐05557,2018-08-12,2019-02-20,CONSPIRACY RAPE; CIRCUMSTANCES U ,15 NAISMITH,University of Kansas,NA,NA
U19‐05557,2018-08-12,2019-02-20,SOLICITATION RAPE; CIRCUMSTANCES U ,15 NAISMITH,University of Kansas,NA,NA
U19‐05557,2018-08-12,2019-02-20,ATTEMPTED RAPE; CIRCUMSTANCES UN ,15 NAISMITH,University of Kansas,NA,NA
U19‐13022,2018-12-17,2019-04-29,KU WARRANT SERVICE(USE KSAR),1400 BJAYHAWK,University of Kansas,NA,NA
U19‐14503,2018-09-15,2019-05-13,THEFT: MISDEMEANOR,1475 JAYHAWK,University of Kansas,NA,NA
U19‐14698,2018-10-31,2019-05-15,CRIMINAL DAMAGE TO PROPERTY: MIS,1340 JAYHAWK,University of Kansas,NA,NA
U19‐25306,2018-08-20,2019-08-21,BURGLARY; UNKNOWN CIRCUMSTANCE ,34 ENGEL,University of Kansas,NA,NA
U19‐25306,2018-08-20,2019-08-21,ATTEMPTED BURGLARY; UNKNOWN CIR ,34 ENGEL,University of Kansas,NA,NA
U19‐25306,2018-08-20,2019-08-21,CONSPIRACY BURGLARY; UNKNOWN CI,1734 ENGEL,University of Kansas,NA,NA
U19‐25306,2018-08-20,2019-08-21,SOLICITATION BURGLARY; UNKNOWN C ,34 ENGEL,University of Kansas,NA,NA
U19‐27135,2018-09-02,2019-09-04,KU MISCELLANEOUS (INFO),500 WEST 11TH,University of Kansas,NA,NA
U20‐07854,2018-03-20,2020-03-11,CAMPUS SAFETY AUTHORITY REPORT,1555 IRVING HILL,University of Kansas,NA,NA
U20‐07782,2018-09-01,2020-03-19,SEXUAL BATTERY,1555 IRVING HILL,University of Kansas,NA,NA
U20‐12631,2018-01-20,2020-06-18,AGGRAVATED SEXUAL BATTERY; FORCE ,03 15TH,University of Kansas,NA,NA
U20‐12631,2018-01-20,2020-06-18,ATTEMPTED AGGRAVATED SEXUAL BATT ,03 15TH,University of Kansas,NA,NA
U20‐12631,2018-01-20,2020-06-18,CONSPIRACY AGGRAVATED SEXUAL BAT ,03 15TH,University of Kansas,NA,NA
U20‐12631,2018-01-20,2020-06-18,SOLICITATION AGGRAVATED SEXUAL BA ,03 15TH,University of Kansas,NA,NA
U20‐17139,2018-08-25,2020-09-15,RAPE; CIRCUMSTANCES UNKNOWN,1620 ENGEL,University of Kansas,NA,NA
U20‐17139,2018-08-25,2020-09-15,CONSPIRACY RAPE; CIRCUMSTANCES U ,20 ENGEL,University of Kansas,NA,NA
U20‐17139,2018-08-25,2020-09-15,SOLICITATION RAPE; CIRCUMSTANCES U ,20 ENGEL,University of Kansas,NA,NA
U20‐17139,2018-08-25,2020-09-15,ATTEMPTED RAPE; CIRCUMSTANCES UN ,20 ENGEL,University of Kansas,NA,NA
U19‐02753,2019-01-25,2019-01-25,KU MISCELLANEOUS (INFO),1632 ENGEL,University of Kansas,NA,NA
U19‐02764,2019-01-26,2019-01-26,KU MEDICAL EMERGENCY,JAYHAWK,University of Kansas,NA,NA
U19‐02751,2019-01-25,2019-01-25,POSSESSION OF MARIJUANA AND THC ,20 ENGEL,University of Kansas,NA,NA
U19‐03085,2019-01-28,2019-01-28,KU MENTAL,1603 15TH,University of Kansas,NA,NA
U19‐03170,2019-01-29,2019-01-29,KU MISCELLANEOUS (INFO),1555 IRVING HILL,University of Kansas,NA,NA
U19‐02771,2019-01-26,2019-01-26,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐02588,2019-01-23,2019-01-24,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U19‐03205,2019-01-30,2019-01-30,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U19‐03257,2019-01-29,2019-01-30,KU MISCELLANEOUS (INFO),1301 24TH,University of Kansas,NA,NA
U19‐03262,2019-01-30,2019-01-30,POSSESSION OF MARIJUANA AND THC,1620 ENGEL,University of Kansas,NA,NA
U19‐03335,2019-01-31,2019-01-31,KU MISCELLANEOUS (INFO),1261 Oread Ave,University of Kansas,NA,NA
U19‐02883,2019-01-27,2019-01-27,POSSESSION OF FAKE DL,500 WEST 11TH,University of Kansas,NA,NA
U19‐03263,2019-01-30,2019-01-30,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U19‐03349,2019-01-29,2019-01-31,CRIMINAL DAMAGE TO PROPERTY: MIS ,34 ELLIS,University of Kansas,NA,NA
U19‐03363,2019-01-31,2019-01-31,POSSESSION OF MARIJUANA AND THC ,15 NAISMITH,University of Kansas,NA,NA
U19‐03432,2019-02-01,2019-02-01,Domes c ba ery; Knowing or reckless b ,17 18TH,University of Kansas,NA,NA
U19‐03432,2019-02-01,2019-02-01,Domes c ba ery; Knowing or reckless b ,17 18TH,University of Kansas,NA,NA
U19‐03558,2019-02-02,2019-02-02,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U19‐00499,2019-01-05,NA,MEDICAL EMERGENCY,1575 IRVING HILL,University of Kansas,NA,NA
U19‐01069,2019-01-10,2019-01-10,"CRIMINAL THREAT; CAUSE TERROR, EVA ",00 SUNNYSIDE,University of Kansas,NA,NA
U19‐01069,2019-01-10,2019-01-10,SOLICITATION CRIMINAL THREAT; CAUS,1300 SUNNYSIDE,University of Kansas,NA,NA
U19‐00998,2019-01-09,2019-01-09,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U19‐01473,2019-01-13,2019-01-14,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U19‐01565,2019-01-15,2019-01-15,KU MISCELLANEOUS (INFO),1251 WESCOE HALL,University of Kansas,NA,NA
U19‐01276,2019-01-12,2019-01-12,CRIMINAL TRESPASS,1101 MISSISSIPPI,University of Kansas,NA,NA
U19‐01560,2019-01-15,2019-01-15,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐01927,2019-01-18,2019-01-18,THEFT: MISDEMEANOR,1404 ALUMNI,University of Kansas,NA,NA
U19‐05906,2019-02-24,2019-02-24,KU MISCELLANEOUS (INFO),1425 ALUMNI,University of Kansas,NA,NA
U19‐07325,2019-03-09,2019-03-09,POSSESSION OF FAKE DL,1620 ENGEL,University of Kansas,NA,NA
U19‐06197,2019-02-25,2019-02-26,THEFT: LOSS <$,00; INTENT TO PERMA 1301 HOCH AUDITORIA,University of Kansas,NA,NA
U19‐06206,2019-02-15,2019-02-26,KU MISCELLANEOUS (INFO),1460 JAYHAWK,University of Kansas,NA,NA
U19‐06214,2019-02-26,2019-02-26,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U19‐05784,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐05793,2019-02-23,2019-02-23,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐09546,2019-03-29,2019-03-29,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U19‐09805,2019-03-31,2019-03-31,DISORDERLY CONDUCT,500 WEST 11TH,University of Kansas,NA,NA
U19‐09932,2019-04-01,2019-04-01,DUTY OF DRIVER TO REPORT ACCIDENT ,00 NAISMITH,University of Kansas,NA,NA
U19‐10159,2019-04-03,2019-04-03,KU MISCELLANEOUS (INFO),1425 JAYHAWK,University of Kansas,NA,NA
U19‐10576,2019-04-07,2019-04-07,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 WEST 11TH,University of Kansas,NA,NA
U19‐10685,2019-04-08,2019-04-08,KU WELFARE CHECK,1517 18TH,University of Kansas,NA,NA
U19‐10249,2019-03-26,2019-03-26,DUTY TO GIVE INFORMATION/RENDER ,00 WATKINS CENTER,University of Kansas,NA,NA
U19‐10625,2019-04-07,2019-04-07,KU WARRANT SERVICE(USE KSAR),1632 ENGEL,University of Kansas,NA,NA
U19‐10924,2019-04-09,2019-04-10,THEFT: MISDEMEANOR,500 WEST 11TH,University of Kansas,NA,NA
U19‐10928,2019-04-10,2019-04-10,KU MENTAL,1603 15TH,University of Kansas,NA,NA
U19‐11335,2019-04-14,2019-04-14,CRIMINAL DAMAGE TO PROPERTY: MIS ,0 WEST 11TH,University of Kansas,NA,NA
U19‐10719,2019-04-08,2019-04-08,THEFT: MISDEMEANOR,1741 NAISMITH,University of Kansas,NA,NA
U19‐10923,2019-04-10,2019-04-10,POSSESSION OF MARIJUANA AND THC,1734 ENGEL,University of Kansas,NA,NA
U19‐10925,2019-04-10,2019-04-10,CRIMINAL DAMAGE TO PROPERTY: MIS,2385 IRVING HILL,University of Kansas,NA,NA
U19‐10932,2019-04-10,2019-04-10,THEFT: MISDEMEANOR,1251 WESCOE HALL,University of Kansas,NA,NA
U19‐11138,2019-04-12,2019-04-12,KU MISCELLANEOUS (INFO),2109 BECKER,University of Kansas,NA,NA
U19‐11309,2019-04-14,2019-04-14,DUI (ARREST),1445 JAYHAWK,University of Kansas,NA,NA
U19‐11013,2019-04-11,2019-04-11,KU MISCELLANEOUS (INFO),1100 FAMBROUGH,University of Kansas,NA,NA
U19‐11034,2019-03-01,2019-04-11,THEFT: MISDEMEANOR,1620 ENGEL,University of Kansas,NA,NA
U19‐11060,2019-04-11,2019-04-11,KU ATTEMPTED SUICIDE,500 11TH,University of Kansas,NA,NA
U19‐11451,2019-04-15,2019-04-15,KU MEDICAL EMERGENCY,1835 OUSDAHL,University of Kansas,NA,NA
U19‐11487,2019-04-15,2019-04-15,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U07‐22149,2019-03-15,2019-04-16,KU MISCELLANEOUS (INFO),NA,University of Kansas,NA,NA
U19‐11401,2019-04-14,2019-04-15,KU MISCELLANEOUS (INFO),1301 HOCH AUDITORIA,University of Kansas,NA,NA
U19‐11435,2019-04-15,2019-04-15,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐11251,2019-04-13,2019-04-13,KU MEDICAL EMERGENCY,1101 MISSISSIPPI,University of Kansas,NA,NA
U19‐12049,2019-04-19,2019-04-20,DUTY OF DRIVER TO REPORT ACCIDENT,1603 15TH,University of Kansas,NA,NA
U19‐12593,2019-04-14,2019-04-25,DUTY OF DRIVER TO REPORT ACCIDENT,1517 18TH,University of Kansas,NA,NA
U19‐12827,2019-04-27,2019-04-27,KU MEDICAL EMERGENCY,1515 18TH,University of Kansas,NA,NA
U19‐11719,2019-04-10,2019-04-17,THEFT: MISDEMEANOR,1506 ENGEL,University of Kansas,NA,NA
U19‐11942,2019-04-19,2019-04-19,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐12001,2019-04-19,2019-04-19,POSSESSION OF MARIJUANA AND THC ,32 ENGEL,University of Kansas,NA,NA
U19‐12370,2019-04-23,2019-04-23,KU MEDICAL EMERGENCY,1445 JAYHAWK,University of Kansas,NA,NA
U19‐12732,2019-04-26,2019-04-26,MIP: CMB‐ALCOHOL,701 9TH,University of Kansas,NA,NA
U19‐12985,2019-04-29,2019-04-29,KU MISCELLANEOUS (INFO),1405 JAYHAWK,University of Kansas,NA,NA
U19‐03251,2019-01-29,2019-01-30,CRIMINAL DAMAGE TO PROPERTY: MIS,1467 JAYHAWK,University of Kansas,NA,NA
U19‐03482,2019-02-01,2019-02-01,KU MEDICAL EMERGENCY,1467 JAYHAWK,University of Kansas,NA,NA
U19‐03578,2019-02-02,2019-02-02,FALSE ALARM ‐ GIVING A,1603 15TH,University of Kansas,NA,NA
U19‐03662,2019-02-03,2019-02-03,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U19‐03634,2019-02-02,NA,CMB‐ALCOHOL,1632 ENGEL,University of Kansas,NA,NA
U19‐03575,2019-02-02,2019-02-02,KU MEDICAL EMERGENCY,420 11TH,University of Kansas,NA,NA
U19‐03581,2019-02-02,2019-02-02,POSSESSION OF FAKE DL,1515 ENGEL,University of Kansas,NA,NA
U19‐03743,2019-02-04,2019-02-04,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U19‐03766,2019-02-04,2019-02-04,MIP: CMB‐ALCOHOL,1400 NAISMITH,University of Kansas,NA,NA
U19‐03705,2019-02-03,2019-02-03,KU MISCELLANEOUS (INFO),1620 ENGEL,University of Kansas,NA,NA
U19‐03888,2019-02-05,2019-02-05,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐03610,2019-02-02,2019-02-02,THEFT: MISDEMEANOR,1651 NAISMITH,University of Kansas,NA,NA
U19‐03651,2019-02-03,2019-02-03,KU MEDICAL EMERGENCY,1603 15TH,University of Kansas,NA,NA
U19‐03657,2019-02-03,2019-02-03,KU MISCELLANEOUS (INFO),1501 CRESTLINE,University of Kansas,NA,NA
U19‐03940,2019-02-05,2019-02-05,KU MISCELLANEOUS (INFO),500 WEST 11TH,University of Kansas,NA,NA
U19‐04017,2019-02-06,2019-02-06,KU ACCIDENT (NON‐VEHICULAR),1734 ENGEL,University of Kansas,NA,NA
U19‐04087,2019-02-07,2019-02-07,FALSE ALARM ‐ GIVING A,500 WEST 11TH,University of Kansas,NA,NA
U19‐03905,2019-01-24,2019-02-05,KU MISCELLANEOUS (INFO),1530 NAISMITH,University of Kansas,NA,NA
U19‐03980,2019-02-06,2019-02-06,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐04121,2019-02-06,2019-02-07,KU WELFARE CHECK,1734 ENGEL,University of Kansas,NA,NA
U19‐04120,2019-02-07,2019-02-07,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐04277,2019-02-08,2019-02-08,KU MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U19‐04313,2019-02-09,2019-02-09,KU MENTAL,1815 NAISMITH,University of Kansas,NA,NA
U19‐03918,2019-02-05,2019-02-05,KU MISCELLANEOUS (INFO),1261 MISSIISSIPPI,University of Kansas,NA,NA
U19‐04308,2019-02-09,2019-02-09,POSSESSION OF MARIJUANA AND THC ,00 ENGEL,University of Kansas,NA,NA
U19‐04314,2019-02-09,2019-02-09,KU MENTAL,1565 IRVING HILL,University of Kansas,NA,NA
U19‐04424,2019-02-10,2019-02-10,BATTERY,1338 OHIO,University of Kansas,NA,NA
U19‐04434,2019-02-10,2019-02-10,KU INVESTIGATIVE,1314 JAYHAWK,University of Kansas,NA,NA
U19‐04343,2019-02-09,2019-02-09,KU LOST/FOUND PROPERTY,1536 15TH,University of Kansas,NA,NA
U19‐04122,2019-02-06,2019-02-07,KU MEDICAL EMERGENCY,1654 NAISMITH,University of Kansas,NA,NA
U19‐04242,2019-02-08,2019-02-08,"Burglary; Vehicle to commit felony, the ",00 NAISMITH,University of Kansas,NA,NA
U19‐04298,2019-02-09,2019-02-09,KU MEDICAL EMERGENCY,1345 LOUISIANA,University of Kansas,NA,NA
U19‐04497,2019-02-10,2019-02-10,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U19‐04858,2019-02-14,2019-02-14,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐04903,2019-02-14,2019-02-14,"STALKING; MISD, FELONY OR UNKNOW",1567 IRVING HILL,University of Kansas,NA,NA
U19‐04797,2019-02-13,2019-02-13,FALSE IMPSERSONATION,1445 JAYHAWK,University of Kansas,NA,NA
U19‐05092,2019-02-16,2019-02-16,KU MEDICAL EMERGENCY,IRVING HILL,University of Kansas,NA,NA
U19‐05182,2019-02-16,2019-02-16,KU MEDICAL EMERGENCY,1400 LILAC,University of Kansas,NA,NA
U19‐05232,2019-02-17,2019-02-17,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U19‐05283,2019-02-17,2019-02-17,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U19‐04556,2019-02-11,2019-02-11,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐04997,2019-02-15,2019-02-15,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐04674,2019-02-11,2019-02-12,CRIMINAL DAMAGE TO PROPERTY: MIS ,67 JAYHAWK,University of Kansas,NA,NA
U19‐05029,2019-02-15,2019-02-15,KU MENTAL,1567 IRVING HILL,University of Kansas,NA,NA
U19‐05337,2019-02-18,2019-02-18,KU MISCELLANEOUS (INFO),1251 WESCOE HALL,University of Kansas,NA,NA
U19‐05230,2019-02-17,2019-02-17,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U19‐01919,2019-01-18,2019-01-18,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U19‐02197,2019-01-20,2019-01-20,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U19‐02206,2019-01-20,2019-01-20,KU MEDICAL EMERGENCY,500 WEST 11TH,University of Kansas,NA,NA
U19‐02241,2019-01-21,2019-01-21,KU MISCELLANEOUS (INFO),1425 ALUMNI,University of Kansas,NA,NA
U19‐02305,2019-01-21,2019-01-21,KU MISCELLANEOUS (INFO),1650 NAISMITH,University of Kansas,NA,NA
U19‐02359,2019-01-21,2019-01-22,THEFT: MISDEMEANOR,1620 ENGEL,University of Kansas,NA,NA
U19‐02004,2019-01-19,2019-01-19,KU MEDICAL EMERGENCY,1425 JAYHAWK,University of Kansas,NA,NA
U19‐02078,2019-01-19,2019-01-19,POSSESSION OF DEPRESSANT,1835 OUSDAHL,University of Kansas,NA,NA
U19‐02078,2019-01-19,2019-01-19,ATTEMPTED POSSESSION OF DEPRESSA ,35 OUSDAHL,University of Kansas,NA,NA
U19‐02078,2019-01-19,2019-01-19,CONSPIRACY POSSESSION OF DEPRESSA ,35 OUSDAHL,University of Kansas,NA,NA
U19‐02161,2019-01-20,2019-01-20,Domes c ba ery; Knowing or reckless b ,35 OUSDAHL,University of Kansas,NA,NA
U19‐02161,2019-01-20,2019-01-20,Domes c ba ery; Knowing or reckless b ,35 OUSDAHL,University of Kansas,NA,NA
U19‐02198,2019-01-20,2019-01-20,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U19‐02231,2019-01-20,2019-01-20,POSSESSION OF MARIJUANA AND THC ,00 ENGEL,University of Kansas,NA,NA
U19‐02255,2019-01-21,2019-01-21,KU MEDICAL EMERGENCY,1517 18TH,University of Kansas,NA,NA
U19‐02129,2019-01-20,2019-01-20,KU MEDICAL EMERGENCY,1425 ALUMNI,University of Kansas,NA,NA
U19‐02300,2019-01-21,2019-01-21,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U19‐02352,2019-01-22,2019-01-22,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐02351,2019-01-22,2019-01-22,KU MISCELLANEOUS (INFO),1261 OREAD,University of Kansas,NA,NA
U19‐02474,2019-01-23,2019-01-23,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U19‐02381,2019-01-22,2019-01-22,KU MEDICAL EMERGENCY,1251 WESCOE HALL,University of Kansas,NA,NA
U19‐02298,2019-01-21,2019-01-21,KU MEDICAL EMERGENCY,1651 NAISMITH,University of Kansas,NA,NA
U19‐02392,2019-01-22,2019-01-22,KU MEDICAL EMERGENCY,1501 CRESTLINE,University of Kansas,NA,NA
U19‐02583,2019-01-24,2019-01-24,POSSESSION OF MARIJUANA AND THC ,34 ENGEL,University of Kansas,NA,NA
U19‐02612,2019-01-23,2019-01-24,THEFT: MISDEMEANOR,1734 ENGEL,University of Kansas,NA,NA
U19‐02691,2019-01-22,2019-01-25,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U19‐02368,2019-01-21,2019-01-22,KU MISCELLANEOUS (INFO),1301 JAYHAWK,University of Kansas,NA,NA
U19‐02370,2019-01-22,2019-01-22,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U19‐02448,2019-01-23,2019-01-23,DISTRIBUTE OR POSSESS W/INTENT TO ,32 ENGEL,University of Kansas,NA,NA
U19‐02505,2019-01-23,2019-01-23,KU MISCELLANEOUS (INFO),14TH,University of Kansas,NA,NA
U19‐02511,2019-01-23,2019-01-24,Harassment by telecom device; TRANSM ,52 1150,University of Kansas,NA,NA
U19‐02417,2019-01-23,2019-01-23,POSSESSION OF DRUG PARAPHERNALIA ,0 WEST 11TH,University of Kansas,NA,NA
U19‐05202,2019-02-16,2019-02-16,KU MEDICAL EMERGENCY,1620 ENGEL,University of Kansas,NA,NA
U19‐13090,2019-04-30,2019-04-30,KU WELFARE CHECK,1312 LOUISIANA,University of Kansas,NA,NA
U19‐04684,2019-02-11,2019-02-12,THEFT BY DECEPTION; VALUE UNKNOW,1734 ENGEL,University of Kansas,NA,NA
U19‐04684,2019-02-11,2019-02-12,THEFT BY DECEPTION; MISDEMEANOR,1734 ENGEL,University of Kansas,NA,NA
U19‐04713,2019-02-12,2019-02-12,KU MENTAL,1632 ENGEL,University of Kansas,NA,NA
U19‐05169,2019-02-16,2019-02-16,CRIMINAL TRESPASS,1651 NAISMITH,University of Kansas,NA,NA
U19‐05391,2019-02-18,2019-02-18,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U19‐05456,2019-02-15,2019-02-19,CRIMINAL DAMAGE TO PROPERTY: MIS,1435 JAYHAWK,University of Kansas,NA,NA
U19‐05479,2019-02-19,2019-02-19,KU MISCELLANEOUS (INFO),1345 LOUISIANA,University of Kansas,NA,NA
U19‐05573,2019-02-20,2019-02-20,KU MISCELLANEOUS (INFO),15TH,University of Kansas,NA,NA
U19‐05615,2019-02-21,2019-02-21,KU MEDICAL EMERGENCY,1530 ENGEL,University of Kansas,NA,NA
U19‐05627,2019-02-21,2019-02-21,KU MEDICAL EMERGENCY,1530 15TH,University of Kansas,NA,NA
U19‐05604,2019-02-20,2019-02-20,POSSESSION OF MARIJUANA AND THC ,00 ENGEL,University of Kansas,NA,NA
U19‐05635,2019-02-21,NA,MISCELLANEOUS (INFO),1603 15TH,University of Kansas,NA,NA
U19‐05673,2019-02-14,2019-02-21,KU MISCELLANEOUS (INFO),1475 JAYHAWK,University of Kansas,NA,NA
U19‐05704,2019-02-21,2019-02-21,BATTERY,500 11TH,University of Kansas,NA,NA
U19‐05725,2019-02-19,2019-02-22,THEFT: LOST‐MISLAID PROPERTY,1740 WATKINS CENTER,University of Kansas,NA,NA
U19‐05367,2019-02-18,2019-02-18,KU MISCELLANEOUS (INFO),1345 LOUISIANA,University of Kansas,NA,NA
U19‐05660,2019-02-20,2019-02-21,KU ACCIDENT (NON‐VEHICULAR),1835 OUSDAHL,University of Kansas,NA,NA
U19‐05693,2019-02-21,2019-02-21,THEFT: MISDEMEANOR,1301 JAYHAWK,University of Kansas,NA,NA
U19‐05794,2019-02-23,2019-02-23,POSSESSION OF FAKE DL,500 11TH,University of Kansas,NA,NA
U19‐05769,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,701 9TH,University of Kansas,NA,NA
U19‐05800,2019-02-23,2019-02-23,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐05797,2019-02-23,2019-02-23,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐05703,2019-02-21,2019-02-21,KU MISCELLANEOUS (INFO),1426 ALUMNI,University of Kansas,NA,NA
U19‐05789,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐05791,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐05785,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐05801,2019-02-23,2019-02-23,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐05706,2019-02-22,2019-02-22,KU MENTAL,500 WEST 11TH,University of Kansas,NA,NA
U19‐05833,2019-02-23,2019-02-23,KU MISCELLANEOUS (INFO),1815 NAISMITH,University of Kansas,NA,NA
U19‐05798,2019-02-23,2019-02-23,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐05787,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐05842,2019-02-23,2019-02-23,KU MISCELLANEOUS (INFO),420 11TH,University of Kansas,NA,NA
U19‐05795,2019-02-23,2019-02-23,MIP: CMB‐ALCOHOL,1340 OHIO,University of Kansas,NA,NA
U19‐05783,2019-02-22,2019-02-22,MIP: CMB‐ALCOHOL,1200 OREAD,University of Kansas,NA,NA
U19‐06418,2019-02-06,2019-02-28,CRIMINAL DAMAGE TO PROP W/O CON,1565 IRVING HILL,University of Kansas,NA,NA
U19‐06509,2019-03-01,2019-03-01,Viola on of protec on order; Unknown ,30 NAISMITH,University of Kansas,NA,NA
U19‐06705,2019-03-01,2019-03-02,THEFT: MISDEMEANOR,1632 ENGEL,University of Kansas,NA,NA
U19‐06851,2019-03-04,2019-03-04,POSSESSION OF FAKE DL,1501 CRESTLINE,University of Kansas,NA,NA
U19‐06307,2019-02-27,2019-02-27,CRIMINAL THREAT; UNKNOWN CIRCUM ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06307,2019-02-27,2019-02-27,ATTEMPTED CRIMINAL THREAT; UNKNO ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06307,2019-02-27,2019-02-27,CONSPIRACY CRIMINAL THREAT; UNKN ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06307,2019-02-27,2019-02-27,SOLICITATION CRIMINAL THREAT; UNKN ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06391,2019-02-28,2019-02-28,Failure to appear.,1301 JAYHAWK,University of Kansas,NA,NA
U19‐06414,2019-02-28,2019-02-28,KU MISCELLANEOUS (INFO),951 ARKANSAS,University of Kansas,NA,NA
U19‐06461,2019-02-28,2019-02-28,Viola on of protec on order; Unknown ,01 JAYHAWK,University of Kansas,NA,NA
U19‐06603,2019-03-02,2019-03-02,KU MEDICAL EMERGENCY,1815 NAISMITH,University of Kansas,NA,NA
U19‐06343,2019-02-27,2019-02-27,KU MISCELLANEOUS (INFO),1301 HOCH AUDITORIA,University of Kansas,NA,NA
U19‐06278,2019-02-27,2019-02-27,CRIMINAL THREAT; UNKNOWN CIRCUM ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06278,2019-02-27,2019-02-27,ATTEMPTED CRIMINAL THREAT; UNKNO ,45 LOUISIANA,University of Kansas,NA,NA
U19‐06278,2019-02-27,2019-02-27,CONSPIRACY CRIMINAL THREAT; UNKN ,45 LOUISIANA,University of Kansas,NA,NA
