location,case_number,date_occurred,time_occurred,date_reported,time_reported,university,incident
unknown,00034268,NA,01:24,NA,09:58,Syracuse University,harr-harassment            
unknown,00058201,2016-11-10,09:10,2016-11-10,03:07,Syracuse University,sxof-sex offense           
unknown,00058999,NA,NA,NA,NA,Syracuse University,"NA"
UNKNOWN,15-244291,2015-04-18,08:45,2015-04-20,12:03,Syracuse University,Sex Offense - Anonymous
UNKNOWN,15-520664,2015-10-03,00:01,2015-10-28,13:24,Syracuse University,Sex Offense - Anonymous
UNKNOWN,15-551993,2015-11-19,12:00,2015-11-20,11:35,Syracuse University,Indentity Theft
UNKNOWN,15-557017,NA,NA,2015-11-24,08:59,Syracuse University,Sex Offense - Anonymous
VAN BUREN ST /  HENRY ST,14-129297,2014-01-23,17:45,2014-01-23,17:47,Syracuse University,Motor Vehicle Accident
walk,2016,2016-10-20,03:47,2016-10-20,03:47,Syracuse University,00053680     cmis- criminal mischief     
WALNUT AVE /  E ADAMS ST,14-156808,2014-02-14,23:51,2014-02-14,23:53,Syracuse University,City Ordinance Violation City Ordinance Violation City Ordinance Violation
WALNUT AVE /  E ADAMS ST,19-332267,2019-06-18,05:30,2019-06-18,16:43,Syracuse University,INFO-Police Information
WALNUT AVE /  E ADAMS ST,DR# 15-181420,2015-03-04,13:55,2015-03-04,14:09,Syracuse University,Motor Vehicle Accident
WALNUT AVE /  HARRISON ST,15-268653,2015-05-07,23:53,2015-05-07,23:55,Syracuse University,LEWD-Lewdness
WALNUT AVE /  HARRISON ST,15-462797,2015-09-17,10:38,2015-09-17,10:38,Syracuse University,STOP-Vehicle and Traffic Stop STOP-Vehicle and Traffic Stop
WALNUT AVE /  MADISON ST,15-254313,2015-04-27,20:40,2015-04-27,21:03,Syracuse University,HARR-Harassment
WALNUT AVE /  MARSHALL ST,15-258770,2015-05-01,02:15,2015-05-01,02:15,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
WALNUT AVE /  WAVERLY AVE,14-206396,2014-03-20,23:41,2014-03-20,23:41,Syracuse University,INTX-Intoxicated Person
WALNUT AVE /  WAVERLY AVE,14-253664,2014-04-25,15:00,2014-04-25,15:16,Syracuse University,HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment HARR-Harassment
WALNUT AVE /  WAVERLY AVE,14-253787,2014-04-25,17:15,2014-04-25,17:15,Syracuse University,PINJ-Personal Injury/Injury
WALNUT AVE /  WAVERLY AVE,14-253973,2014-04-25,15:35,2014-04-25,15:35,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person INTX-Intoxicated Person
WALNUT AVE /  WAVERLY AVE,15-446090,2015-09-06,01:30,2015-09-06,05:20,Syracuse University,INFO-Police Information
WALNUT AVE /  WAVERLY AVE,15-580020,2015-12-11,21:08,2015-12-11,21:08,Syracuse University,INTX-Intoxicated Person
WALNUT AVE /  WAVERLY AVE,19-164890,2019-02-16,21:30,2019-02-17,16:05,Syracuse University,ROBB-Robbery
WALNUT AVE /  WAVERLY AVE,19-240160,2019-04-14,12:37,2019-04-14,12:37,Syracuse University,PINJ-Personal Injury/Injury
WALNUT AVE /  WAVERLY AVE,19-244013,2019-04-17,11:39,2019-04-17,11:39,Syracuse University,Motor Vehicle Accident
WALNUT AVE /  WAVERLY AVE,19-515844,2019-10-25,01:30,2019-10-29,18:22,Syracuse University,HARR-Harassment
WALNUT AVE /  WAVERLY AVE,19-536516,2019-11-14,18:11,2019-11-14,18:24,Syracuse University,Motor Vehicle Accident
WALNUT AVE /  WAVERLY AVE,19-541776,2019-11-19,01:12,2019-11-19,01:12,Syracuse University,LEWD-Lewdness
walnut ave / harrison st,00005268,NA,02:55,NA,02:55,Syracuse University,stop-vehicle and traffic stop  
walnut ave / marshall st,00058657,2016-11-12,05:34,2016-11-12,05:34,Syracuse University,intx-intoxicated person      
WALNUT AVE / WAVERLY,17-259375,NA,NA,NA,NA,Syracuse University,LARC-Larceny
walnut ave / waverly ave,00008061,NA,01:51,NA,01:51,Syracuse University,found property          
WALNUT PL /  E ADAMS ST,14-216891,2014-03-29,01:00,2014-03-29,01:00,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person
WALNUT PL /  E ADAMS ST,14-520698,2014-11-03,21:30,2014-11-03,21:42,Syracuse University,LEWD-Lewdness
WALNUT PL /  MARSHALL ST,14-421977,2014-08-23,09:20,2014-08-23,09:20,Syracuse University,SUSI-Suspicious Event/Incident
WALNUT PL /  MARSHALL ST,15-153976,2015-02-11,18:00,2015-02-11,18:00,Syracuse University,PKNG-Parking Complaint
WALNUT PL /  MARSHALL ST,15-153977,2015-02-11,18:00,2015-02-11,23:01,Syracuse University,PKNG-Parking Complaint
WALNUT PL /  MARSHALL ST,15-232269,2015-04-12,02:35,2015-04-12,02:35,Syracuse University,INTX-Intoxicated Person
WALNUT PL /  WAVERLY AVE,14-520675,2014-11-03,21:20,2014-11-03,21:24,Syracuse University,LEWD-Lewdness
WALNUT PL /  WAVERLY AVE,14-520742,2014-11-03,21:35,2014-11-03,22:31,Syracuse University,LEWD-Lewdness
WALNUT PL /  WAVERLY AVE,15-149783,2015-02-08,15:20,2015-02-08,15:25,Syracuse University,Motor Vehicle Accident
WALNUT PL / HARRISON ST,17-169981,NA,NA,NA,NA,Syracuse University,City Ordin Viol-Noise
WALNUT PL / MARSHALL,17- 269396,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
walnut pl / marshall st,00044966,NA,00:49,NA,01:05,Syracuse University,dist-disturbance           dist-disturbance           dist-disturbance           dist-disturbance           dist-disturbance           dist-disturbance           dist-disturbance           dist-disturbance          
WAVERLY AVE /  COMSTOCK AVE,14-541800,2014-11-19,01:30,2014-11-20,15:35,Syracuse University,PINJ-Personal Injury/Injury
WAVERLY AVE /  COMSTOCK AVE,15-447316,2015-09-07,02:46,2015-09-07,02:49,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  COMSTOCK AVE,19-169242,2019-02-21,09:33,2019-02-21,09:35,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  OSTROM AVE,15-574423,2015-12-07,19:39,2015-12-07,19:39,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  OSTROM AVE,19-532818,2019-11-11,21:20,2019-11-11,21:20,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  S CROUSE AVE,14-157219,2014-02-15,10:46,2014-02-15,10:46,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  S CROUSE AVE,14-157477,2014-02-15,12:00,2014-02-15,15:28,Syracuse University,DRUG-Narcotics Offense
WAVERLY AVE /  S CROUSE AVE,14-301971,2014-05-30,13:00,2014-05-30,13:00,Syracuse University,PDAA-Prop. Damage Auto Accident
WAVERLY AVE /  S CROUSE AVE,14-451092,2014-09-12,23:17,2014-09-12,23:17,Syracuse University,STOP-Vehicle and Traffic Stop
WAVERLY AVE /  S CROUSE AVE,15-320697,2015-06-13,02:08,2015-06-13,02:09,Syracuse University,STOP-Vehicle and Traffic Stop
WAVERLY AVE /  S CROUSE AVE,15-472752,2015-09-23,23:07,2015-09-23,23:07,Syracuse University,STOP-Vehicle and Traffic Stop
WAVERLY AVE /  UNIVERSITY AVE,19-126932,2019-01-20,22:10,2019-01-20,22:10,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  UNIVERSITY AVE,19-484435,2019-10-05,14:05,2019-10-05,16:05,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  UNIVERSITY AVE,19-532181,2019-11-09,18:00,2019-11-11,08:08,Syracuse University,Graffiti
WAVERLY AVE /  WALNUT AVE,15-146441,2015-02-05,22:16,2015-02-05,22:16,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  WALNUT AVE,15-158237,2015-02-07,23:41,2015-02-14,23:41,Syracuse University,Motor Vehicle Accident
WAVERLY AVE /  WALNUT PL,15-580007,2015-12-11,20:36,2015-12-11,20:36,Syracuse University,INTX-Intoxicated Person
waverly ave / comstock ave,00058490,2016-11-11,00:19,2016-11-11,00:19,Syracuse University,motor vehicle accident      
WAVERLY AVE / IRVING,17-268127,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
waverly ave / s crouse ave,00048752,2016-10-01,01:55,2016-10-01,01:55,Syracuse University,intx-intoxicated person      
waverly ave / university ave,00065080,NA,NA,NA,NA,Syracuse University,"NA"
waverly ave / walnut ave,00053517,2016-10-20,09:41,2016-10-20,09:40,Syracuse University,motor vehicle accident      
WINDING RIDGE RD/SKYTOP RD,14-491213,2014-10-12,22:25,2014-10-12,23:12,Syracuse University,Motor Vehicle Accident
NA,127880,NA,NA,NA,NA,Syracuse University,"NA"
NA,128454,NA,NA,NA,NA,Syracuse University,"NA"
NA,132916,NA,NA,NA,NA,Syracuse University,"NA"
NA,133860,NA,NA,NA,NA,Syracuse University,"NA"
NA,14-116266,2014-01-13,10:10,2014-01-13,10:58,Syracuse University,LARC-Larceny LARC-Larceny
NA,149344,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
NA,149397,NA,NA,NA,NA,Syracuse University,"NA"
NA,152331,NA,NA,NA,NA,Syracuse University,"NA"
NA,17-143675,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
NA,17-143866,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
NA,17-143981,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
NA,17-144060,NA,NA,NA,NA,Syracuse University,DISP- Verbal Dispute
NA,17-144178,NA,NA,NA,NA,Syracuse University,CMIS- Criminal Mischief CMIS- Criminal Mischief
NA,17-145227,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only
NA,17-145234,NA,NA,NA,NA,Syracuse University,LARC-Larceny LARC-Larceny
NA,17-145406,NA,NA,NA,NA,Syracuse University,PINJ-Personal Injury/Injury
NA,17-145464,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only
NA,17-145588,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
NA,17-146711,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person
NA,17-146723,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person
NA,17-146747,NA,NA,NA,NA,Syracuse University,City Ordin Viol-Nuisance
NA,17-146801,NA,NA,NA,NA,Syracuse University,City Ordin Viol-Noise City Ordin Viol-Noise
NA,17-146859,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person INTX-Intoxicated Person
NA,17-14690,NA,NA,NA,NA,Syracuse University,City Ordin Viol-Nuisance
NA,17-147632,NA,NA,NA,NA,Syracuse University,INFO-Police Information
NA,17-150250,NA,NA,NA,NA,Syracuse University,DRUG-CSC Sanction Only DRUG-CSC Sanction Only DRUG-CSC Sanction Only
NA,17-150387,NA,NA,NA,NA,Syracuse University,INTX-Intoxicated Person
NA,17-151356,NA,NA,NA,NA,Syracuse University,INFO-Police Information
NA,17-152242,NA,NA,NA,NA,Syracuse University,INFO-Police Information
NA,17-152434,NA,NA,NA,NA,Syracuse University,HARR-Harassment
NA,17-348682,2017-07-01,NA,2017-07-01,00:45:00,Syracuse University,STOP-Vehicle and Traffic Stop                         
NA,17-348783,2017-06-30,NA,2017-07-01,02:38:00,Syracuse University,LARC-Larceny                                   
NA,17-352648,2017-07-02,NA,2017-07-03,18:04:00,Syracuse University,HARR-Harassment                                  
NA,17-353022,2017-07-03,NA,2017-07-03,22:36:00,Syracuse University,HARR-Harassment                                  
NA,17-354899,2017-07-05,NA,2017-07-05,09:18:00,Syracuse University,PDAM-Property Damage                                
NA,17-356233,2017-07-05,NA,2017-07-06,06:04:00,Syracuse University,PDAM-Property Damage                                
NA,17-356257,2017-02-18,NA,2017-07-06,08:13:00,Syracuse University,Fraud                                      
NA,17-356692,2017-07-06,NA,2017-07-06,13:45:00,Syracuse University,PDAA-Prop. Damage Auto Accident                         
NA,17-356777,2017-07-06,NA,2017-07-06,14:23:00,Syracuse University,PDAM-Property Damage                                
NA,17-356836,2017-07-06,NA,2017-07-06,12:40:00,Syracuse University,ASTC-Assist Citizen                               
NA,17-357631,2017-07-06,NA,2017-07-07,01:06:00,Syracuse University,PINJ-Personal Injury/Injury                          
NA,17-357875,2017-06-30,NA,2017-07-07,08:19:00,Syracuse University,PDAM-Property Damage                                
NA,17-360430,2017-07-08,NA,2017-07-09,01:37:00,Syracuse University,BURG-Burglary                                  
NA,17-361130,2017-07-09,NA,2017-07-09,17:16:00,Syracuse University,LARC-Larceny                                   
NA,17-362701,2017-07-10,NA,2017-07-10,22:21:00,Syracuse University,PINJ-Personal Injury/Injury                          
NA,17-363437,2017-07-11,NA,2017-07-11,13:27:00,Syracuse University,PDAM-Property Damage                                
NA,17-365393,2017-07-12,NA,2017-07-12,18:17:00,Syracuse University,PINJ-Personal Injury/Injury                          
NA,17-365751,2017-07-12,NA,2017-07-12,23:46:00,Syracuse University,TRES-Trespassing                                 
NA,17-366170,2016-12-01,NA,2017-07-13,10:44:00,Syracuse University,Sex Offense - Anonymous      
NA,17-368492,2017-07-14,NA,2017-07-14,22:27:00,Syracuse University,STOP-Vehicle and Traffic Stop  
NA,17-371408,2017-07-17,NA,2017-07-17,07:06:00,Syracuse University,PDAA-Prop. Damage Auto Accident  
NA,17-371976,2017-07-17,NA,2017-07-17,14:20:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-373137,2017-07-18,NA,2017-07-18,12:40:00,Syracuse University,Motor Vehicle Accident      
NA,17-373227,2017-07-18,NA,2017-07-18,13:36:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-374286,2017-07-18,NA,2017-07-19,07:39:00,Syracuse University,Motor Vehicle Accident      
NA,17-374482,2017-07-19,NA,2017-07-19,11:18:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-376112,2017-07-16,NA,2017-07-20,11:20:00,Syracuse University,BURG-Burglary           
NA,17-376496,2017-07-20,NA,2017-07-20,15:51:00,Syracuse University,CMIS- Criminal Mischief     
NA,17-377082,2017-07-20,NA,2017-07-20,23:58:00,Syracuse University,INTX-Intoxicated Person      
NA,17-377416,2017-07-21,NA,2017-07-21,09:06:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-377510,2017-07-20,NA,2017-07-21,10:20:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-381461,2017-07-24,NA,2017-07-24,13:52:00,Syracuse University,LARC-Larceny            
NA,17-382445,2017-07-25,NA,2017-07-25,08:08:00,Syracuse University,DOMV- Domestic Verbal        
NA,17-382755,2017-07-25,NA,2017-07-25,13:22:00,Syracuse University,Motor Vehicle Accident      
NA,17-384233,2017-07-26,NA,2017-07-26,12:48:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-384902,2017-07-26,NA,2017-07-26,21:04:00,Syracuse University,LARC-Larceny            
NA,17-386064,2017-07-25,NA,2017-07-27,17:07:00,Syracuse University,LARC-Larceny            
NA,17-386637,2017-07-27,NA,2017-07-27,22:58:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-386876,2017-05-09,NA,2017-07-28,09:00:00,Syracuse University,LARC-Larceny            
NA,17-387056,2017-07-27,NA,2017-07-28,12:04:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-387086,2017-07-28,NA,2017-07-28,11:11:00,Syracuse University,PDAM-Property Damage         
NA,17-387589,2017-07-28,NA,2017-07-28,18:01:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-390389,2017-07-30,NA,2017-07-30,23:13:00,Syracuse University,LARC-Larceny            
NA,17-391152,2017-07-31,NA,2017-07-31,15:19:00,Syracuse University,BURG-Burglary           
NA,17-392223,2017-08-01,NA,2017-08-01,10:06:00,Syracuse University,HA D-Hazardous Situation      
NA,17-392975,2017-08-01,NA,2017-08-01,18:09:00,Syracuse University,INFO-Police Information     
NA,17-394958,2017-08-03,NA,2017-08-03,01:35:00,Syracuse University,INTX-Intoxicated Person      
NA,17-395292,2017-08-03,NA,2017-08-03,09:17:00,Syracuse University,HA D-Hazardous Situation      
NA,17-395404,2017-08-03,NA,2017-08-03,11:14:00,Syracuse University,LARC-Larceny            
NA,17-395655,2017-08-03,NA,2017-08-03,14:18:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-395736,2016-08-03,NA,2017-08-03,11:14:00,Syracuse University,CMIS- Criminal Mischief     
NA,17-397386,2017-08-04,NA,2017-08-04,17:22:00,Syracuse University,PDAA-Prop. Damage Auto Accident  
NA,17-397718,2017-08-04,NA,2017-08-04,22:13:00,Syracuse University,SUIC-Suicide Attempt/Threat    
NA,17-399286,2017-08-06,NA,2017-08-06,02:23:00,Syracuse University,INTX-Intoxicated Person      
NA,17-400759,2017-08-07,NA,2017-08-07,11:07:00,Syracuse University,BURG-Burglary           
NA,17-400859,2017-08-04,NA,2017-08-07,09:40:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-400977,2017-08-07,NA,2017-08-07,13:41:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-401487,2017-08-07,NA,2017-08-07,19:28:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-402161,2017-04-23,NA,2017-08-08,09:56:00,Syracuse University,Sex Offense - Anonymous      
NA,17-403918,2017-08-09,NA,2017-08-09,11:58:00,Syracuse University,SUSP-Suspicious Person       
NA,17-404218,2017-08-09,NA,2017-08-09,17:00:00,Syracuse University,BURG-Burglary           
NA,17-405693,2017-06-01,NA,2017-08-10,12:49:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-407462,2017-08-11,NA,2017-08-11,18:34:00,Syracuse University,SUIC-Suicide Attempt/Threat    
NA,17-407583,2017-08-11,NA,2017-08-11,19:50:00,Syracuse University,DRUG-CSC Sanction Only        
NA,17-411053,2017-08-11,NA,2017-08-14,11:59:00,Syracuse University,CMIS- Criminal Mischief     
NA,17-411281,2017-08-05,NA,2017-08-14,15:09:00,Syracuse University,PDAA-Prop. Damage Auto Accident  
NA,17-411700,2017-08-14,NA,2017-08-14,20:06:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-412681,2017-08-15,NA,2017-08-15,12:13:00,Syracuse University,PDAM-Property Damage         
NA,17-414752,2017-08-16,NA,2017-08-16,19:13:00,Syracuse University,LARC-Larceny            
NA,17-415739,2017-08-17,NA,2017-08-17,13:33:00,Syracuse University,DOMV- Domestic Verbal        
NA,17-416767,2017-08-15,NA,2017-08-18,08:35:00,Syracuse University,SUSI-Suspicious Event/Incident  
NA,17-416806,2017-08-18,NA,2017-08-18,08:46:00,Syracuse University,SUSP-Suspicious Person       
NA,17-418059,2017-08-19,NA,2017-08-19,00:34:00,Syracuse University,INTX-Intoxicated Person      
NA,17-418611,2017-08-17,NA,2017-08-19,12:49:00,Syracuse University,DOMV- Domestic Verbal        
NA,17-420039,2017-08-20,NA,2017-08-20,14:57:00,Syracuse University,TRES-Trespassing          
NA,17-421615,2017-08-21,NA,2017-08-21,17:52:00,Syracuse University,CMIS- Criminal Mischief     
NA,17-422309,2017-08-22,NA,2017-08-22,07:18:00,Syracuse University,DIST-Disturbance          
NA,17-423855,2017-08-23,NA,2017-08-23,09:03:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-423976,2017-08-23,NA,2017-08-23,11:02:00,Syracuse University,Motor Vehicle Accident      
NA,17-424066,2017-08-23,NA,2017-08-23,12:10:00,Syracuse University,Motor Vehicle Accident      
NA,17-424172,2017-08-23,NA,2017-08-23,13:49:00,Syracuse University,Motor Vehicle Accident      
NA,17-424367,2017-08-23,NA,2017-08-23,16:09:00,Syracuse University,TRES-Trespassing          
NA,17-424472,2017-08-20,NA,2017-08-20,00:11:00,Syracuse University,Fire               
NA,17-424911,2017-08-23,NA,2017-08-23,23:17:00,Syracuse University,INTX-Intoxicated Person      
NA,17-424978,2017-08-24,NA,2017-08-24,00:16:00,Syracuse University,INTX-Intoxicated Person      
NA,17-425074,2017-08-24,NA,2017-08-24,02:21:00,Syracuse University,INTX-Intoxicated Person      
NA,17-425300,2017-08-24,NA,2017-08-24,08:49:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-426316,2017-08-24,NA,2017-08-24,23:04:00,Syracuse University,INTX-Intoxicated Person      
NA,17-426333,2017-08-24,NA,2017-08-24,23:35:00,Syracuse University,City Ordin Viol-Noise      
NA,17-426414,2017-08-25,NA,2017-08-25,01:14:00,Syracuse University,FGHT-Fight No Injuries      
NA,17-426720,2017-08-25,NA,2017-08-25,10:12:00,Syracuse University,Motor Vehicle Accident      
NA,17-426792,2017-08-15,NA,2017-08-25,09:35:00,Syracuse University,LARC-Larceny            
NA,17-426842,2017-08-25,NA,2017-08-25,11:04:00,Syracuse University,PKNG-Parking Complaint       
NA,17-427974,2017-08-26,NA,2017-08-26,00:46:00,Syracuse University,INTX-Intoxicated Person      
NA,17-427982,2017-08-26,NA,2017-08-26,01:03:00,Syracuse University,INTX-Intoxicated Person      
NA,17-428050,2017-08-26,NA,2017-08-26,02:14:00,Syracuse University,INTX-Intoxicated Person      
NA,17-428710,2017-08-26,NA,2017-08-26,16:39:00,Syracuse University,DRUG-CSC Sanction Only        
NA,17-429099,2017-08-26,NA,2017-08-26,22:20:00,Syracuse University,INTX-Intoxicated Person      
NA,17-429258,2017-08-27,NA,2017-08-27,00:15:00,Syracuse University,DRUG-CSC Sanction Only        
NA,17-429280,2017-08-27,NA,2017-08-27,00:47:00,Syracuse University,INTX-Intoxicated Person      
NA,17-429284,2017-08-27,NA,2017-08-27,00:43:00,Syracuse University,INTX-Intoxicated Person      
NA,17-429352,2017-08-27,NA,2017-08-27,01:19:00,Syracuse University,INTX-Intoxicated Person      
NA,17-429358,2017-08-27,NA,2017-08-27,01:23:00,Syracuse University,INTX-Intoxicated Person      
NA,17-429414,2017-08-27,NA,2017-08-27,02:36:00,Syracuse University,INTX-Intoxicated Person      
NA,17-429475,2017-08-25,NA,2017-08-27,04:47:00,Syracuse University,PIAA-Personal Injury Auto Accid  
NA,17-429693,2017-08-27,NA,2017-08-27,10:42:00,Syracuse University,INFO-Police Information       
NA,17-4300016,2017-08-27,NA,2017-08-27,15:57:00,Syracuse University,INTX-Intoxicated Person       
NA,17-430115,2017-08-27,NA,2017-08-27,17:48:00,Syracuse University,INTX-Intoxicated Person       
NA,17-430132,2017-08-27,NA,2017-08-27,18:33:00,Syracuse University,City Ordin Viol-Noise       
NA,17-430760,2017-08-24,NA,2017-08-28,07:21:00,Syracuse University,CMIS- Criminal Mischief       
NA,17-430899,2017-08-28,NA,2017-08-28,10:17:00,Syracuse University,PINJ-Personal Injury/Injury    
NA,17-431217,2017-08-28,NA,2017-08-28,12:42:00,Syracuse University,Motor Vehicle Accident       
NA,17-431446,2017-08-28,NA,2017-08-28,17:21:00,Syracuse University,Motor Vehicle Accident       
NA,17-431633,2017-08-28,NA,2017-08-28,19:26:00,Syracuse University,Motor Vehicle Accident       
NA,17-431650,2017-08-28,NA,2017-08-28,19:50:00,Syracuse University,Motor Vehicle Accident       
NA,17-431999,2017-08-29,NA,2017-08-29,01:16:00,Syracuse University,Motor Vehicle Accident       
NA,17-432017,2017-08-29,NA,2017-08-29,01:40:00,Syracuse University,INTX-Intoxicated Person       
NA,17-432093,2017-08-29,NA,2017-08-29,07:59:00,Syracuse University,LARC-Larceny             
NA,17-432170,2017-08-29,NA,2017-08-29,06:59:00,Syracuse University,CMIS- Criminal Mischief       
NA,17-432184,2017-08-28,NA,2017-08-29,06:57:00,Syracuse University,LARC-Larceny             
NA,17-432614,2017-08-29,NA,2017-08-29,12:53:00,Syracuse University,PINJ-Personal Injury/Injury    
NA,17-432641,2017-08-26,NA,2017-08-29,13:57:00,Syracuse University,Sex Offense - Anonymous        
NA,17-433117,2017-08-29,NA,2017-08-29,19:49:00,Syracuse University,LARC-Larceny             
NA,17-433123,2017-08-29,NA,2017-08-29,20:16:00,Syracuse University,PINJ-Personal Injury/Injury    
NA,17-433396,2017-08-29,NA,2017-08-29,23:56:00,Syracuse University,INTX-Intoxicated Person       
NA,17-433428,2017-08-30,NA,2017-08-30,00:37:00,Syracuse University,HARR-Harassment            
NA,17-433744,2017-08-29,NA,2017-08-30,08:16:00,Syracuse University,CMIS- Criminal Mischief       
NA,17-433863,2017-08-25,NA,2017-08-25,13:27:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-434015,2017-08-29,NA,2017-08-30,13:16:00,Syracuse University,PDAM-Property Damage          
NA,17-434027,2017-08-30,NA,2017-08-30,13:18:00,Syracuse University,FORG-Forgery             
NA,17-434138,2017-08-30,NA,2017-08-30,14:42:00,Syracuse University,DRUG-CSC Sanction Only         
NA,17-434413,2017-08-30,NA,2017-08-30,18:40:00,Syracuse University,LARC-Larceny             
NA,17-434540,2017-08-30,NA,2017-08-30,01:57:00,Syracuse University,INFO-Police Information       
NA,17-434806,2017-08-31,NA,2017-08-31,00:06:00,Syracuse University,DRUG-CSC Sanction Only         
NA,17-435154,2017-08-30,NA,2017-08-31,10:20:00,Syracuse University,DRUG Law Violation-UPM         
NA,17-435570,2017-08-30,NA,2017-08-31,14:47:00,Syracuse University,SUSI-Suspicious Event/Incident   
NA,17-435688,2017-08-29,NA,2017-08-31,16:24:00,Syracuse University,SUSI-Suspicious Event/Incident   
NA,17-435841,2017-08-31,NA,2017-08-31,17:52:00,Syracuse University,Check Welfare            
NA,17-435939,2017-08-31,NA,2017-08-31,19:01:00,Syracuse University,PINJ-Personal Injury/Injury    
NA,17-435971,2017-08-31,NA,2017-08-31,19:55:00,Syracuse University,Motor Vehicle Accident       
NA,17-436245,2017-08-31,NA,2017-08-31,23:37:00,Syracuse University,DRUG-CSC Sanction Only         
NA,17-436299,2017-08-31,NA,2017-08-31,23:48:00,Syracuse University,Attempt Larceny           
NA,17-436367,2017-09-01,NA,2017-09-01,01:10:00,Syracuse University,DRUG-CSC Sanction Only         
NA,17-436406,2017-09-01,NA,2017-09-01,01:35:00,Syracuse University,INTX-Intoxicated Person       
NA,17-436414,2017-09-01,NA,2017-09-01,02:15:00,Syracuse University,INTX-Intoxicated Person       
NA,17-436457,2017-09-01,NA,2017-09-01,03:17:00,Syracuse University,INTX-Intoxicated Person       
NA,17-436463,2017-09-01,NA,2017-09-01,03:27:00,Syracuse University,DOMP- Domestic Physical        
NA,17-436463,2017-09-01,NA,2017-09-01,16:08:00,Syracuse University,FLUP-Followup            
NA,17-437325,2017-09-01,NA,2017-09-01,18:13:00,Syracuse University,INTX-Intoxicated Person       
NA,17-437363,2017-09-01,NA,2017-09-01,18:36:00,Syracuse University,PINJ-Personal Injury/Injury   
NA,17-437397,2017-09-01,NA,2017-09-01,18:47:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437486,2017-09-01,NA,2017-09-01,19:53:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437507,2017-09-01,NA,2017-09-01,19:56:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437684,2017-09-01,NA,2017-09-01,22:13:00,Syracuse University,DRUG-CSC Sanction Only        
NA,17-437793,2017-09-01,NA,2017-09-01,23:58:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437848,2017-09-02,NA,2017-09-02,00:43:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437858,2017-09-02,NA,2017-09-02,01:27:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437858,2017-09-02,NA,2017-09-02,02:21:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437869,2017-09-02,NA,2017-09-02,01:29:00,Syracuse University,INTX-Intoxicated Person      
NA,17-437946,2017-09-02,NA,2017-09-02,03:07:00,Syracuse University,INTX-Intoxicated Person      
