case_number,incident,date_reported,location,date_occurred,time_occurred,time_reported,university
1605296,"Computer Trespass, Identity Fraud (Use of Information)",2016-11-17,"Emory Clinic A, 1365-A Clifton Rd, Atlanta, 30322",2016-11-08,00:00,NA,Emory University
1605274,Simple Battery,2016-11-16,"Unspecified Fraternity House, Eagle Row, Atlanta,  3032",2016-03-01,00:00,NA,Emory University
1605273,False Imprisonment,2016-11-16,"Unspecified Fraternity House, Eagle Row, Atlanta, 30322",2016-03-01,00:00,NA,Emory University
1605264,Criminal Attempt--Entering Auto,2016-11-16,"Budd Terrace Parking Lot, 1833 Clifton Rd, Atlanta, 30322",2016-11-15,07:20,NA,Emory University
1605258,"Theft by Taking (All Other, Value Over $500)",2016-11-15,"Woodruff Physical Education Center, 600 Asbury Cir, Atlanta, 30322",2016-11-15,17:00,NA,Emory University
1605254,"Theft by Taking (From Bldg, Valued Over $500)",2016-11-15,"Woodruff Physical Education Center, 600 Asbury Cir, Atlanta, 30322",2016-11-15,02:23,NA,Emory University
1605249,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-15,"Dobbs University Center, 605 Asbury Cir, Atlanta, 30322",2016-11-10,17:30,NA,Emory University
1605239,Theft of Lost or Mislaid Property ($500 or Less),2016-11-14,"Modern Languages Bldg, 532 Kilgo Cir, Atlanta, 30322",2016-11-14,19:10,NA,Emory University
1605232,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-14,"Longstreet-Means Hall, 646 Means Dr, Atlanta, 30322",2016-11-12,17:45,NA,Emory University
1605219,Unauthorized persons entering vacant buildings,2016-11-13,"Candler Mansion, 1260 Briarcliff Rd, Atlanta, 30322",2016-11-13,15:05,NA,Emory University
1605206,"Burglary, First Degree, Non-Forcible Entry",2016-11-12,"Raoul Hall, 2 Eagle Row, Atlanta, 30322",2016-11-12,19:00,NA,Emory University
1605202,"Criminal Trespass, Individual",2016-11-12,"Candler Mansion, 1260 Briarcliff Rd, Atlanta, 30322",2016-11-12,15:31,NA,Emory University
1605174,Sexual Battery,2016-11-11,"Emory University, 201 Dowman Dr, Atlanta, 30322",2016-04-01,00:00,NA,Emory University
1605172,Entering an Auto,2016-11-11,"Wesley Woods Towers Parking Lot, 1825 Clifton Rd, Atlanta, 30322",2016-11-10,21:00,NA,Emory University
1605169,Entering an Auto,2016-11-11,"Budd Terrace Parking Lot, 1833 Clifton Rd, Atlanta, 30322",2016-11-10,19:00,NA,Emory University
1605168,Simple Battery,2016-11-11,"Emory Univ. Hospital, 1364 Clifton Rd, Atlanta, 30322",2016-11-11,07:00,NA,Emory University
1605167,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-11-11,"Candler School of Theology, 1531 Dickey Dr, Atlanta, 30322",2016-11-10,07:50,NA,Emory University
1605165,"Person Down--Alcohol, Underage Possession; Possession display, or use of false  ID document",2016-11-11,"Harris Hall, 1340 Clifton Rd, Atlanta, 30322",2016-11-11,04:25,NA,Emory University
1605141,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-10,"Cox Hall, 569 Asbury Cir, Atlanta, 30322",2016-11-09,10:30,NA,Emory University
1605140,"Burglary, Second Degree, Forcible Entry",2016-11-10,"Emory Clinic A, 1365-A Clifton Rd, Atlanta, 30322",2016-11-09,23:00,NA,Emory University
1605132,Arrest: Family Violence Battery,2016-11-09,"Budd Terrace, 1833 Clifton Rd, Atlanta, 30322",2016-11-09,19:30,NA,Emory University
1605127,Obtaining Dangerous Drugs by Fraudulent Methods,2016-11-09,"Budd Terrace, 1833 Clifton Rd, Atlanta, 30322",2016-09-28,06:00,NA,Emory University
1605124,"Harassing Communications - Harass, Threaten, or Intimidate",2016-11-09,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",2016-11-09,06:53,NA,Emory University
1605121,Stalking (Misdemeanor),2016-11-09,"Clairmont Campus, Decatur, GA 30033",NA,NA,NA,Emory University
1605107,Theft of Lost or Mislaid Property ($500 or Less); Financial Transaction Card Theft,2016-11-08,"Cox Hall, 569 Asbury Cir, Atlanta, 30322",2016-11-08,12:00,NA,Emory University
1605095,Financial Transaction Card Theft; Financial Transaction Card Fraud,2016-11-07,"Woodruff Library, 540 Asbury Cir, Atlanta 30322",2016-11-07,18:52,NA,Emory University
1605094,"Harassing Communications - To Harass, Threaten, or Intimidate",2016-11-07,"Yerkes Primate Research Center, 954 N Gatewood Rd, Atlanta, 30322",2016-11-07,13:30,NA,Emory University
1605076,"Theft by Taking (From Bldg, Valued Over $500)",2016-11-07,"Whitehead Research Bldg, 615 Michael St, Atlanta, 30322",2016-10-27,13:00,NA,Emory University
1605065,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-06,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",2016-11-06,02:30,NA,Emory University
1605064,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-11-06,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",2016-11-05,12:00,NA,Emory University
1605054,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-11-06,"Harris Hall, 1340 Clifton Rd, Atlanta, 30322",2016-11-06,00:49,NA,Emory University
1605053,Entering an Auto,2016-11-05,"Starvine Parking Deck, 1945 Starvine Way, Decatur, 30033",2016-11-05,20:07,NA,Emory University
1605046,Stalking (Misdemeanor),2016-11-05,"Clairmont CRC, 2445 Dooley Dr, Decatur, 30033",2016-11-05,00:55,NA,Emory University
1605020,Stalking - To Harass and Intimidate,2016-11-02,"Oxford Road Bldg, 1390 Oxford Rd, Atlanta, 30322",2015-01-20,00:00,NA,Emory University
1605001,"Theft by Taking (From Bldg, Valued Over $500)",2016-11-03,"Emory Children's Center, 2015 Uppergate Dr, Atlanta, 30322",2016-06-01,08:00,NA,Emory University
1604991,"Theft by Taking (From Bldg, Valued Over $500)",2016-11-03,"Facilities Management, Bldg B, 201 FM Dr, Atlanta, 30322",2016-10-13,15:00,NA,Emory University
1604986,Information Report (Arrest: Public Indecency),2016-11-02,"1575 Clairmont Rd, Decatur 30033",2016-10-23,19:00,NA,Emory University
1604959,"Theft of Lost/Mislaid Property ($500 or Less); Financial Trans. Card Theft; Possession Display, Use of False Govt ID Document",2016-11-01,"Unknown - Main Campus, Atlanta, 30322",2016-10-31,21:15,NA,Emory University
1604950,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-31,"Emory Univ Hospital, 1364 Clifton Rd, Atlanta, 30322",2016-10-30,20:00,NA,Emory University
1604948,Simple Battery,2016-10-31,"Clairmont URC, 2405 Dooley Dr, Decatur, 30033",2016-10-31,20:15,NA,Emory University
1604941,"Burglary, Second Degree, Non-Forcible Entry",2016-10-31,"Psychology Bldg, 36 Eagle Row, Atlanta, 30322",2016-10-31,16:40,NA,Emory University
1604915,Possession of Less Than One Ounce of Marijuana; Possession and Use of Drug-Related Objects,2016-10-30,"CSX Railroad Tracks at Clifton Rd, Atlanta, 30322",2016-10-30,01:48,NA,Emory University
1604913,"Criminal Trespass, Property Damage",2016-10-30,"Dickey Dr, traffic circle at Tarbutton Hall, Atlanta, 30322",2016-10-30,00:59,NA,Emory University
1604910,Entering an Auto,2016-10-29,"1825 Clifton Rd, Atlanta, 30322",2016-10-29,15:30,NA,Emory University
1604908,Entering an Auto,2016-10-29,"1833 Clifton Rd, Atlanta, 30322",2016-10-29,14:45,NA,Emory University
1604904,"Criminal Trespass, Property Damage",2016-10-29,"Shuttle Bridge at Andrews Cir, Atlanta, 30322",NA,NA,NA,Emory University
1604902,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-29,"1300 Clifton Rd, Atlanta, 30322",2016-10-28,15:00,NA,Emory University
1604892,Arrest: Public Intoxication,2016-10-29,"13 Eagle Row, Atlanta, 30322",2016-10-29,02:04,NA,Emory University
1604889,"Simple Battery; Criminal Trespass, Property Damage",2016-10-29,"13 Eagle Row, Atlanta, 30322",2016-10-29,00:01,NA,Emory University
1604883,"Burglary, First Degree, Non-Forcible Entry",2016-10-28,"1825 Clifton Rd, Atlanta, 30322",2016-10-14,00:00,NA,Emory University
1604881,"Burglary, First Degree, Non-Forcible Entry",2016-10-28,"1825 Clifton Rd, Atlanta, 30322",2016-10-28,14:30,NA,Emory University
1604879,"Theft by Taking (Bicycle, Valued Over $500)",2016-10-28,"1300 Clifton Rd, Atlanta, 30322",2016-10-28,08:30,NA,Emory University
1604876,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-28,"1310 Clifton Rd, Atlanta, 30322",2016-10-28,15:40,NA,Emory University
1604874,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-28,"600 Asbury Cir, Atlanta, 30322",2016-10-28,09:00,NA,Emory University
1604871,"Criminal Trespass, Property Damage",2016-10-28,"1260 Briarcliff Rd, Atlanta, 30322",2016-10-27,11:30,NA,Emory University
1604862,Possession Less Than One Ounce of Marijuana,2016-10-28,"20 Eagle Row, Atlanta,  30322",2016-10-28,00:50,NA,Emory University
1604856,Unauthorized Persons Entering Vacant Buildings,2016-10-27,"1260 Briarcliff Rd, Atlanta, 30322",2016-10-27,20:43,NA,Emory University
1604827,Harassing Communications,2016-10-26,"1365-A Clifton Rd, Atlanta, 30322",2016-09-26,00:01,NA,Emory University
1604809,Financial Transaction Card Fraud,2016-10-25,"1602 Fishburne Dr, Atlanta, 30322",2016-09-17,00:00,NA,Emory University
1604805,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-25,"1310 Clifton Rd, Atlanta, 30322",2016-10-19,18:00,NA,Emory University
1604801,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-25,"586 Asbury Cir, Atlanta, 30322",2016-10-24,23:00,NA,Emory University
1604774,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-10-23,"100 Woodruff Cir, Atlanta, 30322",2016-10-16,00:01,NA,Emory University
1604769,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-23,"2425 Dooley Dr, Decatur, 30033",2016-10-23,03:20,NA,Emory University
1604750,Public Intoxication,2016-10-21,"Woodruff Circle, Atlanta, 30322",2016-10-21,23:51,NA,Emory University
1604735,Entering an Auto,2016-10-21,"1364 Clifton Rd, Atlanta, 30322",2016-10-18,20:30,NA,Emory University
1604700,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-19,"600 Asbury Cir, Atlanta, 30322",2016-10-19,18:00,NA,Emory University
1604698,Entering an Auto,2016-10-19,"1705 Lowergate Dr, Atlanta, 30322",2016-10-19,16:10,NA,Emory University
1604689,Theft of Lost or Mislaid Property (Over $500),2016-10-19,"27 Eagle Row, Atlanta, 30322",2016-10-01,07:30,NA,Emory University
1604671,Public Indecency (Misdemeanor),2016-10-18,"540 Asbury Cir, Atlanta 30322",2016-10-18,14:20,NA,Emory University
1604643,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-16,"540 Asbury Cir, Atlanta 30322",2016-10-16,19:30,NA,Emory University
1604639,Assist DeKalb County Police Department (Motor Vehicle Theft/Recovery),2016-10-16,"1817 Clifton Rd, Atlanta, 30322",2016-10-16,09:39,NA,Emory University
1604637,Arrest: Simple Battery,2016-10-16,"11-F Eagle Row, Atlanta, 30322",2016-10-16,02:00,NA,Emory University
1604623,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-15,"600 Asbury Cir, Atlanta, 30322",2016-10-15,16:15,NA,Emory University
1604620,Simple Battery,2016-10-15,"1364 Clifton Rd, Atlanta, 30322",2016-10-15,07:45,NA,Emory University
1604595,"Burglary, Second Degree, Non-Forcible Entry",2016-10-14,"1521 Dickey Dr, Atlanta, 30322",2016-10-12,11:00,NA,Emory University
1604589,"Burglary, First Degree, Non-Forcible Entry",2016-10-14,"1310 Clifton Rd, Atlanta, 30322",2016-10-13,11:30,NA,Emory University
1604570,Theft of Lost or Mislaid Property ($500 or Less),2016-10-13,"605 Asbury Cir, Atlanta, 30322",2016-10-13,12:51,NA,Emory University
1604546,"Theft by Taking (Motor Vehicle, Automobile)",2016-10-12,"1819 Clifton Rd, Atlanta, 30322",2016-10-11,21:45,NA,Emory University
1604543,Entering an Auto,2016-10-11,"1945 Starvine Way, Decatur, 30033",2016-10-11,19:15,NA,Emory University
1604530,"Theft by Taking (From Bldg, Valued $500 or less)",2016-10-11,"540 Asbury Cir, Atlanta 30322",2016-10-11,11:30,NA,Emory University
1604529,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-11,"540 Asbury Cir, Atlanta  30322",2016-10-11,08:30,NA,Emory University
1604528,"Theft by Taking (From Bldg, Value Over $500)",2016-10-11,"540 Asbury Cir, Atlanta 30322",2016-10-11,11:23,NA,Emory University
1604518,Theft by Deception (Over $500),2016-10-10,"1340 Clifton Rd, Atlanta, 30322",2016-10-02,23:00,NA,Emory University
1604514,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-10,"540 Asbury Cir, Atlanta 30322",2016-10-10,11:50,NA,Emory University
1604508,Simple Battery,2016-10-10,"646 Means Dr, Atlanta, 30322",2016-10-10,00:30,NA,Emory University
1604504,"Theft by Taking (From Bldg, Valued Over $500)",2016-10-09,"2445 Dooley Dr, Decatur, 30033",2016-10-09,03:00,NA,Emory University
1604503,"Criminal Trespass, Property Damage",2016-10-09,"1821 Clifton Rd, Atlanta, 30322",2016-10-09,13:24,NA,Emory University
1604482,Financial Transaction Card Theft,2016-10-07,"1301 Clifton Rd, Atlanta, 30322",2016-10-07,14:00,NA,Emory University
1604480,Terroristic Threats,2016-10-07,"1880 Johnson Rd, Atlanta, 30322",2016-10-07,13:11,NA,Emory University
1604478,Information Report (Harassing Communications),2016-10-07,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,00:00,NA,Emory University
1604476,"Theft by Taking (Bicycle, Valued Over $500)",2016-10-07,"1300 Clifton Rd, Atlanta, 30322",2016-10-05,21:00,NA,Emory University
1604474,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-07,"540 Asbury Cir, Atlanta, 30322",2016-10-06,23:00,NA,Emory University
1604468,Entering an Auto,2016-10-06,"1833 Clifton Rd, Atlanta, 30322",2016-10-06,15:45,NA,Emory University
1604466,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-06,"615 Michael St, Atlanta, 30322",2016-10-06,15:00,NA,Emory University
1604465,Entering an Auto,2016-10-06,"1817 Clifton Rd, Atlanta, 30322",2016-10-06,09:30,NA,Emory University
1604424,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-04,"540 Asbury Cir, Atlanta  30322",2016-10-04,12:00,NA,Emory University
1604420,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-04,"569 Asbury Cir, Atlanta, 30322",2016-09-28,09:00,NA,Emory University
1604418,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-10-04,"1365-A Clifton Rd, Atlanta, 30322",2016-10-03,15:53,NA,Emory University
1604409,Identity Fraud (Use of Information),2016-10-03,"1364 Clifton Rd, Atlanta, 30322",2016-10-03,19:00,NA,Emory University
1604405,"Criminal Trespass, Property Damage",2016-10-03,"2405 Dooley Dr, Decatur, 30033",2016-09-28,21:00,NA,Emory University
1604404,"Burglary, Second Degree, Forcible Entry",2016-10-03,"101 Woodruff Cir, Atlanta, 30322",2016-09-26,07:00,NA,Emory University
1604396,Rape,2016-10-03,"Eagle Row, Atlanta,  30322",NA,NA,NA,Emory University
1604370,"Burglary, First Degree, Non-Forcible Entry",2016-10-02,"1495 Clifton Rd, Atlanta, 30322",2016-10-01,13:00,NA,Emory University
1604359,Stalking (Misdemeanor),2016-10-01,"201 Dowman Dr, Atlanta, 30322",NA,NA,NA,Emory University
1604355,Harassing Communications,2016-10-01,"1364 Clifton Rd, Atlanta, 30322",2016-09-23,08:39,NA,Emory University
1604343,Possession Less Than One Ounce Marijuana; Possession and Use of Drug-Related Objects,2016-09-30,"17 Eagle Row, Atlanta,  30322",2016-09-30,23:27,NA,Emory University
1604336,Financial Transaction Card Theft,2016-09-30,"1364 Clifton Rd, Atlanta, 30322",2016-08-20,23:00,NA,Emory University
1604335,"Criminal Damage to Property, Second Degree",2016-09-30,"615 Michael St, Atlanta, 30322",2016-09-29,17:30,NA,Emory University
1604333,Information Report (Harassing Communications),2016-09-30,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604310,Information Report (Harassing Communications),2016-09-29,"57 Executive Park Dr, Brookhaven,  30329",2016-07-14,17:32,NA,Emory University
1604306,"Forgery, Fourth Degree",2016-09-29,"605 Asbury Cir, Atlanta, 30322",2016-09-29,13:11,NA,Emory University
1604305,Information Report (Harassing Communications),2016-09-29,"57 Executive Park Dr, Brookhaven, 30329",2016-09-26,14:57,NA,Emory University
1604304,Information Report (Harassing Communications),2016-09-29,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,00:00,NA,Emory University
1604292,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-09-11,14:00,NA,Emory University
1604291,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604290,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-29,08:00,NA,Emory University
1604288,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604286,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-09-27,08:00,NA,Emory University
1604285,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604284,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-09-24,15:55,NA,Emory University
1604283,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604282,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-09-14,14:25,NA,Emory University
1604279,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604278,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,13:00,NA,Emory University
1604277,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,00:00,NA,Emory University
1604276,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604275,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-09-27,00:00,NA,Emory University
1604274,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,08:00,NA,Emory University
1604273,Information Report (Harassing Communications),2016-09-28,"57 Executive Park Dr, Brookhaven, 30329",2016-07-14,00:00,NA,Emory University
1604270,Harassing Communications,2016-09-28,"1364 Clifton Rd, Atlanta, 30322",2016-09-28,09:16,NA,Emory University
1604267,"Arrest: Criminal Trespass, Entry After Notice Prohibiting",2016-09-28,"1364 Clifton Rd, Atlanta, 30322",2016-09-28,07:50,NA,Emory University
1604235,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-26,"600 Asbury Cir, Atlanta, 30322",2016-09-26,19:30,NA,Emory University
1604233,Entering an Auto,2016-09-26,"1364 Clifton Rd, Atlanta, 30322",2016-09-25,19:30,NA,Emory University
1604222,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-26,"540 Asbury Cir, Atlanta 30322",2016-09-22,17:42,NA,Emory University
1604219,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-26,"1669 N Decatur Rd, Atlanta, 30322",2016-09-22,17:30,NA,Emory University
1604203,"Possession Display, or Use of False  ID Document; Person Down--Alcohol, Underage Possession",2016-09-25,"605 Asbury Cir, Atlanta, 30322",2016-09-25,00:40,NA,Emory University
1604194,";Financial Transaction Card Theft, Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-24,"1364 Clifton Rd, Atlanta, 30322",2016-09-13,00:00,NA,Emory University
1604186,Entering an Auto,2016-09-24,"605 Asbury Cir, Atlanta, 30322",2016-09-24,12:20,NA,Emory University
1604184,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-24,"605 Asbury Cir, Atlanta, 30322",2016-09-23,19:04,NA,Emory University
1604166,Criminal Attempt--Entering Auto,2016-09-23,"1717 Lowergate Dr, Atlanta, 30322",2016-09-23,06:40,NA,Emory University
1604142,Aggravated Assault (Deadly Weapon); Pointing or Aiming Gun at Another; Possession of Weapon in School Zone; False Imprisonment,2016-09-22,"954 N Gatewood Rd, Atlanta, 30322",2016-09-22,15:49,NA,Emory University
1604136,"Aggravated Assault (Deadly Weapon), Pointing or Aiming a Gun at Another, Possession of Weapon in a School Zone, False Imprisonme",2016-09-22,"954 N Gatewood Rd, Atlanta, 30322",2016-09-22,15:49,NA,Emory University
1604135,"Aggravated Assault (Deadly Weapon), Pointing or Aiming a Gun at Another, Possession of Weapon in a School Zone, False Imprisonme",2016-09-22,"954 N Gatewood Rd, Atlanta,  30322",2016-09-22,15:49,NA,Emory University
1604125,Theft of Lost or Mislaid Property (Over $500),2016-09-22,"Emory University, Atlanta, GA 30322",2016-09-21,10:30,NA,Emory University
1604120,Possession of Less Than One Ounce Marijuana; Possession and Use of Drug-Related Objects,2016-09-22,"1440 Clifton Rd, Atlanta, 30322",2016-09-22,00:53,NA,Emory University
1604118,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-21,"1300 Clifton Rd, Atlanta, 30322",2016-09-21,17:15,NA,Emory University
1604111,"Theft by Taking (All Other, Value $500 or Less); Property Damage (Non-Criminal),",2016-09-21,"1364 Clifton Rd, Atlanta, 30322",2016-09-14,02:00,NA,Emory University
1604109,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-21,"600 Asbury Cir, Atlanta, 30322",2016-09-21,13:00,NA,Emory University
1604086,"Criminal Damage to Property Second Degree, Over $500",2016-09-20,"1821 Clifton Rd, Atlanta, 30322",2016-09-20,16:50,NA,Emory University
1604070,Identity Fraud (Use of Information),2016-09-19,"1364 Clifton Rd, Atlanta, 30322",2016-09-05,23:00,NA,Emory University
1604068,Theft of Lost or Mislaid Property (Over $500),2016-09-19,"1784 N Decatur Rd, Atlanta, 30322",2016-09-19,15:40,NA,Emory University
1604062,Simple Battery,2016-09-19,"201 Dowman Dr, Atlanta, 30322",2016-09-10,00:00,NA,Emory University
1604044,"Theft by Taking (All Other, Value $500 or Less)",2016-09-17,"625 Pierce Promenade, Atlanta,  30322",2017-09-17,20:45,NA,Emory University
1604033,Simple Battery; Throwing Objects,2016-09-17,"10 Eagle Row, Atlanta, 30322",2016-09-17,01:30,NA,Emory University
1604032,"Robbery by Strong-Arm (Hands, Fists, Feet, etc); Battery (Visible Bodily Harm to Another); Throwing Objects",2016-09-17,"10 Eagle Row, Atlanta,  30322",2016-09-17,01:34,NA,Emory University
1604002,"Theft by Taking (All Other, Value Over $500); Financial Transaction Card Theft",2016-09-15,"1495 Clifton Rd, Atlanta, 30322",2016-09-15,15:55,NA,Emory University
1603975,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-14,"4 Eagle Row, Atlanta, 30322",2016-09-14,11:20,NA,Emory University
1603971,"Possession display, use of false governmentt ID document",2016-09-14,"1945 Starvine Way, Decatur, 30033",2016-09-14,12:30,NA,Emory University
1603968,"Harassing Communications - To Harass, Threaten, or Intimidate",2016-09-14,"201 Dowman Dr, Atlanta, 30322",2016-07-01,00:00,NA,Emory University
1603956,Theft of Lost or Mislaid Property (Over $500),2016-09-13,"1760 Haygood Dr, Atlanta, 30322",2016-09-13,14:15,NA,Emory University
1603940,"Criminal Trespass, Property Damage",2016-09-12,"2405 Dooley Dr, Decatur, 30033",2016-09-11,23:00,NA,Emory University
1603927,"Criminal Trespass, Property Damage",2016-09-12,"1705 Lowergate Dr, Atlanta, 30322",2016-09-12,05:30,NA,Emory University
1603894,Simple Battery,2016-09-10,"571 S Kilgo Cir, Atlanta, 30322",2016-09-10,10:14,NA,Emory University
1603893,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-10,"1364 Clifton Rd, Atlanta, 30322",2016-09-09,19:45,NA,Emory University
1603865,"Harassing Communications - Harass, Threaten, or Intimidate",2016-09-08,"1364 Clifton Rd, Atlanta, 30322",2016-09-07,07:00,NA,Emory University
1603864,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-08,"600 Asbury Cir, Atlanta, 30322",2016-09-08,16:00,NA,Emory University
1603833,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-07,"600 Asbury Cir, Atlanta, 30322",2016-09-07,14:05,NA,Emory University
1603829,"Theft by Taking (From Bldg, Valued Over $500)",2016-09-07,"1364 Clifton Rd, Atlanta, 30322",2016-08-23,17:00,NA,Emory University
1603823,"Theft by Taking (Bicycle, Valued $500 or Less)",2016-09-07,"540 Asbury Cir, Atlanta 30322",2016-09-02,14:00,NA,Emory University
1603801,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-06,"605 Asbury Cir, Atlanta, 30322",2016-09-06,06:40,NA,Emory University
1603799,Criminal Attempt,2016-09-06,"600 Asbury Cir, Atlanta, 30322",2016-09-02,18:00,NA,Emory University
1603774,"Theft by Taking (All Other, Value $500 or Less)",2016-09-05,"1652-1660 N Decatur Rd, Atlanta, 30322",2016-09-05,08:50,NA,Emory University
1603773,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-05,"1364 Clifton Rd, Atlanta, 30322",2016-09-05,07:27,NA,Emory University
1603770,"Arrest: Criminal Trespass, Entry After Notice Prohibiting",2016-09-05,"1364 Clifton Rd, Atlanta, 30322",2016-09-05,07:27,NA,Emory University
1603769,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-05,"1364 Clifton Rd, Atlanta, 30322",2016-09-05,07:27,NA,Emory University
1603756,Theft by Conversion (Over $500),2016-09-03,"2405 Dooley Dr, Decatur, 30033",2016-08-29,00:00,NA,Emory University
1603754,"Criminal Trespass, Entry With Unlawful Purpose; Criminal Damage to Property 2nd Degree, Over $500",2016-09-03,"1260 Briarcliff Rd, Atlanta, 30322",2016-09-03,10:30,NA,Emory University
1603740,Theft of Lost or Mislaid Property ($500 or Less),2016-09-02,"Woodruff Circle, Atlanta, 30322",2016-09-01,08:45,NA,Emory University
1603738,"Criminal Trespass, Property Damage",2016-09-02,"1717 Lowergate Dr, Atlanta, 30322",2016-09-02,06:00,NA,Emory University
1603736,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-02,"1817 Clifton Rd, Atlanta, 30322",2016-09-02,08:30,NA,Emory University
1603734,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-02,"1300 Clifton Rd, Atlanta, 30322",2016-09-01,08:30,NA,Emory University
1603733,Entering an Auto,2016-09-02,"1717 Lowergate Dr, Atlanta, 30322",2016-09-02,11:00,NA,Emory University
1603731,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-02,"101 Woodruff Cir, Atlanta, 30322",2016-09-01,13:30,NA,Emory University
1603730,Entering an Auto,2016-09-02,"1717 Lowergate Dr, Atlanta, 30322",2016-09-02,09:12,NA,Emory University
1603721,"Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-02,"201 Dowman Dr, Atlanta, 30322",2016-09-02,09:00,NA,Emory University
1603719,"Financial Transaction Card Theft; Theft by Taking (From Bldg, Valued $500 or Less)",2016-09-01,"815 Houston Mill Rd, Atlanta, 30322",2016-09-01,10:00,NA,Emory University
1603716,"Theft by Taking (All Other, Value $500 or Less)",2016-09-01,"1946 Starvine Way, Decatur, 30033",2016-09-01,17:45,NA,Emory University
