date_reported,case_number,incident,location,date_occurred,time_occurred,time_reported,university
2019-02-19,647-002019,WELFARE CHECK,NA,NA,NA,13:29:00,University of California-Berkeley
2019-02-19,644-002019,PEDESTRIAN STOP,NA,NA,NA,14:07:00,University of California-Berkeley
2019-02-19,640-002019,MISC. SERVICE,NA,NA,NA,14:11:00,University of California-Berkeley
2019-02-19,647-002019,WELFARE CHECK,NA,NA,NA,15:23:00,University of California-Berkeley
2019-02-19,642-002019,OTHER ASSAULTS,NA,NA,NA,15:29:00,University of California-Berkeley
2019-02-19,645-002019,SUSPICIOUS EVENT,NA,NA,NA,15:33:00,University of California-Berkeley
2019-02-19,638-002019,LARCENY/THEFT,NA,NA,NA,15:53:00,University of California-Berkeley
2019-02-19,644-002019,PEDESTRIAN STOP,NA,NA,NA,16:07:00,University of California-Berkeley
2019-02-19,645-002019,SUSPICIOUS EVENT,NA,NA,NA,17:00:00,University of California-Berkeley
2019-02-19,637-002019,DISORDERLY CONDUCT,NA,NA,NA,17:59:00,University of California-Berkeley
2019-02-19,643-002019,OUTSIDE ASSIST,NA,NA,NA,19:26:00,University of California-Berkeley
2019-02-19,640-002019,MISC. SERVICE,NA,NA,NA,19:55:00,University of California-Berkeley
2019-02-19,645-002019,SUSPICIOUS EVENT,NA,NA,NA,20:33:00,University of California-Berkeley
2019-02-19,635-002019,ALL OTHER OFFENSES,NA,NA,NA,20:49:00,University of California-Berkeley
2019-02-19,638-002019,LARCENY/THEFT,NA,NA,NA,20:56:00,University of California-Berkeley
2019-02-19,635-002019,ALL OTHER OFFENSES,NA,NA,NA,21:00:00,University of California-Berkeley
2019-02-19,645-002019,SUSPICIOUS EVENT,NA,NA,NA,21:02:00,University of California-Berkeley
2019-02-19,635-002019,ALL OTHER OFFENSES,NA,NA,NA,21:14:00,University of California-Berkeley
2019-02-19,647-002019,WELFARE CHECK,NA,NA,NA,21:20:00,University of California-Berkeley
2019-02-19,639-002019,MEDICAL EVENT,NA,NA,NA,21:48:00,University of California-Berkeley
2019-02-19,645-002019,SUSPICIOUS EVENT,NA,NA,NA,23:50:00,University of California-Berkeley
2019-02-20,658-002019,PEDESTRIAN STOP,NA,NA,NA,00:04:00,University of California-Berkeley
2019-02-20,650-002019,DISORDERLY CONDUCT,NA,NA,NA,00:47:00,University of California-Berkeley
2019-02-20,648-002019,ALARM SERVICE,NA,NA,NA,07:04:00,University of California-Berkeley
2019-02-20,649-002019,ALL OTHER OFFENSES,NA,NA,NA,08:12:00,University of California-Berkeley
2019-02-20,664-002019,WELFARE CHECK,NA,NA,NA,09:43:00,University of California-Berkeley
2019-02-20,655-002019,MISC. SERVICE,NA,NA,NA,09:54:00,University of California-Berkeley
2019-02-20,662-002019,VANDALISM,NA,NA,NA,11:53:00,University of California-Berkeley
2019-02-20,649-002019,ALL OTHER OFFENSES,NA,NA,NA,12:12:00,University of California-Berkeley
2019-02-20,652-002019,LARCENY/THEFT,NA,NA,NA,12:26:00,University of California-Berkeley
2019-02-20,651-002019,FORGERY AND COUNTERFEITING,NA,NA,NA,12:30:00,University of California-Berkeley
2019-02-20,654-002019,MEDICAL EVENT,NA,NA,NA,13:12:00,University of California-Berkeley
2019-02-20,649-002019,ALL OTHER OFFENSES,NA,NA,NA,13:19:00,University of California-Berkeley
2019-02-20,656-002019,MOTOR VEHICLE THEFT,NA,NA,NA,13:44:00,University of California-Berkeley
2019-02-20,661-002019,TRAFFIC STOP,NA,NA,NA,14:04:00,University of California-Berkeley
2019-02-20,659-002019,SUSPICIOUS EVENT,NA,NA,NA,14:24:00,University of California-Berkeley
2019-02-20,655-002019,MISC. SERVICE,NA,NA,NA,14:29:00,University of California-Berkeley
2019-02-20,653-002019,MAINTENANCE ISSUE,NA,NA,NA,15:14:00,University of California-Berkeley
2019-02-20,660-002019,TOW,NA,NA,NA,15:07:00,University of California-Berkeley
2019-02-20,654-002019,MEDICAL EVENT,NA,NA,NA,16:32:00,University of California-Berkeley
2019-02-20,663-002019,VEHICLE CODE VIOLATION,NA,NA,NA,16:44:00,University of California-Berkeley
2019-02-20,655-002019,MISC. SERVICE,NA,NA,NA,17:39:00,University of California-Berkeley
2019-02-20,655-002019,MISC. SERVICE,NA,NA,NA,18:46:00,University of California-Berkeley
2019-02-20,654-002019,MEDICAL EVENT,NA,NA,NA,19:23:00,University of California-Berkeley
2019-02-20,661-002019,TRAFFIC STOP,NA,NA,NA,19:54:00,University of California-Berkeley
2019-02-20,661-002019,TRAFFIC STOP,NA,NA,NA,20:56:00,University of California-Berkeley
2019-02-20,661-002019,TRAFFIC STOP,NA,NA,NA,21:41:00,University of California-Berkeley
2019-02-20,657-002019,OUTSIDE ASSIST,NA,NA,NA,21:42:00,University of California-Berkeley
2019-02-20,655-002019,MISC. SERVICE,NA,NA,NA,22:17:00,University of California-Berkeley
2019-02-20,661-002019,TRAFFIC STOP,NA,NA,NA,23:27:00,University of California-Berkeley
2019-02-20,652-002019,LARCENY/THEFT,NA,NA,NA,23:36:00,University of California-Berkeley
2019-02-21,674-002019,SUSPICIOUS EVENT,NA,NA,NA,00:08:00,University of California-Berkeley
2019-02-21,673-002019,PEDESTRIAN STOP,NA,NA,NA,01:07:00,University of California-Berkeley
2019-02-21,670-002019,MEDICAL EVENT,NA,NA,NA,01:52:00,University of California-Berkeley
2019-02-21,668-002019,DISORDERLY CONDUCT,NA,NA,NA,02:20:00,University of California-Berkeley
2019-02-21,665-002019,ALARM SERVICE,NA,NA,NA,06:44:00,University of California-Berkeley
2019-02-21,670-002019,MEDICAL EVENT,NA,NA,NA,07:43:00,University of California-Berkeley
2019-02-21,670-002019,MEDICAL EVENT,NA,NA,NA,07:44:00,University of California-Berkeley
2019-02-21,670-002019,MEDICAL EVENT,NA,NA,NA,07:46:00,University of California-Berkeley
2019-02-21,677-002019,VEHICLE CODE VIOLATION,NA,NA,NA,09:21:00,University of California-Berkeley
2019-02-21,678-002019,WELFARE CHECK,NA,NA,NA,09:32:00,University of California-Berkeley
2019-02-21,674-002019,SUSPICIOUS EVENT,NA,NA,NA,09:36:00,University of California-Berkeley
2019-02-21,669-002019,LARCENY/THEFT,NA,NA,NA,10:12:00,University of California-Berkeley
2019-02-21,671-002019,MISC. SERVICE,NA,NA,NA,10:32:00,University of California-Berkeley
2019-02-21,674-002019,SUSPICIOUS EVENT,NA,NA,NA,10:38:00,University of California-Berkeley
2019-02-21,671-002019,MISC. SERVICE,NA,NA,NA,11:13:00,University of California-Berkeley
2019-02-21,670-002019,MEDICAL EVENT,NA,NA,NA,11:24:00,University of California-Berkeley
2019-02-21,674-002019,SUSPICIOUS EVENT,NA,NA,NA,11:25:00,University of California-Berkeley
2019-02-21,671-002019,MISC. SERVICE,NA,NA,NA,11:59:00,University of California-Berkeley
2019-02-21,666-002019,ALL OTHER OFFENSES,NA,NA,NA,12:29:00,University of California-Berkeley
2019-02-21,669-002019,LARCENY/THEFT,NA,NA,NA,12:31:00,University of California-Berkeley
2019-02-21,669-002019,LARCENY/THEFT,NA,NA,NA,12:30:00,University of California-Berkeley
2019-02-21,676-002019,VANDALISM,NA,NA,NA,13:03:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,13:07:00,University of California-Berkeley
2019-02-21,671-002019,MISC. SERVICE,NA,NA,NA,13:49:00,University of California-Berkeley
2019-02-21,678-002019,WELFARE CHECK,NA,NA,NA,14:58:00,University of California-Berkeley
2019-02-21,666-002019,ALL OTHER OFFENSES,NA,NA,NA,15:06:00,University of California-Berkeley
2019-02-21,671-002019,MISC. SERVICE,NA,NA,NA,15:48:00,University of California-Berkeley
2019-02-21,677-002019,VEHICLE CODE VIOLATION,NA,NA,NA,17:08:00,University of California-Berkeley
2019-02-21,667-002019,ANIMAL CASE,NA,NA,NA,17:50:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,19:43:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,19:48:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,19:52:00,University of California-Berkeley
2019-02-21,674-002019,SUSPICIOUS EVENT,NA,NA,NA,19:56:00,University of California-Berkeley
2019-02-21,678-002019,WELFARE CHECK,NA,NA,NA,20:06:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,20:21:00,University of California-Berkeley
2019-02-21,671-002019,MISC. SERVICE,NA,NA,NA,20:34:00,University of California-Berkeley
2019-02-21,678-002019,WELFARE CHECK,NA,NA,NA,20:34:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,20:41:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,21:03:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,21:09:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,21:12:00,University of California-Berkeley
2019-02-21,672-002019,OUTSIDE ASSIST,NA,NA,NA,21:36:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,22:44:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,23:38:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,23:40:00,University of California-Berkeley
2019-02-21,675-002019,TRAFFIC STOP,NA,NA,NA,23:50:00,University of California-Berkeley
2019-02-21,674-002019,SUSPICIOUS EVENT,NA,NA,NA,23:47:00,University of California-Berkeley
2019-02-22,688-002019,PEDESTRIAN STOP,NA,NA,NA,00:17:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,00:47:00,University of California-Berkeley
2019-02-22,680-002019,ALL OTHER OFFENSES,NA,NA,NA,03:20:00,University of California-Berkeley
2019-02-22,693-002019,WELFARE CHECK,NA,NA,NA,07:37:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,07:57:00,University of California-Berkeley
2019-02-22,692-002019,VANDALISM,NA,NA,NA,08:10:00,University of California-Berkeley
2019-02-22,682-002019,DISORDERLY CONDUCT,NA,NA,NA,08:46:00,University of California-Berkeley
2019-02-22,693-002019,WELFARE CHECK,NA,NA,NA,09:29:00,University of California-Berkeley
2019-02-22,679-002019,ALARM,NA,NA,NA,09:53:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,10:10:00,University of California-Berkeley
2019-02-22,680-002019,ALL OTHER OFFENSES,NA,NA,NA,11:13:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,11:40:00,University of California-Berkeley
2019-02-22,684-002019,MEDICAL EVENT,NA,NA,NA,12:29:00,University of California-Berkeley
2019-02-22,683-002019,LARCENY/THEFT,NA,NA,NA,12:32:00,University of California-Berkeley
2019-02-22,690-002019,SUSPICIOUS EVENT,NA,NA,NA,13:09:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,13:35:00,University of California-Berkeley
2019-02-22,680-002019,ALL OTHER OFFENSES,NA,NA,NA,13:46:00,University of California-Berkeley
2019-02-22,693-002019,WELFARE CHECK,NA,NA,NA,13:59:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,15:25:00,University of California-Berkeley
2019-02-22,686-002019,OTHER ASSAULTS,NA,NA,NA,15:59:00,University of California-Berkeley
2019-02-22,690-002019,SUSPICIOUS EVENT,NA,NA,NA,16:02:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,16:28:00,University of California-Berkeley
2019-02-22,689-002019,SPECIAL EVENT,NA,NA,NA,17:01:00,University of California-Berkeley
2019-02-22,692-002019,VANDALISM,NA,NA,NA,18:04:00,University of California-Berkeley
2019-02-22,693-002019,WELFARE CHECK,NA,NA,NA,18:13:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,19:23:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,19:38:00,University of California-Berkeley
2019-02-22,680-002019,ALL OTHER OFFENSES,NA,NA,NA,19:51:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,20:04:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,20:21:00,University of California-Berkeley
2019-02-22,680-002019,ALL OTHER OFFENSES,NA,NA,NA,20:45:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,20:44:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,20:59:00,University of California-Berkeley
2019-02-22,688-002019,PEDESTRIAN STOP,NA,NA,NA,21:04:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,21:05:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,21:15:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,21:29:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,21:50:00,University of California-Berkeley
2019-02-22,685-002019,MISC. SERVICE,NA,NA,NA,21:55:00,University of California-Berkeley
2019-02-22,681-002019,ANIMAL CASE,NA,NA,NA,21:56:00,University of California-Berkeley
2019-02-22,691-002019,TRAFFIC STOP,NA,NA,NA,22:16:00,University of California-Berkeley
2019-02-22,687-002019,OUTSIDE ASSIST,NA,NA,NA,22:45:00,University of California-Berkeley
2019-02-22,682-002019,DISORDERLY CONDUCT,NA,NA,NA,23:10:00,University of California-Berkeley
2019-02-23,703-002019,VANDALISM,NA,NA,NA,00:23:00,University of California-Berkeley
2019-02-23,697-002019,MISC. SERVICE,NA,NA,NA,00:45:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,01:10:00,University of California-Berkeley
2019-02-23,695-002019,MAINTENANCE ISSUE,NA,NA,NA,01:21:00,University of California-Berkeley
2019-02-23,699-002019,OUTSIDE ASSIST,NA,NA,NA,01:28:00,University of California-Berkeley
2019-02-23,694-002019,HAZARD,NA,NA,NA,01:29:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,01:44:00,University of California-Berkeley
2019-02-23,698-002019,OTHER ASSAULTS,NA,NA,NA,02:01:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,02:19:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,02:36:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,03:17:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,04:03:00,University of California-Berkeley
2019-02-23,697-002019,MISC. SERVICE,NA,NA,NA,06:01:00,University of California-Berkeley
2019-02-23,702-002019,TRAFFIC STOP,NA,NA,NA,09:51:00,University of California-Berkeley
2019-02-23,705-002019,WELFARE CHECK,NA,NA,NA,10:28:00,University of California-Berkeley
2019-02-23,695-002019,MAINTENANCE ISSUE,NA,NA,NA,10:39:00,University of California-Berkeley
2019-02-23,696-002019,MEDICAL EVENT,NA,NA,NA,10:51:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,12:25:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,13:17:00,University of California-Berkeley
2019-02-23,704-002019,VEHICLE CODE VIOLATION,NA,NA,NA,13:19:00,University of California-Berkeley
2019-02-23,702-002019,TRAFFIC STOP,NA,NA,NA,13:35:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,13:57:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,13:58:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,14:19:00,University of California-Berkeley
2019-02-23,697-002019,MISC. SERVICE,NA,NA,NA,15:07:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,15:12:00,University of California-Berkeley
2019-02-23,698-002019,OTHER ASSAULTS,NA,NA,NA,15:27:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,18:55:00,University of California-Berkeley
2019-02-23,701-002019,SUSPICIOUS EVENT,NA,NA,NA,19:10:00,University of California-Berkeley
2019-02-23,701-002019,SUSPICIOUS EVENT,NA,NA,NA,22:09:00,University of California-Berkeley
2019-02-23,700-002019,PEDESTRIAN STOP,NA,NA,NA,22:12:00,University of California-Berkeley
2019-02-23,701-002019,SUSPICIOUS EVENT,NA,NA,NA,22:20:00,University of California-Berkeley
2019-02-23,701-002019,SUSPICIOUS EVENT,NA,NA,NA,22:24:00,University of California-Berkeley
2019-02-24,717-002019,TRAFFIC,NA,NA,NA,01:01:00,University of California-Berkeley
2019-02-24,713-002019,MOTOR VEHICLE THEFT,NA,NA,NA,01:48:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,02:02:00,University of California-Berkeley
2019-02-24,716-002019,SUSPICIOUS EVENT,NA,NA,NA,02:06:00,University of California-Berkeley
2019-02-24,716-002019,SUSPICIOUS EVENT,NA,NA,NA,02:32:00,University of California-Berkeley
2019-02-24,716-002019,SUSPICIOUS EVENT,NA,NA,NA,02:38:00,University of California-Berkeley
2019-02-24,716-002019,SUSPICIOUS EVENT,NA,NA,NA,02:59:00,University of California-Berkeley
2019-02-24,720-002019,WELFARE CHECK,NA,NA,NA,03:44:00,University of California-Berkeley
2019-02-24,711-002019,MEDICAL EVENT,NA,NA,NA,03:53:00,University of California-Berkeley
2019-02-24,712-002019,MISC. SERVICE,NA,NA,NA,08:58:00,University of California-Berkeley
2019-02-24,720-002019,WELFARE CHECK,NA,NA,NA,09:28:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,10:17:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,11:10:00,University of California-Berkeley
2019-02-24,715-002019,SPECIAL EVENT,NA,NA,NA,11:45:00,University of California-Berkeley
2019-02-24,709-002019,DISORDERLY CONDUCT,NA,NA,NA,12:07:00,University of California-Berkeley
2019-02-24,710-002019,MAINTENANCE ISSUE,NA,NA,NA,12:22:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,12:38:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,14:41:00,University of California-Berkeley
2019-02-24,711-002019,MEDICAL EVENT,NA,NA,NA,15:36:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,16:41:00,University of California-Berkeley
2019-02-24,706-002019,ALL OTHER OFFENSES,NA,NA,NA,16:43:00,University of California-Berkeley
2019-02-24,714-002019,PEDESTRIAN STOP,NA,NA,NA,16:45:00,University of California-Berkeley
2019-02-24,716-002019,SUSPICIOUS EVENT,NA,NA,NA,17:22:00,University of California-Berkeley
2019-02-24,714-002019,PEDESTRIAN STOP,NA,NA,NA,17:26:00,University of California-Berkeley
2019-02-24,708-002019,CALIFORNIA CODE OF REGULATIONS VIOLATIONS,NA,NA,NA,17:41:00,University of California-Berkeley
2019-02-24,706-002019,ALL OTHER OFFENSES,NA,NA,NA,18:00:00,University of California-Berkeley
2019-02-24,720-002019,WELFARE CHECK,NA,NA,NA,18:22:00,University of California-Berkeley
2019-02-24,712-002019,MISC. SERVICE,NA,NA,NA,18:21:00,University of California-Berkeley
2019-02-24,719-002019,VEHICLE CODE VIOLATION,NA,NA,NA,19:24:00,University of California-Berkeley
2019-02-24,712-002019,MISC. SERVICE,NA,NA,NA,19:43:00,University of California-Berkeley
2019-02-24,710-002019,MAINTENANCE ISSUE,NA,NA,NA,20:42:00,University of California-Berkeley
2019-02-24,714-002019,PEDESTRIAN STOP,NA,NA,NA,20:45:00,University of California-Berkeley
2019-02-24,714-002019,PEDESTRIAN STOP,NA,NA,NA,20:48:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,21:30:00,University of California-Berkeley
2019-02-24,707-002019,ANIMAL CASE,NA,NA,NA,21:38:00,University of California-Berkeley
2019-02-24,716-002019,SUSPICIOUS EVENT,NA,NA,NA,21:47:00,University of California-Berkeley
2019-02-24,718-002019,TRAFFIC STOP,NA,NA,NA,22:12:00,University of California-Berkeley
2019-02-25,727-002019,MAINTENANCE ISSUE,NA,NA,NA,01:40:00,University of California-Berkeley
2019-02-25,734-002019,SUSPICIOUS EVENT,NA,NA,NA,01:50:00,University of California-Berkeley
2019-02-25,721-002019,ALL OTHER OFFENSES,NA,NA,NA,02:23:00,University of California-Berkeley
2019-02-25,732-002019,PEDESTRIAN STOP,NA,NA,NA,02:26:00,University of California-Berkeley
2019-02-25,732-002019,PEDESTRIAN STOP,NA,NA,NA,02:38:00,University of California-Berkeley
2019-02-25,734-002019,SUSPICIOUS EVENT,NA,NA,NA,07:26:00,University of California-Berkeley
2019-02-25,732-002019,PEDESTRIAN STOP,NA,NA,NA,08:00:00,University of California-Berkeley
2019-02-25,730-002019,MOTOR VEHICLE THEFT,NA,NA,NA,08:19:00,University of California-Berkeley
2019-02-25,722-002019,DISORDERLY CONDUCT,NA,NA,NA,08:25:00,University of California-Berkeley
2019-02-25,723-002019,FORGERY AND COUNTERFEITING,NA,NA,NA,08:27:00,University of California-Berkeley
2019-02-25,729-002019,MISC. SERVICE,NA,NA,NA,08:42:00,University of California-Berkeley
2019-02-25,736-002019,VANDALISM,NA,NA,NA,09:00:00,University of California-Berkeley
2019-02-25,722-002019,DISORDERLY CONDUCT,NA,NA,NA,09:23:00,University of California-Berkeley
2019-02-25,732-002019,PEDESTRIAN STOP,NA,NA,NA,10:08:00,University of California-Berkeley
2019-02-25,728-002019,MEDICAL EVENT,NA,NA,NA,11:08:00,University of California-Berkeley
2019-02-25,729-002019,MISC. SERVICE,NA,NA,NA,11:47:00,University of California-Berkeley
2019-02-25,729-002019,MISC. SERVICE,NA,NA,NA,12:25:00,University of California-Berkeley
2019-02-25,729-002019,MISC. SERVICE,NA,NA,NA,12:35:00,University of California-Berkeley
2019-02-25,725-002019,HEALTH AND SAFETY CODE VIOLATION,NA,NA,NA,12:41:00,University of California-Berkeley
2019-02-25,722-002019,DISORDERLY CONDUCT,NA,NA,NA,12:53:00,University of California-Berkeley
2019-02-25,721-002019,ALL OTHER OFFENSES,NA,NA,NA,14:40:00,University of California-Berkeley
2019-02-25,721-002019,ALL OTHER OFFENSES,NA,NA,NA,14:51:00,University of California-Berkeley
2019-02-25,731-002019,OUTSIDE ASSIST,NA,NA,NA,15:11:00,University of California-Berkeley
2019-02-25,738-002019,WELFARE CHECK,NA,NA,NA,15:35:00,University of California-Berkeley
2019-02-25,726-002019,LARCENY/THEFT,NA,NA,NA,17:53:00,University of California-Berkeley
2019-02-25,733-002019,PENAL CODE VIOLATION,NA,NA,NA,18:22:00,University of California-Berkeley
2019-02-25,724-002019,HAZARD,NA,NA,NA,18:42:00,University of California-Berkeley
2019-02-25,735-002019,TRAFFIC STOP,NA,NA,NA,20:21:00,University of California-Berkeley
2019-02-25,735-002019,TRAFFIC STOP,NA,NA,NA,21:38:00,University of California-Berkeley
2019-02-25,737-002019,VEHICLE CODE VIOLATION,NA,NA,NA,21:46:00,University of California-Berkeley
2019-02-26,750-002019,WELFARE CHECK,NA,NA,NA,00:07:00,University of California-Berkeley
2019-02-26,739-002019,ALL OTHER OFFENSES,NA,NA,NA,06:12:00,University of California-Berkeley
2019-02-26,744-002019,MISC. SERVICE,NA,NA,NA,07:37:00,University of California-Berkeley
2019-02-26,744-002019,MISC. SERVICE,NA,NA,NA,09:12:00,University of California-Berkeley
2019-02-26,747-002019,SUSPICIOUS EVENT,NA,NA,NA,09:20:00,University of California-Berkeley
2019-02-26,750-002019,WELFARE CHECK,NA,NA,NA,09:20:00,University of California-Berkeley
2019-02-26,749-002019,VEHICLE CODE VIOLATION,NA,NA,NA,09:39:00,University of California-Berkeley
2019-02-26,743-002019,MEDICAL EVENT,NA,NA,NA,10:43:00,University of California-Berkeley
2019-02-26,745-002019,OTHER ASSAULTS,NA,NA,NA,10:47:00,University of California-Berkeley
2019-02-26,742-002019,LARCENY/THEFT,NA,NA,NA,11:12:00,University of California-Berkeley
2019-02-26,744-002019,MISC. SERVICE,NA,NA,NA,12:40:00,University of California-Berkeley
2019-02-26,744-002019,MISC. SERVICE,NA,NA,NA,12:38:00,University of California-Berkeley
2019-02-26,740-002019,DEMONSTRATION,NA,NA,NA,14:02:00,University of California-Berkeley
2019-02-26,745-002019,OTHER ASSAULTS,NA,NA,NA,14:48:00,University of California-Berkeley
2019-02-26,743-002019,MEDICAL EVENT,NA,NA,NA,17:18:00,University of California-Berkeley
2019-02-26,747-002019,SUSPICIOUS EVENT,NA,NA,NA,17:23:00,University of California-Berkeley
2019-02-26,742-002019,LARCENY/THEFT,NA,NA,NA,18:24:00,University of California-Berkeley
2019-02-26,742-002019,LARCENY/THEFT,NA,NA,NA,18:27:00,University of California-Berkeley
2019-02-26,747-002019,SUSPICIOUS EVENT,NA,NA,NA,18:37:00,University of California-Berkeley
2019-02-26,747-002019,SUSPICIOUS EVENT,NA,NA,NA,19:01:00,University of California-Berkeley
2019-02-26,743-002019,MEDICAL EVENT,NA,NA,NA,19:40:00,University of California-Berkeley
2019-02-26,739-002019,ALL OTHER OFFENSES,NA,NA,NA,21:21:00,University of California-Berkeley
2019-02-26,747-002019,SUSPICIOUS EVENT,NA,NA,NA,22:06:00,University of California-Berkeley
2019-02-26,748-002019,TRAFFIC STOP,NA,NA,NA,22:33:00,University of California-Berkeley
2019-02-26,746-002019,PEDESTRIAN STOP,NA,NA,NA,23:09:00,University of California-Berkeley
2019-02-26,741-002019,DISORDERLY CONDUCT,NA,NA,NA,23:55:00,University of California-Berkeley
2019-02-27,758-002019,TRAFFIC STOP,NA,NA,NA,00:11:00,University of California-Berkeley
2019-02-27,756-002019,PEDESTRIAN STOP,NA,NA,NA,00:30:00,University of California-Berkeley
2019-02-27,758-002019,TRAFFIC STOP,NA,NA,NA,00:54:00,University of California-Berkeley
2019-02-27,758-002019,TRAFFIC STOP,NA,NA,NA,01:02:00,University of California-Berkeley
2019-02-27,756-002019,PEDESTRIAN STOP,NA,NA,NA,08:28:00,University of California-Berkeley
2019-02-27,757-002019,SUSPICIOUS EVENT,NA,NA,NA,09:10:00,University of California-Berkeley
2019-02-27,751-002019,ALL OTHER OFFENSES,NA,NA,NA,09:19:00,University of California-Berkeley
2019-02-27,754-002019,MISC. SERVICE,NA,NA,NA,12:28:00,University of California-Berkeley
2019-02-27,754-002019,MISC. SERVICE,NA,NA,NA,13:09:00,University of California-Berkeley
2019-02-27,757-002019,SUSPICIOUS EVENT,NA,NA,NA,13:24:00,University of California-Berkeley
2019-02-27,754-002019,MISC. SERVICE,NA,NA,NA,14:16:00,University of California-Berkeley
2019-02-27,753-002019,MEDICAL EVENT,NA,NA,NA,14:38:00,University of California-Berkeley
2019-02-27,754-002019,MISC. SERVICE,NA,NA,NA,14:45:00,University of California-Berkeley
2019-02-27,754-002019,MISC. SERVICE,NA,NA,NA,15:41:00,University of California-Berkeley
2019-02-27,757-002019,SUSPICIOUS EVENT,NA,NA,NA,16:20:00,University of California-Berkeley
2019-02-27,755-002019,OTHER ASSAULTS,NA,NA,NA,16:34:00,University of California-Berkeley
2019-02-27,758-002019,TRAFFIC STOP,NA,NA,NA,16:50:00,University of California-Berkeley
2019-02-27,752-002019,LARCENY/THEFT,NA,NA,NA,16:53:00,University of California-Berkeley
