case_number,time_occurred,time_reported,university,date_reported,date_occurred,location,incident
18000508,12:36,12:36,University of Iowa,2018-03-23,2018-03-23,"HOSPITAL, ED",ASSIST OTHER AGENCY
18000509,12:54,12:56,University of Iowa,2018-03-23,2018-03-23,IMU RAMP,1050PD:MV/FIXED OBJECT
18000510,00:00,13:17,University of Iowa,2018-03-23,2017-11-26,HILLCREST,THEFT 5TH DEGREE
18000511,13:35,13:35,University of Iowa,2018-03-23,2018-03-23,"HOSPITAL RAMP I, LEVEL 3",SUSPICIOUS PERSONS/ACTIVITY
18000512,14:24,14:26,University of Iowa,2018-03-23,2018-03-23,BURGE HALL,SUSPICIOUS PERSONS/ACTIVITY
18000514,19:11,19:11,University of Iowa,2018-03-23,2018-03-23,BURGE HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
18000515,21:53,21:53,University of Iowa,2018-03-23,2018-03-23,PETERSEN,POSSESSION/SUPPLY ALCOHOL U/21
18000516,23:19,23:19,University of Iowa,2018-03-23,2018-03-23,STANLEY HALL,POSSESSION OF BURGLAR'S TOOLS ATTEMPTED BURGLARY 2ND DEGREE
18000517,01:11,01:11,University of Iowa,2018-03-24,2018-03-24,HONORS CENTERSTONE,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
18000518,02:55,02:55,University of Iowa,2018-03-24,2018-03-24,"MAPF, ELEVATOR LOBBY",UNLAWFUL USE OF DL TO OBTAIN ALCOHOL POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX
18000519,00:00,17:30,University of Iowa,2018-03-23,2018-03-23,200 S CAPITOL ST,DAMAGED UI PROPERTY PROPERTY DAMAGE
18000520,23:36,23:36,University of Iowa,2018-03-24,2018-03-24,"350 N MADISON ST, FRONT STEPS",POSSESSION/SUPPLY ALCOHOL U/21
18000521,01:53,01:53,University of Iowa,2018-03-25,2018-03-25,DUBUQUE/BROWN,PUBLIC INTOX
18000522,01:55,01:55,University of Iowa,2018-03-25,2018-03-25,301 N CLINTON ST,POSSESSION/SUPPLY ALCOHOL U/21
18000523,02:22,02:22,University of Iowa,2018-03-25,2018-03-25,BURGE,POSSESSION/SUPPLY ALCOHOL U/21
18000524,14:52,14:57,University of Iowa,2018-03-24,2018-03-24,LINDQUIST CENTER,SUSPICIOUS PERSONS/ACTIVITY
18000525,06:59,07:05,University of Iowa,2018-03-25,2018-03-25,OFF CAMPUS,SUSPICIOUS PERSONS/ACTIVITY
18000526,13:46,13:46,University of Iowa,2018-03-25,2018-03-25,3655 PARK AVE,SUICIDE:THREATENED
18000527,17:29,17:29,University of Iowa,2018-03-25,2018-03-25,MEDICAL LABS,FIRE INCIDENT
18000528,22:08,22:08,University of Iowa,2018-03-25,2018-03-25,"HOSPITAL, ED",ASSAULT - SIMPLE DISORDERLY CONDUCT
18000529,00:00,13:17,University of Iowa,2018-03-23,2018-01-16,HILLCREST,THEFT 5TH DEGREE
18000531,00:00,08:03,University of Iowa,2018-03-26,2018-03-24,28 W JEFFERSON,CRIMINAL MISCHIEF 4TH DEGREE
18000532,09:44,09:44,University of Iowa,2018-03-26,2018-03-26,415 3RD ST SE,POSSESSION CONT SUB W/INT DELIVER ASSIST OTHER AGENCY
18000534,00:00,10:40,University of Iowa,2018-03-26,2017-11-28,"HOSPITAL, NICU LOUNGE",THEFT 5TH DEGREE
18000535,00:00,13:27,University of Iowa,2018-03-26,2018-03-20,"IMU RAMP, LEVEL 3, E SIDE",STRIKING UNATTENDED VEHICLE
18000536,17:13,17:13,University of Iowa,2018-03-26,2018-03-26,"IMU RAMP, 7TH LEVEL",STRIKING UNATTENDED VEHICLE
18000538,09:54,09:56,University of Iowa,2018-03-27,2018-03-27,"240 S MADISON ST, EXT WALKWAY",PERSONAL INJURY
18000539,13:00,13:06,University of Iowa,2018-03-27,2018-03-27,"UCC, INTERNATIONAL PROGRAMS, HALLWAY",THEFT 5TH DEGREE
18000541,22:38,22:38,University of Iowa,2018-03-27,2018-03-27,"HOSPITAL, ED",INTOXICATED SUBJECTS
18000542,00:00,11:34,University of Iowa,2018-03-28,2018-03-18,BURGE HALL,ELECTRONIC EAVESDROPPING
18000543,12:10,12:11,University of Iowa,2018-03-28,2018-03-28,"SOUTH QUAD, ROTC",SUICIDE:THREATENED
18000544,12:50,12:50,University of Iowa,2018-03-28,2018-03-28,"HOSPITAL, RCP BURN UNIT",ASSIST OTHER AGENCY
18000545,16:15,16:30,University of Iowa,2018-03-28,2018-03-28,CAMPUS,HARASSMENT 1ST DEGREE
18000546,20:44,20:44,University of Iowa,2018-03-28,2018-03-28,"HAWKEYE COMMUTER LOT, CAMBUS",INTOXICATED SUBJECTS
18000549,08:01,08:01,University of Iowa,2018-03-29,2018-03-29,"220 HAWKINS DR, MAIN ENT",1050PD:MV/MOTOR VEH
18000550,13:32,13:32,University of Iowa,2018-03-14,2018-03-14,102 HAWKEYE CT,OPEN CONTAINER UNLAWFUL
18000551,00:00,17:30,University of Iowa,2018-03-29,2018-03-18,BURGE HALL,HARASSMENT 3RD DEGREE
18000552,23:15,23:15,University of Iowa,2018-03-29,2018-03-29,118 S DUBUQUE ST,INTOXICATED SUBJECTS
18000553,01:06,01:06,University of Iowa,2018-03-30,2018-03-30,HILLCREST HALL,POSSESSION:CONTROL SUBSTANCE DRUG PARAPHERNALIA
18000554,07:56,07:58,University of Iowa,2018-03-30,2018-03-30,"HOSPITAL,  5 PFP",UNAUTHORIZED PERSONS/ACTIVITY CTW ISSUED
18000555,00:00,13:00,University of Iowa,2018-02-28,2018-02-28,608 E CHURCH ST,ASSIST OTHER AGENCY
18000556,12:32,12:33,University of Iowa,2018-03-30,2018-03-30,HOSPITAL,CRIMINAL TRESPASS PUBLIC INTOX 3RD CONV
18000559,23:22,23:24,University of Iowa,2018-03-30,2018-03-30,BURLINGTON/GILBERT,1050PI:POLICE VEH/MOTOR VEH
18000560,23:52,23:52,University of Iowa,2018-03-30,2018-03-30,CRWC,THEFT 4TH DEGREE
18000561,02:41,02:41,University of Iowa,2018-03-31,2018-03-31,SLATER,DOMESTIC DISTURBANCE
18000562,03:04,03:04,University of Iowa,2018-03-31,2018-03-31,CATLETT,POSSESSION/SUPPLY ALCOHOL U/21
18000565,23:52,23:52,University of Iowa,2018-03-31,2018-03-31,RIENOW HALL,POSSESSION/SUPPLY ALCOHOL U/21 DRUG PARAPHERNALIA
18000566,00:16,00:16,University of Iowa,2018-04-01,2018-04-01,"BURGE, LOBBY",POSSESSION/SUPPLY ALCOHOL U/21
18000567,01:36,01:36,University of Iowa,2018-04-01,2018-04-01,"UCC, PUBLIC SAFETY",SUICIDE:THREATENED
18000568,04:09,04:09,University of Iowa,2018-04-01,2018-04-01,HOSPITAL,ASSIST OTHER AGENCY
18000569,22:23,22:23,University of Iowa,2018-04-01,2018-04-01,"HILLCREST,  FRONT DESK",SUSPICIOUS PERSONS/ACTIVITY
18000570,09:19,09:20,University of Iowa,2018-04-02,2018-04-02,STUIT HALL,SUICIDE:THREATENED
18000571,00:00,12:24,University of Iowa,2018-04-02,2018-03-27,RIENOW HALL,SUSPICIOUS PERSONS/ACTIVITY
18000572,15:03,15:03,University of Iowa,2018-04-02,2018-04-02,LOT 46,TOWS
18000573,16:31,16:27,University of Iowa,2018-04-02,2018-04-02,MELROSE/BYINGTON,1050PD:POLICE VEH/MOTOR VEH
18000574,00:00,11:00,University of Iowa,2018-04-03,2018-03-28,LIBRARY,THEFT 5TH DEGREE
18000575,11:37,11:38,University of Iowa,2018-04-03,2018-04-03,115 S GRAND AVE,HARASSMENT 3RD DEGREE
18000576,00:00,14:13,University of Iowa,2018-04-03,2018-03-27,CAMBUS,THEFT 5TH DEGREE
18000577,00:00,22:58,University of Iowa,2018-04-03,2018-03-24,HILLCREST HALL,BURGLARY 3RD DEGREE
18000578,08:27,08:27,University of Iowa,2018-04-04,2018-04-04,FIELD HOUSE,DAMAGED UI PROPERTY PROPERTY DAMAGE
18000579,10:37,10:37,University of Iowa,2018-04-04,2018-04-04,"VISUAL ARTS BUILDING, S LOBBY",INTOXICATED SUBJECTS CTW ISSUED DRUG PARAPHERNALIA
18000580,11:29,11:29,University of Iowa,2018-04-04,2018-04-04,"LOT 3, METER PARKING",1050PD:MV/MOTOR VEH
18000581,11:40,11:40,University of Iowa,2018-04-04,2018-04-04,PLAZA CENTRE ONE,FRAUDULENT PRACTICE 2ND DEGREE
18000582,14:33,14:35,University of Iowa,2018-04-04,2018-04-04,1 ELLIOTT DR,SUSPICIOUS PERSONS/ACTIVITY ASSIST OTHER AGENCY
18000583,15:37,15:37,University of Iowa,2018-04-04,2018-04-04,"UCC, PUBLIC SAFETY LOST AND FOUND",SUSPICIOUS PERSONS/ACTIVITY
18000584,00:00,19:00,University of Iowa,2018-04-04,2017-12-01,"325 S GRAND AVE, S BIKE RACK",CRIMINAL MISCHIEF 5TH DEGREE THEFT 4TH DEGREE
18000585,19:37,19:37,University of Iowa,2018-04-04,2018-04-04,HILLCREST HALL,DRUG PARAPHERNALIA
18000590,00:00,07:44,University of Iowa,2018-04-05,2018-04-03,I 80 WEST,DAMAGED UI PROPERTY PROPERTY DAMAGE
18000591,00:00,09:42,University of Iowa,2018-04-05,2018-04-01,PETERSEN,POSSESSION/SUPPLY ALCOHOL U/21
18000592,15:04,15:04,University of Iowa,2018-04-05,2018-04-05,LIBRARY,THEFT 4TH DEGREE
18000594,22:52,22:52,University of Iowa,2018-04-05,2018-04-05,"200 HAWKINS, ED PARKING LOT",THEFT 3RD DEGREE
18000595,00:31,00:31,University of Iowa,2018-04-06,2018-04-06,HANCHER FOOTBRIDGE E,DRUG PARAPHERNALIA
18000597,11:04,11:04,University of Iowa,2018-04-06,2018-04-06,HOSPITAL RAMP II,STRIKING UNATTENDED VEHICLE
18000598,10:12,10:14,University of Iowa,2018-04-06,2018-04-06,"HOSPITAL, CHILDRENS HOSPITAL 4TH FL",THEFT 4TH DEGREE
18000599,00:00,13:30,University of Iowa,2018-04-06,2018-04-05,CURRIER,POSSESSION/SUPPLY ALCOHOL U/21
18000600,00:00,13:28,University of Iowa,2018-04-06,2018-03-22,CURRIER HALL,HARASSMENT 3RD DEGREE
18000601,13:43,13:42,University of Iowa,2018-04-06,2018-04-06,HOSPITAL,ASSIST OTHER AGENCY
18000602,00:00,14:28,University of Iowa,2018-04-06,2018-03-22,"IMU, HAWK SHOP",THEFT 4TH DEGREE
18000603,00:00,15:35,University of Iowa,2018-04-06,2018-03-26,"SLATER, LOUNGE",ASSAULT - SIMPLE
18000604,16:29,16:32,University of Iowa,2018-04-06,2018-04-06,2000 CROSSPARK RD,1050PD:MV/MOTOR VEH
18000605,00:00,00:03,University of Iowa,2018-04-07,2018-04-06,LINDQUIST CENTER,CRIMINAL MISCHIEF 3RD DEGREE THEFT 4TH DEGREE
18000606,23:46,23:46,University of Iowa,2018-04-06,2018-04-06,S GRAND/GRAND,FALSIFYING DRIVER LICENSES OWI/DRUGGED 1ST OFFENSE
18000607,00:17,00:17,University of Iowa,2018-04-07,2018-04-07,RIENOW HALL,POSSESSION:CONTROL SUBSTANCE
18000608,01:58,01:58,University of Iowa,2018-04-07,2018-04-07,RIVERSIDE/BURLINGTON,PUBLIC INTOX
18000609,02:06,02:06,University of Iowa,2018-04-07,2018-04-07,CLINTON/WASHINGTON,PUBLIC INTOX
18000611,13:22,13:22,University of Iowa,2018-04-07,2018-04-07,"HOSPITAL, ED",LOST/MISSING:ADULT
18000612,03:24,03:24,University of Iowa,2018-04-07,2018-04-07,HILLCREST HALL,SUICIDE:THREATENED
18000613,18:54,18:54,University of Iowa,2018-04-07,2018-04-07,"IOWA CITY, DOWNTOWN",ASSAULT C/INJURY
18000614,21:25,21:25,University of Iowa,2018-04-07,2018-04-07,STANLEY HALL,SUICIDE:ATTEMPTED
18000615,00:17,00:17,University of Iowa,2018-04-08,2018-04-08,COLLEGE/CLINTON,DRUG PARAPHERNALIA
18000616,01:04,01:04,University of Iowa,2018-04-08,2018-04-08,12 S DUBUQUE ST,DISORDERLY CONDUCT POSSESSION/SUPPLY ALCOHOL U/21 ASSAULT - SIMPLE INTERFERENCE W/OFFICIAL ACTS UNLAWFUL USE OF DRIVER'S LICEN PUBLIC INTOX
18000617,02:11,02:11,University of Iowa,2018-04-08,2018-04-08,"1 ELLIOTT DR, N",INTOXICATED SUBJECTS
18000618,03:23,03:23,University of Iowa,2018-04-08,2018-04-08,MAYFLOWER HALL,CTW ISSUED ASSAULT C/INJURY
18000619,04:53,04:57,University of Iowa,2018-04-08,2018-04-08,SLATER,CTW ISSUED SEXUAL ABUSE 3RD DEGREE
18000620,13:16,13:16,University of Iowa,2018-04-08,2018-04-08,PBB,SUSPICIOUS PERSONS/ACTIVITY
18000621,19:27,19:27,University of Iowa,2018-04-08,2018-04-08,"UCC, PUBLIC SAFETY",FALSIFYING DRIVER LICENSES
18000622,21:04,21:04,University of Iowa,2018-04-08,2018-04-08,304 GRAND AVE,ASSAULT - SIMPLE
18000623,07:55,07:55,University of Iowa,2018-04-09,2018-04-09,700 HAWKINS DR,1050PD:MV/FIXED OBJECT
18000624,04:53,04:57,University of Iowa,2018-04-08,2018-04-08,SLATER,SEXUAL ABUSE 3RD DEGREE
18000625,00:00,15:02,University of Iowa,2018-04-09,2018-04-05,HALSEY HALL,THEFT 4TH DEGREE
18000626,00:00,16:23,University of Iowa,2018-04-09,2018-04-02,"320 GRAND AVE, S BIKE RACK",THEFT 4TH DEGREE
18000627,00:00,19:01,University of Iowa,2018-04-09,2018-03-25,HANCHER AUDITORIUM,THEFT 4TH DEGREE
18000628,00:00,21:32,University of Iowa,2018-04-09,2018-02-01,BURGE HALL,THEFT 5TH DEGREE
18000629,21:50,21:50,University of Iowa,2018-04-09,2018-04-09,"HOSPITAL, MAIN LOBBY",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
18000630,00:00,17:05,University of Iowa,2018-04-09,2018-04-09,RIENOW,POSSESSION/SUPPLY ALCOHOL U/21 FALSIFYING DRIVER LICENSES
18000631,00:00,15:07,University of Iowa,2018-04-10,2018-04-01,"MAPF, LEVEL 2",PROPERTY DAMAGE
18000632,00:00,15:43,University of Iowa,2018-04-10,2018-04-07,144 HAWKEYE CT,THEFT 3RD DEGREE
18000633,20:09,20:08,University of Iowa,2018-04-10,2018-04-10,"HOSPITAL, ED",LOST/MISSING:ADULT
18000634,23:46,23:46,University of Iowa,2018-04-10,2018-04-10,116 HAWKEYE CT,THEFT 2ND DEGREE
18000635,02:44,02:44,University of Iowa,2018-04-11,2018-04-11,RIENOW HALL,POSSESSION:CONTROL SUBSTANCE POSSESSION/SUPPLY ALCOHOL U/21 DRUG PARAPHERNALIA
18000636,03:36,03:36,University of Iowa,2018-04-11,2018-04-11,"HOSPITAL, ED",CTW ISSUED UNAUTHORIZED PERSONS/ACTIVITY
18000637,00:00,10:10,University of Iowa,2018-04-11,2017-12-06,"LIBRARY, 3RD & 4TH FL",SUSPICIOUS PERSONS/ACTIVITY
18000638,10:38,10:38,University of Iowa,2018-04-11,2018-04-11,ANNE CLEARY WALKWAY,UNAUTHORIZED PERSONS/ACTIVITY CTW ISSUED
18000639,12:56,12:56,University of Iowa,2018-04-11,2018-04-11,"HOSPITAL, 2JPW",ASSAULT ON PO/HCP
18000640,15:36,15:36,University of Iowa,2018-04-11,2018-04-11,CAPITOL/BURLINGTON,1050PD:MV/MOTOR VEH
18000641,00:00,17:06,University of Iowa,2018-04-11,2018-04-10,LGBTQ RESOURCE CENTER,HARASSMENT 3RD DEGREE CTW ISSUED
18000642,17:00,17:00,University of Iowa,2018-04-11,2018-04-11,150 N RIVERSIDE DR,FALSIFYING DRIVER LICENSES
18000644,20:25,20:25,University of Iowa,2018-04-11,2018-04-11,SLATER HALL,CRIMINAL TRESPASS PROVIDE FALSE ID INFO
18000645,19:59,19:59,University of Iowa,2018-04-05,2018-04-05,"VAN ALLEN HALL, 2ND FL MEN'S RESTRM",CRIMINAL MISCHIEF 5TH DEGREE
18000646,23:06,20:25,University of Iowa,2018-04-11,2018-04-11,SLATER HALL,BURGLARY 2ND DEGREE
18000647,01:33,01:33,University of Iowa,2018-04-12,2018-04-12,25 BYINGTON RD,POSSESSION/SUPPLY ALCOHOL U/21 PUBLIC INTOX
18000648,00:00,07:34,University of Iowa,2018-04-12,2018-04-07,CURRIER,POSSESSION/SUPPLY ALCOHOL U/21
18000650,00:00,09:39,University of Iowa,2018-04-12,2018-04-11,1110 N DUBUQUE ST,SUSPICIOUS PERSONS/ACTIVITY
18000651,12:42,12:42,University of Iowa,2018-04-12,2018-04-12,"200 HAWKINS DR, MAIN ENT",1050PD:ST VEH/MOTOR VEH
18000652,13:42,10:16,University of Iowa,2018-04-12,2018-04-12,700 HAWKINS DR,1050PD:MV/FIXED OBJECT
18000653,15:51,15:51,University of Iowa,2018-04-12,2018-04-12,BIOLOGY BUILDING EAST,CRIMINAL MISCHIEF 5TH DEGREE
18000656,21:29,21:29,University of Iowa,2018-04-12,2018-04-12,"IMU, IOWA HOUSE",INTOXICATED SUBJECTS
18000657,22:44,22:44,University of Iowa,2018-04-12,2018-04-12,BURGE HALL,PROPERTY DAMAGE DAMAGED UI PROPERTY
18000658,00:00,03:23,University of Iowa,2018-04-08,2018-02-03,PETERSEN,ASSAULT C/INJURY
18000661,15:24,15:24,University of Iowa,2018-04-13,2018-04-13,RIENOW HALL,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
18000662,23:47,23:47,University of Iowa,2018-04-13,2018-04-13,"IMU, 2ND FLOOR",THEFT 5TH DEGREE
18000663,01:54,01:54,University of Iowa,2018-04-14,2018-04-14,BURGE HALL,POSSESSION/SUPPLY ALCOHOL U/21 DRUG PARAPHERNALIA
18000664,02:11,02:13,University of Iowa,2018-04-14,2018-04-14,320 GRAND AVE,POSSESSION/SUPPLY ALCOHOL U/21 FALSIFYING DRIVER LICENSES PUBLIC INTOX
18000665,02:23,02:23,University of Iowa,2018-04-14,2018-04-14,BURGE HALL 4300'S RESTROOM,POSSESSION/SUPPLY ALCOHOL U/21
18000666,10:44,10:44,University of Iowa,2018-04-14,2018-04-14,"HOSPITAL RAMP III,  ENT",DAMAGED UI PROPERTY PROPERTY DAMAGE
18000667,15:43,15:56,University of Iowa,2018-04-14,2018-04-14,"RIENOW, 1ST FL LOBBY",SUSPICIOUS PERSONS/ACTIVITY
18000668,00:00,16:05,University of Iowa,2018-04-14,2018-04-13,IMU,THEFT 5TH DEGREE
18000670,18:01,18:02,University of Iowa,2018-04-14,2018-04-14,"UCC, PUBLIC SAFETY LOBBY",PUBLIC INTOX
18000672,20:48,20:48,University of Iowa,2018-04-14,2018-04-14,CATLETT HALL,POSSESSION/SUPPLY ALCOHOL U/21 DRUG PARAPHERNALIA FALSIFYING DRIVER LICENSES POSSESSION:CONTROL SUBSTANCE
18000673,21:29,21:29,University of Iowa,2018-04-14,2018-04-14,FIELD HOUSE,THEFT 5TH DEGREE
18000674,21:41,21:41,University of Iowa,2018-04-14,2018-04-14,LIBRARY,SUICIDE:THREATENED
18000675,23:32,23:32,University of Iowa,2018-04-14,2018-04-14,BURGE HALL,POSSESSION:CONTROL SUBSTANCE
18000676,23:54,23:54,University of Iowa,2018-04-14,2018-04-14,STANLEY HALL,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
18000677,01:15,01:15,University of Iowa,2018-04-15,2018-04-15,STANLEY,POSSESSION/SUPPLY ALCOHOL U/21
18000678,02:45,02:45,University of Iowa,2018-04-15,2018-04-15,BURLINGTON/CLINTON,OPEN CONTAINER IN A VEHICLE OWI/DRUGGED 1ST OFFENSE
18000679,03:31,03:31,University of Iowa,2018-04-15,2018-04-15,STANLEY HALL,FALSIFYING DRIVER LICENSES INTERFERENCE W/OFFICIAL ACTS POSSESSION/SUPPLY ALCOHOL U/21
18000680,00:00,09:03,University of Iowa,2018-04-15,2018-04-14,BOYD LAW BUILDING,THEFT 4TH DEGREE
18000681,09:23,09:23,University of Iowa,2018-04-15,2018-04-15,"HOSPITAL, ED",ASSIST OTHER AGENCY
18000682,20:27,20:27,University of Iowa,2018-04-15,2018-04-15,BURGE,TAMPERING W/WITNESS OR JURY ASSAULT C/INJURY HARASSMENT 1ST DEGREE THREAT OF TERRORISM BURGLARY 1ST DEGREE
18000683,09:08,09:08,University of Iowa,2018-04-16,2018-04-16,"HOSPITAL, 6RC",ASSIST OTHER AGENCY
18000684,02:44,02:44,University of Iowa,2018-04-11,2018-04-11,RIENOW HALL,FALSIFYING DRIVER LICENSES POSSESSION/SUPPLY ALCOHOL U/21
18000685,15:14,15:14,University of Iowa,2018-04-13,2018-04-13,"HOSPITAL RAMP II, ENT",THEFT 3RD DEGREE
18000686,12:29,12:29,University of Iowa,2018-04-16,2018-04-16,HOSPITAL RAMP I,OWI/DRUGGED 1ST OFFENSE DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
18000687,00:00,12:23,University of Iowa,2018-04-16,2018-04-15,HOSPITAL,ASSAULT - SIMPLE
18000688,17:26,17:26,University of Iowa,2018-04-16,2018-04-16,MAPF,OPEN CONTAINER IN A VEHICLE OWI/DRUGGED 1ST OFFENSE
18000689,12:55,12:55,University of Iowa,2018-04-17,2018-04-17,"HOSPITAL, HEALING GARDEN",UNAUTHORIZED PERSONS/ACTIVITY CTW ISSUED
18000690,16:22,16:22,University of Iowa,2018-04-17,2018-04-17,"UCC, INTERNATIONAL PROGRAMS",CTW ISSUED THEFT 5TH DEGREE
18000692,16:05,16:06,University of Iowa,2018-04-17,2018-04-17,HOSPITAL,HARASSMENT 3RD DEGREE
18000694,23:37,23:37,University of Iowa,2018-04-17,2018-04-17,SKUNK HOLLOW,DRUG PARAPHERNALIA POSSESSION:CONTROL SUBSTANCE
18000695,01:52,01:52,University of Iowa,2018-04-18,2018-04-18,WASHINGTON/DUBUQUE,OWI/DRUGGED 1ST OFFENSE
18000696,02:47,02:47,University of Iowa,2018-04-18,2018-04-18,130 BYINGTON RD,ASSAULT ON PO/HCP ASSIST OTHER AGENCY
18000697,08:34,08:34,University of Iowa,2018-04-18,2018-04-18,"220 HAWKINS, FAMILY CARE CLINIC",DOMESTIC ASSAULT - SIMPLE
18000698,09:05,09:23,University of Iowa,2018-04-18,2018-04-18,"CRWC, 3RD FLOOR",THEFT 4TH DEGREE
18000699,00:00,10:13,University of Iowa,2018-04-18,2018-04-13,BURGE,POSSESSION/SUPPLY ALCOHOL U/21
18000700,00:00,10:13,University of Iowa,2018-04-18,2018-04-15,COLLEGE/CLINTON,THEFT 5TH DEGREE 3RD PARTY REPORT ASSAULT C/SER INJURY
18000701,12:53,12:53,University of Iowa,2018-04-18,2018-04-18,EPB,SUICIDE:THREATENED
18000702,17:26,17:26,University of Iowa,2018-04-18,2018-04-18,120 W BURLINGTON ST,CRIMINAL MISCHIEF 5TH DEGREE
18000703,15:18,15:18,University of Iowa,2018-04-19,2018-04-19,NORTH CAMPUS RAMP,STRIKING UNATTENDED VEHICLE
18000704,21:14,21:14,University of Iowa,2018-04-19,2018-04-18,CRWC,THEFT 5TH DEGREE
18000705,18:22,18:22,University of Iowa,2018-04-19,2018-04-19,"HOSPITAL, 2JPW",CRIMINAL MISCHIEF 5TH DEGREE ASSAULT ON PO/HCP
18000706,18:22,18:27,University of Iowa,2018-04-19,2018-04-19,"MAPF, FIELD HOUSE LOT",1050PD:MV/MOTOR VEH
18000707,21:17,21:17,University of Iowa,2018-04-19,2018-04-19,DAUM HALL,DRUG PARAPHERNALIA
18000708,22:07,22:07,University of Iowa,2018-04-19,2018-04-19,CRWC,CRIMINAL MISCHIEF 5TH DEGREE THEFT 3RD DEGREE
18000709,22:38,22:07,University of Iowa,2018-04-19,2018-04-19,CRWC,THEFT 5TH DEGREE
18000710,23:05,23:06,University of Iowa,2018-04-19,2018-04-19,"CRWC, 1ST FL N",THEFT 5TH DEGREE
18000711,01:31,01:31,University of Iowa,2018-04-20,2018-04-20,HONORS CENTERSTONE,POSSESSION:CONTROL SUBSTANCE
18000712,01:12,01:12,University of Iowa,2018-04-20,2018-04-20,BURGE HALL,SUICIDE:ATTEMPTED
18000713,02:47,02:47,University of Iowa,2018-04-20,2018-04-20,HILLCREST HALL,ASSAULT C/INJURY
18000714,07:40,07:42,University of Iowa,2018-04-20,2018-04-20,UNKNOWN,PROPERTY DAMAGE DAMAGED UI PROPERTY
18000715,09:35,09:37,University of Iowa,2018-04-20,2018-04-20,HANCHER FOOTBRIDGE,DRUG RELATED SUSPICIOUS PERSONS/ACTIVITY
18000717,11:36,11:36,University of Iowa,2018-04-20,2018-04-20,LOT 28,1050PD:ST VEH/MOTOR VEH
18000718,00:00,13:42,University of Iowa,2018-04-20,2018-04-19,225 S GRAND,THEFT 4TH DEGREE
18000719,00:00,14:09,University of Iowa,2018-04-20,2018-04-11,"UCC, 2ND FLOOR",THEFT 5TH DEGREE
18000720,14:32,14:32,University of Iowa,2018-04-20,2018-04-20,MAYFLOWER HALL,POSSESSION/SUPPLY ALCOHOL U/21 DRUG PARAPHERNALIA
18000721,15:44,15:44,University of Iowa,2018-04-20,2018-04-20,HOSPITAL RAMP II,THEFT 3RD DEGREE
18000722,14:38,14:38,University of Iowa,2018-04-21,2018-04-20,413 6TH AVE,LOST/MISSING:ADULT
18000723,20:19,20:19,University of Iowa,2018-04-20,2018-04-20,CRWC,ASSAULT - SIMPLE CTW ISSUED
18000724,21:19,21:19,University of Iowa,2018-04-20,2018-04-20,CRWC,THEFT 3RD DEGREE
18000726,23:48,23:48,University of Iowa,2018-04-20,2018-04-20,"199 N CAPITOL ST, ANNE CLEARY WALKWAY",POSSESSION/SUPPLY ALCOHOL U/21
18000727,03:34,03:34,University of Iowa,2018-04-21,2018-04-21,260 HAWKEYE CT,INTOXICATED SUBJECTS
18000729,00:00,12:35,University of Iowa,2018-04-21,2018-04-14,"303 MELROSE AVE, PARKING LOT",1050PD:MV/MOTOR VEH
18000730,15:05,15:05,University of Iowa,2018-04-21,2018-04-21,303 MELROSE AVE,HABITUAL OFFENDER
18000731,01:55,01:55,University of Iowa,2018-04-21,2018-04-21,21 E MARKET ST,POSSESSION/SUPPLY ALCOHOL U/21
18000737,20:14,20:14,University of Iowa,2018-04-21,2018-04-21,HILLCREST,EXTORTION
18000741,21:26,21:26,University of Iowa,2018-04-21,2018-04-21,DAUM,DRUG PARAPHERNALIA
18000742,00:50,00:50,University of Iowa,2018-04-22,2018-04-22,PETERSEN,POSSESSION/SUPPLY ALCOHOL U/21 FALSIFYING DRIVER LICENSES
18000743,23:29,23:29,University of Iowa,2018-04-21,2018-04-21,CATLETT HALL,SUICIDE:THREATENED
18000744,01:40,01:40,University of Iowa,2018-04-22,2018-04-22,WASHINGTON/MADISON,POSSESSION/SUPPLY ALCOHOL U/21
18000745,00:00,10:30,University of Iowa,2018-04-22,2018-04-21,CRWC,THEFT 5TH DEGREE
18000746,11:16,11:16,University of Iowa,2018-04-22,2018-04-22,"HOSPITAL, ED",LOST/MISSING:ADULT
18000747,22:15,22:15,University of Iowa,2018-04-22,2018-04-22,MAYFLOWER HALL,POSSESSION:CONTROL SUBSTANCE POSSESSION/SUPPLY ALCOHOL U/21 DRUG PARAPHERNALIA
18000748,02:47,02:47,University of Iowa,2018-04-23,2018-04-23,HALSEY HALL,ATTEMPTED BURGLARY 3RD DEGREE
18000749,08:59,08:59,University of Iowa,2018-04-23,2018-04-23,GIBSON SQUARE,CRIMINAL MISCHIEF 5TH DEGREE
18000750,12:37,12:46,University of Iowa,2018-04-23,2018-04-23,"HOSPITAL, 1ST FL ELEVATOR E",DRUG PARAPHERNALIA ASSIST OTHER AGENCY
