case_number,date_reported,time_reported,date_occurred,time_occurred,location,incident,university
CFS18-11-26-013408,2018-11-26,19:46,NA,NA,"ELLIOTT STREET Common Name: ELLIOT STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-11-26-013409,2018-11-26,20:17,NA,NA,N MCKINLEY AVENUE Common Name: N MCKINLEY AVENUE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-11-26-013410,2018-11-26,20:21,NA,NA,Common Name: UNION STREET,TRAFFIC STOP,Ohio University
CFS18-11-26-013411,2018-11-26,20:33,NA,NA,"Common Name: STEWART STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-11-26-013412,2018-11-26,21:06,NA,NA,"Common Name: WEST GREEN DRIVE, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS18-11-27-013417,2018-11-27,00:10,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-27-013427,2018-11-27,07:51,2018-11-27,07:51,"RUFUS DR Common Name: RUFUS DRIVE Location Detail: RUFUS @ N MCKINLEY, ATHENS, OH 45701",TRAFFIC OPERATING W/O REASONABLE CONTROL 4511.202,Ohio University
CFS18-11-27-013432,2018-11-27,10:32,NA,NA,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-27-013445,2018-11-27,16:45,2018-11-27,16:45,"95 Common Name: CONVOCATION CENTER Location Detail: IONA BASKETBALL, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-11-27-013448,2018-11-27,17:00,NA,NA,Common Name: LUCHS HALL Location Detail: SMOKE DETECTOR 376,FIRE ALARM,Ohio University
CFS18-11-27-013451,2018-11-27,19:03,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT OXBOW TRAIL, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-11-27-013452,2018-11-27,19:54,2018-11-27,19:54,"58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 345, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-27-013457,2018-11-27,22:19,NA,NA,"100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: 1ST FLOOR ACROSS FROM BATHROOM, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-27-013461,2018-11-27,23:14,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-11-27-013462,2018-11-27,23:22,2018-11-27,23:22,"SOUTH GREEN DR. - REAR PICKERING Common Name: PARKING LOT 52, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-28-013465,2018-11-28,00:38,2018-11-28,00:38,"Common Name: RICHLAND AVENUE Location Detail: AT BOBCAT LANE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-11-28-013466,2018-11-28,01:02,2018-11-28,01:02,"Common Name: RICHLAND AVENUE Location Detail: AT BOBCAT LANE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-11-28-013467,2018-11-28,01:28,2018-11-28,01:28,"Common Name: RICHLAND AVENUE Location Detail: AT BOBCAT LANE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-11-28-013482,2018-11-28,12:00,NA,NA,Common Name: GENERAL CAMPUS LOCATION,RAPE,Ohio University
CFS18-11-28-013491,2018-11-28,16:54,NA,NA,"101 EAST UNION Common Name: JEFFERSON HALL Location Detail: 4TH FLOOR/COMMUNITY KITCHEN, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-11-28-013497,2018-11-28,20:08,2018-11-28,20:08,Common Name: NELSON DRIVE Location Detail: BEHIND CRAWFORD HALL,TRAFFIC CRASH,Ohio University
CFS18-11-28-013501,2018-11-28,23:27,2018-11-28,23:27,"57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM 317, ATHENS, OH 45701",POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS18-11-29-013503,2018-11-29,00:29,NA,NA,Common Name: MILL STREET Location Detail: AT STEWART STREET,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS18-11-29-013504,2018-11-29,00:42,2018-11-29,00:42,"131 SOUTH GREEN DRIVE Common Name: SMITH HOUSE Location Detail: WALKWAY BETWEEN TRUE/SMITH HOUSE, ATHENS, OH 45701",PROPERTY DAMAGE,Ohio University
CFS18-11-29-013505,2018-11-29,00:46,NA,NA,Common Name: UNION STREET Location Detail: AT STEWART STREET,TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS18-11-29-013506,2018-11-29,01:16,NA,NA,"RUFUS DR Common Name: RUFUS DRIVE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-11-29-013507,2018-11-29,01:58,NA,NA,"Common Name: SHAFER STREET Location Detail: AT RICHLAND AVENUE, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS18-11-29-013518,2018-11-29,10:34,2018-11-29,10:34,Common Name: MAIL SERVICES,EDC DEPLOYMENT,Ohio University
CFS18-11-29-013525,2018-11-29,13:07,NA,NA,"104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: ROOM 361, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-29-013539,2018-11-29,21:48,NA,NA,"SOUTH GREEN DRIVE Common Name: PARKING LOT 54, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-29-013545,2018-11-29,23:39,NA,NA,"Common Name: COURT STREET Location Detail: & WASHINGTON STREET, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-11-29-013546,2018-11-29,23:44,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: @CONVOCATION CENTER, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-11-29-013547,2018-11-29,23:48,NA,NA,"Common Name: BOBCAT LANE Location Detail: @RICHLAND AVE., ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-11-30-013548,2018-11-30,00:25,NA,NA,"97 WEST GREEN DRIVE Common Name: JAMES HALL Location Detail: SMOKE DETECTOR/ROOM 223, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-11-30-013549,2018-11-30,00:59,NA,NA,"100 FACTORY ST. Common Name: PARKING SERVICES Location Detail: (740-608-8587)- ROOM 1, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-11-30-013550,2018-11-30,01:08,NA,NA,"Common Name: SHAFER STREET Location Detail: & RICHLAND AVE, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS18-11-30-013551,2018-11-30,02:07,NA,NA,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: OUTSIDE BUS STOP AREA BENCHES, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS18-11-30-013553,2018-11-30,02:34,2018-11-30,02:34,"101 EAST UNION Common Name: JEFFERSON HALL Location Detail: 248 ROOF, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-30-013558,2018-11-30,07:09,NA,NA,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: LOBBY, ATHENS, OH 45701",INTOXICATED PERSON,Ohio University
CFS18-11-30-013561,2018-11-30,09:17,2018-11-30,09:17,Common Name: OXBOW TRAIL/DRIVE,POSSESSION OF DRUG PARAPHERNALIA,Ohio University
CFS18-11-30-013569,2018-11-30,13:22,2018-11-30,13:22,Common Name: GENERAL CAMPUS LOCATION,THREAT ASSESSMENT,Ohio University
CFS18-11-30-013571,2018-11-30,13:53,NA,NA,"18 N MCKINLEY AVENUE Common Name: MACKINNON HALL Location Detail: ROOM 303, ATHENS, OH 45701",TELECOMMUNICATIONS HARASSMENT,Ohio University
CFS18-11-30-013576,2018-11-30,15:04,NA,NA,"57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: ROOM 323, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-11-30-013581,2018-11-30,17:35,2018-11-30,17:35,"Common Name: SHAFER STREET Location Detail: NEAR WASHINGTON ST, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-11-30-013594,2018-11-30,23:20,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: BINGHAM HOUSE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-11-30-013593,2018-11-30,23:21,NA,NA,"57 EAST GREEN DRIVE Common Name: PERKINS HALL Location Detail: SMOKE DETECTOR/ROOM 137, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-01-013600,2018-12-01,00:32,2018-12-01,00:32,"Common Name: NELSON DINING HALL Location Detail: LOADING DOCK, ATHENS, OH 45701",INTOXICATED PERSON,Ohio University
CFS18-12-01-013604,2018-12-01,02:05,2018-12-01,02:05,"101 EAST UNION Common Name: JEFFERSON HALL Location Detail: GARAGE EAST SIDE PULL STATION- PANEL 1.002, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-01-013612,2018-12-01,04:51,2018-12-01,04:51,"121 SOUTH GREEN DRIVE Common Name: TANAKA HALL Location Detail: ROOM 465, ATHENS, OH 45701",TRESPASSING OFFENSES,Ohio University
CFS18-12-01-013613,2018-12-01,06:05,2018-11-30,17:00,"28 N MCKINLEY AVENUE Common Name: PICKERING HALL Location Detail: 2ND FLOOR/MEN'S RESTROOM, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-01-013619,2018-12-01,10:24,2018-12-01,10:24,"95 Common Name: CONVOCATION CENTER, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-12-01-013633,2018-12-01,20:09,NA,NA,"100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: 332, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-01-013638,2018-12-01,22:56,NA,NA,"Common Name: PRESIDENT ST Location Detail: COPELAND, ATHENS, OH 45701",TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS18-12-02-013640,2018-12-02,00:12,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-02-013641,2018-12-02,01:37,NA,NA,Common Name: OXBOW TRAIL/DRIVE Location Detail: OXBOW @ SG DR,TRAFFIC FAILURE TO DIM LIGHTS 4513.15A,Ohio University
CFS18-12-02-013658,2018-12-02,15:21,2018-12-02,15:21,"88 UNIVERSITY TERRACE Common Name: OHIO UNIVERSITY POLICE DEPT, ATHENS, OH 45701",RAPE,Ohio University
CFS18-12-02-013659,2018-12-02,15:33,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT ROUND ABOUT, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-02-013660,2018-12-02,15:57,NA,NA,"100 WEST GREEN DRIVE Common Name: BOYD HALL Location Detail: ROOM 332, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-02-013667,2018-12-02,19:30,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: RICHLAND @ BOBCAT, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-02-013668,2018-12-02,19:51,NA,NA,"Common Name: SHAFER STREET Location Detail: NEAR CREDIT UNION, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS18-12-02-013669,2018-12-02,20:38,NA,NA,"Common Name: RICHLAND AVENUE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-02-013670,2018-12-02,20:46,NA,NA,Common Name: CARPENTER STREET,TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32,Ohio University
CFS18-12-02-013671,2018-12-02,20:50,2018-12-02,20:50,"51 EAST GREEN STREET Common Name: BIDDLE HALL Location Detail: 109, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-02-013672,2018-12-02,21:26,NA,NA,"RUFUS DR Common Name: RUFUS DRIVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-03-013687,2018-12-03,08:29,2018-12-02,21:00,"95 Common Name: CONVOCATION CENTER Location Detail: LOUNGE 4, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-03-013689,2018-12-03,08:55,NA,NA,Common Name: NELSON DRIVE Location Detail: AT RUFUS,TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS18-12-03-013691,2018-12-03,09:18,NA,NA,"RUFUS DR Common Name: RUFUS DRIVE Location Detail: AT MCKINLEY, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-03-013692,2018-12-03,10:10,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RUFUS, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-03-013694,2018-12-03,10:38,2018-12-03,10:38,Common Name: GENERAL CAMPUS LOCATION,LARCENY-THEFT THEFT - ALL OTHER 2913,Ohio University
CFS18-12-03-013697,2018-12-03,13:11,NA,NA,"121 SOUTH GREEN DRIVE Common Name: TANAKA HALL Location Detail: ROOM 138, ATHENS, OH 45701",DESTRUCTION OF PROPERTY,Ohio University
CFS18-12-03-013699,2018-12-03,14:10,2018-12-03,14:10,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RUFUS, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-03-013707,2018-12-03,17:29,2018-12-03,17:29,"Common Name: T.B. MEMORIAL AUDITORIUM, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-12-03-013710,2018-12-03,18:04,NA,NA,"104 WEST GREEN DRIVE Common Name: WILSON HALL - WEST GREEN Location Detail: 161, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-03-013711,2018-12-03,18:22,NA,NA,"RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: W182, ATHENS, OH 45701",RECOVERED PROPERTY,Ohio University
CFS18-12-03-013712,2018-12-03,20:19,NA,NA,"Common Name: WEST UNION ST OFFICE CTR, ATHENS, OH 45701",TRAFFIC FAILURE TO DISPLAY LIC. PLATE/STICKER 4503.21,Ohio University
CFS18-12-03-013713,2018-12-03,20:32,NA,NA,Common Name: OXBOW TRAIL/DRIVE,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-03-013714,2018-12-03,20:38,NA,NA,Common Name: UNION STREET,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-03-013715,2018-12-03,21:00,NA,NA,"Common Name: UNIVERSITY TERRACE, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-03-013716,2018-12-03,21:07,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05,Ohio University
CFS18-12-03-013718,2018-12-03,21:20,2018-12-03,21:20,"S.GREEN DR. SMITH Common Name: PARKING LOT 56, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-03-013721,2018-12-03,21:50,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: 262, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-03-013725,2018-12-03,22:58,NA,NA,"88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 227, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-04-013726,2018-12-04,01:09,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: @33, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-04-013727,2018-12-04,04:42,NA,NA,"59 EAST GREEN DRIVE Common Name: SHIVELY HALL Location Detail: SMOKE DETECTOR/ROOM 242, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-04-013730,2018-12-04,06:39,2018-12-04,06:39,"Common Name: STIMSON AVENUE Location Detail: @ROUND ABOUT, ATHENS, OH 45701",MISSING PERSON,Ohio University
CFS18-12-04-013737,2018-12-04,11:47,2018-12-02,14:00,"Common Name: WOLFE GARDEN - BETW. ALDEN AND CTLR, ATHENS, OH 45701",LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS18-12-04-013738,2018-12-04,13:04,2018-12-03,20:01,"35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 206, ATHENS, OH 45701",TELECOMMUNICATIONS HARASSMENT,Ohio University
CFS18-12-04-013739,2018-12-04,13:06,NA,NA,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: 339B, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-04-013754,2018-12-04,19:29,NA,NA,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: 109, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-04-013755,2018-12-04,19:45,NA,NA,Common Name: RACE STREET,DISORDERLY CONDUCT OFFENSES,Ohio University
CFS18-12-04-013757,2018-12-04,20:26,NA,NA,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-04-013763,2018-12-04,23:03,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT SOUTH GREEN DRIVE, ATHENS, OH 45701",TRAFFIC SPEED 4511.21,Ohio University
CFS18-12-05-013769,2018-12-05,04:21,NA,NA,"Common Name: COURT STREET Location Detail: AT PRESIDENT STREET, ATHENS, OH 45701",TRAFFIC TIME FOR LIGHTED LIGHTS ON MOTOR VEHICLES 4513.03,Ohio University
CFS18-12-05-013776,2018-12-05,11:38,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-05-013783,2018-12-05,14:28,2018-12-01,01:30,"99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: ROOM 137, ATHENS, OH 45701",LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS18-12-05-013797,2018-12-05,22:53,NA,NA,"Common Name: MUSIC BUILDING (GLIDDEN HALL) Location Detail: UNDER BUILDING, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-05-013801,2018-12-05,23:45,NA,NA,Common Name: UNION STREET Location Detail: AT UNIVERSITY TERRACE,TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-06-013804,2018-12-06,00:05,2018-12-06,00:05,"71 SOUTH GREEN DRIVE Common Name: CRAWFORD HALL Location Detail: SECOND FLOOR LOBBY, ATHENS, OH 45701",ASSAULT OFFENSES,Ohio University
CFS18-12-06-013822,2018-12-06,10:36,2018-12-06,10:36,Common Name: MAIL SERVICES,EDC DEPLOYMENT,Ohio University
CFS18-12-06-013833,2018-12-06,15:55,2018-12-06,15:55,"SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RICHLAND AVE, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-06-013845,2018-12-06,21:30,NA,NA,"99 WEST GREEN DRIVE Common Name: TREUDLEY HALL Location Detail: SMOKE DETECTOR ROOM 221, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-07-013850,2018-12-07,00:08,NA,NA,"Common Name: BOBCAT LANE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-07-013851,2018-12-07,00:44,2018-12-07,00:44,Common Name: OXBOW TRAIL/DRIVE,TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-07-013853,2018-12-07,01:37,NA,NA,"Common Name: CONGRESS STREET Location Detail: @UNION STREET, ATHENS, OH 45701",TRAFFIC OBEDIANCE TO TRAFFIC CONTROL DEVICES 4511.12,Ohio University
CFS18-12-07-013854,2018-12-07,02:12,NA,NA,"Common Name: NELSON DINING HALL Location Detail: REAR OF BUILDING, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS18-12-07-013868,2018-12-07,12:56,2018-12-07,11:00,"30 PARK PLACE Common Name: ALDEN LIBRARY, ATHENS, OH 45701",LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS18-12-07-013872,2018-12-07,14:12,2018-12-06,14:12,JEFFERSON HALL Common Name: JEFFERSON MARKET,LARCENY-THEFT THEFT - FROM BUILDINGS 2913,Ohio University
CFS18-12-07-013873,2018-12-07,14:21,NA,NA,"PARK PLACE Common Name: GORDY HALL Location Detail: ROOM 283, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-07-013882,2018-12-07,18:37,2018-12-07,18:37,"Common Name: RICHLAND AVENUE Location Detail: AT S GREEN DR, ATHENS, OH 45701",TRAFFIC OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE 4510.12(A)(1),Ohio University
CFS18-12-07-013885,2018-12-07,19:54,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: AT BRIDGE, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-07-013887,2018-12-07,21:03,NA,NA,"Common Name: SHAFER STREET Location Detail: AFTER UNION ST, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS18-12-07-013891,2018-12-07,23:19,NA,NA,Common Name: MILL STREET,"TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-08-013892,2018-12-08,00:03,2018-12-08,00:03,"MORTON HALL LOT Common Name: PARKING LOT 90, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-08-013895,2018-12-08,01:48,NA,NA,"Common Name: RICHLAND AVENUE Location Detail: @WEST GREEN DRIVE, ATHENS, OH 45701",TRAFFIC MARKED LANES 4511.33A,Ohio University
CFS18-12-08-013898,2018-12-08,03:13,2018-12-08,03:13,Common Name: PARKING LOT 104,POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-08-013899,2018-12-08,03:36,NA,NA,"Common Name: STEWART STREET Location Detail: & UNION STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-08-013903,2018-12-08,07:12,NA,NA,155 SOUTH GREEN DRIVE Common Name: HOOVER HOUSE Location Detail: ROOM 232,EMERGENCY CALL,Ohio University
CFS18-12-08-013906,2018-12-08,10:35,2018-12-08,10:35,"95 Common Name: CONVOCATION CENTER, ATHENS, OH 45701",EDC DEPLOYMENT,Ohio University
CFS18-12-08-013910,2018-12-08,13:40,NA,NA,"101 EAST UNION Common Name: JEFFERSON HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
CFS18-12-08-013914,2018-12-08,15:24,NA,NA,"1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER Location Detail: ROOM 112 (BOBCA DEPOT)  740-608-1467, ATHENS, OH 45701",EMERGENCY CALL,Ohio University
CFS18-12-08-013920,2018-12-08,17:37,2018-12-08,17:37,OXBOW TRAIL Common Name: PARKING LOT 122,TRAFFIC CRASH,Ohio University
CFS18-12-08-013923,2018-12-08,19:11,2018-12-08,19:11,"58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: COURTYARD AREA, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-09-013930,2018-12-09,00:08,2018-12-09,00:08,"S.GREEN DR TRUE Common Name: PARKING LOT 57 Location Detail: TRUE HOUSE, ATHENS, OH 45701",RECOVERED PROPERTY,Ohio University
CFS18-12-09-013932,2018-12-09,00:09,NA,NA,"Common Name: CONGRESS STREET Location Detail: & UNION STREET, ATHENS, OH 45701",TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04,Ohio University
CFS18-12-09-013933,2018-12-09,00:15,NA,NA,"SOUTH GREEN DRIVE Common Name: ADAMS HALL Location Detail: 221, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-09-013934,2018-12-09,00:50,NA,NA,Common Name: MILL STREET Location Detail: & STEWART STREET,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-09-013935,2018-12-09,00:52,NA,NA,"Common Name: DEPOT STREET, ATHENS, OH 45701",TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-09-013937,2018-12-09,01:17,NA,NA,Common Name: MILL STREET Location Detail: & STEWART STREET,TRAFFIC VEHICLE LICENSE REGISTRATION,Ohio University
CFS18-12-09-013939,2018-12-09,02:01,NA,NA,"Common Name: UNIVERSITY TERRACE Location Detail: & UNION STREET, ATHENS, OH 45701","TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A",Ohio University
CFS18-12-09-013940,2018-12-09,02:11,NA,NA,"35 SOUTH CONGRESS Common Name: BROMLEY HALL, ATHENS, OH 45701",DISORDERLY CONDUCT OFFENSES,Ohio University
CFS18-12-09-013942,2018-12-09,02:59,NA,NA,"OXBOW TRAIL Common Name: BOYD DINING HALL Location Detail: ROOM 207, ATHENS, OH 45701",POSSESSION OF  CONTROLLED SUBSTANCES,Ohio University
CFS18-12-09-013949,2018-12-09,11:26,NA,NA,"101 EAST UNION Common Name: JEFFERSON HALL, ATHENS, OH 45701",FIRE ALARM,Ohio University
