case_number,date_reported,time_reported,incident,location,university,date_occurred,time_occurred
1800092316,2018-10-16,14:29,CRIMES NOT CATEGORIZED,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800092126,2018-10-16,04:45,FIRE,FRANKEL SAMUEL AND JEAN CARDIOVASCULAR CENTER,University of Michigan-Ann Arbor,NA,NA
1800092094,2018-10-16,02:05,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800092080,2018-10-16,00:04,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800092786,2018-10-17,20:53,LARCENY,ROSS SCHOOL OF BUSINESS BUILDING,University of Michigan-Ann Arbor,NA,NA
1800092764,2018-10-17,19:11,LARCENY,NORTH QUADRANGLE RESIDENTIAL AND ACADEMIC COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800092653,2018-10-17,13:10,LARCENY,COOK MARTHA BUILDING,University of Michigan-Ann Arbor,NA,NA
1800092619,2018-10-17,11:41,FIRE,BRIARWOOD 2,University of Michigan-Ann Arbor,NA,NA
1800092510,2018-10-17,05:54,LARCENY,GOLF CLUBHOUSE,University of Michigan-Ann Arbor,NA,NA
1800092503,2018-10-17,04:05,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800092468,2018-10-17,00:24,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093203,2018-10-18,23:22,TRESPASS,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800093167,2018-10-18,21:24,MINOR IN POSSESSION,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800093149,2018-10-18,19:54,DRUG VIOLATION - VCSA,THAYER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800093136,2018-10-18,19:23,ORDINANCE VIOLATION - OTHER,MEDICAL CENTER DR PARKING STRUCT,University of Michigan-Ann Arbor,NA,NA
1800093046,2018-10-18,14:29,LARCENY,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800092998,2018-10-18,12:04,DISORDERLY CONDUCT,COOLEY MORTIMER E BUILDING,University of Michigan-Ann Arbor,NA,NA
1800092867,2018-10-18,03:49,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800092863,2018-10-18,03:29,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800092861,2018-10-18,03:20,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800093540,2018-10-19,22:49,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093497,2018-10-19,19:13,DRUG VIOLATION - VCSA,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800093484,2018-10-19,18:28,ASSAULT OR BATTERY,LOT SC37,University of Michigan-Ann Arbor,NA,NA
1800093484,2018-10-19,18:28,ASSAULT OR BATTERY,LOT SC37,University of Michigan-Ann Arbor,NA,NA
1800093446,2018-10-19,15:37,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800093442,2018-10-19,15:26,CRIMES NOT CATEGORIZED,MOTT CHILDRENS VON VOIGTLANDER WOMENS HOSPITALS,University of Michigan-Ann Arbor,NA,NA
1800093441,2018-10-19,15:16,DRUG VIOLATION - VCSA,EAST ANN ARBOR HEALTH AND GERIATRICS CENTER,University of Michigan-Ann Arbor,NA,NA
1800093437,2018-10-19,15:02,OBSTRUCTING JUSTICE,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800093436,2018-10-19,14:50,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800093366,2018-10-19,10:31,DRUG VIOLATION - VCSA,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800093254,2018-10-19,02:30,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800093252,2018-10-19,02:21,MINOR IN POSSESSION,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800093249,2018-10-19,02:17,MINOR IN POSSESSION,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800093235,2018-10-19,01:13,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800093227,2018-10-19,00:44,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093219,2018-10-19,00:09,MINOR IN POSSESSION,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800093804,2018-10-20,22:34,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800093727,2018-10-20,17:31,DRUG VIOLATION - VCSA,MEDICAL CENTER DR PARKING STRUCT,University of Michigan-Ann Arbor,NA,NA
1800093692,2018-10-20,12:40,UNLAWFUL DRIVING AWAY,LOT NC63,University of Michigan-Ann Arbor,NA,NA
1800093579,2018-10-20,01:58,PROPERTY DAMAGE - MDOP,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093577,2018-10-20,01:20,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800093571,2018-10-20,00:45,DRUG VIOLATION - VCSA,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093570,2018-10-20,00:45,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800093564,2018-10-20,00:22,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093562,2018-10-20,00:10,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800094013,2018-10-21,17:01,CRIMES NOT CATEGORIZED,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800093969,2018-10-21,13:03,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093865,2018-10-21,02:24,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800093858,2018-10-21,02:02,MINOR IN POSSESSION,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093853,2018-10-21,01:38,MINOR IN POSSESSION,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800093850,2018-10-21,01:29,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800093843,2018-10-21,01:03,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800093837,2018-10-21,00:41,MINOR IN POSSESSION,MARKLEY,University of Michigan-Ann Arbor,NA,NA
1800093829,2018-10-21,00:16,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800094411,2018-10-22,21:47,DRUG VIOLATION - VCSA,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800094406,2018-10-22,21:29,LARCENY,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800094331,2018-10-22,16:42,DOMESTIC ASSAULT,700 KMS PLACE,University of Michigan-Ann Arbor,NA,NA
1800094310,2018-10-22,15:31,LARCENY,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800094274,2018-10-22,13:36,LARCENY,RACKHAM HORACE H SCHOOL OF GRADUATE STUDIES,University of Michigan-Ann Arbor,NA,NA
1800094185,2018-10-22,08:14,PROPERTY DAMAGE - MDOP,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800094776,2018-10-23,22:50,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800094776,2018-10-23,22:50,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800094776,2018-10-23,22:50,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800094630,2018-10-23,12:03,FRAUDULENT ACTIVITY,WOLVERINE TOWER,University of Michigan-Ann Arbor,NA,NA
1800094523,2018-10-23,07:32,FIRE,EISENHOWER CORPORATE PARK WEST,University of Michigan-Ann Arbor,NA,NA
1800094520,2018-10-23,07:19,LARCENY,LOT M10,University of Michigan-Ann Arbor,NA,NA
1800095025,2018-10-24,16:57,DRUG VIOLATION - VCSA,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800094911,2018-10-24,10:13,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800094879,2018-10-24,08:29,ORDINANCE VIOLATION - BIKE,MEDICAL CENTER DR PARKING STRUCT,University of Michigan-Ann Arbor,NA,NA
1800094810,2018-10-24,01:53,MINOR IN POSSESSION,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800095467,2018-10-25,20:30,LARCENY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095447,2018-10-25,19:34,DRUG VIOLATION - VCSA,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095392,2018-10-25,16:39,LARCENY,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095383,2018-10-25,16:07,LARCENY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095354,2018-10-25,14:55,PROPERTY DAMAGE - MDOP,NORTH CAMPUS ADMINISTRATIVE COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800095348,2018-10-25,14:46,CRASH - FAIL TO RP,UPJOHN RACHEL BUILDING,University of Michigan-Ann Arbor,NA,NA
1800095345,2018-10-25,14:42,LARCENY,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800095238,2018-10-25,09:05,LARCENY,COOLEY MORTIMER E BUILDING,University of Michigan-Ann Arbor,NA,NA
1800095203,2018-10-25,07:33,LARCENY,NORTH CAMPUS ADMINISTRATIVE COMPLEX,University of Michigan-Ann Arbor,NA,NA
1800095877,2018-10-26,23:28,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800095874,2018-10-26,23:17,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800095867,2018-10-26,22:56,DRUG VIOLATION - VCSA,FLETCHER HALL,University of Michigan-Ann Arbor,NA,NA
1800095865,2018-10-26,22:52,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095786,2018-10-26,16:35,DRUG VIOLATION - VCSA,BARBOUR BETSY HOUSE,University of Michigan-Ann Arbor,NA,NA
1800095674,2018-10-26,10:32,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800095557,2018-10-26,02:30,BURGLARY OF ALL TYPES - NON RESIDN,LAUNDRY,University of Michigan-Ann Arbor,NA,NA
1800095551,2018-10-26,02:10,LARCENY,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095548,2018-10-26,02:05,MINOR IN POSSESSION,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800095537,2018-10-26,01:23,RETAIL FRAUD ALL DEGREES,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800096145,2018-10-27,23:38,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800095891,2018-10-27,00:52,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800095886,2018-10-27,00:16,LARCENY,YOST ICE ARENA,University of Michigan-Ann Arbor,NA,NA
1800096375,2018-10-28,21:49,DRUG VIOLATION - VCSA,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1800096343,2018-10-28,19:04,LARCENY,YOST ICE ARENA,University of Michigan-Ann Arbor,NA,NA
1800096319,2018-10-28,16:55,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800096306,2018-10-28,15:11,UNLAWFUL DRIVING AWAY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800096280,2018-10-28,12:05,OBSTRUCTING JUSTICE,CAMPUS SAFETY SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800096213,2018-10-28,05:15,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800096189,2018-10-28,03:14,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800096184,2018-10-28,02:29,MINOR IN POSSESSION,1100 NORTH UNIVERSITY BUILDING,University of Michigan-Ann Arbor,NA,NA
1800096169,2018-10-28,01:42,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800096164,2018-10-28,01:10,MINOR IN POSSESSION,COUZENS HALL,University of Michigan-Ann Arbor,NA,NA
1800096161,2018-10-28,00:56,MINOR IN POSSESSION,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800096626,2018-10-29,16:27,ASSAULT OR BATTERY,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800096624,2018-10-29,16:19,DOMESTIC ASSAULT,NORTHWOOD,University of Michigan-Ann Arbor,NA,NA
1800096613,2018-10-29,15:40,DISORDERLY CONDUCT,1011 CORNWELL PLACE,University of Michigan-Ann Arbor,NA,NA
1800096584,2018-10-29,13:31,FRAUDULENT ACTIVITY,NA,University of Michigan-Ann Arbor,NA,NA
1800096555,2018-10-29,12:16,LARCENY,TAUBMAN A ALFRED HEALTH CARE CTR,University of Michigan-Ann Arbor,NA,NA
1800097128,2018-10-30,23:55,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800097124,2018-10-30,23:38,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800097116,2018-10-30,23:08,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800097112,2018-10-30,22:55,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800096998,2018-10-30,15:27,LARCENY,NORTH CAMPUS FACILITIES SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800096897,2018-10-30,09:34,DISORDERLY CONDUCT,FLETCHER ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800097470,2018-10-31,23:08,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800097395,2018-10-31,17:49,FIRE,NICHOLS ARBORETUM,University of Michigan-Ann Arbor,NA,NA
1800097259,2018-10-31,09:21,LARCENY,LOT NC53,University of Michigan-Ann Arbor,NA,NA
1800097202,2018-10-31,06:43,DISORDERLY CONDUCT,THOMPSON ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800097158,2018-10-31,02:03,MINOR IN POSSESSION,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800097157,2018-10-31,01:59,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800097139,2018-10-31,00:21,ASSAULT OR BATTERY,NORTHWOOD,University of Michigan-Ann Arbor,NA,NA
1800097797,2018-11-01,23:27,DRUG VIOLATION - VCSA,MUNGER GRADUATE RESIDENCES,University of Michigan-Ann Arbor,NA,NA
1800097771,2018-11-01,21:34,DRUG VIOLATION - VCSA,BURSLEY,University of Michigan-Ann Arbor,NA,NA
1800097770,2018-11-01,21:26,PROPERTY DAMAGE - MDOP,SIMPSON CIRCLE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800097737,2018-11-01,18:45,LARCENY,CENTRAL CAMPUS REC BLD BELL MARGARET POOL,University of Michigan-Ann Arbor,NA,NA
1800097692,2018-11-01,16:09,ORDINANCE VIOLATION - OTHER,SIMPSON CIRCLE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800097689,2018-11-01,16:03,LARCENY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800097678,2018-11-01,15:12,LARCENY,PERRY BUILDING,University of Michigan-Ann Arbor,NA,NA
1800097677,2018-11-01,15:08,ASSAULT OR BATTERY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800097675,2018-11-01,14:55,LARCENY,CANCER CENTER,University of Michigan-Ann Arbor,NA,NA
1800097671,2018-11-01,14:42,LARCENY,PERRY BUILDING,University of Michigan-Ann Arbor,NA,NA
1800097606,2018-11-01,11:09,DOMESTIC ASSAULT,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800097596,2018-11-01,10:33,DISORDERLY CONDUCT,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800097535,2018-11-01,04:47,TRESPASS,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800097507,2018-11-01,02:07,ROBBERY ALL TYPES,WEST HALL,University of Michigan-Ann Arbor,NA,NA
1800097500,2018-11-01,01:36,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800097499,2018-11-01,01:32,MINOR IN POSSESSION,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800098146,2018-11-02,22:44,MINOR IN POSSESSION,MARKLEY MARY,University of Michigan-Ann Arbor,NA,NA
1800098034,2018-11-02,15:56,DISORDERLY CONDUCT,ROSS SCHOOL OF BUSINESS BUILDING,University of Michigan-Ann Arbor,NA,NA
1800098030,2018-11-02,15:47,ORDINANCE VIOLATION - BIKE,MED CTR N ENTRANCE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800097976,2018-11-02,12:05,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800097926,2018-11-02,09:21,LARCENY,WEST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800097923,2018-11-02,09:13,ORDINANCE VIOLATION - OTHER,NICHOLS ARBORETUM,University of Michigan-Ann Arbor,NA,NA
1800097821,2018-11-02,01:15,MINOR IN POSSESSION,MARKLEY,University of Michigan-Ann Arbor,NA,NA
1800097816,2018-11-02,01:07,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800098574,2018-11-03,22:36,PROPERTY DAMAGE - MDOP,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800098570,2018-11-03,22:10,MINOR IN POSSESSION,LLOYD ALICE CROCKER HALL,University of Michigan-Ann Arbor,NA,NA
1800098555,2018-11-03,21:18,OBSTRUCTING JUSTICE,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098548,2018-11-03,21:02,DOMESTIC ASSAULT,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800098548,2018-11-03,21:02,DOMESTIC ASSAULT,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800098493,2018-11-03,18:36,DISORDERLY CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800098492,2018-11-03,18:33,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098490,2018-11-03,18:30,ASSAULT OR BATTERY,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098490,2018-11-03,18:30,ASSAULT OR BATTERY,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098488,2018-11-03,18:22,DISORDERLY CONDUCT,CRISLER CENTER,University of Michigan-Ann Arbor,NA,NA
1800098486,2018-11-03,18:06,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098485,2018-11-03,18:05,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098480,2018-11-03,17:51,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800098478,2018-11-03,17:48,DISORDERLY CONDUCT,SECTION 41 LOWER PORTAL,University of Michigan-Ann Arbor,NA,NA
1800098477,2018-11-03,17:41,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098467,2018-11-03,17:22,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098463,2018-11-03,17:10,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098459,2018-11-03,17:02,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098453,2018-11-03,16:55,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098451,2018-11-03,16:52,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098448,2018-11-03,16:48,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098439,2018-11-03,16:32,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098438,2018-11-03,16:30,DISORDERLY CONDUCT,SECTION 7 LOWER PORTAL ENTRANCE,University of Michigan-Ann Arbor,NA,NA
1800098435,2018-11-03,16:26,DISORDERLY CONDUCT,SECTION 39 UPPER ROW 72,University of Michigan-Ann Arbor,NA,NA
1800098434,2018-11-03,16:25,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098433,2018-11-03,16:22,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098432,2018-11-03,16:21,TRESPASS,TRANSPORTATION SERVICES BUILDING,University of Michigan-Ann Arbor,NA,NA
1800098431,2018-11-03,16:21,MINOR IN POSSESSION,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098429,2018-11-03,16:16,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098412,2018-11-03,16:04,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098404,2018-11-03,16:02,FRAUDULENT ACTIVITY,UNIVERSITY OF MICHIGAN,University of Michigan-Ann Arbor,NA,NA
1800098398,2018-11-03,15:54,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098391,2018-11-03,15:45,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098389,2018-11-03,15:44,MINOR IN POSSESSION,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098385,2018-11-03,15:39,DISORDERLY CONDUCT,MICHIGAN STADIUM,University of Michigan-Ann Arbor,NA,NA
1800098229,2018-11-03,04:11,TRESPASS,SHAPIRO HAROLD T AND VIVIAN B LIBRARY,University of Michigan-Ann Arbor,NA,NA
1800098205,2018-11-03,02:00,MINOR IN POSSESSION,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800098187,2018-11-03,00:48,MINOR IN POSSESSION,1100 NORTH UNIVERSITY BUILDING,University of Michigan-Ann Arbor,NA,NA
1800098183,2018-11-03,00:30,DRUG VIOLATION - VCSA,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800098178,2018-11-03,00:17,PROPERTY DAMAGE - MDOP,NA,University of Michigan-Ann Arbor,NA,NA
1800098880,2018-11-04,23:36,DRUG VIOLATION - VCSA,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800098808,2018-11-04,18:44,ORDINANCE VIOLATION - ALCOHOL,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800098792,2018-11-04,18:01,LARCENY,MEDICAL SCIENCE UNIT I,University of Michigan-Ann Arbor,NA,NA
1800098748,2018-11-04,13:48,ORDINANCE VIOLATION - OTHER,SIMPSON CIRCLE PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800098747,2018-11-04,13:43,DISORDERLY CONDUCT,HILL ST PARKING STRUCTURE,University of Michigan-Ann Arbor,NA,NA
1800098627,2018-11-04,01:29,DISORDERLY CONDUCT,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800098623,2018-11-04,01:13,DRUG VIOLATION - VCSA,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800098622,2018-11-04,01:10,DISORDERLY CONDUCT,DIAG,University of Michigan-Ann Arbor,NA,NA
1800098620,2018-11-04,01:55,DISORDERLY CONDUCT,NA,University of Michigan-Ann Arbor,NA,NA
1800098616,2018-11-04,01:26,MINOR IN POSSESSION,NA,University of Michigan-Ann Arbor,NA,NA
1800099170,2018-11-05,20:50,DRUG VIOLATION - VCSA,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800099137,2018-11-05,18:50,LARCENY,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800099008,2018-11-05,10:36,TRESPASS,HAVEN HALL,University of Michigan-Ann Arbor,NA,NA
1800098973,2018-11-05,09:06,PROPERTY DAMAGE - MDOP,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800098890,2018-11-05,00:24,DRUG VIOLATION - VCSA,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800099542,2018-11-06,21:48,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800099503,2018-11-06,18:46,ORDINANCE VIOLATION - BIKE,NA,University of Michigan-Ann Arbor,NA,NA
1800099476,2018-11-06,17:22,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800099457,2018-11-06,16:05,DRUG VIOLATION - VCSA,LOT SC5,University of Michigan-Ann Arbor,NA,NA
1800099338,2018-11-06,10:21,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800099332,2018-11-06,10:13,LARCENY,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800099235,2018-11-06,02:32,TRESPASS,TAUBMAN A ALFRED HEALTH CARE CTR,University of Michigan-Ann Arbor,NA,NA
1800099232,2018-11-06,02:10,TRESPASS,TAUBMAN A ALFRED HEALTH CARE CTR,University of Michigan-Ann Arbor,NA,NA
1800099223,2018-11-06,01:04,TRESPASS,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800099724,2018-11-07,12:08,CRIMES NOT CATEGORIZED,UNIVERSITY OF MICHIGAN,University of Michigan-Ann Arbor,NA,NA
1800099607,2018-11-07,03:26,LARCENY,UNIVERSITY HOSPITAL,University of Michigan-Ann Arbor,NA,NA
1800099602,2018-11-07,02:44,TRESPASS,TAUBMAN A ALFRED HEALTH CARE CTR,University of Michigan-Ann Arbor,NA,NA
1800099592,2018-11-07,01:32,MINOR IN POSSESSION,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800100214,2018-11-08,16:55,HATE OR BIAS INCIDENT,MICHIGAN LEAGUE,University of Michigan-Ann Arbor,NA,NA
1800100148,2018-11-08,13:23,WEAPONS OFFENSE,NA,University of Michigan-Ann Arbor,NA,NA
1800100111,2018-11-08,11:42,WEAPONS OFFENSE,NA,University of Michigan-Ann Arbor,NA,NA
1800100097,2018-11-08,10:58,LARCENY,NA,University of Michigan-Ann Arbor,NA,NA
1800100030,2018-11-08,08:09,FRAUDULENT ACTIVITY,SOUTH QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
1800100006,2018-11-08,06:58,DRUG VIOLATION - VCSA,NA,University of Michigan-Ann Arbor,NA,NA
1800099931,2018-11-08,00:21,MINOR IN POSSESSION,LLOYD ALICE,University of Michigan-Ann Arbor,NA,NA
1800100641,2018-11-09,22:06,LARCENY,MOSHER,University of Michigan-Ann Arbor,NA,NA
1800100639,2018-11-09,21:58,DRUG VIOLATION - VCSA,EAST QUADRANGLE,University of Michigan-Ann Arbor,NA,NA
