case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
"OCA
2018-0636",2018-05-26,00:59,2018-05-26,00:59,"Holly St. & 5th
St.",East Carolina University,Driving While Impaired
"OCA
2018-0637",2018-05-26,23:25,2018-05-26,23:25,"Province
Apartments PVA",East Carolina University,"Provisional Driving While
Impaired"
"OCA
2018-0639",2018-05-30,11:50,2018-05-23,NA,"ECU Pediatric
Outpatient",East Carolina University,Embezzlement
"OCA
2018-0645",2018-06-03,09:02,2018-06-02,20:30,Minges PVA,East Carolina University,Hit & Run -Failure to Stop
"OCA
2018-0649",2018-06-05,14:52,2018-06-05,14:25,"Moye Medical
Center # 2",East Carolina University,Larceny
"OCA
2018-0650",2018-06-05,15:54,2018-06-05,14:19,"Pediatric
Outpatient PVA",East Carolina University,Larceny from Motor Vehicle
"OCA
2018-0652",2018-06-07,17:13,2018-06-07,13:55,"Greenville
Centre PVA",East Carolina University,Hit & Run Failure to Stop
"OCA
2018-0653",2018-06-08,17:56,2018-06-08,17:56,"Minges Lower
Lot",East Carolina University,"Possession of Marijuana <1/2 oz.
Driving While License
Revoked"
"OCA
2018-0657",2018-06-10,01:35,2018-06-10,01:35,"5th St. & Reade
St.",East Carolina University,Disorderly Conduct
"OCA
2018-0662",2018-06-14,13:56,2018-06-14,13:56,Jones Hall,East Carolina University,Counterfeiting
"OCA
2018-0664",2018-06-15,07:56,2018-06-14,12:35,Cotanche Bldg. PVA,East Carolina University,"Breaking or Entering a Motor
Vehicle
Larceny After Breaking &
entering
Tampering with a Motor
Vehicle (x3)"
"OCA
2018-0671",2018-06-22,17:08,2018-06-21,17:00,ECU Transit Bus,East Carolina University,Larceny
"OCA
2018-0673",2018-06-23,15:16,2018-06-23,15:16,5th St. & Moyewood Dr.,East Carolina University,"Warrant Service for Other Agency: Failure to Appear (x3)
Driving While License
Revoked
Expired License Plate"
"OCA
2018-0677",2018-06-28,13:47,2018-06-25,08:10,Ross Hall,East Carolina University,Larceny
"OCA
2018-0678",2018-06-28,14:25,2018-06-27,08:10,Ross Hall,East Carolina University,Larceny
"OCA
2018-0680",2018-06-29,18:30,2018-06-21,00:00,Gateway East,East Carolina University,Larceny
"OCA
2018-0681",2018-07-01,02:36,2018-07-01,02:36,"Reade St. Lot
(R1)",East Carolina University,"Intoxicated & Disruptive
Resist, Delay, or Obstruct an
Officer"
"OCA
2018-0682",2018-07-02,09:10,2018-07-02,09:00,Transit Bus at Dowdy-Ficklen Stadium,East Carolina University,"Weapon on Campus or Other
Educational Property"
"OCA
2018-0686",2018-07-02,20:24,2018-07-02,20:24,10th St. & Founders Dr.,East Carolina University,"Driving While License
Revoked
Speeding
Warrant Service for Other
Agency: Failure to Appear"
"OCA
2018-0687",2018-07-03,10:36,2018-07-03,10:15,"Family Medical
PVA",East Carolina University,Assault
"OCA
2018-0689",2018-07-03,12:39,2018-07-03,11:56,Garrett Hall PVA,East Carolina University,Sexual Battery
"OCA
2018-0692",2018-07-07,22:31,2018-07-07,22:31,"1st St. & Jarvis
St.",East Carolina University,"Warrant Service for Other
Agency: Failure to Appear
Driving While License
Revoked
Display a Fictitious
Registration Plate"
"OCA
2018-0693",2018-07-08,00:12,2018-07-08,00:12,"4th St. & Student
St.",East Carolina University,Assault
"OCA
2018-0695",2018-07-09,12:26,2018-07-09,12:16,"Ward Guest
House",East Carolina University,Injury to Real Property
"OCA
2018-0696",2018-07-09,15:30,2018-07-09,15:30,Greenville,East Carolina University,"Possession of Marijuana
Possession of Drug
Paraphernalia"
"OCA
2018-0699",2018-07-10,14:57,2018-07-09,14:18,Cotten Hall,East Carolina University,Injury to Personal Property
"OCA
2018-0700",2018-07-10,16:13,2018-07-10,16:13,"Health Science
Bldg.",East Carolina University,Injury to Personal Property
"OCA
2018-0702",2018-07-11,12:44,2018-07-11,12:15,"PVA of Todd
Dining Hall",East Carolina University,Hit & Run
"OCA
2018-0707",2018-07-13,23:16,2018-07-13,23:16,"14th St. & Rock
Springs Rd.",East Carolina University,"Possession with Intent to Sell
& Deliver Marijuana
Possession of a Firearm by a
Felon (x2)"
"OCA
2018-0708",2018-07-14,00:54,2018-07-14,00:54,Sup Dogs PVA,East Carolina University,Underage Drinking
"OCA
2018-0709",2018-07-14,01:34,2018-07-14,01:34,5th St. & Reade St. in front of The Way,East Carolina University,Simple Affray (x4)
"OCA
2018-0710",2018-07-14,22:40,2018-07-14,22:40,Charles Blvd. & Ficklen Dr.,East Carolina University,"Possession of Marijuana < 1/2 oz. (x2)
Possession of Marijuana
Paraphernalia"
"OCA
2018-0711",2018-07-14,22:55,2018-07-14,22:55,Charles Blvd. & Ficklen Dr.,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0712",2018-07-14,23:55,2018-07-14,23:55,Charles Blvd. & Ficklen Dr.,East Carolina University,Warrant Service for Other Agency: Possession of Marijuana < 1/2 oz.
"OCA
2018-0714",2018-07-16,18:44,2018-07-16,12:00,Student Recreation Center,East Carolina University,Larceny
"OCA
2018-0715",2018-07-17,00:59,2018-07-17,00:59,5th St. & Memorial Dr. (PVA of Dreams Mart),East Carolina University,"Warrant Service for Other
Agency: Failure to Appear
Driving While License
Revoked
Expired Registration Plate"
"OCA
2018-0716",2018-07-17,02:00,2018-07-17,02:00,9th St. & Cotanche St.,East Carolina University,"Driving While Impaired
Driving While License
Revoked
Display Fictitious
Registration Plate"
"OCA
2018-0720",2018-07-19,08:25,2018-07-18,14:00,"Jones Hall-The
Galley",East Carolina University,Larceny
"OCA
2018-0721",2018-07-20,17:32,2018-07-20,17:32,Transit Bus at Christenbury Gym,East Carolina University,"Weapon on Campus or other
Educational Property"
"OCA
2018-0723",2018-07-21,21:23,2018-07-21,21:23,"Fletcher Music
PVA",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0724",2018-07-23,11:13,2018-07-21,20:18,Bike Rack at Joyner Library Entrance,East Carolina University,Larceny
"OCA
2018-0733",2018-07-29,17:22,2018-07-29,17:22,Students Recreation Center,East Carolina University,Second Degree Trespassing
"OCA
2018-0734",2018-07-30,14:52,2018-07-30,14:52,14th St. & Greenville Blvd.,East Carolina University,"Warrant Service for Other
Agency: Failure to Appear
Driving While License
Revoked"
"OCA
2018-0735",2018-07-30,18:09,2018-07-30,17:00,"Brody Medical
Sciences PVA",East Carolina University,"Breaking or Entering a Motor
Vehicle"
"OCA
2018-0758",2018-08-09,19:32,2018-08-09,10:48,"Family Medicine
PVA",East Carolina University,"Hit & Run
Unsafe Movement"
"OCA
2018-0759",2018-08-09,22:16,2018-08-09,22:16,Ashton Woods PVA near Elm St.,East Carolina University,Possession of Marijuana < 1/2 oz. (x3)
"OCA
2018-0760",2018-08-11,02:40,2018-08-11,02:40,"1st St. & Evans
St.",East Carolina University,DWI
"OCA
2018-0763",2018-08-14,08:46,2018-08-10,15:00,Brody Bldg.,East Carolina University,Larceny
"OCA
2018-0765",2018-08-14,21:48,2018-08-14,21:46,Strafford Arms PVA on Charles Blvd.,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0766",2018-08-15,00:51,2018-08-15,00:49,Town Commons,East Carolina University,Assault on a Female
"OCA
2018-0767",2018-08-15,16:41,2018-08-15,16:41,"Legacy Hall
PVA",East Carolina University,"Weapon on Campus or other
Educational Property
Carry Concealed Weapon
Possession of Marijuana < 1/2 oz. (x2)
Possession of Marijuana
Paraphernalia"
"OCA
2018-0768",2018-08-15,23:08,2018-08-15,23:08,"14th St. & Airlee
Dr.",East Carolina University,"Warrant Service for Other
Agency: Failure to Appear"
"OCA
2018-0770",2018-08-16,18:20,2016-08-16,18:20,Legacy Hall,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0771",2018-08-16,21:44,2018-08-16,21:44,College Hill Dr. Big Lot,East Carolina University,"Possession of Marijuana
Paraphernalia (x2)
Possession of Marijuana < 1/2 oz."
"OCA
2018-0772",2018-08-16,22:03,2018-08-16,22:03,"Curry Court
PVA",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0777",2018-08-17,13:14,2018-08-17,13:14,Scott Hall,East Carolina University,"Possession with Intent to Sell
& Deliver Marijuana
Felony Possession of
Marijuana
Possession of Marijuana
Paraphernalia"
"OCA
2018-0780",2018-08-17,21:00,2018-08-17,21:00,Jones Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0781",2018-08-17,22:00,2018-08-17,22:00,Garrett Hall,East Carolina University,"Possession of Marijuana < 1/2 oz. (x2)
Possession of Marijuana
Paraphernalia (x2)"
"OCA
2018-0783",2018-08-18,00:11,2018-08-18,00:11,Town Commons,East Carolina University,Possession of Marijuana < 1/2 oz. (x3)
"OCA
2018-0784",2018-08-18,00:50,2018-08-18,00:50,"Reade St.
Parking Lot (R3)",East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0785",2018-08-18,01:51,2018-08-18,01:51,4th St. & Cotanche St.,East Carolina University,"Driving While Impaired
Failture to Stop at Red Light"
"OCA
2018-0786",2018-08-18,02:21,2018-08-18,02:21,"14th St.@ Rock
Springs Rd.",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0787",2018-08-18,02:38,2018-08-18,02:38,"14th St. Gravel
Lot",East Carolina University,Possession of Marijuana < 1/2 oz. (x3)
"OCA
2018-0790",2018-08-18,19:53,2018-08-18,19:53,Scott Hall,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0791",2018-08-18,22:00,2018-08-18,21:00,"Dowdy Ficklen
Stadium",East Carolina University,Larceny
"OCA
2018-0792",2018-08-19,00:45,2018-08-19,00:45,The Way,East Carolina University,"Resist, Delay, or Obstruct an
Officer"
"OCA
2018-0795",2018-08-18,23:10,2018-08-18,23:10,"College Hill
Suites",East Carolina University,"Underage Drinking
Give Alcohol to Underage
Person"
"OCA
2018-0796",2018-08-20,11:13,2018-08-17,08:37,Austin Bldg. PVA,East Carolina University,Hit & Run -Failure to Stop
"OCA
2018-0798",2018-08-20,20:44,2018-08-19,18:30,Fletcher Hall,East Carolina University,Injury to Personal Property
"OCA
2018-0814",2018-08-24,11:28,2018-08-24,06:00,Scott Hall,East Carolina University,Larceny from Building
"OCA
2018-0816",2018-08-24,22:00,2018-08-24,22:00,Elm St. & Brookgreen Rd.,East Carolina University,"Possession of Malt Beverage not 19 or 20 yrs. old
Careless & Reckless Driving"
"OCA
2018-0817",2018-08-25,01:15,2018-08-25,01:15,"4th St. & Rotary
Ave.",East Carolina University,Underage Drinking (x2)
"OCA
2018-0818",2018-08-25,01:34,2018-08-25,01:34,Sup Dogs PVA,East Carolina University,Second Degree Trespassing
"OCA
2018-0819",2018-08-25,02:35,2018-08-25,02:35,"5th St. & Reade
St.",East Carolina University,"Driving While Impaired
Texting While Driving
Transporting an Open Container of Alcohol in a Motor Vehicle"
"OCA
2018-0820",2018-08-25,22:30,2018-08-25,22:30,4th St. & Oak St.,East Carolina University,"Possession of Marijuana < 1/2 oz.
Underage Drinking"
"OCA
2018-0824",2018-08-27,10:59,2018-08-27,10:59,Umstead Hall,East Carolina University,Possession of Marijuana
"OCA
2018-0828",2018-08-27,18:47,2018-08-27,16:50,Transit Bus- Christenbury Gym Bus Stop,East Carolina University,Larceny
"OCA
2018-0831",2018-08-28,16:31,2018-08-28,11:00,PVA North of Dowdy Ficklen Stadium,East Carolina University,"Hit & Run -Failture to Stop at
Scene of a Crash
Unsafe Movement"
"OCA
2018-0832",2018-08-28,19:45,2018-08-28,19:45,Greenville,East Carolina University,"Possession with Intent to Sell
& Deliver Marijuana
Possession of Schedule II Possession of Marijuana
Paraphernalia"
"OCA
2018-0833",2018-08-29,11:39,2018-08-29,21:30,PVA at 5th St. & Harding St.,East Carolina University,Larceny of Auto Parts
"OCA
2018-0836",2018-08-29,19:29,2018-08-29,19:29,"Reade St. Lot
(R3)",East Carolina University,"Possession of Marijuana
Paraphernlia"
"OCA
2018-0837",2018-08-29,22:07,2018-08-29,22:07,Greenville,East Carolina University,"Trafficking Marijuana
Possession of Schedule I Possession of Marijuana < 1/2
oz.
Maintaining a Dwelling for"
"OCA
2018-0840",2018-08-30,15:14,2018-06-30,15:14,"Financial
Services",East Carolina University,Forgery
"OCA
2018-0843",2018-08-30,23:53,2018-08-30,16:30,Scott Hall,East Carolina University,Larceny
"OCA
2018-0844",2018-08-30,23:18,2018-08-30,23:15,"5th St. & Library
St.",East Carolina University,Assault
"OCA
2018-0845",2018-08-31,01:01,2018-08-31,01:01,Clement Hall,East Carolina University,"Possession of a Fraudulent ID
Intoxicated & Distruptive"
"OCA
2018-0852",2018-08-31,16:57,2018-08-31,16:57,Jones Hall PVA,East Carolina University,Hit & Run-Failture to Remain at Scene of a Crash
"OCA
2018-0853",2018-08-31,21:03,2018-08-31,21:03,"14th St. PVA
-Paved Lot",East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernlia"
"OCA
2018-0854",2018-08-31,21:58,2018-08-31,21:58,The Gateway- College Hill Dr.,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0855",2018-08-31,23:41,2018-08-31,23:41,2nd. St. & Summit St.,East Carolina University,Underage Drinkling
"OCA
2018-0856",2018-08-31,23:36,2018-08-31,23:46,Faculty Way S. of Fleming Hall,East Carolina University,"DWI
Stop Sign Violation"
"OCA
2018-0857",2018-09-01,00:21,2018-09-01,00:21,Scott Hall,East Carolina University,Possession of Marijuana < 1/2 oz. (x2)
"OCA
2018-0858",2018-09-01,01:44,2018-09-01,01:44,"Reade St. Lot
(R1)",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0859",2018-08-31,22:37,2018-08-31,22:37,Fletcher Hall,East Carolina University,Underage Drinking
"OCA
2018-0860",2018-09-01,04:43,2018-09-01,04:20,Fletcher Hall,East Carolina University,Sexual Battery
"OCA
2018-0861",2018-09-01,14:31,2018-09-01,14:31,"Big Lot-College
Hill Dr.",East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0862",2018-09-01,20:40,2018-09-01,20:40,Cotten Hall,East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-0863",2018-09-01,21:11,2018-09-01,21:11,Cotten Hall,East Carolina University,"Possession of Marijuana < 1/2 oz. (x2)
Possession of Marijuana
Paraphernalia (x2)"
"OCA
2018-0864",2018-09-01,16:56,2018-09-01,16:59,"Dowdy-Ficklen
PVA",East Carolina University,Hit & Run-Failture to Remain at Scene of a Crash
"OCA
2018-0865",2018-09-02,19:02,2018-09-02,19:02,Fletcher Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0867",2018-09-02,23:41,2018-09-02,23:40,Jones Hall,East Carolina University,Injury to Real Property
"OCA
2018-0868",2018-09-03,01:26,2018-09-03,01:26,Town Commons,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0869",2018-09-03,10:15,2018-09-01,13:00,"Todd Dining
Hall",East Carolina University,Larceny
"OCA
2018-0872",2018-09-01,18:49,2018-09-01,18:49,"Dowdy Ficklen
Stadium",East Carolina University,"Possession of a Fraudulent ID Underage Drinking
Second Degree Trespassing"
"OCA
2018-0875",2018-09-05,12:58,2018-08-31,20:00,Building 43 PVA,East Carolina University,Hit & Run
"OCA
2018-0881",2018-09-05,22:15,2018-09-05,22:15,Jones Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0883",2018-09-06,16:01,2018-09-06,16:01,The Greenway- College Hill Dr.,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0890",NA,17:41,2018-09-08,17:30,"Dowdy Ficklen
Statium",East Carolina University,Larceny
"OCA
2018-0892",2018-09-08,20:23,2018-09-08,20:23,Legacy Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0893",2018-09-08,23:28,2018-09-08,23:28,"Reade Street Lot
(R2)",East Carolina University,"Injury to Personal Property
(x2)"
"OCA
2018-0895",2018-09-09,02:40,2018-09-09,02:40,Stop Shop PVA,East Carolina University,"Resist, Delay, or Obstruct an
Officer
Second Degree Trespassing"
"OCA
2018-0899",2018-09-09,14:18,2018-09-03,16:30,"Reade Street Lot
(R2)",East Carolina University,"Breaking & Entering a Motor
Vehicle"
"OCA
2018-0907",2018-09-10,16:52,2018-09-10,15:30,Brewster Bldg. Bike Rack,East Carolina University,Larceny
"OCA
2018-0908",2018-09-10,18:02,2018-09-09,08:00,Ross Place PVA,East Carolina University,Injury to Personal Property
"OCA
2018-0912",2018-09-10,22:34,2018-09-10,22:34,Jones Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Alcohol by
Person not 19 or 20 (x2)"
"OCA
2018-0913",2018-09-10,22:28,2018-09-10,22:28,Garrett Hall,East Carolina University,Possession of Marijuana < 1/2 oz.
"OCA
2018-0915",2018-09-12,16:32,2018-09-12,14:30,Science & Tech. Bldg.,East Carolina University,Larceny
"OCA
2018-0916",2018-09-14,01:17,2018-09-14,01:17,Minges PVA,East Carolina University,"Possession of Alcohol by 19 or 20 year old
Resist, Delay, or Obstruct an
Officer"
"OCA
2018-0918",2018-09-17,14:16,2018-09-17,07:30,Rivers Bldg.,East Carolina University,"Obtaining Property by False
Pretense/Fraud"
"OCA
2018-0919",2018-09-18,12:59,2018-09-19,12:59,14th St. & Berkley Rd.,East Carolina University,"Larceny
Possession of Stolen Goods
Injury to Personal Property"
"OCA
2018-0920",2018-09-18,16:30,2018-09-07,03:00,Tyler Hall,East Carolina University,Second Degree Forcible Rape
"OCA
2018-0924",2018-09-19,15:00,2018-09-09,10:00,Between Tyler Hall & Gateway West Hall,East Carolina University,Larceny
"OCA
2018-0927",2018-09-20,00:46,2018-09-19,18:30,Joyner Library- South side Bike Rack,East Carolina University,"Larceny
Injury to Real Property"
"OCA
2018-0928",2018-09-20,10:57,2018-09-20,10:57,Various Locations-Main Campus,East Carolina University,Injury to Personal Property
"OCA
2018-0933",2018-09-21,12:05,2018-09-21,07:00,"Dowdy Ficklen
Stadium",East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-0935",2018-09-21,23:48,2018-09-21,23:48,Fletcher Hall,East Carolina University,"Possession of Marijuana < 1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-0940",2018-09-23,01:00,2018-09-23,01:00,Clement Hall,East Carolina University,Simple Affray
"OCA
2018-0941",2018-09-23,08:20,2018-09-23,02:28,North Campus Recreation Complex,East Carolina University,Injury to Real Property
"OCA
2018-0944",2018-09-23,17:48,2018-09-23,17:48,"Laupus Library
PVA",East Carolina University,Hit & Run -Failure to Stop
"OCA
2018-0945",2018-09-23,22:00,2018-09-23,20:45,"Health Sciences
Student Center",East Carolina University,Larceny from Building
"OCA
2018-0947",2018-09-24,17:36,2018-09-24,17:20,"Mendenhall Mall
Area",East Carolina University,Assault on a Female
"OCA
2018-0948",2018-09-24,18:18,2018-09-24,16:20,"West End Bus
Stop",East Carolina University,Larceny
"OCA
2018-0950",2018-09-25,11:58,2018-09-25,11:44,"PVA East of
Rivers Bldg.",East Carolina University,"Assault on a Female
Simple Assault"
"OCA
2018-0951",2018-09-25,15:45,2018-09-25,15:45,Greenville,East Carolina University,"Sell & Deliver Schedule IV
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-0953",2018-09-25,21:34,2018-09-25,12:30,Jones Hall,East Carolina University,Larceny
"OCA
2018-0959",2018-09-28,15:21,2018-08-14,08:00,Financial Services-Reade St.,East Carolina University,"Obtaining Property by False
Pretense"
"OCA
2018-0960",2018-09-28,13:41,2018-09-26,01:30,Legacy Hall,East Carolina University,Second Degree Forcible Rape
"OCA
2018-0962",2018-09-29,01:36,2018-09-29,01:36,Reade Cir.,East Carolina University,"Resist, Delay, or Obstruct an
Officer
Assault on a Goverment
Official
Possession of a Controlled
Substance on Jail Premises"
"OCA
2018-0963",2018-09-29,02:54,2018-09-29,02:30,Cotanche St.,East Carolina University,Simple Assault
"OCA
2018-0967",2018-09-29,01:41,2018-09-29,01:41,Cotanche St.,East Carolina University,"Provisional Driving While
Impaired"
"OCA
2018-0969",2018-09-30,14:21,2018-09-26,15:00,West End Dining,East Carolina University,Simple Assault
"OCA
2018-0971",2018-10-01,14:23,2018-10-01,12:10,Scott Hall,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-0972",2018-10-01,14:40,2018-09-24,10:21,Tyler,East Carolina University,Larceny
"OCA
2018-0973",2018-10-01,16:43,2018-10-01,16:43,"Rivers Building
SW PVA",East Carolina University,Communicating Threats
"OCA
2018-0974",2018-10-01,17:40,2018-10-01,17:40,Legacy Hall,East Carolina University,"Possession of Marijuana <
1/2 oz.
Underage Possession of
Liquor"
"OCA
2018-0977",2018-10-02,16:30,2018-09-27,16:30,Clement Hall,East Carolina University,"Fraud-Criminal Receipt of
Goods/Services Obtained"
"OCA
2018-0978",2018-10-02,16:20,2018-10-02,12:40,Tyler Hall,East Carolina University,Communicating Threats
"OCA
2018-0979",2018-10-02,16:40,2018-10-02,16:40,Greenville,East Carolina University,"Possession of Schedule I
Possession with Intent to Sell
& Deliver Marijuana
Maintaining a Dwelling for the Sale of a Controlled Substance
Possession of Schedule IV"
"OCA
2018-0980",2018-10-02,19:47,NA,NA,Greenville,East Carolina University,Sexual Assault
"OCA
2018-0982",2018-10-03,23:13,2018-10-03,23:13,"Todd Dining
Hall",East Carolina University,"Resist, Delay, or Obstruct an
Officer"
"OCA
2018-0983",2018-10-03,01:35,NA,NA,Greenville,East Carolina University,Sexual Assault
"OCA
2018-0989",2018-10-04,09:27,2018-10-02,13:30,"Mendenhall
Student Center",East Carolina University,Larceny
"OCA
2018-0996",2018-10-06,00:11,2018-10-06,00:11,"Gravel-Lot-4th
St. & Reade St.",East Carolina University,"Underage Drinking
Tampering with a Motor
Vehicle"
"OCA
2018-0997",2018-10-06,02:07,2018-10-06,02:07,1st St. & Washington St.,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1000",2018-10-06,23:15,2018-10-06,23:15,"Big Lot-College
Hill Dr.",East Carolina University,"Possession of Marijuana <
1/2 oz. (x2)
Possession of Marijuana
Paraphernalia"
"OCA
2018-1003",2018-10-07,23:00,2018-10-07,23:00,Krispy Kreme PVA-10th St. & Charles Blvd.,East Carolina University,"Warrant Service for Other Agency: Breaking & Entering of a Motor Vehicle, Obtaining Property by False Pretense, & Identity Theft
Financial Transaction Card
Theft
Possessing Stolen Goods (x2)"
"OCA
2018-1004",2018-10-09,12:16,2018-09-21,12:16,Bike Rack- Student Rec.Center,East Carolina University,Larceny
"OCA
2018-1007",2018-10-09,20:10,2018-10-09,20:10,"Curry Court
PVA",East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1008",2018-10-09,20:49,2018-10-09,20:49,10th St. Elm St.,East Carolina University,"Possession of Marijuana
Paraphernalia"
"OCA
2018-1009",2018-10-09,21:14,2018-10-09,21:14,The Greenway- College Hill Dr.,East Carolina University,"Possession of Marijuana <
1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1010",2018-10-09,22:30,2018-10-09,22:30,"Curry Court
PVA",East Carolina University,"Possession of Marijuana
Possession of Marijuana
Paraphernalia"
"OCA
2018-1011",2018-10-09,23:29,2018-10-09,23:29,13th St. & Charles Blvd.,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1014",2018-10-10,12:39,2018-10-10,08:30,"Lower Minges
PVA",East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-1016",2018-10-10,20:10,2018-10-10,20:10,Greenville,East Carolina University,"Possession with Intent to Sell
& Deliver Marijuana
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-1017",2018-10-10,22:12,2018-10-10,22:12,"Epps Middle
School",East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1018",2018-10-10,22:15,2018-10-10,22:15,Legacy Hall,East Carolina University,Possession of Marijuana (x2)
"OCA
2018-1019",2018-10-10,23:13,2018-10-10,23:13,Tyler Hall PVA,East Carolina University,"Possession of Marijuana <
1/2 oz.
Possession of Marijuana
Paraphernalia"
"OCA
2018-1021",2018-10-11,04:09,2018-10-11,03:00,Tyler Hall,East Carolina University,Extortion
"OCA
2018-1023",2018-10-11,22:03,2018-10-11,22:03,14th St. & Berkley Rd.,East Carolina University,Possession of Marijuana
"OCA
2018-1024",2018-10-11,22:27,2018-10-11,22:27,Clement Hall,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1026",2018-10-12,23:01,2018-10-12,23:01,"5th St. & Jarvis
St.",East Carolina University,Underage Drinking (x2)
"OCA
2018-1027",2018-10-12,23:50,2018-10-12,23:50,Clement Hall,East Carolina University,"Possession of Marijuana <
1/2 oz."
"OCA
2018-1033",2018-10-13,19:41,2018-10-13,19:41,Jones Hall,East Carolina University,"Possession of Marijuana <
1/2 oz.
Possession of Marijuana
Paraphernalia (x2)"
"OCA
2018-1034",2018-10-14,02:17,2018-10-14,02:17,Stop Shop PVA,East Carolina University,"Simple Assault
Resist, Delay, or Obstruct an
Officer"
"OCA
2018-1035",2018-10-14,02:53,2018-10-14,02:53,"Campus Towers
PVA",East Carolina University,Disorderly Conduct
"OCA
2018-1036",2018-10-14,11:14,2018-10-13,17:00,"14th St. Paved
Lots",East Carolina University,Injury to Personal Property
"OCA
2018-1038",2018-10-14,14:49,2018-10-14,14:49,"Ward Sports
Medicine PVA",East Carolina University,Injury to Personal Property
"OCA
2018-1042",2018-10-15,18:31,2018-10-15,07:30,Minges PVA,East Carolina University,"Breaking or Entering of a
Motor Vehicle"
"OCA
2018-1043",2018-10-16,10:36,2018-10-16,09:15,CVI PVA,East Carolina University,Hit & Run
"OCA
2018-1045",2018-10-16,14:50,2018-10-16,14:50,14th St.-Lot South of Gateway Hall,East Carolina University,"Obtaining Property by False
Pretense"
"OCA
2018-1046",2018-10-16,15:41,2018-10-16,13:30,Brody Building,East Carolina University,Larceny from Building
"OCA
2018-1047",2018-10-16,23:49,2018-10-16,23:49,14th Street PVA- Hasket Way,East Carolina University,"Driving While Impaired
Hit & Run
Driving While License Revoked for Impaired Driving"
"OCA
2018-1051",2018-10-17,19:57,2018-10-17,19:57,Greenville,East Carolina University,"Trafficking Schedule I
Trafficking Schedule I by
Transportation
Conspire to Traffic Schedule
I
Maintaining a Dwelling for the Sale of a Controlled Substance"
"OCA
2018-1052",2018-10-18,10:20,2018-10-17,13:30,"Todd Dining
Hall-Bike Rack",East Carolina University,"Misdemeanor Larceny
Obtaining Property by False
Pretense"
"OCA
2018-1055",2018-10-18,16:32,2018-10-18,12:03,Minges PVA,East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-1058",2018-10-18,23:04,2018-10-18,23:04,Umstead Hall,East Carolina University,Underage Drinking
"OCA
2018-1061",2018-10-21,02:57,2018-10-21,02:57,"11th St. & Clark
St. PVA",East Carolina University,First Degree Trespassing
"OCA
2018-1063",2018-10-21,12:52,2018-10-21,05:00,Gateway West,East Carolina University,Injury to Personal Property
"OCA
2018-1064",2018-10-21,15:01,2018-10-21,00:31,Fletcher Hall,East Carolina University,Larceny
"OCA
2018-1066",2018-10-21,21:43,2018-10-21,04:39,Clement Hall,East Carolina University,"First Degree Burglary
Larceny After B&E"
"OCA
2018-1067",2018-10-22,09:51,2018-10-22,09:51,10th St. & Founders Dr.,East Carolina University,Hit & Run-Failure to Stop
"OCA
2018-1074",2018-10-23,11:36,2018-09-05,16:00,Gateway West,East Carolina University,Larceny
