case_number,date_reported,time_reported,date_occurred,time_occurred,incident,location,university
2018-00038192,2018-10-11,00:59,2018-10-11,00:59,Liquor Laws,902  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038192,2018-10-11,00:59,2018-10-11,00:59,"Possession Marijuana, Hashish, etc.",902  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038192,2018-10-11,00:59,2018-10-11,00:59,"Possession Marijuana, Hashish, etc.",902  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038193,2018-10-11,13:00,2018-09-28,09:00,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038193,2018-10-11,13:00,2018-09-28,09:00,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038194,2018-10-11,16:17,2018-10-06,00:00,Simple Assault,1000 VIRGINIA AVE Columbia MO,University of Missouri-Columbia
2018-00038194,2018-10-11,16:17,2018-10-06,00:00,Simple Assault,1000 VIRGINIA AVE Columbia MO,University of Missouri-Columbia
2018-00038195,2018-10-11,17:28,2018-10-11,17:20,All Other Offenses (Except Traffic),UNIVERSITY Columbia MO 65201,University of Missouri-Columbia
2018-00038196,2018-10-11,19:40,2018-10-11,19:40,"Poss/Non-Narcotic/Barbituates, etc.",1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038196,2018-10-11,19:40,2018-10-11,19:40,"Poss/Non-Narcotic/Barbituates, etc.",1300  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038197,2018-10-12,00:14,2018-10-12,00:14,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038197,2018-10-12,00:14,2018-10-12,00:14,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038197,2018-10-12,00:14,2018-10-12,00:14,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038198,2018-10-12,01:01,2018-10-12,01:01,All Other Offenses (Except Traffic),503 S 4TH Columbia MO 65201,University of Missouri-Columbia
2018-00038198,2018-10-12,01:01,2018-10-12,01:01,Driving Under The Influence,503 S 4TH Columbia MO 65201,University of Missouri-Columbia
2018-00038200,2018-10-12,03:44,2018-10-12,03:30,Liquor Laws,ROLLINS ST/TIGER AVE Columbia MO,University of Missouri-Columbia
2018-00038202,2018-10-12,11:30,2018-09-30,00:00,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038202,2018-10-12,11:30,2018-09-30,00:00,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038203,2018-10-12,11:46,2018-09-20,11:17,Theft Non-Motor Vehicle,1133  ASHLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038203,2018-10-12,11:46,2018-09-20,11:17,Theft Non-Motor Vehicle,1133  ASHLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038204,2018-10-12,13:25,2018-10-12,12:15,Fraud,518  HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038204,2018-10-12,13:25,2018-10-12,12:15,Fraud,518  HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038206,2018-10-12,16:41,2018-10-12,11:00,Simple Assault,1  CHAMPIONS Columbia MO 65201,University of Missouri-Columbia
2018-00038206,2018-10-12,16:41,2018-10-12,11:00,Simple Assault,1  CHAMPIONS Columbia MO 65201,University of Missouri-Columbia
2018-00038208,2018-10-13,00:50,2018-10-13,00:48,All Other Offenses (Except Traffic),MICK DEAVER MEMORIAL Columbia MO 65201,University of Missouri-Columbia
2018-00038208,2018-10-13,00:50,2018-10-13,00:48,Not Counted For UCR,MICK DEAVER MEMORIAL Columbia MO 65201,University of Missouri-Columbia
2018-00038209,2018-10-13,01:36,2018-10-13,01:36,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038209,2018-10-13,01:36,2018-10-13,01:36,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038209,2018-10-13,01:36,2018-10-13,01:36,"Possession Marijuana, Hashish, etc.",S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038210,2018-10-13,01:54,2018-10-13,01:54,All Other Offenses (Except Traffic),1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038210,2018-10-13,01:54,2018-10-13,01:54,Liquor Laws,1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038211,2018-10-13,02:47,2018-10-13,02:47,All Other Offenses (Except Traffic),STADIUM/ PROVIDENCE Columbia MO,University of Missouri-Columbia
2018-00038211,2018-10-13,02:47,2018-10-13,02:47,Driving Under The Influence,STADIUM/ PROVIDENCE Columbia MO,University of Missouri-Columbia
2018-00038211,2018-10-13,02:47,2018-10-13,02:47,Not Counted For UCR,STADIUM/ PROVIDENCE Columbia MO,University of Missouri-Columbia
2018-00038214,2018-10-13,12:37,2018-10-10,17:00,Theft Non-Motor Vehicle,1095 VIRGINIA AVE Columbia MO,University of Missouri-Columbia
2018-00038214,2018-10-13,12:37,2018-10-10,17:00,Theft Non-Motor Vehicle,1095 VIRGINIA AVE Columbia MO,University of Missouri-Columbia
2018-00038215,2018-10-13,14:09,2018-10-10,23:00,Vandalism,906  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038215,2018-10-13,14:09,2018-10-10,23:00,Vandalism,906  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038217,2018-10-13,21:43,2018-10-13,21:43,All Other Offenses (Except Traffic),STADIUM/CHAMPIONS Columbia MO,University of Missouri-Columbia
2018-00038217,2018-10-13,21:43,2018-10-13,21:43,All Other Offenses (Except Traffic),STADIUM/CHAMPIONS Columbia MO,University of Missouri-Columbia
2018-00038217,2018-10-13,21:43,2018-10-13,21:43,Not Counted For UCR,STADIUM/CHAMPIONS Columbia MO,University of Missouri-Columbia
2018-00038217,2018-10-13,21:43,2018-10-13,21:43,Not Counted For UCR,STADIUM/CHAMPIONS Columbia MO,University of Missouri-Columbia
2018-00038217,2018-10-13,21:43,2018-10-13,21:43,Not Counted For UCR,STADIUM/CHAMPIONS Columbia MO,University of Missouri-Columbia
2018-00038218,2018-10-14,02:13,2018-10-14,02:13,Driving Under The Influence,ROCK QUARRY/STAGS Columbia MO,University of Missouri-Columbia
2018-00038218,2018-10-14,02:13,2018-10-14,02:13,Not Counted For UCR,ROCK QUARRY/STAGS Columbia MO,University of Missouri-Columbia
2018-00038218,2018-10-14,02:13,2018-10-14,02:13,Not Counted For UCR,ROCK QUARRY/STAGS Columbia MO,University of Missouri-Columbia
2018-00038218,2018-10-14,02:13,2018-10-14,02:13,Not Counted For UCR,ROCK QUARRY/STAGS Columbia MO,University of Missouri-Columbia
2018-00038219,2018-10-14,15:27,2018-10-14,15:31,All Other Offenses (Except Traffic),901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038219,2018-10-14,15:27,2018-10-14,15:31,Not Counted For UCR,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038220,2018-10-14,20:02,2018-10-14,20:02,"Possession Marijuana, Hashish, etc.",1720  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038222,2018-10-15,01:25,2018-10-15,01:25,Liquor Laws,ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038225,2018-10-15,14:48,2018-10-04,00:00,Theft Non-Motor Vehicle,518  HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038225,2018-10-15,14:48,2018-10-04,00:00,Theft Non-Motor Vehicle,518  HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038226,2018-10-15,17:18,2018-10-15,16:00,"Poss/Non-Narcotic/Barbituates, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038226,2018-10-15,17:18,2018-10-15,16:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038226,2018-10-15,17:18,2018-10-15,16:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038226,2018-10-15,17:18,2018-10-15,16:00,"Stolen Property-buying,receiving, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038226,2018-10-15,17:18,2018-10-15,16:00,"Weapons Carrying, Possessing, etc.",1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038227,2018-10-16,08:46,2018-06-18,08:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038227,2018-10-16,08:46,2018-06-18,08:00,Theft Non-Motor Vehicle,1000  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038230,2018-10-16,14:57,2018-10-15,21:00,All Other Offenses (Except Traffic),1200  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038230,2018-10-16,14:57,2018-10-15,21:00,All Other Offenses (Except Traffic),1200  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038230,2018-10-16,14:57,2018-10-15,21:00,Simple Assault,1200  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038230,2018-10-16,14:57,2018-10-15,21:00,Simple Assault,1200  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038231,2018-10-16,19:44,2018-10-16,19:44,All Other Offenses (Except Traffic),ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038231,2018-10-16,19:44,2018-10-16,19:44,All Other Offenses (Except Traffic),ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038231,2018-10-16,19:44,2018-10-16,19:44,Driving Under The Influence,ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038232,2018-10-16,22:16,2018-10-16,22:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038232,2018-10-16,22:16,2018-10-16,22:00,Simple Assault,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038233,2018-10-17,00:24,2018-10-17,00:24,Driving Under The Influence,S 8TH Columbia MO 65201,University of Missouri-Columbia
2018-00038233,2018-10-17,00:24,2018-10-17,00:24,Not Counted For UCR,S 8TH Columbia MO 65201,University of Missouri-Columbia
2018-00038234,2018-10-17,01:11,2018-10-17,01:11,"Possession Marijuana, Hashish, etc.",1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038234,2018-10-17,01:11,2018-10-17,01:11,"Possession Marijuana, Hashish, etc.",1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038235,2018-10-17,02:54,2018-10-17,02:54,Driving Under The Influence,3000 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038235,2018-10-17,02:54,2018-10-17,02:54,Not Counted For UCR,3000 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038235,2018-10-17,02:54,2018-10-17,02:54,"Possession Marijuana, Hashish, etc.",3000 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038235,2018-10-17,02:54,2018-10-17,02:54,"Possession Marijuana, Hashish, etc.",3000 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038236,2018-10-17,11:13,2018-10-16,20:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038236,2018-10-17,11:13,2018-10-16,20:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038236,2018-10-17,11:13,2018-10-16,20:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038237,2018-10-18,01:30,2018-10-18,01:30,All Other Offenses (Except Traffic),515 S 5TH Columbia MO 65201,University of Missouri-Columbia
2018-00038237,2018-10-18,01:30,2018-10-18,01:30,Theft Non-Motor Vehicle,515 S 5TH Columbia MO 65201,University of Missouri-Columbia
2018-00038241,2018-10-18,09:39,2018-10-18,09:30,All Other Offenses (Except Traffic),601  TURNER Columbia MO 65201,University of Missouri-Columbia
2018-00038242,2018-10-18,10:38,2018-10-13,14:00,Theft Non-Motor Vehicle,1007 TIGER AVE Columbia MO,University of Missouri-Columbia
2018-00038242,2018-10-18,10:38,2018-10-13,14:00,Theft Non-Motor Vehicle,1007 TIGER AVE Columbia MO,University of Missouri-Columbia
2018-00038243,2018-10-18,10:57,2018-07-04,12:00,All Other Offenses (Except Traffic),2401  LEMONE INDUSTRIAL Columbia MO 65201,University of Missouri-Columbia
2018-00038243,2018-10-18,10:57,2018-07-04,12:00,All Other Offenses (Except Traffic),2401  LEMONE INDUSTRIAL Columbia MO 65201,University of Missouri-Columbia
2018-00038243,2018-10-18,10:57,2018-07-04,12:00,Simple Assault,2401  LEMONE INDUSTRIAL Columbia MO 65201,University of Missouri-Columbia
2018-00038243,2018-10-18,10:57,2018-07-04,12:00,Simple Assault,2401  LEMONE INDUSTRIAL Columbia MO 65201,University of Missouri-Columbia
2018-00038245,2018-10-18,23:50,2018-10-18,23:50,All Other Offenses (Except Traffic),502  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2018-00038245,2018-10-18,23:50,2018-10-18,23:50,Liquor Laws,502  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2018-00038246,2018-10-19,00:29,2018-10-19,00:29,All Other Offenses (Except Traffic),CONLEY Columbia MO 65201,University of Missouri-Columbia
2018-00038246,2018-10-19,00:29,2018-10-19,00:29,Liquor Laws,CONLEY Columbia MO 65201,University of Missouri-Columbia
2018-00038247,2018-10-19,01:24,2018-10-19,01:24,Liquor Laws,1026  ASHLAND Columbia MO 0,University of Missouri-Columbia
2018-00038248,2018-10-19,01:39,2018-10-19,01:39,"Possession Marijuana, Hashish, etc.",851 CHAMPIONS DR Columbia MO,University of Missouri-Columbia
2018-00038251,2018-10-19,17:44,2018-10-19,17:44,Not Counted For UCR,HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038251,2018-10-19,17:44,2018-10-19,17:44,"Possession Marijuana, Hashish, etc.",HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038253,2018-10-19,23:47,2018-10-19,21:20,Theft Non-Motor Vehicle,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2018-00038253,2018-10-19,23:47,2018-10-19,21:20,Theft Non-Motor Vehicle,801  CONLEY Columbia MO 65201,University of Missouri-Columbia
2018-00038254,2018-10-20,00:18,2018-10-20,00:18,Liquor Laws,HITT/ROLLINS Columbia MO,University of Missouri-Columbia
2018-00038255,2018-10-20,00:41,2018-10-20,00:41,All Other Offenses (Except Traffic),8TH STREET CIRCLE Columbia MO,University of Missouri-Columbia
2018-00038255,2018-10-20,00:41,2018-10-20,00:41,Liquor Laws,8TH STREET CIRCLE Columbia MO,University of Missouri-Columbia
2018-00038256,2018-10-20,00:59,2018-10-20,00:59,Liquor Laws,902  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038258,2018-10-20,12:32,2018-10-19,07:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038258,2018-10-20,12:32,2018-10-19,07:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038259,2018-10-20,13:14,2018-10-18,23:30,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038259,2018-10-20,13:14,2018-10-18,23:30,Theft Non-Motor Vehicle,901  VIRGINIA Columbia MO 65201,University of Missouri-Columbia
2018-00038263,2018-10-20,15:49,2018-10-20,15:49,Forgery and Counterfeiting,1100  LAKE Columbia MO 65201,University of Missouri-Columbia
2018-00038263,2018-10-20,15:49,2018-10-20,15:49,"Poss/Non-Narcotic/Barbituates, etc.",1100  LAKE Columbia MO 65201,University of Missouri-Columbia
2018-00038264,2018-10-20,16:38,2018-10-20,16:38,Not Counted For UCR,CHAMPIONS Columbia MO 65201,University of Missouri-Columbia
2018-00038264,2018-10-20,16:38,2018-10-20,16:38,"Poss/Non-Narcotic/Barbituates, etc.",CHAMPIONS Columbia MO 65201,University of Missouri-Columbia
2018-00038265,2018-10-20,16:48,2018-10-20,16:58,Liquor Laws,TIGER/ROLLINS Columbia MO,University of Missouri-Columbia
2018-00038266,2018-10-20,17:09,2018-10-20,17:09,Liquor Laws,810  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038267,2018-10-20,16:54,2018-10-20,16:56,Not Counted For UCR,700 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038269,2018-10-20,18:21,2018-10-20,17:17,Simple Assault,401 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038269,2018-10-20,18:21,2018-10-20,17:17,Simple Assault,401 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038269,2018-10-20,18:21,2018-10-20,17:17,Simple Assault,401 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038269,2018-10-20,18:21,2018-10-20,17:17,Simple Assault,401 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038270,2018-10-20,16:32,2018-10-20,16:32,Liquor Laws,700  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038271,2018-10-20,18:54,2018-10-20,18:54,Liquor Laws,800  HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038273,2018-10-20,21:27,2018-10-20,10:00,Theft Non-Motor Vehicle,404  KENTUCKY Columbia MO 65201,University of Missouri-Columbia
2018-00038274,2018-10-20,22:34,2018-10-20,22:34,All Other Offenses (Except Traffic),1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038274,2018-10-20,22:34,2018-10-20,22:34,Liquor Laws,1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038275,2018-10-21,00:13,2018-10-21,00:13,Liquor Laws,211 S 8TH Columbia MO 65201,University of Missouri-Columbia
2018-00038275,2018-10-21,00:13,2018-10-21,00:13,"Possession Marijuana, Hashish, etc.",211 S 8TH Columbia MO 65201,University of Missouri-Columbia
2018-00038276,2018-10-21,01:24,2018-10-21,01:24,Driving Under The Influence,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038276,2018-10-21,01:24,2018-10-21,01:24,Not Counted For UCR,S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038277,2018-10-21,02:38,2018-10-21,02:38,Liquor Laws,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038278,2018-10-21,02:25,2018-10-21,02:25,Driving Under The Influence,1011  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038278,2018-10-21,02:25,2018-10-21,02:25,Not Counted For UCR,1011  MARYLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038279,2018-10-21,11:18,2018-10-21,11:10,Simple Assault,1133  ASHLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038279,2018-10-21,11:18,2018-10-21,11:10,Simple Assault,1133  ASHLAND Columbia MO 65201,University of Missouri-Columbia
2018-00038280,2018-10-21,14:29,2018-10-21,14:30,All Other Offenses (Except Traffic),1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038280,2018-10-21,14:29,2018-10-21,14:30,"Possession Marijuana, Hashish, etc.",1100  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038282,2018-10-21,23:02,2018-10-21,23:02,"Possession Marijuana, Hashish, etc.",1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038282,2018-10-21,23:02,2018-10-21,23:02,"Possession Marijuana, Hashish, etc.",1100 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038283,2018-10-22,00:09,2018-10-22,00:09,All Other Offenses (Except Traffic),RICHMOND Columbia MO 65201,University of Missouri-Columbia
2018-00038283,2018-10-22,00:09,2018-10-22,00:09,Liquor Laws,RICHMOND Columbia MO 65201,University of Missouri-Columbia
2018-00038284,2018-10-22,02:51,2018-10-22,02:51,"Possession Marijuana, Hashish, etc.",1250  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038284,2018-10-22,02:51,2018-10-22,02:51,"Possession Marijuana, Hashish, etc.",1250  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038285,2018-10-22,06:35,2018-10-21,18:30,Theft Non-Motor Vehicle,701 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038285,2018-10-22,06:35,2018-10-21,18:30,Theft Non-Motor Vehicle,701 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038288,2018-10-22,16:57,2018-10-22,07:45,All Other Offenses (Except Traffic),1612  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038288,2018-10-22,16:57,2018-10-22,07:45,All Other Offenses (Except Traffic),1612  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038289,2018-10-22,18:03,2018-10-14,19:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038289,2018-10-22,18:03,2018-10-14,19:30,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038290,2018-10-23,01:45,2018-10-23,01:45,Not Counted For UCR,S 5TH Columbia MO 65201,University of Missouri-Columbia
2018-00038293,2018-10-23,16:18,2018-10-22,19:00,All Other Offenses (Except Traffic),15  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038293,2018-10-23,16:18,2018-10-22,19:00,All Other Offenses (Except Traffic),15  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038294,2018-10-23,17:29,2018-10-23,17:00,Simple Assault,1107 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038294,2018-10-23,17:29,2018-10-23,17:00,Simple Assault,1107 S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
2018-00038298,2018-10-24,01:06,2018-10-24,01:06,Not Counted For UCR,STADIUM Columbia MO 0,University of Missouri-Columbia
2018-00038298,2018-10-24,01:06,2018-10-24,01:06,Not Counted For UCR,STADIUM Columbia MO 0,University of Missouri-Columbia
2018-00038298,2018-10-24,01:06,2018-10-24,01:06,Not Counted For UCR,STADIUM Columbia MO 0,University of Missouri-Columbia
2018-00038299,2018-10-24,02:11,2018-10-24,02:11,All Other Offenses (Except Traffic),605  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038299,2018-10-24,02:11,2018-10-24,02:11,"Poss/Non-Narcotic/Barbituates, etc.",605  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038299,2018-10-24,02:11,2018-10-24,02:11,"Possession Marijuana, Hashish, etc.",605  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038301,2018-10-24,09:24,2018-10-11,15:30,Theft Non-Motor Vehicle,Columbia MO,University of Missouri-Columbia
2018-00038301,2018-10-24,09:24,2018-10-11,15:30,Theft Non-Motor Vehicle,Columbia MO,University of Missouri-Columbia
2018-00038303,2018-10-24,11:12,2018-10-24,08:20,Theft Non-Motor Vehicle,525 N KEENE Columbia MO 65201,University of Missouri-Columbia
2018-00038304,2018-10-24,16:22,2018-10-24,11:00,Theft Non-Motor Vehicle,320 S 6TH Columbia MO 65201,University of Missouri-Columbia
2018-00038304,2018-10-24,16:22,2018-10-24,11:00,Theft Non-Motor Vehicle,320 S 6TH Columbia MO 65201,University of Missouri-Columbia
2018-00038305,2018-10-24,16:31,2018-10-17,06:40,All Other Offenses (Except Traffic),901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2018-00038305,2018-10-24,16:31,2018-10-17,06:40,All Other Offenses (Except Traffic),901 S COLLEGE Columbia MO 65201,University of Missouri-Columbia
2018-00038307,2018-10-24,18:21,2018-10-24,15:00,Theft Non-Motor Vehicle,1101  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038307,2018-10-24,18:21,2018-10-24,15:00,Theft Non-Motor Vehicle,1101  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038308,2018-10-24,22:39,2018-10-24,22:39,Driving Under The Influence,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038308,2018-10-24,22:39,2018-10-24,22:39,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038308,2018-10-24,22:39,2018-10-24,22:39,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038309,2018-10-25,01:23,2018-10-25,01:23,All Other Offenses (Except Traffic),ROLLINS/TIGER Columbia MO,University of Missouri-Columbia
2018-00038309,2018-10-25,01:23,2018-10-25,01:23,Discoderly Conduct,ROLLINS/TIGER Columbia MO,University of Missouri-Columbia
2018-00038309,2018-10-25,01:23,2018-10-25,01:23,Liquor Laws,ROLLINS/TIGER Columbia MO,University of Missouri-Columbia
2018-00038310,2018-10-25,03:42,2018-10-25,03:42,Liquor Laws,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038311,2018-10-25,14:22,2018-10-25,14:22,All Other Offenses (Except Traffic),909  HITT Columbia MO 65201,University of Missouri-Columbia
2018-00038313,2018-10-25,19:09,2018-10-24,19:30,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038313,2018-10-25,19:09,2018-10-24,19:30,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038314,2018-10-25,21:00,2018-10-25,21:00,"Possession Marijuana, Hashish, etc.",1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038314,2018-10-25,21:00,2018-10-25,21:00,"Possession Marijuana, Hashish, etc.",1306  ROLLINS Columbia MO 65201,University of Missouri-Columbia
2018-00038315,2018-10-26,01:23,2018-10-26,01:23,All Other Offenses (Except Traffic),CONLEY Columbia MO 65201,University of Missouri-Columbia
2018-00038315,2018-10-26,01:23,2018-10-26,01:23,Liquor Laws,CONLEY Columbia MO 65201,University of Missouri-Columbia
2018-00038316,2018-10-26,07:33,2018-10-26,07:33,Not Counted For UCR,E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038316,2018-10-26,07:33,2018-10-26,07:33,"Possession Marijuana, Hashish, etc.",E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038316,2018-10-26,07:33,2018-10-26,07:33,"Possession Marijuana, Hashish, etc.",E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038317,2018-10-26,08:27,2018-10-24,17:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038317,2018-10-26,08:27,2018-10-24,17:00,Theft Non-Motor Vehicle,520 S 9TH Columbia MO 65201,University of Missouri-Columbia
2018-00038320,2018-10-26,17:54,2018-10-26,12:32,All Other Offenses (Except Traffic),1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038320,2018-10-26,17:54,2018-10-26,12:32,Not Counted For UCR,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038320,2018-10-26,17:54,2018-10-26,12:32,Theft Non-Motor Vehicle,1  HOSPITAL Columbia MO 65201,University of Missouri-Columbia
2018-00038322,2018-10-26,21:54,2018-10-23,16:00,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038322,2018-10-26,21:54,2018-10-23,16:00,Theft Non-Motor Vehicle,1000  ELM Columbia MO 65201,University of Missouri-Columbia
2018-00038323,2018-10-26,22:18,2018-10-24,07:00,Vandalism,650 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038323,2018-10-26,22:18,2018-10-24,07:00,Vandalism,650 E STADIUM Columbia MO 65201,University of Missouri-Columbia
2018-00038324,2018-10-27,00:32,2018-10-27,00:30,All Other Offenses (Except Traffic),S PROVIDENCE Columbia MO 65203,University of Missouri-Columbia
