Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log	Number Cited	Misc Information	Added to Clery Wall Map	Greek Row	Alcohol/Drug Transport	Residence Life	IR # from DOS	DOS ID	Clery Case #	Referral Count	AC ID	Confirmed with MPD	Double Checked/Complete	Question for MPD	Clery Reportable/Not in Advocate
1085	09/22/19 @2034	Sunday	same	19-M08861	Vehicle Prowl	727 Elm St; etha Theta Pi	"This is a theft not a burglary, stolen Dominos Pizza car topper"	ACT				NO										0			0				
1086	09/23/19 @1023	Monday	same	19-M08880	Alarm; Elevator	901 Campus Dr; College	Accidental activation	CLO				NO										0			0				
1087	09/23/19 @1518	Monday	same	19-M08889	Accident; Hit Run	Ash St & W 6th St	Hit and run no suspect	ACT				NO										0			0				
1088	09/23/19 @1603	Monday	same	19-M08890	Fraud	955 Farm Rd; Sheep Center	"Attempted phising scam, no info given"	CLO				NO										0			0				
1089	09/23/19 @1717	Monday	same	19-M08896	Public Program	1001 Paradise Creek St	Cop talk	CLO				NO										0			0				
1090	09/23/19 @1832	Monday	same	19-M08899	Public Program	805 Elm St; Kappa Kappa Gamma	Cop talk	CLO				NO										0			0				
1091	09/23/19 @2351	Monday	same	19-M08903	Drugs	901 Paradise Creek St; LLC	Skunk not marijauna	CLO				NO										0			0				
1092	09/24/19 @1018	Tuesday	same	19-M08911	Suspicious	510 S Home St; West Park E	UTL on male talking on phone	CLO				NO										0			0				
1093	09/24/19 @1325	Tuesday	same	19-M08917	Vehicle Prowl	Moscow	Not on campus or related	ACT				NO										0			0				
1094	09/24/19 @1335	Tuesday	same	19-M08918	Drugs	"300 Taylor Ave,"	Unfounded	CLO				NO										0			0				
1095	09/24/19 @1353	Tuesday	same	19-M08920	Vin Inspection	875 Perimiter Dr	Vin	CLO				NO										0			0				
1096	09/24/19 @1557	Tuesday	same	19-M08924	Found Property	706 Deakin Ave	Found glasses	CLO				NO										0			0				
1097	09/24/19 @2143	Tuesday	same	19-M08933	Public Program	901 Paradise Creek; LLC	Cop talk	ACT				NO										0			0				
1098	09/24/19 @2350	Tuesday	same	19-M08937	Noise Complaint	Idaho Ave & Elm St	Fijis warned for noise	CLO				NO										0			0				
1099	09/14/19 @2324	Saturday	same	19-M08544	Alcohol Offense	Blake Ave	1 drug arrest and 2 alcohol arrests	CAC				YES										0			0				
1100	09/26/19 @1114	Thursday	same	19-M08987	Suicidal Person	1215 Nez Perce Dr; Golf Course	Employee was possibly suicidal	CLO				NO										0			0				
1101	09/27/19 @0006	Friday	same	19-M09009	DUI	Deakin Ave & College Ave	"Cern Sielert, 53 YOM, arrested for DUI"	ACT				NO										0			0				
1102	09/27/19 @0236	Friday	same	19-M09011	DUI	Taylor and S Main St Not on UI Property	"Micah Graff, 21 YOM, arrested for DUI"	ACT				NO										0			0				
1103	09/27/19 @2246	Friday	same	19-M09036	Communications	Moscow	UTL	CLO				NO										0			0				
1104	09/27/19 @2255	Friday	same	19-M09037	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO										0			0				
1105	09/27/19 @2339	Friday	same	19-M09040	Alcohol Offense	Blake Ave and Taylor Ave-Walking N on Blake near Taylor	"Ryler Hanosky, 19 YOM, cited for alcohol"	CLO				YES										0			0				
1106	09/28/19 @0928	Saturday	same	19-M09047	Communications	901 Paradise Creek St; LLC	Accidental 911	UTL				NO										0			0				
1107	09/28/19 @1128	Saturday	same	19-M09051	Suspicious	709 Deakin Ave; Bruce Pitman	Just a guy Cosplaying	CLO				NO										0			0				
1108	09/28/19 @1216	Saturday	same	19-M09053	Found Property	1200 W Palouse River Dr	Found keys	CLO				NO										0			0				
1109	09/29/19 @1658	Sunday	same	19-M09090	Accident; Non-Injury	1215 Nez Perce Dr; UI Golf	Non-reportable	CLO				NO										0			0				
1110	09/30/19 @1326	Monday	same	19-M09118	Sex Offense	Moscow	Not on campus or related					NO										0			0				
1111	09/30/19 @1518	Monday	same	19-M09120	Alarm; Elevator	901 Campus Dr	Accidental activation	CLO				NO										0			0				
1112	09/30/19 @1556	Monday	same	19-M09124	Theft; Other	901 Paradise Creek St; LLC	Stolen bicycle	CLO				NEED MORE										0			0				
1113	09/30/19 @1648	Monday	same	19-M09126	Public Program	1080 W 6th St; Gooding	Cop / safety talk	CLO				NO										0			0				
1114	09/30/19 @1706	Monday	same	10-M09128	Theft; Other	901 Paradise Creek St; LLC	Stolen bicycle	CLO				NEED MORE										0			0				
1115	09/30/19 @1722	Monday	same	19-M09129	Alarm; Burglary	2221 W Pullman Rd	Authorized cancel WRRF	CLO				NO										0			0				
1116	09/30/19 @1839	Monday	same	19-M09132	Public Program	735 Nez Perce Dr;	Cop / safety talk	CLO				NO										0			0				
1117	09/30/19 @1923	Monday	same	19-M09133	Suspicious	1601 W 6th St	"Suspicious vehicle, GOA"	CLO				NO										0			0				
1118	09/30/19@1930	Monday	same	19-M09134	Traffic Offense	Perimeter Dr & W Pullman	UTL on traffic offense	CLO				NO										0			0				
1119	09/30/19 @2234	Monday	same	19-M09137	Alarm; Fire	1080 W 6th St; UI Wallace	False alarm	CLO				NO										0			0				
1120	09/30/19 @2358	Monday	same	19-M09138	Welfare Check	UI	"UI golf coach late getting home, she was juuust fine"	CLO				NO										0			0				
1122	10/1/19 @0918	Tuesday	same	19-M09143	Alarm; Elevator	966 University Ave	Accidental activation	CLO				NO										0			0				
1123	10/01/19 @2222	Tuesday	same	19-M09171	Missing Person	1080 W 6th St; Wallace	She wasn't missing and was fine	CLO				NO										0			0				
1124	10/1/19 @2316	Tuesday	same	19-M09172	Alarm; Fire	720 Ave; Delta Tau Delta	False alarm	CLO				NO										0			0				
1125	10/02/19 @0814	Wednesday	same	19-M09178	Suspicious	901 Paradise Creek St; LLC	Student said he is being harrassed by suite mates. No charges filed	ACT				NEED MORE										0			0				
1126	10/02/19 @1328	Wednesday	same	19-M09192	Alarm; Elevator	901 Campus Dr	Accidental activation	CLO				NO										0			0				
1127	10/02/19 @1333	Wednesday	same	19-M09193	Threatening	Moscow	Third party report with no information	CLO				NO										0			0				
1128	10/02/19 @1627	Wednesday	same	19-M09203	Accident; Hit Run	1000 Stadium Dr	"Scuffed paint, no suspects"	CLO				NO										0			0				
1129	10/02/19 @1933	Wednesday	same	19-M09207	Harassment	901 Paradise Creek St; LLC	"A guy acting creepy, no known or report crime occurred."	CLO				NO										0			0				
1130	10/03/19 @1434	Thursday	same	19-M09229	Communications	1010 Blake Ave	Accidental activation	CLO				NO										0			0				
1131	10/03/19 @2002	Thursday	same	19-M09238	Alarm; Fire	901 Paradise Creek St	Metal bowl in the micro	CLO				NO										0			0				
1132	10/04/19 @0007	Friday	same	19-M09240	Alarm; Burglary	2221 W Pullman Rd	False alarm	CLO				NO										0			0				
1133	10/04/19 @1027	Friday	same	19-M09248	Alarm; Elevator	901 Campus Dr;	Accidental activation	CLO				NO										0			0				
1134	10/04/19 @1501	Friday	same	19-M09256	Alarm; Elevator	630 Elm St; Kappa Alpha	Accidental activation	CLO				NO										0			0				
1135	10/04/19 @1527	Friday	same	19-M09257	Trespassing	"UI, Moscow"	Malachi Dunn trespassed from all UI property	CLO				NEED MORE										0			0				
1136	10/04/19 @1546	Friday	same	19-M09258	Communications	901 Paradise Creek	Accidental activation	CLO				NO										0			0				
1137	10/04/19 @2245	Friday	same	19-M09272	Drugs	1080 W 6th St	UTL odor of marijuana	UTL				NEED MORE										0			0				
1138	10/05/19 @1416	Saturday	same	19-M09291		1000 Stadium Dr	"Sohie McGarth, 21 YOF, cited for urinating in public"	CLO				NO										0			0				
1139	10/05/19 @1443	Saturday	same	19-M09292	Alcohol Offense	1000 Stadium Dr	"Andoni Bieter Lete, 19 YOM, cited for alcohol"	ACT				YES										0			0				
1140	10/05/19 @1614	Saturday	same	19-M09295	Parking Problem	1601 W 6th St	Parking issue	CLO				NO										0			0				
1141	10/06/19 @1848	Sunday	same	19-M09335	Harassment	950 Farm Rd	"Boyfriend issue, no crime"	CLO				NEED MORE										0			0				
1142	10/06/19 @2001	Sunday	same	19-M09339	Alarm; Elevator	1080 W 6th St	Accidental activation	CLO				NO										0			0				
1143	10/06/19 @2056	Sunday	same	19-M09340	Accident; Non-Injury	Perimeter Dr & W Pullman Rd	Non injury accident	ACT				NO										0			0				
1144	10/06/19 @2259	Sunday	same	19-M09343	Suspicious	1080 W 6th St; Wallace	"Jason Bright, 39 yom, not a student, arrested on probation warrant"	CAA				NEED MORE										0			0				
1145	10/07/19 @0957	Monday	same	19-M09356	Theft; Other	801 S Line St; Brink Hall	Person left their AirPods in POLYA lab and they went missing	ACT				NO										0			0				
1146	10/07/19 @1238	Monday	same	19-M09360	Accident; Non-Injury	245 Farm Rd; UI Dairy Center	State accident report	ACT				NO										0			0				
1147	10/07/19 @1807	Monday	same	19-M09376	Extra Patrol	609 Elm St; Tri Delt	"Extra patrol, locks don't work"	CLO				NO										0			0				
1148	10/07/19 @1812	Monday	same	19-M09378	Alarm; Elevator	1001 Paradise Creek	Accidental activation	CLO				NO										0			0				
1149	10/07/19 @1928	Monday	same	19-M09382	Alarm; Elevator	1080 W 6th St	Accidental activation	CLO				NO										0			0				
1150	10/08/19 @0900	Tuesday	same	19-M09399	Drugs	510 S Home St	Found a hypo in the garbage	CLO				NEED MORE										0			0				
1151	10/08/19 @1418	Tuesday	same	19-M09408	Theft; Other	Sweet Ave and Blake Ave	Guy lost his backpack	CLO				NO										0			0				
1152	10/08/19 @1514	Tuesday	same	19-M09410	Alcohol Offense	1001 Paradise Creek St	Someone found an open container of alcohol and was afraid to dump it out so they called the police??	CLO				NO										0			0				
1153	10/09/19 @1142	Wednesday	same	19-M09432	Fraud	628 Deakin Ave	"Church was scammed out of $1k, no suspects"	ACT				NEED MORE										0			0				
1154	10/09/19 @1348	Wednesday	same	19-M09436	Suspicious	UI Campus	Report of Mohamed Mohamed using facebook to contact a UI employee after being told to stop	ACT				NEED MORE										0			0				
1155	10/09/19 @1454	Wednesday	same	19-M09438	Accident; Hit Run	Perimeter Dr and W Pullman	State accident report	ACT				NO										0			0				
1156	10/09/19 @1812	Wednesday	same	19-M09445	Suspicious	875 Campus Dr;	UI employee found an empty rifle case	CLO				NEED MORE										0			0				
1157	10/09/19 @1821	Wednesday	same	19-M09446	Suspicious	S Asbury St	UI student with suicidal thoughts went to GMC	CLO				NO										0			0				
1158	10/09/19 @2057	Wednesday	same	19-M09449	Alarm; Elevator	901 Paradise Creek	Accidental activation	CLO				NO										0			0				
1159	10/10/19 @0020	Thursday	same	19-M09452	Drugs	1080 W 6th St	UTL odor of marijuana	UTL				NEED MORE										0			0				
1160	10/10/19 @1641	Thursday	same	19-M09479	Accident; Non-Injury	711 Rayburn St	State accident report	CLO				NO										0			0				
1161	10/10//19 @1853	Thursday	same	19-M09486	Suspicious	UI Campus	"Unfounded, white van and driver UI custodian"	CLO				NEED MORE										0			0				
1162	10/10/19 @2124	Thursday	same	19-M09491	Suspicious	709 Deakin Ave; Pitman	"Unfounded, white van and driver UI custodian"	CLO				NEED MORE										0			0				
1163	10/10/19 @2309	Thursday	same	19-M09496	Suspicious	918 Deakin Ave; Kappa Sigma	"Unfounded, white van and driver UI custodian"	CLO				NEED MORE										0			0				
1164	10/11/19 @0252	Friday	same	19-M09499	Noise Complaint	415 College Ave	Warned for loud music	WRN				NO										0			0				
1165	10/11/19 @0719	Friday	same	19-M09501	Animal Problem	519 Taylor Ave	She found a cat and was told to let it go	CLO				NO										0			0				
1166	10/11/19 @1208	Friday	same	19-M09506	Accident; Non-Injury	710 Deakin Ave	Information exchange	ACT				NO										0			0				
1167	10/11/19 @1300	Friday	same	19-M09508	Alarm; Elevator	1001 Paradise Creek	Accidental activation	CLO				NO										0			0				
1168	10/11/19 @1616	Friday	same	19-M09514	Noise Complaint	Ash St and W 6th St	Warned for loud music	WRN				NO										0			0				
1169	10/11/19 @1735	Friday	same	19-M09517	Lost Property	Moscow	Someone lost something	CLO				NO										0			0				
1170	10/11/19 @1737	Friday	same	19-M09518	Alarm; Burglary	2221 W Pullman Rd	False alarm	CLO				NO										0			0				
1171	10/11/19 @2011	Friday	same	19-M09523	Drugs	W 6th St and Rayburn St	"Austdan Phomphackdy, 18 YOM, cited for marijuana"	ACT				YES										0			0				
1172	10/12/19 @0006	Saturday	same	19-M09531	Alarm; Elevator	901 Paradise Creek St	Accidental activation	CLO				NO										0			0				
1173	10/12/19 @1048	Saturday	same	19-M09537	Suspicious	Moscow	RP got a creepy message from a guy on a dating app	CLO				NEED MORE										0			0				
1174	10/12/19 @1355	Saturday	same	19-M09545	Accident; Non-Injury	1215 Nez Perce Dr	State accident report	CLO				NO										0			0				
1175	10/12/19 @2326	Saturday	same	19-M09555	Alcohol Offense	Deakin Ave & College Ave	"Brooke Kimberling, 18 YOF, and Lauryn Devlin, 19 YOF, cited for alcohol"	CAC				YES										0			0				
1176	10/13/19 @2133	Sunday	same	19-M09573	Alarm; Fire	901 Paradise Creek St	False alarm	CLO				NO										0			0				
1177	10/13/19 @1827	Sunday	same	19-M09570	Found Property	Moscow	Found wallet	CLO				NO										0			0				
1178	10/14/19 @1211	Monday	same	19-M09583	Suspicious	UI Campus	"Report of suspicious white van, actually a UI janitor"	CLO				NEED MORE										0			0				
1179	10/14/19 @1433	Monday	same	19-M09586	Alarm; Elevator	804 Rayburn St	Accidental activation	CLO				NO										0			0				
1180	10/14/19 @1702	Monday	same	19-M09589	Suspicious	W Palouse River Dr	People living out of their vehicle	CLO				NO										0			0				
1181	10/14/19 @2316	Monday	same	19-M09595	Suspicious	709 Deakin Ave; Student Union	"Report of suspicious white van, actually a UI janitor"	UTL				NEED MORE										0			0				
1182	10/15/19 @1407	Tuesday	same	19-M09616	Communications	1080 W 6th St; Wallace	Accidental activation	CLO				NO										0			0				
1183	10/15/19 @1455	Tuesday	same	19-M09618	Welfare Check	Moscow	Arrested person on warrant	ACT				NEED MORE										0			0				
1184	10/15/19 @1523	Tuesday	same	19-M09620	Found Property	Moscow	Found license plate	CLO				NO										0			0				
1185	10/16/19 @1131	Wednesday	same	19-M09648	Theft; Other	1080 W 6th St	Stolen bicycle	ACT				NEED MORE										0			0				
1186	10/16/19 @1453	Wednesday	same	19-M09657	Disorderly	1006 Railroad St	"Upset employee was fired, nothing further"	ACT				NO										0			0				
1187	10/16/19 @1654	Wednesday	same	19-M09661	Theft; Other	Moscow	Lost iPhone	CLO				NO										0			0				
1188	10/16/19 @2246	Wednesday	same	19-M09669	Unsecured Premise	202 S Line St	Unsecure storage unit	CLO				NO										0			0				
1189	10/17/19 @0834	Thursday	same	19-M09674	Animal; Stray	W 3rd St	Dog taken to HSOP	ACT				NO										0			0				
1190	10/17/19 @0850	Thursday	same	19-M09676	Suspicious	1080 W 6th St	"Report of suspicious white van, actually a UI janitor"	ACT				NEED MORE										0			0				
1191	10/16/19 @1200	Wednesday	same	19-M09651	Theft; Other	1001 Paradise Creek	Stolen bicycle	ACT				NEED MORE										0			0				
1192	10/17/19 @1646	Thursday	same	19-M09696	Suicidal Person	901 Paradise Creek St	UI student put in contact with DOS and CTC	ACT				NO										0			0				
1193	10/17/19 @1831	Thursday	same	19-M09700	Suicidal Person	UI Campus	"Report of person who threatened to jump off building, he was taken to GMC"	ACT				NO										0			0				
1194	10/18/19 @1106	Friday	same	19-M09720	Welfare Check	Moscow	Student was found and was okay	ACT				NO										0			0				
1195	10/18/19 @1648	Friday	same	19-M09732	Alarm; Elevator	901 Paradise Creekt	Accidental activation	CLO				NO										0			0				
1197	10/18/19 @1628	Friday	same	19-M09729	Found Property	875 Campus Drive	Found a backpack	CLO				NO										0			0				
1198	10/18/19 @1656	Friday	same	19-M09733	Theft; Other	1006 Railroad St	$1k worth of items stolen out of an office	ACT				NEED MORE										0			0				
1199	10/18/19 @1852	Friday	same	19-M09735	Alarm; Fire	718 Elm St: UI Sigma Nu	False alarm	CLO				NO										0			0				
1200	10/18/19 @2042	Friday	same	19-M09737	Welfare Check	711 Rayburn St; Menard Law	UTL intoxicated female	CLO				NO										0			0				
1201	10/18/19 @2047	Friday	same	19-M09738	Alcohol Offense	1000 Stadium Dr;	"Julia Smith, 18 YOF, cited for alcohol"	ACT				YES										0			0				
1202	10/18/19 @2054	Friday	same	19-M09739	Alcohol Offense	1000 Stadium Dr	"Dominick Mcteer, 20 YOM, cited for alcohol"	CAA				YES										0			0				
1203	10/18/19 @2104	Friday	same	19-M09740	Alcohol Offense	1000 Stadium Dr	"Logan Blair, 20 YOM, cited for alcohol"	ACT				YES										0			0				
1204	10/18/19 @2305	Friday	same	19-M09747	Alcohol Offense	709 Deakin Ave	"Tyson Schlader, 20 YOM, cited for alcohol"	CAA				YES										0			0				
1205	10/18/19 @2350	Friday	same	19-M09749	Drugs	Stadium Dr & Paradise Creek	"Kevin McGuire, 18 YOM, cited for marijuana"	ACT				YES										0			0				
1206	10/19/19 @0014	Saturday	same	19-M09752	Alcohol Offense	709 Deakin Ave and W 6th St- Walking E on 6th near Deakin	"Jordan Slotto, 19 YOM, and Jaden Donaldson, 19 YOM, cited for alcohol"	ACT				YES										0			0				
1207	10/19/19 @0048	Saturday	same	19-M09753	Other Calls	706 Deakin Ave;	"Report of people damaging a patrol car, unfounded"	CLO				NO										0			0				
1208	10/19/19 @1301	Saturday	same	19-M09772	Accident; Non-Injury	627 Elm St	UI employee backed into a sign	CLO				NO										0			0				
1209	10/19/19 @1325	Saturday	same	19-M09774	Alarm; Elevator	1001 Paradise Creek St	"Two people stuck in elevator, MVFD and elevator company called"	CLO				NO										0			0				
1210	10/19/19 @1326	Saturday	same	19-M09776	Harassment	Moscow	Someone possibly attempted to access RPs google account	CLO				NO										0			0				
1211	10/19/19 @1840	Saturday	same	19-M09782	Alarm; Elevator	1080 W 6th St; Wallace	Accidental activation	CLO				NO										0			0				
1212	10/19/19 @1852	Saturday	same	19-M09783	Custodial Int.	Moscow	Not on campus or related	CLO				NO										0			0				
1213	10/20/19 @0114	Sunday	same	19-M09797	Drugs	1080 W 6th St; Wallace	"Sullivan Shannon, 19 YOM, cited for marijuana"	CAC				YES										0			0				
1214	10/20/19 @0234	Sunday	same	19-M09802	Malicious Mischief	701 Nez Perce Dr.	Damaged passenger side mirror	CLO				NO										0			0				
1215	10/20/19 @0446	Sunday	same	19-M09804	Suicidal Person	901 Paradise Creek St	Person contacted and was okay	CLO				NO										0			0				
1216	10/20/19 @1011	Sunday	same	19-M09812	Accident; Hit Run	735 Nez Perce Dr; Sigma Chi	"Kyle Pogue, 20 YOM, cited for leaving the scene of an accident"	CAC				NO										0			0				
1217	10/20/19 @1110	Sunday	same	19-M09814	Vehicle Prowl	1001 Paradise Creek St	"Unlocked car was burglarized, 12 gauge and 20 gauge shotguns stolen, no suspects"	ACT				NEED MORE										0			0				
1218	10/21/19 @0903	Monday	same	19-M09834	Found Property	UI Campus	Found wallet	CLO				NO										0			0				
1219	10/21/19 @1430	Monday	same	19-M09845	Communications	630 Elm St	Accidental activation	CLO				NO										0			0				
1220	10/21/19 @1848	Monday	same	19-M09858	Alarm; Elevator	850 Rayburn St	Accidental activation	CLO				NO										0			0				
1221	10/21/19 @2110	Monday	same	19-M09859	Citizen Assist	Moscow	Not on campus or related	CLO				NO										0			0				
1222	10/22/19 @1029	Tuesday	same	19-M09875	Fraud	UI Campus	This did not occur on campus and not related	ACT				NO										0			0				
1223	10/22/19 @1241	Tuesday	same	19-M09879	Alarm; Other	1080 W 6th St	Casued by saw dust	CLO				NO										0			0				
1224	10/22/19 @1459	Tuesday	same	19-M09883	Alarm; Elevator	921 Campus Dr	Accidental activation	CLO				NO										0			0				
1225	10/22/19 @1759	Tuesday	same	19-M09890	Traffic Offense	Sweet Ave & South Main	"Road rage, UTL"	ACT				NO										0			0				
1226	10/22/19 @1912	Tuesday	same	19-M09894	Accident; Non-Injury	Perimeter Dr & West Pullman Rd	State accident report	ACT				NO										0			0				
1227	10/23/19 @1512	Wednesday	same	19-M09916	Transport	1210 Blake Ave	Transport student from CTC to GMC	CLO				NO										0			0				
1228	10/23/19 @1532	Wednesday	same	19-M09919	Communications	1001 Paradise Creek St	Accidental activation	CLO				NO										0			0				
1229	10/24/19 @1908	Thursday	same	19-M09951	Alarm; Elevator	901 Paradise Creek St	Accidental activation	CLO				NO										0			0				
1230	10/25/19 @1037	Friday	same	19-M09961	Theft; Other	1080 W 6th St. Wallace	Stolen bicycle	CLO				NEED MORE										0			0				
1231	10/25/19 @1516	Friday	same	19-M09974	Alarm; Elevator	901 Campus Dr.	Accidental activation	CLO				NO										0			0				
1232	10/25/19 @1702	Friday	same	19-M09979	Suicidal Person	709 Deakin Ave; Pitman Center	"Unfounded, student upset about financial aid needs"	CLO				NO										0			0				
1233	10/25/19 @1707	Friday	same	19-M09981	Drugs	Moscow	Not on campus or related	ACT				NO										0			0				
1234	10/26/19 @0127	Saturday	same	19-M09998	Communications	1080 W 6th St	UTL open 911	CLO				NO										0			0				
1235	10/26/19 @0146	Saturday	same	19-M09999	Communications	1080 W 6th St	UTL open 911	CLO				NO										0			0				
1236	10/26/19 @1524	Saturday	same	19-M10011	Alarm; Elevator	1080 W 6th St	Accidental activation	ACT				NO										0			0				
1237	10/26/19 @2203	Saturday	same	19-M10021	Drugs	1080 W 6th St	"Hannah Cadmus, 19 YOF, warned for marijuana"	CLO				YES										0			0				
1238	10/28/19 @1628	Monday	same	19-M10064	Alarm; Elevator	901 Campus Dr	Accidental activation	CLO				NO										0			0				
1239	10/28/19 @2007	Monday	same	19-M10070	Accident; Non-Injury	735 Nez Perce Dr; Sigma Chi	State accident report	ACT				NO										0			0				
1240	10/29/19 @0037	Tuesday	same	19-M10074	Civil	W Palouse River Dr; Aboretum	Not on campus or related	CLO				NO										0			0				
1241	10/29/19 @0935	Tuesday	same	19-M10085	Suspicious	1 UI Campus	Chest freezer abandoned near Pres. Green's residence	CLO				NO										0			0				
1242	10/29/19 @0946	Tuesday	same	19-M10087	Property Damage	1200 W Palouse River Dr	Vehicle hit by a dog	CLO				NO										0			0				
1243	10/29/19 @1255	Tuesday	same	19-M10090	Theft; Automobile	1200 W Palouse River Drive	Not on campus or related	ACT				NO										0			0				
1244	10/29/19 @1642	Tuesday	same	19-M10097	Accident; Non-Injury	1000 Paradise Creek St	State accident report	ACT				NO										0			0				
1245	10/29/19 @1941	Tuesday	same	19-M10103	Sex Offense	UI Campus	"This was a parent calling about a previous sex offense, this is not a sex offense case"	CLO				NEED MORE										0			0				
1246	10/29/19 @2202	Tuesday	same	19-M10110	Suspicious	Moscow	Not on campus or related	CLO				NO										0			0				
1247	10/30/19 @0604	Wednesday	same	19-M10114	Suspicious	Moscow	Not on campus or related	ACT				NO										0			0				
1248	10/30/19 @1031	Wednesday	same	19-M10119	Custodial Int.	Moscow	Not on campus or related	CLO				NO										0			0				
1249	10/30/19 @1335	Wednesday	same	19-M10127	Theft; Other	903 Perimeter Dr	Theft of a mast	ACT				NEED MORE										0			0				
1250	10/30/19 @1753	Wednesday	same	19-M10133	Accident; Non-Injury	735 Nez Perce Dr	State accident report	ACT				NO										0			0				
1251	10/31/19 @0955	Thursday	same	19-M10144	Theft; Other	875 Perimeter Dr	Sleeping bag and mat stolen from gym	ACT				NEED MORE										0			0				
1252	10/31/19 @1212	Thursday	same	19-M10155	Extra Patrol	825 W 7th St	"Extra patrol, power outage"	CLO				NO										0			0				
1253	10/31/19 @1711	Thursday	same	19-M10166	Accident; Non-Injury	Perimeter Dr	State accident report	ACT				NO										0			0				
1254	10/31/19 @1749	Thursday	same	19-M10168	Found Property	975 S Line St	Someone found a computer	CLO				NO										0			0				
1255	11/01/19 @0815	Friday	same	19-M10182	Alarm; Elevator	966 University Ave	Accidental activation	CLO				NO										0			0				
1256	11/01/19 @0906	Friday	same	19-M10183	Traffic Offense	Stadium Dr and Paradise Cr	Someone saw a white car???	CLO				NEED MORE										0			0				
1257	11/01/19 @0910	Friday	same	19-M10184	Harassment	UI Campus	"18 YOM, being extorted via internet for taking part in an online video he probably shouldn't have done"	ACT				NEED MORE										0			0				
1258	11/01/19 @0955	Friday	same	19-M10186	Utility Problem	875 Line St	FLOOD	CLO				NO										0			0				
1259	11/01/19 @1007	Friday	same	19-M10187	Alarm; Burglary	414 S Main St; Prichard Art Gallary	False alarm	EE				NO										0			0				
1260	11/01/19 @1505	Friday	same	19-M10204	Vehicle Prowl	S Line St and W 3rd	"Vehicle burglary, broken window and stolen purse and wallet"	ACT				NEED MORE										0			0				
1261	11/01/19 @2229	Friday	same	19-M10218	Suicidal Person	UI Campus	Taken to GMC voluntarily	CLO				NO										0			0				
1262	11/02/19 @0924	Saturday	same	19-M10228	Alarm; Fire	620 Idaho Ave; Phi Kappa	False alarm	CLO				NO										0			0				
1263	11/02/19 @1708	Saturday	same	19-M10247	Communications	1080 W 6th St	Accidental call	CLO				NO										0			0				
1264	11/02/19 @1714	Saturday	same	19-M10246	Accident; Hit Run	Rayburn St	Hit and run no suspects	ACT				NO										0			0				
1265	11/03/19 @0956	Sunday	same	19-M10263	Welfare Check	Perimeter Dr	UTL	UTL				NO										0			0				
1266	11/04/19 @0914	Monday	same	19-M10291	Agency Assist	UI Campus	Juvenile on campus tour got off bus in wrong city	ACT				NO										0			0				
1267	11/04/19 @1010	Monday	same	19-M10292	Alarm; Fire	709 Deakin Ave;	Water alarm	CLO				NO										0			0				
1268	11/04/19 @1414	Monday	same	19-M10302	Theft; Other	901 Paradise Creek St	Stolen bicycle	ACT				NEED MORE										0			0				
1269	11/04/19 @2025	Monday	same	19-M10315	Missing Person	504 S Home St; Ghormley Park	He wasn't missing	CLO				NO										0			0				
1270	11/05/19 @0921	Tuesday	same	19-M10324	Parking Problem	S Line St & Paradise Creek	"Unfounded, legally parked"	CLO				NO										0			0				
1271	11/05/19 @1328	Tuesday	same	19-M10334	Other Calls	"UI, Moscow"	"Unfounded, car was not stolen"	CLO				NEED MORE										0			0				
1272	11/05/19 @1333	Tuesday	same	19-M10336	Sickness	850 Rayburn St; UI Library	Student taken to GMC	CLO				NO										0			0				
1273	11/05/19 @1435	Tuesday	same	19-M10341	Unconsciousness	709 Deakin Ave; Pitman	Student taken to GMC	CLO				NO										0			0				
1274	11/05/19 @1801	Tuesday	same	19-M10349	Theft; Other	850 Rayburn St; UI Library	Found bicycle that he never reported stolen	CLO				NO										0			0				
1275	11/06/19 @1004	Wednesday	same	19-M10368	Alarm; Burglary	414 Main St	False alarm	EE				NO										0			0				
1276	11/06/19 @1037	Wednesday	same	19-M10372	Disorderly	1001 University Ave	"Disageement between parking and a student over parking in the gold lot, it was resolved peacefully"	CLO				NEED MORE										0			0				
1277	11/06/19 @1229	Wednesday	same	19-M10375	Alarm; Elevator	901 Paradise Creek	Accidental activation	CLO				NO										0			0				
1278	11/06/19 @1324	Wednesday	same	19-M10378	Citizen Assist	504 S Home St	Car seats installed	CLO				NO										0			0				
1279	11/07/19 @0125	Wednesday	same	19-M10394	Suicidal Person	918 Blake Ave: Kappa Sig	"Unfounded, just sad about relationships"	CLO				NO										0			0				
1280	11/07/19 @0828	Wednesday	same	19-M10397	Communications	901 Paradise Creek St;	Accidental activation	CLO				NO										0			0				
1281	11/07/19 @0904	Wednesday	same	19-M10399	Fall	831 Ash St	"Fell and hit head, transported to GMC"	CLO				NO										0			0				
1282	11/07/19 @1552	Wednesday	same	19-M10411	Communications	1080 W 6th St	Accidental activation	CLO				NO										0			0				
1283	11/07/19 @1611	Wednesday	same	19-M10414	Alarm; Elevator	1001 Paradise Creek	Accidental activation	CLO				NO										0			0				
1284	11/07/19 @1645	Wednesday	same	19-M10416	Fraud	Moscow	Not on campus or related	CLO				NO										0			0				
