"Thursday, January 21, 2021"	0.569571759													
Master ID	Date/Time Reported	Day of Week	Date/Time Occurred	MPD Case #	Nature of Calls	Address/Location	Comments	Disposition	Clery Geography	Clery Offense	Clery Count	Clery	Not on Campus	Name Log
1385	10/01/18 @19:51	Monday	Same	18-M09006	Alarm; Elevator	1001 Paradise Creek St; Theophilus Tower	Accidental activation	CLO				NO		
1386	10/02/18 @01:38	Tuesday	Same	18-M09015	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1387	10/02/18 @09:10	Tuesday	Same	18-M09019	Accident; Non-Injury	Idaho Ave & Deakin Ave	State accident report	ACT				NO		
1388	10/02/18 @13:45	Tuesday	Same	18-M09031	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1389	10/02/18 @14:22	Tuesday	Same	18-M09033	Found Property	Idaho Ave & Ash St; Area	Bag that contained marijuana booked for destruction	CLO				NO		
1390	10/02/18 @15:47	Tuesday	Same	18-M09034	Sex Offense	Moscow	Not on campus or related	ACT				NO	x	
1391	10/02/18 @16:33	Tuesday	Same	18-M09038	Traffic Offense	Periemter Dr;	"Report of vehicles speeding, officers did extra patrol"	CLO				NO		
1392	10/02/18 @17:28	Tuesday	Same	18-M09042	Found Property	1006 Railroad St; Smart Transit	Found wallet	CLO				NO		
1393	10/02/18 @17:52	Tuesday	Same	18-M09043	Public Program	804 Elm ST; Phi Delta Theta	Cop Talk	CLO				NO		
1394	10/02/18 @17:53	Tuesday	Same	18-M09044	Public Program	630 Elm ST; Kappa Alpha Theta	Cop Talk	CLO				NO		
1395	10/02/18 @21:03	Tuesday	Same	18-M09052	Attempt to Locate	918 Blake Ave; Kappa Sigma	Unfounded	CLO				NO		
1396	10/02/18 @21;10	Tuesday	Same	18-M09053	Noise Complaint	908 Blake Ave; Apts Above	UTL on noise coming from apt above Perch	UTL				NO		
1397	10/02/18 @23:59	Tuesday	Same	18-M09056	Alarm; Elevator	1080 W 6th ST; Elev South	Accidental activation	CLO				NO		
1398	10/03/18 @10:33	Wednesday	Same	18-M09062	Alarm; Elevator	1080 W 6th St; Elev South	Female trapped but got out on her own	CLO				NO		
1399	10/03/18 @11:37	Wednesday	Same	18-M09065	Alarm; Elevator	1080 W 6th St; Elev South	Female trapped but got out on her own	CLO				NO		
1400	10/03/18 @15:08	Wednesday	Same	18-M09076	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1401	10/03/18 @18:21	Wednesday	Same	18-M09087	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1402	10/04/18 @11:17	Thursday	Same	18-M09104	Drugs	Sweet Ave; Lot 60	1 -  (not a student) cited for DWP and marijuana	ACT	OC	Drug - Arrest	1	YES		
1403	10/04/18 @12:43	Thursday	Same	18-M09108	Animal; Problem	1 UI Campus;	Two dead rabbits	CLO				NO		
1404	10/04/18 @14:21	Thursday	Same	18-M09114	Alarm; Other	1104 W 6th St; Ag Center	"Car alarm, PTS called RO"	CLO				NO		
1405	10/04/18 @15:49	Thursday	Same	18-M09118	Threatening	825 W 7th ST; Mines Bldg	"Unfounded, problem between employees who don't get along, no threat made."	ACT				NO		
1406	10/04/18 @17:01	Thursday	Same	18-M09121	Other Calls	Moscow	Cop Talk	CLO				NO		
1407	10/04/18 @18:17	Thursday	Same	18-M09124	Public Program	620 Elm ST; Theta Chi	Cop Talk	CLO				NO		
1408	10/04/18 @19:06	Thursday	Same	18-M09126	Unsecured Premise	704 Deakin Ave; Post oFfice	"Open/Unlocked door at bookstore, code 4"					NO		
1409	10/05/18 @12:41	Friday	Same	18-M09153	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1410	10/05/18 @15:00	Friday	Same	18-M09165	Accident; Non-Injury	1001 Paradise Crek St; Theophilus Tower	Information exchange	CLO				NO		
1411	10/05/18 @19:44	Friday	Same	18-M09177	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1412	10/05/18 @21:21	Friday	Same	18-M09180	Alarm; Fire	728 Elm St; Delta Gamma	Unknown what caused alarm	CLO				NO		
1413	10/06/18 @00:44	Saturday	Same	18-M09185	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1414	10/06/18 @07:04	Saturday	Same	18-M09190	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1415	10/06/18 @11:56	Saturday	Same	18-M09193	Gun Check	861 Perimter Dr; UI Security	Gun check	CLO				NO		
1416	10/06/18@21:47	Saturday	Same	18-M09204	Suspicious	Nez Perce Dr;	"RP saw 2 or 3 people get out of the trunk of a car, officer UTL"	CLO				NO		
1417	10/07/18 @03:07	Sunday	Same	18-M09213	Attempt to Locate	804 Elm ST;	"Unfounded, drunk fraternity brother was found on the front porch"	CLO	NC	Alcohol - Referral	1	YES		
1418	10/07/18 @06:36	Sunday	Same	18-M09219	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1419	10/07/18 @12:50	Sunday	Same	18-M09224	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1420	10/07/18 @17:06	Sunday	Same	18-M09233	Alarm; Elevator	1080 W 6th ST; Elev North	Accidental activation					NO		
1421	10/07/18 @20:11	Sunday	Same	18-M09236	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1422	10/07/18 @20:38	Sunday	Same	18-M09238	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1423	10/07/18 @20:39	Sunday	Same	18-M09240	Fraud	709 Deakin Ave; UI Bruce Pimtan	"Did not occur in Idaho, lost his wallet in Pullman, WA and realized it was missing while at Pitman Center"	ACT				NO	x	
1424	10/07/18 @20:39	Sunday	Same	18-M09239	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1425	10/08/18 @08:58	Monday	Same	18-M09245	Accident; Hit Run	Elm St & University Ave	"Hit and run, no suspects"	ACT				NO		
1426	10/08/18 @10:10	Monday	Same	18-M09246	Found Property	UI Transportation	Found bicycle	CLO				NO		
1427	10/08/18 @11:44	Monday	Same	18-M09247	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1428	10/08/18 @15:35	Monday	Same	18-M09259	Accident; Non-Injury	Deakin Ave; Loading Zone	Information exchange	ACT				NO		
1429	10/08/18 @16:53	Monday	Same	18-M09265	Found Property	Stadium Dr; 6th	Found wallet	CLO				NO		
1430	10/09/18 @11:03	Tuesday	Same	18-M09281	Welfare Check	2440 NW Robert St; Pullman.	Subject went to GMC voluntarily	ACT				NO		
1431	10/09/18 @14:06	Tuesday	Same	18-M09287	Parking Problem	415 College Ave; Driveway	Vehicle was GOA	CLO				NO		
1432	10/09/18 @19:20	Tuesday	Same	18-M09296	Traffic Offense	Perimter Dr & W Pullman Rd	Unfounded	CLO				NO		
1433	10/09/18 @23;55	Tuesday	Same	18-M09300	Alarm; Fire	1101 Blake Ave; Farmhouse	"No fire, false alarm"	CLO				NO		
1434	10/10/18 @08:55	Wednesday	Same	18-M09309	Alarm; Elevator	1001 Paradise Creek St; Elev	MVFD was already on scene	CLO				NO		
1435	10/10/18 @15:11	Wednesday	Same	18-M09319	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1436	10/10/18 @17:05	Wednesday	Same	18-M09324	Drugs	Moscow	Not on campus or related	ACT				NO	x	
1437	10/10/18 @17:19	Wednesday	Same	18-M09325	Chest Pain	W Palouse River DR; New Arborteum	Subject was transported to GMC	CLO				NO		
1438	10/10/18 @18:26	Wednesday	Same	18-M09328	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1439	10/11/18 @10:51	Thursday	Same	18-M09347	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1440	10/11/18 @12:26	Thursday	Same	18-M09353	Found Property	UI Transportation	Found bicycle	CLO				NO		
1441	10/11/18 @19:54	Thursday	Same	18-M09369	Drugs	1080 W 6th ST; Wallace	UTL odor of marijuana	CLO				NO		
1442	10/12/18 @03:32	Friday	Same	18-M09379	Domestic Dispute	707 Railroad St; 5	"BF and GF had minor argument, GF left for the night"	CLO				NO		
1443	10/12/18 @04:04	Friday	Same	18-M09380	Found Property	707 Railroad St;	Booked drug paraphernalia for destruction	CLO				NO		
1444	10/12/18 @13:33	Friday	Same	18-M09393	Trespassing	707 Railroad St; 5	"Unfounded, GF came back to get belongings"	CLO				NO		
1445	10/12/18 @17:27	Friday	Same	18-M09404	Other Calls	UI Campus	Questions about smoke from exhaust	CLO				NO		
1446	10/12/18 @18:29	Friday	Same	18-M09406	Road Rage	Moscow	Not on campus or related	CLO				NO	x	
1447	10/12/18 @19:50	Friday	Same	18-M09407	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1448	10/12/18 @21:29	Friday	Same	18-M09412	Alarm; Elevator	832 Ash St; UI Student Health	Accidental activation	CLO				NO		
1449	10/12/18 @22:36	Friday	Same	18-M09416	Suicidal Person	908 Blake Ave; Steele House	Depressed female given ride to GMC	CLO				NO		
1450	10/13/18 @03:43	Saturday	Same	18-M09423	Welfare Check	1651 W 6th St; Vandal Meats	Unfounded	CLO				NO		
1451	10/13/18 @08:47	Saturday	Same	18-M09427	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1452	10/13/18 @15:35	Saturday	Same	18-M09439	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1453	10/14/18 @01:25	Sunday	Same	18-M09450	Animal; Problem	Farm Rd; Near Winco	Hearded cattle back into pasture	CLO				NO		
1454	10/14/18 @01:48	Sunday	Same	18-M09451	Gunshot Sounds	931 Campus Dr; Art & Architecture	Unfounded	CLO				NO		
1455	10/14/18 @11:14	Sunday	Same	18-M09459	Animal; Stray	Nez Perce Dr; Near Arboretum	UTL  	CLO				NO		
1456	10/14/18 @12:10	Sunday	Same	18-M09462	Alarm; Elevator	901 Paradise Creek St; Elevator	Accidental activation	CLO				NO		
1457	10/14/18 @12:12	Sunday	Same	18-M09461	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1458	10/15/18 @13:56	Monday	Same	18-M09495	Found Property	UI; Ag Science Bldg	Found cardboard box	ACT				NO		
1459	10/15/18 @15:42	Monday	Same	18-M09504	Fraud	Moscow	"Phone scam, didn't give out info or money"	CLO				NO		
1460	10/16/18 @05:03	Tuesday	Same	18-M09520	Suspicious	Sweet Ave & Railroad St; Lot 60	"Unfounded, parents were driving slowly to get kid to fall asleep"	CLO				NO		
1461	10/16/18 @10:01	Tuesday	Same	18-M09524	Fraud	UI; Renfrew Hall; Chem Dept.	Fraud an Chemistry Dept charge card	ACT				NO		
1462	10/16/18 @11:57	Tuesday	Same	18-M09532	Alarm; Fire	609 Nez Perce DR; UI Foundation	"Unfounded, alarm set off by fog machine"	CLO				NO		
1463	10/16/18 @17:45	Tuesday	Same	18-M09538	Public Program	727 Elm ST; Beta Theta Pi	COP talk at Betas	CLO		Public Program		NO		
1464	10/17/18 @08:15	Wednesday	Same	18-M09550	Found Property	831 Ash St; Parking Lot	Found phone	CLO				NO		
1465	10/17/18 @16:53	Wednesday	Same	18-M09567	Public Program	975 S Line St; UI Commons	Active shooter response training for ASUI senate	CLO		Public Program		NO		
1466	10/17/18 @16:56	Wednesday	Same	18-M09568	Disabled Vehicle	Sweet ave & S Main ST	Tow truck moved the vehicle	CLO				NO		
1467	10/17/18 @21:01	Wednesday	Same	18-M09575	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1468	10/17/18 @21:30	Wednesday	Same	18-M09577	Disorderly	1000 Paradise Creek ST; UI	Brian Hordeman talking to himself loudly	CLO				NO		
1469	10/18/18 @06:47	Thursday	Same	18-M09586	Theft; Other	121 Sweet Ave; WWAMI	"Construction site thefts, suspect(s) identified"	CLO	OC	Burglary	1	YES		
1470	10/18/18 @14:04	Thursday	Same	18-M09599	Injured Person	975 S Line St; UI Commons	Person slammed pinky finger in the door	CLO				NO		
1471	10/18/18 @19:32	Thursday	Same	18-M09616	Alarm; Elevator	1080 W 6th ST; Gooding; Willey	Accidental activation	CLO				NO		
1472	10/18/18 @22:09	Thursday	Same	18-M09619	Alarm; Elevator	1080 W 6th ST; Ballard; Elev	Accidental activation	CLO				NO		
1473	10/18/18 @23:25	Thursday	Same	18-M09622	Drugs	1080 W 6th ST; Wallace;	"Odor of marijuana, UTL"	CLO				NO		
1474	10/18/18 @23:30	Thursday	Same	18-M09624	Alarm; Elevator	1001 University Ave; Mem Gym	Accidental activation	CLO				NO		
1475	10/19/18 @00:21	Thursday	Same	18-M09627	Alarm; Elevator	901 Paradise Creek St; Elev	Accidental activation	CLO				NO		
1476	10/19/18 @11:10	Friday	Same	18-M09636	Animal; Stray	1200 W Palouse River Dr; Arb	UTL dog at large	UTL				NO		
1477	10/19/18 @18:59	Friday	Same	18-M09664	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1478	10/20/18 @01:52	Saturday	Same	18-M09674	Alarm; Elevator	1080 W 6th ST; Willey Elev	Accidental activation	CLO				NO		
1479	10/20/18 @09:31	Saturday	Same	18-M09685	Alarm; Elevator	921 Campus Dr; 133 Education Bldg.	Accidental activation	CLO				NO		
1480	10/20/18 @14:55	Saturday	Same	18-M09695	Found Property	1000 Stadium Dr; Kibbie Dome	Found cash	CLO				NO		
1481	10/20/18 @16:12	Saturday	Same	18-M09698	Intoxication	Poultry Hill Way	Drunk DDD taken to sorority house to be watched by sisters	ACT	OC	Alcohol - Referral	1	YES		
1482	10/20/18 @16:47	Saturday	Same	18-M09699	Fall	518 Taylor Ave; 6	Female fell down and was trasnported to GMC 	CLO				NO		
1483	10/20/18 @17:26	Saturday	Same	18-M09701	Overdose	Perimeter Dr; Between Poultr	Male drank too much alcohol	CLO				NO		
1484	10/20/18 @17:54	Saturday	Same	18-M09702	Alarm; Burglary	920 Deakin Ave; SAE	False alarm	CLO				NO		
1485	10/20/18 @17:56	Saturday	Same	18-M09704	Found Property	Moscow	Broken cell phone	CLO				NO		
1486	10/20/18 @18:02	Saturday	Same	18-M09703	Traffic Offense	1000 Stadium Dr; Kibbie Dome	"Report of possible DUI, officers were UTL"	CLO				NO		
1487	10/20/18 @18:12	Saturday	Same	18-M09705	Alarm; Elevator	1080 W 6th ST; Wallace; Wiley	Accidental activation	CLO				NO		
1488	10/21/18 @00:23	Sunday	Same	18-M09718	Alarm; Fire	620 Idaho Ave; Phi Kappa Tau	"Someone pulled fire alarm, no suspects"	CLO				NO		
1489	10/21/18 @10:58	Sunday	Same	18-M09729	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1490	10/21/18 @11:34	Sunday	Same	18-M09730	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1491	10/21/18 @15:31	Sunday	Same	18-M09734	Traffic Hazard	Farm Rd; At the Stop Light	Person ran out of gas	CLO				NO		
1492	10/21/18 @15:57	Sunday	Same	18-M09735	Accident; Injury	Deakin Ave & W 6th ST'	Bicyclist cited for failure to use due caution when making a left hand turn after he hit a moving vehicle	CLO				NO		
1493	10/21/18 @21:09	Sunday	Same	18-M09739	Suicidal Person	727 Nez Perce DR; Alpha Gamma	Depressed female given ride to GMC	CLO				NO		
1494	10/21/18 @23:35	Sunday	Same	18-M09741	Agency Assist	Moscow	Paper service	CLO				NO		
1495	10/22/18 @12:43	Monday	Same	18-M09756	Theft; Other	975 W 6th St; CNR		CLO				NO		
1496	10/22/18 @19:01	Monday	Same	18-M09769	Alarm; Elevator	1080 W 6th ST; Wallace; Wiley		CLO				NO		
1497	10/23/18 @09:29	Tuesday	Same	18-M09775	Parking Problem	711 Rayburn St; Mernard Law	1- cited for using stolen parking permit (theft)	ACT				NO		
1498	10/23/18 @12:40	Tuesday	Same	18-M09782	Fall	801 S Line St; Brink Phinney	"Guy crashed his bicycle, EMTs responded - transported to GMC"	CLO				NO		
1499	10/23/18 @14:03	Tuesday	Same	18-M09784	Custodial Int.	Moscow	Not on campus or related	CLO				NO	x	
1500	10/23/18 @14:40	Tuesday	Same	18-M09787	Accident; Non-Injury	Moscow	Not an accident and not on campus or related	CLO				NO	x	
1501	10/23/18 @14:43	Tuesday	Same	18-M09788	Suicidal Person	918 Blake Ave; Kappa Sigma	Depressed male student went to CTC	ACT				NO		
1502	10/23/18 @15:28	Tuesday	Same	18-M09790	Theft; Other	850 Rayburn St; UI Library	"Theft of a first generation, green Hydro Flask from library"	ACT				NO		
1503	10/23/18 @16:02	Tuesday	Same	18-M09792	Theft; Other	975 S Line St; UI Commons	Laptop stolen from table in Commons 	ACT				NO		
1504	10/24/18 @14:49	Wednesday	Same	18-M09830	Theft; Other	706 Deakin Ave; UI Bookstore	Theft of an iPad	ACT				NO		
1505	10/24/18 @16:59	Wednesday	Same	18-M09836	Public Program	600 University Ave; Phi Gamma	Cop talk at Fiji	CLO		Public Program		NO		
1506	10/24/18 @17:37	Wednesday	Same	18-M09840	Communications	1001 Paradise Creek ST;	Accidental activation	CLO				NO		
1507	10/24/18 @18:28	Wednesday	Same	18-M09841	Traffic Offense	Nez Perce Dr; Alpha Gamma	"Complaint about cars driving fast, UTL"	CLO				NO		
1508	10/24/18 @19:17	Wednesday	Same	18-M09842	Alarm; Elevator	1080 W 6th ST; Wallace Willey	Accidental activation	CLO				NO		
1509	10/25/18 @03:34	Wednesday	Same	18-M09853	Found Property	Moscow	Found property	CLO				NO		
1510	10/25/18 @14:33	Thursday	Same	18-M09870	Theft; Other	UI Campus	"Report of stolen bicycle, Unfounded"	ACT				NO		
1511	10/25/18 @15:10	Thursday	Same	18-M09872	Domestic Dispute	Moscow	Not on campus or related	ACT				NO	x	
1512	10/25/18 @17:47	Thursday	Same	18-M09880	Alarm; Elevator	832 Ash St; Elevator; Student	Accidental activation	ACT				NO		
1513	10/25/18 @18:51	Thursday	Same	18-M09884	Threatening	850 Rayburn ST; UofI Library	"1 male arguing on the phone, was arrested on Nez Perce County warrant"	ACT				NO		
1514	10/25/18 @21:42	Thursday	Same	18-M09890	Harassment	1001 University Ave; Memorial Gym	Female reported she believes her ex-boyfriend poured a box of macaroni noddles on her car	ACT				NO		
1515	10/26/18 @06:46	Friday	Same	18-M09895	Other Calls	Moscow	Not on campus or related	ACT				NO	x	
1516	10/26/18 @08:22	Friday	Same	18-M09899	Theft; Other	Moscow	Not in moscow	CLO				NO	x	
1517	10/26/18 @13:21	Friday	Same	18-M09909	Suicidal Person	Moscow	Not on campus or related	CLO				NO	x	
1518	10/26/18 @16:58	Friday	Same	18-M09926	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1519	10/27/18 @01:56	Saturday	Same	18-M09941	Alarm; Fire	720 Idaho Ave; Delta Tau Delta	"A little smoke upstairs, MVFD on scene"	CLO				NO		
1520	10/27/18 @02:52	Saturday	Same	18-M09944	Intoxication	876 W 6th ST; UI Steamplant	Drunk male fell in creek and was transported to GMC	CLO				NO		
1521	10/27/18 @09:20	Saturday	Same	18-M09953	Suspicious	Line Rayburn Aly & W 6th ST	"Strange male standing outside an event for women, he was asked to leave and did so"	ACT				NO		
1522	10/27/18 @09:52	Saturday	Same	18-M09956	Accident; Non-Injury	Perimeter Dr & W Pullman Rd	Not on campus or related	CLO				NO	x	
1523	10/27/18 @13:41	Saturday	Same	18-M09962	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1524	10/27/18 @15:40	Saturday	Same	18-M09966	Alarm; Elevator	1080 W 6th St; Wallace	Accidental activation	CLO				NO		
1525	10/28/18 @02:54	Sunday	Same	18-M09979	Alarm; Elevator	630 Elm ST; Kappa Alpha Theta	Accidental activation	CLO				NO		
1526	10/28/18 @14:07	Sunday	Same	18-M09986	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1527	10/29/18 @08:32	Monday	Same	18-M10003	Alarm; Elevator	820 Pine St; Gibb Hall Elevator	Accidental activation	ACT				NO		
1528	10/29/18 @10:04	Monday	Same	18-M10008	Fraud	Moscow	Not on campus or related	ACT				NO	x	
1529	10/29/18 @14:48	Monday	Same	18-M10018	Found Property	875 Perimeter Dr; UI Facilities	Found phone	CLO				NO		
1530	10/29/18 @15:28	Monday	Same	18-M10020	Harassment	Moscow	Unknown person called numerous times from blocked number; ofc did safety planning and help her get in touch with Verizon	ACT				NO		
1531	10/29/18 @17:44	Monday	Same	18-M10024	Alarm; Elevator	1001 Paradise Creek ST; Theophilus Tower	Accidental activation	CLO				NO		
1532	10/29/18 @17:47	Monday	Same	18-M10025	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1549	11/01/18 @15:46	Thursday	Same	18-M10116	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1550	11/01/18 @15:47	Thursday	Same	18-M10119	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1551	11/01/18 @18:13	Thursday	Same	18-M10124	Alarm; Elevator	901 Paradise Creek St; LLC	Accidental activation	CLO				NO		
1552	11/01/18 @18:46	Thursday	Same	18-M10126	Animal; Problem	901 Paradise Creek St; LLC	Collie taken to animal shelter	CLO				NO		
1553	11/02/18 @14:43	Friday	Same	18-M10155	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1554	11/02/18 @16:55	Friday	Same	18-M10159	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1555	11/02/18 @22:54	Friday	Same	18-M10170	Noise Complaint	509 University Ave	1 warned for noise	WRN				NO		
1556	11/02/18 @23:04	Friday	Same	18-M10172	Alcohol Offense	Sweet Ave & Blake Ave	Three underage males warned for drinking	CLO	PP	Alcohol - Referral	3	YES		
1557	11/03/18 @00:29	Saturday	Same	18-M10176	Noise Complaint	509 Univesity Ave; 1	1 - warned for noise	WRN				NO		
1558	11/03/18 @01:35	Saturday	Same	18-M10177	Drugs	1080 W 6th St; Wallace Complex	3 -  warned for being present in a place marijuana was being used	CLO	OC OCH	Drug - Referral	3	YES		
1559	11/03/18 @10:26	Saturday	Same	18-M10189	Found Property	1200 W Palouse River Dr; Arb	Found wallet	CLO				NO		
1560	11/03/18 @12:05	Saturday	Same	18-M10190	Theft; Other	1001 Paradise Creek St; Theophilus Tower	Stolen bicycle	CLO				NO		
1561	 11/03/18 @13:26	Saturday	Same	18-M10192	Citizen Assist	Moscow		CLO				NO		
1562	11/03/18 @14:29	Saturday	Same	18-M10194	Alcohol Offense	1000 Stadium Dr; Kibbie Dome	1 -  cited for MIC and Battery on Police & 1 - cited for MIC after both were located in mens restroom on the northeast concourse of Kibbie Dome	ACT	OC	Alcohol - Arrest	2	YES		
1563	11/03/18 @16:03	Saturday	Same	18-M10196	Fire Other	1080 W 6th ST; LLC 7 & Steam Plant	"Gas leak, not a fire, valve turned off"	CLO				NO		
1564	11/03/18 @19:34	Saturday	Same	18-M10202	Alarm; Elevator	1080 W 6th ST; Elev North	Accidental activation	CLO				NO		
1565	11/03/18 @21:19	Saturday	Same	18-M10205	Battery	507 Idaho Ave; Pi Beta Phi	Unknown male grabbed buttocks of female and ran away	ACT				NO		
1566	11/04/18 @08:39	Sunday	Same	18-M10215	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1567	11/04/18 @12:51	Sunday	Same	18-M10218	Fire Other	514 Sweet Ave; Kappa Delta	False alarm	CLO				NO		
1568	11/04/18 @12:52	Sunday	Same	18-M10217	Gun Check	861 Perimeter Dr; UI  Security	Gun check	CLO				NO		
1569	11/04/18 @23:23	Sunday	Same	18-M10226	Alarm; Fire	901 Paradise Creek ST; 6	False alarm	CLO				NO		
1570	11/05/18 @13:34	Monday	Same	18-M10243	Sex Offense	118 E 4th St; MPD	Not on campus or related	ACT				NO	x	
1571	11/05/18 @13:35	Monday	Same	18-M10244	Sex Offense	118 E 4th St; MPD	Not on campus or related	ACT				NO	x	
1572	11/05/18 @19:55	Monday	Same	18-M10252	Theft; Other	850 Rayburn St; UofI Lib	"Unfounded, she found her ring"	ACT				NO		
1573	11/06/18 @12:42	Tuesday	Same	18-M10270	Found Property	UI; Transportation Center	Found bike	CLO				NO		
1574	11/06/18 @15:52	Tuesday	Same	18-M10271	Found Property	1006 Railroad St; Transit	Found ring	CLO				NO		
1575	11/06/18 @18:19	Tuesday	Same	18-M10276	Alarm; Elevator	921 Campus Dr; Education Bldg.	Accidental activation	CLO				NO		
1576	11/06/18 @19:22	Tuesday	Same	18-M10280	Accident; Injury	100 Stadium Dr;	Female driver looked away from road and struck a pole	ACT				NO		
1577	11/07/18 @12:15	Wednesday	Same	18-M10297	Accident; Non-Injury	711 Rayburn St; Menard Law	UTL	CLO				NO		
1578	11/07/18 @14:47	Wednesday	Same	18-M10301	Fraud	901 Paradise Creek St; 225	Money fraud over internet via Bank of China	ACT				NO		
1579	11/07/18 @21:42	Wednesday	Same	18-M10311	Found Property	Sweet Ave; Large Parking Lot	Found wallet	CLO				NO		
1580	11/08/18 @11:36	Thursday	Same	18-M10334	Other Calls	Moscow	Not on campus or related	CLO				NO	x	
1581	11/08/18 @18:42	Thursday	Same	18-M10346	Runaway Juvenile	Moscow	Not on campus or related	CLO				NO	x	
1582	11/08/18 @19:47	Thursday	Same	18-M10349	Drugs	1080 W 6th ST; Wallace Complex	"Odor of marijuana, unfounded"	CLO	OC OCH	Drug - Referral	2	YES		
1583	11/08/18 @22:14	Thursday	Same	18-M10352	Noise Complaint	604 Elm ST; Alpha Phi	Warned for loud music	WRN				NO		
1584	11/09/18 @11:18	Friday	Same	18-M10363	Accident; Injury	401 W 6th ST; Taco Time	Not on campus or related	ACT				NO	x	
1585	11/09/18 @14:51	Friday	Same	18-M10371	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1586	11/09/18 @16:04	Friday	Same	18-M10376	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1587	11/10/18 @06:06	Saturday	Same	18-M10396	Citizen Assist	1000 Paradise Creek St;	Jump start a vehicle	CLO				NO		
1588	11/10/18 @06:17	Saturday	Same	18-M10397	Found Property	Sweet Ave & S Main St; Near	Found wallet	CLO				NO		
1589	11/10/18 @06:56	Saturday	Same	18-M10398	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1590	11/10/18 @11:47	Saturday	Same	18-M10402	Accident; Hit Run	Moscow	Not on campus or related	ACT				NO	x	
1591	11/10/18 @16:38	Saturday	Same	18-M10409	Parking Problem	Perimeter Dr & Old Pullman RD	"Report of illegally parked vehicles at game, unfounded"	CLO				NO		
1592	11/10/18 @17:12	Saturday	Same	18-M10410	Parking Problem	Perimeter Dr & Old Pullman RD	"Report of illegally parked vehicles at game, unfounded"	CLO				NO		
1593	11/10/18 @17:37	Saturday	Same	18-M10411	Trespassing	1000 Stadium r; Kibbie dome	"1 - 20 YOM arrested for trespass and cited for MIC after being told to leave dome twice for being overly intoxicated, returned a third time and was found passed out in the stands."	ACT	OC	Alcohol - Arrest	1	YES		
1594	11/10/18 @17:48	Saturday	Same	18-M10412	Alcohol Offense	1000 Stadium Dr; Kibbie Dome	"1 - 19 YOM, cited for MIC after being found passed out in mens restroom"	ACT	OC	Alcohol - Arrest	1	YES		
1595	11/10/18 @19:40	Saturday	Same	18-M10415	Fire Other	2222 W 6th St; Area	It was steam not smoke	CLO				NO		
1596	11/10/18 @21:57	Saturday	Same	18-M10418	Gun Check	861 Perimeter Dr; UI Security	Gun check	CLO				NO		
1597	11/11/18 @03:04	Sunday	Same	18-M10421	Animal; Noise	1000 Stadium Dr; Kibbie Dome	Dog barking at tailgate / rv park	CLO				NO		
1598	11/11/18 @09:03	Sunday	Same	18-M10425	Found Property	1000 Paradise Creek St;	Found debit card	ACT				NO		
