month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad,date,closure_1_rounded,closure_2_rounded,closure_1_end_rounded,closure_2_end_rounded,treatment_1,treatment_2,treatment_plus_1,treatment_plus_2,treatment_plus_3,treatment_plus_4,treatment_plus_5,treatment_plus_6,treatment_minus_1,treatment_minus_2,treatment_minus_3,treatment_minus_4,treatment_minus_5,treatment_minus_6
5,2019,California Polytechnic State University-San Luis Obispo_2,2,10,7,26,1,10,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-05-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,2019,California Polytechnic State University-San Luis Obispo_2,0,8,4,7,1,8,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-06-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,2019,California Polytechnic State University-San Luis Obispo_2,1,3,4,1,3,3,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-07-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,2019,California Polytechnic State University-San Luis Obispo_2,0,4,1,2,0,4,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-08-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2019,California Polytechnic State University-San Luis Obispo_2,1,42,19,6,3,42,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-09-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,2019,California Polytechnic State University-San Luis Obispo_2,2,16,8,13,5,16,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-10-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2019,California Polytechnic State University-San Luis Obispo_2,3,18,11,7,0,18,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-11-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2019,California Polytechnic State University-San Luis Obispo_2,1,8,6,3,0,8,0,2018-04-17T00:00:00Z,2018-06-06,2018-04-17T00:00:00Z,2018-06-06,1,1,racist activity,sexual assault,110422,82,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-120.65731100000001,35.299513,NA,21426,180,2878,10351,11075,10622,9881,172,2792,3595,5664,5312,11512,19685,10105,9580,20503,2019-12-01,2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018-07-01,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2014,Clemson University_2,2,31,9,14,1,22,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-01-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2014,Clemson University_2,0,19,8,19,1,7,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-02-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2014,Clemson University_2,1,15,6,11,0,13,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-03-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2014,Clemson University_2,0,20,7,23,0,18,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-04-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2014,Clemson University_2,0,18,0,11,0,14,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-05-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2014,Clemson University_2,0,6,2,6,1,5,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-06-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2014,Clemson University_2,1,9,2,8,0,8,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-07-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2014,Clemson University_2,1,34,7,9,0,26,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-08-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2014,Clemson University_2,4,43,13,28,1,33,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-09-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2014,Clemson University_2,0,48,18,26,0,42,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-10-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2014,Clemson University_2,3,35,13,26,0,30,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-11-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2014,Clemson University_2,0,2,8,8,0,2,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,17260,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,21857,1347,389,10160,11697,9229,8031,1116,335,510,7667,6704,16876,16572,8819,7753,17260,2014-12-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2015,Clemson University_2,0,33,21,20,2,27,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-01-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2015,Clemson University_2,2,19,21,17,1,15,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-02-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2015,Clemson University_2,0,10,12,23,0,7,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-03-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2015,Clemson University_2,1,28,15,16,1,26,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-04-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2015,Clemson University_2,0,28,8,13,3,25,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-05-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2015,Clemson University_2,1,9,10,10,1,8,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-06-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2015,Clemson University_2,1,6,2,10,1,6,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-07-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2015,Clemson University_2,0,25,19,11,1,16,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-08-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2015,Clemson University_2,1,24,20,28,0,23,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-09-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2015,Clemson University_2,0,41,13,44,4,37,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-10-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2015,Clemson University_2,3,31,12,17,1,28,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-11-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2015,Clemson University_2,2,2,5,17,0,2,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,18559,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.834463,34.677329,NA,22698,1419,470,10682,12016,9520,8496,1191,409,574,7871,7109,17627,17238,9058,8180,18016,2015-12-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2016,Clemson University_2,0,10,20,15,1,7,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-01-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2016,Clemson University_2,0,6,5,20,0,6,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-02-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2016,Clemson University_2,1,11,7,12,1,8,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-03-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2016,Clemson University_2,0,6,12,18,0,5,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-04-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2016,Clemson University_2,0,6,1,9,1,5,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-05-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2016,Clemson University_2,1,4,5,12,0,4,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-06-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2016,Clemson University_2,1,5,7,8,16,4,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-07-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2016,Clemson University_2,0,9,25,22,3,7,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-08-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2016,Clemson University_2,4,25,14,22,0,21,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-09-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2016,Clemson University_2,2,27,16,15,0,23,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-10-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2016,Clemson University_2,1,29,17,28,1,27,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-11-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2016,Clemson University_2,1,4,8,7,0,4,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,81,19096,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,23406,1535,526,11200,12206,9725,8874,1265,454,649,8048,7379,18204,17883,9311,8572,18599,2016-12-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2017,Clemson University_2,0,13,16,12,1,12,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,19869,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,24387,1540,531,11881,12506,9988,9414,1279,463,727,8265,7813,19136,18642,9544,9098,19402,2017-01-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2017,Clemson University_2,1,17,4,39,1,15,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,19869,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,24387,1540,531,11881,12506,9988,9414,1279,463,727,8265,7813,19136,18642,9544,9098,19402,2017-02-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2017,Clemson University_2,0,12,4,17,4,10,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,19869,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,24387,1540,531,11881,12506,9988,9414,1279,463,727,8265,7813,19136,18642,9544,9098,19402,2017-03-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2017,Clemson University_2,0,12,5,23,1,7,0,2018-01-27T00:00:00Z,2018-03-01,2018-01-27T00:00:00Z,2018-03-01,1,0,sexual assaul,death,217882,82,19869,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,24387,1540,531,11881,12506,9988,9414,1279,463,727,8265,7813,19136,18642,9544,9098,19402,2017-04-01,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,2018-03-01,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
